NAME.who,NAME.shpfile,NAME.who_adm1,vaccine,iso3,who_coverage,merge_status,GAUL_CODE
kango,kango,estuaire,VAD1,GAB,-4444,success,76015
kango,kango,estuaire,YFV,GAB,48.85550765,success,76015
koulamoutou,koulamoutou,oglolo,BCG,GAB,98.53212541,success,76157
koulamoutou,koulamoutou,oglolo,DTP1,GAB,93.04901445,success,76157
koulamoutou,koulamoutou,oglolo,DTP3,GAB,85.23214381,success,76157
koulamoutou,koulamoutou,oglolo,DTP4,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,HepB_BD,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,HepB_BDall,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,HepB3,GAB,85.23214381,success,76157
koulamoutou,koulamoutou,oglolo,Hib3,GAB,85.23214381,success,76157
koulamoutou,koulamoutou,oglolo,IPV1,GAB,85.23214381,success,76157
koulamoutou,koulamoutou,oglolo,MCV1,GAB,63.38257766,success,76157
koulamoutou,koulamoutou,oglolo,MCV2,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,MenA,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,PAB_DTP1,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,PCV1,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,PCV2,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,PCV3,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,Pol3,GAB,85.23214381,success,76157
koulamoutou,koulamoutou,oglolo,RCV1,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,Rota1,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,RotaC,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,TT2plus,GAB,100.0125172,success,76157
koulamoutou,koulamoutou,oglolo,VAD1,GAB,-4444,success,76157
koulamoutou,koulamoutou,oglolo,YFV,GAB,63.38257766,success,76157
lambarene,lambarene,moyogooue,BCG,GAB,103.2320935,success,76216
lambarene,lambarene,moyogooue,DTP1,GAB,85.19288691,success,76216
lambarene,lambarene,moyogooue,DTP3,GAB,80.95905859,success,76216
lambarene,lambarene,moyogooue,DTP4,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,HepB_BD,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,HepB_BDall,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,HepB3,GAB,80.95905859,success,76216
lambarene,lambarene,moyogooue,Hib3,GAB,80.95905859,success,76216
lambarene,lambarene,moyogooue,IPV1,GAB,80.95905859,success,76216
lambarene,lambarene,moyogooue,MCV1,GAB,68.98042237,success,76216
lambarene,lambarene,moyogooue,MCV2,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,MenA,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,PAB_DTP1,GAB,-4444,success,76216
lambarene,lambarene,moyogooue,PCV1,GAB,-4444,success,76216
