,iso3,vaccine,ADM0_NAME,ADM1_NAME,NAME,who_coverage
1,AGO,DTP3,Angola,bengo,ambriz,67
2,AGO,DTP3,Angola,bengo,bulaatumba,150
3,AGO,DTP3,Angola,bengo,dande,79
4,AGO,DTP3,Angola,bengo,dembosquibaxe,66
5,AGO,DTP3,Angola,bengo,nambuangongo,45
6,AGO,DTP3,Angola,bengo,pangoaluquem,102
7,AGO,DTP3,Angola,benguela,baiafarta,101
8,AGO,DTP3,Angola,benguela,balombo,73
9,AGO,DTP3,Angola,benguela,benguela,72
10,AGO,DTP3,Angola,benguela,bocoio,95
11,AGO,DTP3,Angola,benguela,caimbambo,56
12,AGO,DTP3,Angola,benguela,catumbela,117
13,AGO,DTP3,Angola,benguela,chongoroi,102
14,AGO,DTP3,Angola,benguela,cubal,71
15,AGO,DTP3,Angola,benguela,ganda,94
16,AGO,DTP3,Angola,benguela,lobito,78
17,AGO,DTP3,Angola,bie,andulo,82
18,AGO,DTP3,Angola,bie,camacupa,56
19,AGO,DTP3,Angola,bie,catabola,75
20,AGO,DTP3,Angola,bie,chinguar,72
21,AGO,DTP3,Angola,bie,chitembo,65
22,AGO,DTP3,Angola,bie,cuemba,24
23,AGO,DTP3,Angola,bie,cuito,79
24,AGO,DTP3,Angola,bie,cunhinga,89
25,AGO,DTP3,Angola,bie,nharea,84
26,AGO,DTP3,Angola,cabinda,belize,92
27,AGO,DTP3,Angola,cabinda,bucozau,78
28,AGO,DTP3,Angola,cabinda,cabinda,69
29,AGO,DTP3,Angola,cabinda,cacongo,90
30,AGO,DTP3,Angola,cuandocubango,calai,79
31,AGO,DTP3,Angola,cuandocubango,cuangar,37
32,AGO,DTP3,Angola,cuandocubango,cuchi,54
33,AGO,DTP3,Angola,cuandocubango,cuitocuanavale,55
34,AGO,DTP3,Angola,cuandocubango,dirico,21
35,AGO,DTP3,Angola,cuandocubango,mavinga,31
36,AGO,DTP3,Angola,cuandocubango,menongue,29
37,AGO,DTP3,Angola,cuandocubango,nancova,370
38,AGO,DTP3,Angola,cuandocubango,rivungo,0
39,AGO,DTP3,Angola,cuanzanorte,ambaca,32
40,AGO,DTP3,Angola,cuanzanorte,banga,92
41,AGO,DTP3,Angola,cuanzanorte,bolongongo,115
42,AGO,DTP3,Angola,cuanzanorte,cambambe,58
43,AGO,DTP3,Angola,cuanzanorte,cazengo,83
44,AGO,DTP3,Angola,cuanzanorte,golungoalto,47
45,AGO,DTP3,Angola,cuanzanorte,gonguembo,31
46,AGO,DTP3,Angola,cuanzanorte,lucala,127
47,AGO,DTP3,Angola,cuanzanorte,quiculungo,65
48,AGO,DTP3,Angola,cuanzanorte,sambacaju,67
49,AGO,DTP3,Angola,cuanzasul,amboim,83
50,AGO,DTP3,Angola,cuanzasul,cassongue,109
51,AGO,DTP3,Angola,cuanzasul,cela,47
52,AGO,DTP3,Angola,cuanzasul,conda,85
53,AGO,DTP3,Angola,cuanzasul,ebo,64
54,AGO,DTP3,Angola,cuanzasul,libolo,58
55,AGO,DTP3,Angola,cuanzasul,mussende,99
56,AGO,DTP3,Angola,cuanzasul,portoamboim,88
57,AGO,DTP3,Angola,cuanzasul,quibala,53
58,AGO,DTP3,Angola,cuanzasul,quilenda,40
59,AGO,DTP3,Angola,cuanzasul,seles,85
60,AGO,DTP3,Angola,cuanzasul,sumbe,61
61,AGO,DTP3,Angola,cunene,cahama,99
62,AGO,DTP3,Angola,cunene,cuanhama,47
63,AGO,DTP3,Angola,cunene,curoca,21
64,AGO,DTP3,Angola,cunene,cuvelai,92
65,AGO,DTP3,Angola,cunene,namacunde,34
66,AGO,DTP3,Angola,cunene,ombadja,59
67,AGO,DTP3,Angola,huambo,bailundo,68
68,AGO,DTP3,Angola,huambo,caala,110
69,AGO,DTP3,Angola,huambo,catchiungo,97
70,AGO,DTP3,Angola,huambo,ecunha,100
71,AGO,DTP3,Angola,huambo,huambo,114
72,AGO,DTP3,Angola,huambo,londuimbale,123
73,AGO,DTP3,Angola,huambo,longonjo,186
74,AGO,DTP3,Angola,huambo,mungo,70
75,AGO,DTP3,Angola,huambo,tchikalatcholohang,67
76,AGO,DTP3,Angola,huambo,tchinjenje,86
77,AGO,DTP3,Angola,huambo,ukuma,113
78,AGO,DTP3,Angola,huila,caconda,85
79,AGO,DTP3,Angola,huila,cacula,132
80,AGO,DTP3,Angola,huila,caluquembe,87
81,AGO,DTP3,Angola,huila,chibia,92
82,AGO,DTP3,Angola,huila,chicomba,87
83,AGO,DTP3,Angola,huila,chipindo,96
84,AGO,DTP3,Angola,huila,cuvango,91
85,AGO,DTP3,Angola,huila,gambos,102
86,AGO,DTP3,Angola,huila,humpata,89
87,AGO,DTP3,Angola,huila,jamba,94
88,AGO,DTP3,Angola,huila,lubango,79
89,AGO,DTP3,Angola,huila,matala,63
90,AGO,DTP3,Angola,huila,quilengues,110
91,AGO,DTP3,Angola,huila,quipungo,91
92,AGO,DTP3,Angola,luanda,belas,51
93,AGO,DTP3,Angola,luanda,cacuaco,50
94,AGO,DTP3,Angola,luanda,cazenga,61
95,AGO,DTP3,Angola,luanda,icoloebengo,60
96,AGO,DTP3,Angola,luanda,ingombota,109
97,AGO,DTP3,Angola,luanda,kilambakiaxi,67
98,AGO,DTP3,Angola,luanda,maianga,84
99,AGO,DTP3,Angola,luanda,quissama,45
100,AGO,DTP3,Angola,luanda,rangel,136
101,AGO,DTP3,Angola,luanda,samba,136
102,AGO,DTP3,Angola,luanda,sambizanga,39
103,AGO,DTP3,Angola,luanda,viana,70
104,AGO,DTP3,Angola,lundanorte,cambulo,67
105,AGO,DTP3,Angola,lundanorte,capendacamulemba,91
106,AGO,DTP3,Angola,lundanorte,caungula,47
107,AGO,DTP3,Angola,lundanorte,chitato,85
108,AGO,DTP3,Angola,lundanorte,cuango,74
109,AGO,DTP3,Angola,lundanorte,cuilo,21
110,AGO,DTP3,Angola,lundanorte,lubalo,80
111,AGO,DTP3,Angola,lundanorte,lucapa,111
112,AGO,DTP3,Angola,lundanorte,xamuteba,99
113,AGO,DTP3,Angola,lundasul,cacolo,78
114,AGO,DTP3,Angola,lundasul,dala,69
115,AGO,DTP3,Angola,lundasul,muconda,87
116,AGO,DTP3,Angola,lundasul,saurimo,84
117,AGO,DTP3,Angola,malanje,caculamamucari,72
118,AGO,DTP3,Angola,malanje,cacuso,70
119,AGO,DTP3,Angola,malanje,cahombo,68
120,AGO,DTP3,Angola,malanje,calandula,158
121,AGO,DTP3,Angola,malanje,cambundicatembo,124
122,AGO,DTP3,Angola,malanje,cangandala,74
123,AGO,DTP3,Angola,malanje,cundadiabaze,3
124,AGO,DTP3,Angola,malanje,kiuabanzoji,51
125,AGO,DTP3,Angola,malanje,luquembo,61
126,AGO,DTP3,Angola,malanje,malanje,107
127,AGO,DTP3,Angola,malanje,marimba,60
128,AGO,DTP3,Angola,malanje,massango,46
129,AGO,DTP3,Angola,malanje,quela,26
130,AGO,DTP3,Angola,malanje,quirima,50
131,AGO,DTP3,Angola,moxico,altozambeze,472
132,AGO,DTP3,Angola,moxico,camanongue,121
133,AGO,DTP3,Angola,moxico,leua,216
134,AGO,DTP3,Angola,moxico,luacano,250
135,AGO,DTP3,Angola,moxico,luau,65
136,AGO,DTP3,Angola,moxico,luchazes,33
137,AGO,DTP3,Angola,moxico,lumbalanguimbo,241
138,AGO,DTP3,Angola,moxico,lumejecameia,250
139,AGO,DTP3,Angola,moxico,moxicoluena,111
140,AGO,DTP3,Angola,namibe,bibala,71
141,AGO,DTP3,Angola,namibe,camucuio,50
142,AGO,DTP3,Angola,namibe,namibe,48
143,AGO,DTP3,Angola,namibe,tombua,85
144,AGO,DTP3,Angola,namibe,virei,20
145,AGO,DTP3,Angola,uige,ambuila,99
146,AGO,DTP3,Angola,uige,bembe,83
147,AGO,DTP3,Angola,uige,buengas,53
148,AGO,DTP3,Angola,uige,bungo,94
149,AGO,DTP3,Angola,uige,cangola,82
150,AGO,DTP3,Angola,uige,damba,120
151,AGO,DTP3,Angola,uige,maqueladozombo,60
152,AGO,DTP3,Angola,uige,milunga,88
153,AGO,DTP3,Angola,uige,mucaba,84
154,AGO,DTP3,Angola,uige,negage,114
155,AGO,DTP3,Angola,uige,puri,101
156,AGO,DTP3,Angola,uige,quimbele,89
157,AGO,DTP3,Angola,uige,quitexe,93
158,AGO,DTP3,Angola,uige,sanzapombo,68
159,AGO,DTP3,Angola,uige,songo,124
160,AGO,DTP3,Angola,uige,uige,86
161,AGO,DTP3,Angola,zaire,cuimba,40
162,AGO,DTP3,Angola,zaire,mbanzacongo,44
163,AGO,DTP3,Angola,zaire,noqui,85
164,AGO,DTP3,Angola,zaire,nzeto,67
165,AGO,DTP3,Angola,zaire,soyo,45
166,AGO,DTP3,Angola,zaire,tomboco,53
167,BDI,DTP3,Burundi,bubanza,bubanza,91.86420102
168,BDI,DTP3,Burundi,bubanza,mpanda,128.8595725
169,BDI,DTP3,Burundi,bujumburamairie,zonecentre,71.4500901
170,BDI,DTP3,Burundi,bujumburamairie,zonenord,109.6721466
171,BDI,DTP3,Burundi,bujumburamairie,zonesud,98.46198187
172,BDI,DTP3,Burundi,bujumburarural,kabezi,76.49842482
173,BDI,DTP3,Burundi,bujumburarural,rwibaga,66.97786198
174,BDI,DTP3,Burundi,bujumburarural,isale,94.16030775
175,BDI,DTP3,Burundi,bururi,bururi,76.30562097
176,BDI,DTP3,Burundi,bururi,matana,62.46907688
177,BDI,DTP3,Burundi,cankuzo,cankuzo,94.96440096
178,BDI,DTP3,Burundi,cankuzo,murore,124.3589169
179,BDI,DTP3,Burundi,cibitoke,cibitoke,104.0198762
180,BDI,DTP3,Burundi,cibitoke,mabayi,104.4133507
181,BDI,DTP3,Burundi,gitega,gitega,97.23977302
182,BDI,DTP3,Burundi,gitega,kibuye,85.88981204
183,BDI,DTP3,Burundi,gitega,mutaho,86.93142257
184,BDI,DTP3,Burundi,gitega,ryansoro,77.64230693
185,BDI,DTP3,Burundi,karuzi,buhiga,91.88074626
186,BDI,DTP3,Burundi,karuzi,nyabikere,95.79488069
187,BDI,DTP3,Burundi,kayanza,gahombo,69.79556182
188,BDI,DTP3,Burundi,kayanza,kayanza,85.9865516
189,BDI,DTP3,Burundi,kayanza,musema,68.30234516
190,BDI,DTP3,Burundi,kirundo,busoni,80.16860027
191,BDI,DTP3,Burundi,kirundo,kirundo,86.38611769
192,BDI,DTP3,Burundi,kirundo,mukenke,99.522349
193,BDI,DTP3,Burundi,kirundo,vumbi,98.02907936
194,BDI,DTP3,Burundi,makamba,makamba,93.78442408
195,BDI,DTP3,Burundi,makamba,nyanzalac,100.9610312
196,BDI,DTP3,Burundi,muramvya,kiganda,73.50468694
197,BDI,DTP3,Burundi,muramvya,muramvya,86.14534263
198,BDI,DTP3,Burundi,muyinga,gashoho,111.2656467
199,BDI,DTP3,Burundi,muyinga,giteranyi,90.39277787
200,BDI,DTP3,Burundi,muyinga,muyinga,114.8257176
201,BDI,DTP3,Burundi,mwaro,fota,63.45915607
202,BDI,DTP3,Burundi,mwaro,kibumbu,68.30335263
203,BDI,DTP3,Burundi,ngozi,buye,77.16368346
204,BDI,DTP3,Burundi,ngozi,kiremba,92.95484238
205,BDI,DTP3,Burundi,ngozi,ngozi,84.55215568
206,BDI,DTP3,Burundi,rumonge,bugarama,96.07077169
207,BDI,DTP3,Burundi,rumonge,rumonge,110.2525081
208,BDI,DTP3,Burundi,rutana,gihofi,121.1024575
209,BDI,DTP3,Burundi,rutana,rutana,85.36364193
210,BDI,DTP3,Burundi,ruyigi,butezi,81.72945673
211,BDI,DTP3,Burundi,ruyigi,kinyinya,99.08515299
212,BDI,DTP3,Burundi,ruyigi,ruyigi,105.1802246
213,BEN,DTP3,Benin,alibori,banikoara,101.8545279
214,BEN,DTP3,Benin,alibori,gogounou,92.87518949
215,BEN,DTP3,Benin,alibori,kandi,95.56144419
216,BEN,DTP3,Benin,alibori,karimama,107.0693512
217,BEN,DTP3,Benin,alibori,malanville,100.5809859
218,BEN,DTP3,Benin,alibori,scgbana,100.0666667
219,BEN,DTP3,Benin,atacora,boukoumbe,117.1656687
220,BEN,DTP3,Benin,atacora,cobly,139.188641
221,BEN,DTP3,Benin,atacora,kerou,132.3843416
222,BEN,DTP3,Benin,atacora,kouande,114.6299484
223,BEN,DTP3,Benin,atacora,materi,127.0998797
224,BEN,DTP3,Benin,atacora,natitingou,114.9243143
225,BEN,DTP3,Benin,atacora,pehunco,120.2664797
226,BEN,DTP3,Benin,atacora,tanguieta,138.8174807
227,BEN,DTP3,Benin,atacora,toucountouna,120.5517241
228,BEN,DTP3,Benin,atlantique,abomeycal,116.7024422
229,BEN,DTP3,Benin,atlantique,allada,105.982906
230,BEN,DTP3,Benin,atlantique,kpomassc,107.1905697
231,BEN,DTP3,Benin,atlantique,ouidah,117.9655455
232,BEN,DTP3,Benin,atlantique,soava,101.5025791
233,BEN,DTP3,Benin,atlantique,toffo,101.308558
234,BEN,DTP3,Benin,atlantique,toribossito,140.4059041
235,BEN,DTP3,Benin,atlantique,ze,92.16807558
236,BEN,DTP3,Benin,borgou,bembereke,87.9916318
237,BEN,DTP3,Benin,borgou,kalale,83.72357724
238,BEN,DTP3,Benin,borgou,ndali,88.85665942
239,BEN,DTP3,Benin,borgou,nikki,86.25635439
240,BEN,DTP3,Benin,borgou,parakou,39.08180138
241,BEN,DTP3,Benin,borgou,pcrcrc,88.42544317
242,BEN,DTP3,Benin,borgou,sinende,89.15843067
243,BEN,DTP3,Benin,borgou,tchaourou,86.46320453
244,BEN,DTP3,Benin,collines,bante,107.6859731
245,BEN,DTP3,Benin,collines,dassa,111.8079244
246,BEN,DTP3,Benin,collines,glazoue,110.7590447
247,BEN,DTP3,Benin,collines,ouesse,118.3965196
248,BEN,DTP3,Benin,collines,savalou,106.1266029
249,BEN,DTP3,Benin,collines,save,115.8623017
250,BEN,DTP3,Benin,couffo,aplahoue,119.9392493
251,BEN,DTP3,Benin,couffo,djakotomey,120.6853081
252,BEN,DTP3,Benin,couffo,dogbo,139.9851641
253,BEN,DTP3,Benin,couffo,klouekanmc,113.7788034
254,BEN,DTP3,Benin,couffo,lalo,115.7054901
255,BEN,DTP3,Benin,couffo,toviklin,113.7073275
256,BEN,DTP3,Benin,donga,bassila,103.6630037
257,BEN,DTP3,Benin,donga,copargo,98.24185249
258,BEN,DTP3,Benin,donga,djougou,96.67482206
259,BEN,DTP3,Benin,donga,ouake,96.71210906
260,BEN,DTP3,Benin,littoral,cotonou,148
261,BEN,DTP3,Benin,mono,athieme,88.76889849
262,BEN,DTP3,Benin,mono,bopa,96.76806084
263,BEN,DTP3,Benin,mono,comc,115.5015198
264,BEN,DTP3,Benin,mono,grangpopo,103.5997882
265,BEN,DTP3,Benin,mono,houeyogbe,110.9580838
266,BEN,DTP3,Benin,mono,lokossa,94.33304272
267,BEN,DTP3,Benin,oueme,adjarra,97.66846744
268,BEN,DTP3,Benin,oueme,adjohoun,97.1680765
269,BEN,DTP3,Benin,oueme,aguegues,44.31323804
270,BEN,DTP3,Benin,oueme,akpromisserete,88.98323536
271,BEN,DTP3,Benin,oueme,avrankou,107.1830376
272,BEN,DTP3,Benin,oueme,bonou,87.57026858
273,BEN,DTP3,Benin,oueme,dangbo,86.69922436
274,BEN,DTP3,Benin,oueme,portonovo,98.64808216
275,BEN,DTP3,Benin,oueme,scmcpodji,75.03420823
276,BEN,DTP3,Benin,plateau,adjaoucrc,77.87994891
277,BEN,DTP3,Benin,plateau,ifangni,123.6502502
278,BEN,DTP3,Benin,plateau,ketou,82.46508116
279,BEN,DTP3,Benin,plateau,pobc,71.22958694
280,BEN,DTP3,Benin,plateau,sakete,95.62727746
281,BEN,DTP3,Benin,zou,abomey,144.0172255
282,BEN,DTP3,Benin,zou,agbangnizoun,115.6885759
283,BEN,DTP3,Benin,zou,bohicon,133.3388402
284,BEN,DTP3,Benin,zou,cove,107.4750831
285,BEN,DTP3,Benin,zou,djidja,87.59476223
286,BEN,DTP3,Benin,zou,ouinhi,92.97323136
287,BEN,DTP3,Benin,zou,zagnanado,109.0721649
288,BEN,DTP3,Benin,zou,zakpota,114.3803419
289,BEN,DTP3,Benin,zou,zogbodome,124.0610687
290,BFA,DTP3,Burkina Faso,bmouhoun,boromo,94.84167518
291,BFA,DTP3,Burkina Faso,bmouhoun,dedougou,100.2877257
292,BFA,DTP3,Burkina Faso,bmouhoun,nouna,110.1459903
293,BFA,DTP3,Burkina Faso,bmouhoun,solenzo,94.57827238
294,BFA,DTP3,Burkina Faso,bmouhoun,toma,105.9621523
295,BFA,DTP3,Burkina Faso,bmouhoun,tougan,104.7354949
296,BFA,DTP3,Burkina Faso,cascades,banfora,113.7711415
297,BFA,DTP3,Burkina Faso,cascades,mangodara,144.8129622
298,BFA,DTP3,Burkina Faso,cascades,sindou,118.3050319
299,BFA,DTP3,Burkina Faso,centre,baskuy,98.62547825
300,BFA,DTP3,Burkina Faso,centre,bogodogo,116.7639015
301,BFA,DTP3,Burkina Faso,centre,boulmiougou,97.75072585
302,BFA,DTP3,Burkina Faso,centre,nongrmassom,122.0518135
303,BFA,DTP3,Burkina Faso,centre,signoghin,135.0371835
304,BFA,DTP3,Burkina Faso,centreest,bittou,101.733013
305,BFA,DTP3,Burkina Faso,centreest,garango,91.84596712
306,BFA,DTP3,Burkina Faso,centreest,koupela,95.98269468
307,BFA,DTP3,Burkina Faso,centreest,ouargaye,93.32981809
308,BFA,DTP3,Burkina Faso,centreest,pouytenga,54.91891892
309,BFA,DTP3,Burkina Faso,centreest,tenkodogo,94.97829519
310,BFA,DTP3,Burkina Faso,centreest,zabre,119.7545008
311,BFA,DTP3,Burkina Faso,centrenord,barsalgho,110.852459
312,BFA,DTP3,Burkina Faso,centrenord,boulsa,123.5659096
313,BFA,DTP3,Burkina Faso,centrenord,boussouma,105.1835158
314,BFA,DTP3,Burkina Faso,centrenord,kaya,103.0616645
315,BFA,DTP3,Burkina Faso,centrenord,kongoussi,107.9892728
316,BFA,DTP3,Burkina Faso,centrenord,tougouri,114.370468
317,BFA,DTP3,Burkina Faso,centreouest,koudougou,99.40785578
318,BFA,DTP3,Burkina Faso,centreouest,leo,110.4001365
319,BFA,DTP3,Burkina Faso,centreouest,nanoro,109.6633144
320,BFA,DTP3,Burkina Faso,centreouest,reo,108.5981769
321,BFA,DTP3,Burkina Faso,centreouest,sabou,96.4846981
322,BFA,DTP3,Burkina Faso,centreouest,sapouy,108.1984792
323,BFA,DTP3,Burkina Faso,centreouest,tenado,107.811069
324,BFA,DTP3,Burkina Faso,centresud,kombissiri,96.57390229
325,BFA,DTP3,Burkina Faso,centresud,manga,88.98407885
326,BFA,DTP3,Burkina Faso,centresud,po,102.7406805
327,BFA,DTP3,Burkina Faso,centresud,sapone,88.34476004
328,BFA,DTP3,Burkina Faso,est,bogande,96.11812336
329,BFA,DTP3,Burkina Faso,est,diapaga,98.15000914
330,BFA,DTP3,Burkina Faso,est,fadangourma,116.8484216
331,BFA,DTP3,Burkina Faso,est,gayeri,122.3151492
332,BFA,DTP3,Burkina Faso,est,manni,117.3928743
333,BFA,DTP3,Burkina Faso,est,pama,103.5178671
334,BFA,DTP3,Burkina Faso,hbassins,dafra,111.6483947
335,BFA,DTP3,Burkina Faso,hbassins,dande,99.71955853
336,BFA,DTP3,Burkina Faso,hbassins,do,125.7101365
337,BFA,DTP3,Burkina Faso,hbassins,hounde,119.5034483
338,BFA,DTP3,Burkina Faso,hbassins,karangassovigue,145.925398
339,BFA,DTP3,Burkina Faso,hbassins,lena,104.2698242
340,BFA,DTP3,Burkina Faso,hbassins,ndorola,107.9837368
341,BFA,DTP3,Burkina Faso,hbassins,orodara,124.291939
342,BFA,DTP3,Burkina Faso,nord,gourcy,99.56417972
343,BFA,DTP3,Burkina Faso,nord,ouahigouya,107.015847
344,BFA,DTP3,Burkina Faso,nord,seguenega,107.5358388
345,BFA,DTP3,Burkina Faso,nord,thiou,116.9370795
346,BFA,DTP3,Burkina Faso,nord,titao,109.6050707
347,BFA,DTP3,Burkina Faso,nord,yako,102.4676916
348,BFA,DTP3,Burkina Faso,pcentral,bousse,107.787705
349,BFA,DTP3,Burkina Faso,pcentral,ziniare,88.98272845
350,BFA,DTP3,Burkina Faso,pcentral,zorgho,105.3862589
351,BFA,DTP3,Burkina Faso,sahel,djibo,99.63851792
352,BFA,DTP3,Burkina Faso,sahel,dori,104.625595
353,BFA,DTP3,Burkina Faso,sahel,goromgorom,97.11488022
354,BFA,DTP3,Burkina Faso,sahel,sebba,110.759356
355,BFA,DTP3,Burkina Faso,sudouest,batie,123.911956
356,BFA,DTP3,Burkina Faso,sudouest,dano,107.3809294
357,BFA,DTP3,Burkina Faso,sudouest,diebougou,109.9528549
358,BFA,DTP3,Burkina Faso,sudouest,gaoua,103.0177
359,BFA,DTP3,Burkina Faso,sudouest,kampti,122.9339853
360,BWA,DTP3,Botswana,bobirwa,bobirwa,84.44285852
361,BWA,DTP3,Botswana,boteti,boteti,90.13605434
362,BWA,DTP3,Botswana,chobe,chobe,80.98109911
363,BWA,DTP3,Botswana,francistown,francistown,75.09333704
364,BWA,DTP3,Botswana,gaborone,gaborone,60.30251793
365,BWA,DTP3,Botswana,gantsi,gantsi,82.59728936
366,BWA,DTP3,Botswana,goodhope,goodhope,67.34537759
367,BWA,DTP3,Botswana,hukuntsi,hukuntsi,74.84317956
368,BWA,DTP3,Botswana,jwaneng,jwaneng,189.0712552
369,BWA,DTP3,Botswana,kanyemoshupa,kanyemoshupa,77
370,BWA,DTP3,Botswana,kgalagadisouth,kgalagadisouth,72.47007449
371,BWA,DTP3,Botswana,kgatleng,kgatleng,73.55839613
372,BWA,DTP3,Botswana,kwenengeast,kwenengeast,66.26688088
373,BWA,DTP3,Botswana,kwenengwest,kwenengwest,109.100099
374,BWA,DTP3,Botswana,lobatse,lobatse,77.88204192
375,BWA,DTP3,Botswana,mabutsane,mabutsane,85.1827842
376,BWA,DTP3,Botswana,mahalapye,mahalapye,91.69995868
377,BWA,DTP3,Botswana,ngami,ngami,70.60928629
378,BWA,DTP3,Botswana,northeast,northeast,54.40920862
379,BWA,DTP3,Botswana,okavango,okavango,114.4449238
380,BWA,DTP3,Botswana,selibephikwe,selibephikwe,78.95258334
381,BWA,DTP3,Botswana,serowepalapye,serowepalapye,83
382,BWA,DTP3,Botswana,southeast,southeast,56.50846068
383,BWA,DTP3,Botswana,tutume,tutume,74.56885088
384,CAF,DTP3,Central African Republic,rs1,begoua,85
385,CAF,DTP3,Central African Republic,rs1,bimbo,74
386,CAF,DTP3,Central African Republic,rs1,boda,68
387,CAF,DTP3,Central African Republic,rs1,bossembele,45
388,CAF,DTP3,Central African Republic,rs1,mbaiki,68
389,CAF,DTP3,Central African Republic,rs2,mamberekadei,39
390,CAF,DTP3,Central African Republic,rs2,nanamambere,46
391,CAF,DTP3,Central African Republic,rs2,sanghambaere,63
392,CAF,DTP3,Central African Republic,rs3,ouham,45
393,CAF,DTP3,Central African Republic,rs3,ouhampende,32
394,CAF,DTP3,Central African Republic,rs4,kemo,78
395,CAF,DTP3,Central African Republic,rs4,nanagrebizi,77
396,CAF,DTP3,Central African Republic,rs4,ouaka,41
397,CAF,DTP3,Central African Republic,rs5,baminguibangoran,77
398,CAF,DTP3,Central African Republic,rs5,hautekotto,94
399,CAF,DTP3,Central African Republic,rs5,vakaga,53
400,CAF,DTP3,Central African Republic,rs6,alindaomingala,23
401,CAF,DTP3,Central African Republic,rs6,bangassou,49
402,CAF,DTP3,Central African Republic,rs6,hautmbomou,16
403,CAF,DTP3,Central African Republic,rs6,kembesatema,4
404,CAF,DTP3,Central African Republic,rs6,mobayezangba,16
405,CAF,DTP3,Central African Republic,rs6,ouangogambo,16
406,CAF,DTP3,Central African Republic,rs7,1erarrond,325
407,CAF,DTP3,Central African Republic,rs7,2earrond,86
408,CAF,DTP3,Central African Republic,rs7,3earrond,61
409,CAF,DTP3,Central African Republic,rs7,4earrond,60
410,CAF,DTP3,Central African Republic,rs7,5earrond,73
411,CAF,DTP3,Central African Republic,rs7,6earrond,67
412,CAF,DTP3,Central African Republic,rs7,7earrond,92
413,CAF,DTP3,Central African Republic,rs7,8earrond,93
414,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,adjameplateauattecoube,95.92964823
415,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,dabou,81.69872076
416,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,grandlahou,95.66413707
417,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,jacqueville,93.16849776
418,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,yopougonest,93.96162093
419,CIV,DTP3,Cote d'Ivoire,abidjan1grandsponts,yopougonouestsongon,103.9833822
420,CIV,DTP3,Cote d'Ivoire,abidjan2,aboboest,83.41461745
421,CIV,DTP3,Cote d'Ivoire,abidjan2,aboboouest,94.1038485
422,CIV,DTP3,Cote d'Ivoire,abidjan2,anyama,90.66285563
423,CIV,DTP3,Cote d'Ivoire,abidjan2,cocodybingerville,101.2938571
424,CIV,DTP3,Cote d'Ivoire,abidjan2,koumassiportbouetvridi,109.4074793
425,CIV,DTP3,Cote d'Ivoire,abidjan2,treichvillemarcory,80.26622894
426,CIV,DTP3,Cote d'Ivoire,agnebytiassame,adzope,96.44227651
427,CIV,DTP3,Cote d'Ivoire,agnebytiassame,agboville,83.09277778
428,CIV,DTP3,Cote d'Ivoire,agnebytiassame,akoupe,106.7282337
429,CIV,DTP3,Cote d'Ivoire,agnebytiassame,alepe,93.56205534
430,CIV,DTP3,Cote d'Ivoire,agnebytiassame,sikensi,94.69993181
431,CIV,DTP3,Cote d'Ivoire,agnebytiassame,tiassale,104.1752753
432,CIV,DTP3,Cote d'Ivoire,belier,didievi,75.94030938
433,CIV,DTP3,Cote d'Ivoire,belier,tiebissou,82.15386597
434,CIV,DTP3,Cote d'Ivoire,belier,toumodi,89.25043743
435,CIV,DTP3,Cote d'Ivoire,belier,yamoussoukro,91.02916072
436,CIV,DTP3,Cote d'Ivoire,bounkanigontougo,bondoukou,92.17856387
437,CIV,DTP3,Cote d'Ivoire,bounkanigontougo,bouna,108.1912107
438,CIV,DTP3,Cote d'Ivoire,bounkanigontougo,nassian,98.29971866
439,CIV,DTP3,Cote d'Ivoire,bounkanigontougo,tanda,91.26967754
440,CIV,DTP3,Cote d'Ivoire,cavallyguemon,bangolo,97.9996758
441,CIV,DTP3,Cote d'Ivoire,cavallyguemon,blolequin,118.7455972
442,CIV,DTP3,Cote d'Ivoire,cavallyguemon,duekoue,100.4338661
443,CIV,DTP3,Cote d'Ivoire,cavallyguemon,guiglo,97.64787076
444,CIV,DTP3,Cote d'Ivoire,cavallyguemon,kouibly,106.1561083
445,CIV,DTP3,Cote d'Ivoire,cavallyguemon,toulepleu,70.76559592
446,CIV,DTP3,Cote d'Ivoire,gbeke,beoumi,92.32190879
447,CIV,DTP3,Cote d'Ivoire,gbeke,bouakenordest,104.9902192
448,CIV,DTP3,Cote d'Ivoire,gbeke,bouakenordouest,89.33416529
449,CIV,DTP3,Cote d'Ivoire,gbeke,bouakesud,99.857709
450,CIV,DTP3,Cote d'Ivoire,gbeke,sakassou,91.56311315
451,CIV,DTP3,Cote d'Ivoire,gboklenawasanpedro,gueyo,100.7476152
452,CIV,DTP3,Cote d'Ivoire,gboklenawasanpedro,sanpedro,99.87396219
453,CIV,DTP3,Cote d'Ivoire,gboklenawasanpedro,sassandra,119.8124047
454,CIV,DTP3,Cote d'Ivoire,gboklenawasanpedro,soubre,103.7293986
455,CIV,DTP3,Cote d'Ivoire,gboklenawasanpedro,tabou,103.4184341
456,CIV,DTP3,Cote d'Ivoire,goh,gagnoa,98.74541794
