,NAME.who_adm1,NAME.who,NAME.shpfile,Country,iso3,who_coverage,merge_status,field_name,location_code,shapefile
760,jutiapa,jutiapa,jutiapa,Honduras,HND,89.66666667,success,GAUL_CODE,4001099,gadm_36_ad2
761,olancho,juticalpa,juticalpa,Honduras,HND,95.51789077,success,GAUL_CODE,12015099,gadm_36_ad2
762,lempira,lacampa,lacampa,Honduras,HND,83.40611354,success,GAUL_CODE,8013099,gadm_36_ad2
763,atlantida,laceiba,laceiba,Honduras,HND,77.76119403,success,GAUL_CODE,5001099,gadm_36_ad2
764,nortedesantander,laesperanza,laesperanza,Honduras,HND,90.87893864,success,GAUL_CODE,7010099,gadm_36_ad2
765,lempira,laiguala,laiguala,Honduras,HND,68.03377563,success,GAUL_CODE,9013099,gadm_36_ad2
766,copan,lajigua,lajigua,Honduras,HND,109.1836735,success,GAUL_CODE,10005099,gadm_36_ad2
767,ocotepeque,lalabor,lalabor,Honduras,HND,94.95412844,success,GAUL_CODE,6014099,gadm_36_ad2
768,santaelena,lalibertad,lalibertad,Honduras,HND,79.39142462,success,GAUL_CODE,6004099,gadm_36_ad2
769,santaelena,lalibertad,lalibertad,Honduras,HND,79.39142462,success,GAUL_CODE,7008099,gadm_36_ad2
770,santaelena,lalibertad,lalibertad,Honduras,HND,83.87096774,success,GAUL_CODE,6004099,gadm_36_ad2
771,santaelena,lalibertad,lalibertad,Honduras,HND,83.87096774,success,GAUL_CODE,7008099,gadm_36_ad2
772,cortes,lalima,lalima,Honduras,HND,99.4011976,success,GAUL_CODE,2006099,gadm_36_ad2
773,atlantida,lamasica,lamasica,Honduras,HND,88.82352941,success,GAUL_CODE,6001099,gadm_36_ad2
774,valle,langue,langue,Honduras,HND,79.60784314,success,GAUL_CODE,6017099,gadm_36_ad2
775,catamarca,lapaz,lapaz,Honduras,HND,96.85185185,success,GAUL_CODE,6012099,gadm_36_ad2
776,buenosaires,lasflores,lasflores,Honduras,HND,82.44897959,success,GAUL_CODE,12013099,gadm_36_ad2
777,eloro,laslajas,laslajas,Honduras,HND,109.8765432,success,GAUL_CODE,9004099,gadm_36_ad2
778,santabarbara,lasvegas,lasvegas,Honduras,HND,96.41185647,success,GAUL_CODE,11016099,gadm_36_ad2
779,comayagua,latrinidad,latrinidad,Honduras,HND,127.5510204,success,GAUL_CODE,7004099,gadm_36_ad2
780,lapaz,lauterique,lauterique,Honduras,HND,110.7142857,success,GAUL_CODE,7012099,gadm_36_ad2
781,franciscomorazan,laventa,laventa,Honduras,HND,62.59541985,success,GAUL_CODE,8008099,gadm_36_ad2
782,lempira,lavirtud,lavirtud,Honduras,HND,99.35897436,success,GAUL_CODE,11013099,gadm_36_ad2
783,lempira,lepaera,lepaera,Honduras,HND,95.08368201,success,GAUL_CODE,13013099,gadm_36_ad2
784,franciscomorazan,lepaterique,lepaterique,Honduras,HND,73.36601307,success,GAUL_CODE,9008099,gadm_36_ad2
785,elparaiso,liure,liure,Honduras,HND,84.50704225,success,GAUL_CODE,6007099,gadm_36_ad2
786,ocotepeque,lucerna,lucerna,Honduras,HND,121.1864407,success,GAUL_CODE,7014099,gadm_36_ad2
787,santabarbara,macuelizo,macuelizo,Honduras,HND,99.50738916,success,GAUL_CODE,12016099,gadm_36_ad2
788,buenosaires,magdalena,magdalena,Honduras,HND,125.3731343,success,GAUL_CODE,8010099,gadm_36_ad2
789,olancho,mangulile,mangulile,Honduras,HND,83.07086614,success,GAUL_CODE,14015099,gadm_36_ad2
790,olancho,manto,manto,Honduras,HND,112.5628141,success,GAUL_CODE,15015099,gadm_36_ad2
791,lempira,mapulaca,mapulaca,Honduras,HND,100.9433962,success,GAUL_CODE,14013099,gadm_36_ad2
792,franciscomorazan,maraita,maraita,Honduras,HND,79.81651376,success,GAUL_CODE,10008099,gadm_36_ad2
793,franciscomorazan,marale,marale,Honduras,HND,94.50980392,success,GAUL_CODE,11008099,gadm_36_ad2
794,lapaz,marcala,marcala,Honduras,HND,104.4285714,success,GAUL_CODE,8012099,gadm_36_ad2
795,choluteca,marcovia,marcovia,Honduras,HND,83.89366693,success,GAUL_CODE,7002099,gadm_36_ad2
796,intibuca,masaguara,masaguara,Honduras,HND,73.33333333,success,GAUL_CODE,9010099,gadm_36_ad2
797,buenosaires,mercedes,mercedes,Honduras,HND,95.80838323,success,GAUL_CODE,8014099,gadm_36_ad2
798,lapaz,mercedesdeoriente,mercedesdeoriente,Honduras,HND,66.66666667,success,GAUL_CODE,9012099,gadm_36_ad2
799,comayagua,minasdeoro,minasdeoro,Honduras,HND,94.23728814,success,GAUL_CODE,12004099,gadm_36_ad2
800,choluteca,morolica,morolica,Honduras,HND,71.79487179,success,GAUL_CODE,8002099,gadm_36_ad2
801,valle,nacaome,nacaome,Honduras,HND,88.78787879,success,GAUL_CODE,7017099,gadm_36_ad2
802,choluteca,namasigue,namasigue,Honduras,HND,97.15909091,success,GAUL_CODE,9002099,gadm_36_ad2
803,guayas,naranjito,naranjito,Honduras,HND,95.5017301,success,GAUL_CODE,13016099,gadm_36_ad2
804,copan,nuevaarcadia,nuevaarcadia,Honduras,HND,87.8695209,success,GAUL_CODE,12005099,gadm_36_ad2
805,franciscomorazan,nuevaarmenia,nuevaarmenia,Honduras,HND,76.78571429,success,GAUL_CODE,12008099,gadm_36_ad2
806,santabarbara,nuevafrontera,nuevafrontera,Honduras,HND,92.51870324,success,GAUL_CODE,14016099,gadm_36_ad2
807,santabarbara,nuevocelilac,nuevocelilac,Honduras,HND,87.87878788,success,GAUL_CODE,15016099,gadm_36_ad2
808,ocotepeque,ocotepeque,ocotepeque,Honduras,HND,85.77405858,success,GAUL_CODE,9014099,gadm_36_ad2
809,franciscomorazan,ojojona,ojojona,Honduras,HND,81.21212121,success,GAUL_CODE,13008099,gadm_36_ad2
810,yoro,olanchito,olanchito,Honduras,HND,98.33873582,success,GAUL_CODE,6018099,gadm_36_ad2
811,cortes,omoa,omoa,Honduras,HND,88.20960699,success,GAUL_CODE,3006099,gadm_36_ad2
812,lapaz,opatoro,opatoro,Honduras,HND,142.4242424,success,GAUL_CODE,10012099,gadm_36_ad2
813,franciscomorazan,orica,orica,Honduras,HND,89.28571429,success,GAUL_CODE,14008099,gadm_36_ad2
814,choluteca,orocuina,orocuina,Honduras,HND,88.79781421,success,GAUL_CODE,10002099,gadm_36_ad2
815,olancho,patuca,patuca,Honduras,HND,101.8614271,success,GAUL_CODE,16015099,gadm_36_ad2
816,choluteca,pespire,pespire,Honduras,HND,83.05084746,success,GAUL_CODE,11002099,gadm_36_ad2
817,santabarbara,petoa,petoa,Honduras,HND,90.90909091,success,GAUL_CODE,16016099,gadm_36_ad2
818,cortes,pimienta,pimienta,Honduras,HND,64.97005988,success,GAUL_CODE,4006099,gadm_36_ad2
819,lempira,piraera,piraera,Honduras,HND,91.75531915,success,GAUL_CODE,15013099,gadm_36_ad2
820,cortes,potrerillos,potrerillos,Honduras,HND,88.41911765,success,GAUL_CODE,5006099,gadm_36_ad2
821,cortes,potrerillos,potrerillos,Honduras,HND,88.41911765,success,GAUL_CODE,9007099,gadm_36_ad2
822,cortes,potrerillos,potrerillos,Honduras,HND,73.25581395,success,GAUL_CODE,5006099,gadm_36_ad2
823,cortes,potrerillos,potrerillos,Honduras,HND,73.25581395,success,GAUL_CODE,9007099,gadm_36_ad2
824,graciasadios,puertolempira,puertolempira,Honduras,HND,85.27345989,success,GAUL_CODE,4009099,gadm_36_ad2
825,franciscomorazan,reitoca,reitoca,Honduras,HND,70.49180328,success,GAUL_CODE,15008099,gadm_36_ad2
826,atlantico,sabanagrande,sabanagrande,Honduras,HND,72.53384913,success,GAUL_CODE,16008099,gadm_36_ad2
827,jujuy,sanantonio,sanantonio,Honduras,HND,76.82403433,success,GAUL_CODE,14005099,gadm_36_ad2
828,jujuy,sanantonio,sanantonio,Honduras,HND,76.82403433,success,GAUL_CODE,10010099,gadm_36_ad2
829,jujuy,sanantonio,sanantonio,Honduras,HND,100,success,GAUL_CODE,14005099,gadm_36_ad2
830,jujuy,sanantonio,sanantonio,Honduras,HND,100,success,GAUL_CODE,10010099,gadm_36_ad2
831,choluteca,sanantoniodeflores,sanantoniodeflores,Honduras,HND,98.26086957,success,GAUL_CODE,12002099,gadm_36_ad2
832,choluteca,sanantoniodeflores,sanantoniodeflores,Honduras,HND,98.26086957,success,GAUL_CODE,10007099,gadm_36_ad2
833,choluteca,sanantoniodeflores,sanantoniodeflores,Honduras,HND,115.9292035,success,GAUL_CODE,12002099,gadm_36_ad2
834,choluteca,sanantoniodeflores,sanantoniodeflores,Honduras,HND,115.9292035,success,GAUL_CODE,10007099,gadm_36_ad2
835,lapaz,sanantoniodelnorte,sanantoniodelnorte,Honduras,HND,81.81818182,success,GAUL_CODE,11012099,gadm_36_ad2
836,franciscomorazan,sanantoniodeoriente,sanantoniodeoriente,Honduras,HND,88.35978836,success,GAUL_CODE,17008099,gadm_36_ad2
837,lapaz,sanbuenaventura,sanbuenaventura,Honduras,HND,91.17647059,success,GAUL_CODE,18008099,gadm_36_ad2
838,valparaiso,sanesteban,sanesteban,Honduras,HND,93.23308271,success,GAUL_CODE,18015099,gadm_36_ad2
839,buenosaires,sanfernando,sanfernando,Honduras,HND,77.22222222,success,GAUL_CODE,10014099,gadm_36_ad2
840,antioquia,sanfrancisco,sanfrancisco,Honduras,HND,81.72588832,success,GAUL_CODE,7001099,gadm_36_ad2
841,antioquia,sanfrancisco,sanfrancisco,Honduras,HND,81.72588832,success,GAUL_CODE,17013099,gadm_36_ad2
842,antioquia,sanfrancisco,sanfrancisco,Honduras,HND,93.86503067,success,GAUL_CODE,7001099,gadm_36_ad2
843,antioquia,sanfrancisco,sanfrancisco,Honduras,HND,93.86503067,success,GAUL_CODE,17013099,gadm_36_ad2
844,olancho,sanfranciscodebecerra,sanfranciscodebecerra,Honduras,HND,114.2857143,success,GAUL_CODE,19015099,gadm_36_ad2
845,valle,sanfranciscodecoray,sanfranciscodecoray,Honduras,HND,92.08333333,success,GAUL_CODE,8017099,gadm_36_ad2
846,olancho,sanfranciscodelapaz,sanfranciscodelapaz,Honduras,HND,100,success,GAUL_CODE,20015099,gadm_36_ad2
847,ocotepeque,sanfranciscodelvalle,sanfranciscodelvalle,Honduras,HND,98.64864865,success,GAUL_CODE,11014099,gadm_36_ad2
848,santabarbara,sanfranciscodeojuera,sanfranciscodeojuera,Honduras,HND,97.05882353,success,GAUL_CODE,19016099,gadm_36_ad2
849,intibuca,sanfranciscodeopalaca,sanfranciscodeopalaca,Honduras,HND,97.31543624,success,GAUL_CODE,11010099,gadm_36_ad2
850,cortes,sanfranciscodeyojoa,sanfranciscodeyojoa,Honduras,HND,65.28803545,success,GAUL_CODE,8006099,gadm_36_ad2
851,misiones,sanignacio,sanignacio,Honduras,HND,77.6371308,success,GAUL_CODE,19008099,gadm_36_ad2
852,buenosaires,sanisidro,sanisidro,Honduras,HND,85.71428571,success,GAUL_CODE,13002099,gadm_36_ad2
853,buenosaires,sanisidro,sanisidro,Honduras,HND,85.71428571,success,GAUL_CODE,12010099,gadm_36_ad2
854,buenosaires,sanisidro,sanisidro,Honduras,HND,91.36690647,success,GAUL_CODE,13002099,gadm_36_ad2
855,buenosaires,sanisidro,sanisidro,Honduras,HND,91.36690647,success,GAUL_CODE,12010099,gadm_36_ad2
856,zacapa,sanjorge,sanjorge,Honduras,HND,103.960396,success,GAUL_CODE,12014099,gadm_36_ad2
857,intibuca,sanjuan,sanjuan,Honduras,HND,102.3529412,success,GAUL_CODE,13010099,gadm_36_ad2
858,intibuca,sanjuan,sanjuan,Honduras,HND,102.3529412,success,GAUL_CODE,13012099,gadm_36_ad2
859,intibuca,sanjuan,sanjuan,Honduras,HND,107.6923077,success,GAUL_CODE,13010099,gadm_36_ad2
860,intibuca,sanjuan,sanjuan,Honduras,HND,107.6923077,success,GAUL_CODE,13012099,gadm_36_ad2
861,franciscomorazan,sanjuandeflores,sanjuandeflores,Honduras,HND,80.17241379,success,GAUL_CODE,20008099,gadm_36_ad2
862,copan,sanjuandeopoa,sanjuandeopoa,Honduras,HND,56.18556701,success,GAUL_CODE,17005099,gadm_36_ad2
863,lempira,sanjuanguarita,sanjuanguarita,Honduras,HND,234.6153846,success,GAUL_CODE,18013099,gadm_36_ad2
864,chaco,sanlorenzo,sanlorenzo,Honduras,HND,99.78586724,success,GAUL_CODE,9017099,gadm_36_ad2
865,chuquisaca,sanlucas,sanlucas,Honduras,HND,56.08465608,success,GAUL_CODE,11007099,gadm_36_ad2
866,antioquia,sanluis,sanluis,Honduras,HND,154.4117647,success,GAUL_CODE,17004099,gadm_36_ad2
867,antioquia,sanluis,sanluis,Honduras,HND,154.4117647,success,GAUL_CODE,21016099,gadm_36_ad2
868,antioquia,sanluis,sanluis,Honduras,HND,93.14194577,success,GAUL_CODE,17004099,gadm_36_ad2
869,antioquia,sanluis,sanluis,Honduras,HND,93.14194577,success,GAUL_CODE,21016099,gadm_36_ad2
870,cortes,sanmanuel,sanmanuel,Honduras,HND,50.95271701,success,GAUL_CODE,9006099,gadm_36_ad2
871,lempira,sanmanuelcolohete,sanmanuelcolohete,Honduras,HND,77.77777778,success,GAUL_CODE,19013099,gadm_36_ad2
872,sucre,sanmarcos,sanmarcos,Honduras,HND,96.90082645,success,GAUL_CODE,13014099,gadm_36_ad2
873,sucre,sanmarcos,sanmarcos,Honduras,HND,96.90082645,success,GAUL_CODE,22016099,gadm_36_ad2
874,sucre,sanmarcos,sanmarcos,Honduras,HND,84.86352357,success,GAUL_CODE,13014099,gadm_36_ad2
875,sucre,sanmarcos,sanmarcos,Honduras,HND,84.86352357,success,GAUL_CODE,22016099,gadm_36_ad2
876,intibuca,sanmarcosdelasierra,sanmarcosdelasierra,Honduras,HND,116.5991903,success,GAUL_CODE,14010099,gadm_36_ad2
877,franciscomorazan,sanmiguelito,sanmiguelito,Honduras,HND,86.04651163,success,GAUL_CODE,21008099,gadm_36_ad2
878,franciscomorazan,sanmiguelito,sanmiguelito,Honduras,HND,86.04651163,success,GAUL_CODE,15010099,gadm_36_ad2
879,gboklenawasanpedro,sanpedro,sanpedro,Honduras,HND,108.6092715,success,GAUL_CODE,19005099,gadm_36_ad2
880,santabarbara,sanpedrozacapa,sanpedrozacapa,Honduras,HND,79.71530249,success,GAUL_CODE,24016099,gadm_36_ad2
881,mendoza,sanrafael,sanrafael,Honduras,HND,95.14563107,success,GAUL_CODE,21013099,gadm_36_ad2
882,cauca,sansebastian,sansebastian,Honduras,HND,75,success,GAUL_CODE,22013099,gadm_36_ad2
883,cauca,sansebastian,sansebastian,Honduras,HND,103.2608696,success,GAUL_CODE,22013099,gadm_36_ad2
884,magdalena,santaana,santaana,Honduras,HND,77.15231788,success,GAUL_CODE,22008099,gadm_36_ad2
885,magdalena,santaana,santaana,Honduras,HND,77.15231788,success,GAUL_CODE,15012099,gadm_36_ad2
886,magdalena,santaana,santaana,Honduras,HND,93.63636364,success,GAUL_CODE,22008099,gadm_36_ad2
887,magdalena,santaana,santaana,Honduras,HND,93.63636364,success,GAUL_CODE,15012099,gadm_36_ad2
888,choluteca,santaanadeyusguare,santaanadeyusguare,Honduras,HND,95.93220339,success,GAUL_CODE,16002099,gadm_36_ad2
889,paraiba,santacruz,santacruz,Honduras,HND,86.11111111,success,GAUL_CODE,23013099,gadm_36_ad2
890,cortes,santacruzdeyojoa,santacruzdeyojoa,Honduras,HND,73.31855137,success,GAUL_CODE,11006099,gadm_36_ad2
891,santaelena,santaelena,santaelena,Honduras,HND,83.65853659,success,GAUL_CODE,16012099,gadm_36_ad2
892,olancho,santamariadelreal,santamariadelreal,Honduras,HND,97.77777778,success,GAUL_CODE,21015099,gadm_36_ad2
893,maranhao,santarita,santarita,Honduras,HND,82.90598291,success,GAUL_CODE,20005099,gadm_36_ad2
894,maranhao,santarita,santarita,Honduras,HND,82.90598291,success,GAUL_CODE,27016099,gadm_36_ad2
895,maranhao,santarita,santarita,Honduras,HND,82.90598291,success,GAUL_CODE,7018099,gadm_36_ad2
896,maranhao,santarita,santarita,Honduras,HND,82.56880734,success,GAUL_CODE,20005099,gadm_36_ad2
897,maranhao,santarita,santarita,Honduras,HND,82.56880734,success,GAUL_CODE,27016099,gadm_36_ad2
898,maranhao,santarita,santarita,Honduras,HND,82.56880734,success,GAUL_CODE,7018099,gadm_36_ad2
899,maranhao,santarita,santarita,Honduras,HND,136.3636364,success,GAUL_CODE,20005099,gadm_36_ad2
900,maranhao,santarita,santarita,Honduras,HND,136.3636364,success,GAUL_CODE,27016099,gadm_36_ad2
901,maranhao,santarita,santarita,Honduras,HND,136.3636364,success,GAUL_CODE,7018099,gadm_36_ad2
902,santabarbara,sanvicentecentenario,sanvicentecentenario,Honduras,HND,95.3271028,success,GAUL_CODE,25016099,gadm_36_ad2
903,ocotepeque,sensenti,sensenti,Honduras,HND,100.5319149,success,GAUL_CODE,15014099,gadm_36_ad2
904,comayagua,siguatepeque,siguatepeque,Honduras,HND,96.83127572,success,GAUL_CODE,19004099,gadm_36_ad2
905,olancho,silca,silca,Honduras,HND,92.65536723,success,GAUL_CODE,22015099,gadm_36_ad2
906,ocotepeque,sinuapa,sinuapa,Honduras,HND,98.46938776,success,GAUL_CODE,16014099,gadm_36_ad2
907,atlantico,soledad,soledad,Honduras,HND,89.36170213,success,GAUL_CODE,13007099,gadm_36_ad2
908,colon,sonaguera,sonaguera,Honduras,HND,91.18644068,success,GAUL_CODE,8003099,gadm_36_ad2
909,yoro,sulaco,sulaco,Honduras,HND,87.46666667,success,GAUL_CODE,8018099,gadm_36_ad2
910,franciscomorazan,talanga,talanga,Honduras,HND,91.3368984,success,GAUL_CODE,24008099,gadm_36_ad2
911,lempira,talgua,talgua,Honduras,HND,87.54716981,success,GAUL_CODE,24013099,gadm_36_ad2
912,lempira,tambla,tambla,Honduras,HND,94.11764706,success,GAUL_CODE,25013099,gadm_36_ad2
913,franciscomorazan,tatumbla,tatumbla,Honduras,HND,95.30201342,success,GAUL_CODE,25008099,gadm_36_ad2
914,comayagua,taulabe,taulabe,Honduras,HND,99.85052317,success,GAUL_CODE,20004099,gadm_36_ad2
915,atlantida,tela,tela,Honduras,HND,82.45614035,success,GAUL_CODE,8001099,gadm_36_ad2
916,elparaiso,teupasenti,teupasenti,Honduras,HND,84.73998295,success,GAUL_CODE,14007099,gadm_36_ad2
917,elparaiso,texiguat,texiguat,Honduras,HND,92.97297297,success,GAUL_CODE,15007099,gadm_36_ad2
918,colon,tocoa,tocoa,Honduras,HND,115.8227848,success,GAUL_CODE,9003099,gadm_36_ad2
919,beni,trinidad,trinidad,Honduras,HND,113.0136986,success,GAUL_CODE,22005099,gadm_36_ad2
920,beni,trinidad,trinidad,Honduras,HND,105.0691244,success,GAUL_CODE,22005099,gadm_36_ad2
921,elparaiso,trojes,trojes,Honduras,HND,107.2453372,success,GAUL_CODE,16007099,gadm_36_ad2
922,valledelcauca,trujillo,trujillo,Honduras,HND,101.0891763,success,GAUL_CODE,10003099,gadm_36_ad2
923,islasdelabahia,utila,utila,Honduras,HND,205,success,GAUL_CODE,4011099,gadm_36_ad2
924,elparaiso,vadoancho,vadoancho,Honduras,HND,85.39325843,success,GAUL_CODE,17007099,gadm_36_ad2
925,lempira,valladolid,valladolid,Honduras,HND,103.030303,success,GAUL_CODE,27013099,gadm_36_ad2
926,franciscomorazan,vallecillo,vallecillo,Honduras,HND,100,success,GAUL_CODE,27008099,gadm_36_ad2
927,bahia,veracruz,veracruz,Honduras,HND,96.66666667,success,GAUL_CODE,23005099,gadm_36_ad2
928,entrerios,victoria,victoria,Honduras,HND,101.2820513,success,GAUL_CODE,9018099,gadm_36_ad2
929,comayagua,villadesanantonio,villadesanantonio,Honduras,HND,90.29304029,success,GAUL_CODE,21004099,gadm_36_ad2
930,franciscomorazan,villadesanfrancisco,villadesanfrancisco,Honduras,HND,85.8490566,success,GAUL_CODE,28008099,gadm_36_ad2
931,pando,villanueva,villanueva,Honduras,HND,68.29210276,success,GAUL_CODE,12006099,gadm_36_ad2
932,minasgerais,virginia,virginia,Honduras,HND,66.66666667,success,GAUL_CODE,28013099,gadm_36_ad2
933,graciasadios,wampusirpi,wampusirpi,Honduras,HND,57.27543684,success,GAUL_CODE,6009099,gadm_36_ad2
934,intibuca,yamaranguila,yamaranguila,Honduras,HND,95.97197898,success,GAUL_CODE,17010099,gadm_36_ad2
935,lapaz,yarula,yarula,Honduras,HND,104.6428571,success,GAUL_CODE,19012099,gadm_36_ad2
936,elparaiso,yauyupe,yauyupe,Honduras,HND,126.3157895,success,GAUL_CODE,18007099,gadm_36_ad2
937,yoro,yorito,yorito,Honduras,HND,76.54941374,success,GAUL_CODE,10018099,gadm_36_ad2
938,yoro,yoro,yoro,Honduras,HND,95.90371622,success,GAUL_CODE,11018099,gadm_36_ad2
939,lapaz,aguanqueterique,aguaqueterique,Honduras,HND,117,fuzzy success,GAUL_CODE,1012099,gadm_36_ad2
940,franciscomorazan,alubaren,alubarn,Honduras,HND,61.79775281,fuzzy success,GAUL_CODE,1008099,gadm_36_ad2
941,ocotepeque,belengualcho,belngualcho,Honduras,HND,80.74074074,fuzzy success,GAUL_CODE,1014099,gadm_36_ad2
942,santabarbara,concepciondelnorte,concepcindelnorte,Honduras,HND,81.57894737,fuzzy success,GAUL_CODE,6016099,gadm_36_ad2
943,santabarbara,concepciondelsur,concepcindelsur,Honduras,HND,82.60869565,fuzzy success,GAUL_CODE,7016099,gadm_36_ad2
944,choluteca,concepciondemaria,concepcindemaria,Honduras,HND,86.05072464,fuzzy success,GAUL_CODE,3002099,gadm_36_ad2
945,copan,copanruinas,copinruinas,Honduras,HND,90.26290166,fuzzy success,GAUL_CODE,3005099,gadm_36_ad2
946,copan,corquin,corqun,Honduras,HND,80.42895442,fuzzy success,GAUL_CODE,4005099,gadm_36_ad2
947,franciscomorazan,curaren,curarn,Honduras,HND,67.84140969,fuzzy success,GAUL_CODE,3008099,gadm_36_ad2
948,elparaiso,danli,danl,Honduras,HND,97.54117374,fuzzy success,GAUL_CODE,2007099,gadm_36_ad2
949,olancho,dulcenombredeculmi,dulcenombredeculm,Honduras,HND,118.0519481,fuzzy success,GAUL_CODE,4015099,gadm_36_ad2
950,comayagua,esquias,esquas,Honduras,HND,102.9827316,fuzzy success,GAUL_CODE,4004099,gadm_36_ad2
951,valle,goascoran,goascorin,Honduras,HND,98.21428571,fuzzy success,GAUL_CODE,5017099,gadm_36_ad2
952,intibuca,intibuca,intibuci,Honduras,HND,79.9086758,fuzzy success,GAUL_CODE,5010099,gadm_36_ad2
953,intibuca,jesusdeotoro,jessdeotoro,Honduras,HND,84.53865337,fuzzy success,GAUL_CODE,6010099,gadm_36_ad2
954,islasdelabahia,josesantosguardiola,jossantosguardiola,Honduras,HND,76.86567164,fuzzy success,GAUL_CODE,2011099,gadm_36_ad2
955,ocotepeque,laencarnacion,laencarnacin,Honduras,HND,92.91338583,fuzzy success,GAUL_CODE,5014099,gadm_36_ad2
956,comayagua,lamani,laman,Honduras,HND,122.6027397,fuzzy success,GAUL_CODE,8004099,gadm_36_ad2
957,comayagua,lejamani,lejaman,Honduras,HND,90.90909091,fuzzy success,GAUL_CODE,10004099,gadm_36_ad2
958,comayagua,meambar,meimbar,Honduras,HND,74.15458937,fuzzy success,GAUL_CODE,11004099,gadm_36_ad2
959,elprogreso,morazan,morazin,Honduras,HND,82.04444444,fuzzy success,GAUL_CODE,5018099,gadm_36_ad2
960,elparaiso,moroceli,morocel,Honduras,HND,119.7640118,fuzzy success,GAUL_CODE,7007099,gadm_36_ad2
961,comayagua,ojosdeagua,ojodeagua,Honduras,HND,53.16455696,fuzzy success,GAUL_CODE,13004099,gadm_36_ad2
962,elparaiso,oropoli,oropol,Honduras,HND,90.83333333,fuzzy success,GAUL_CODE,8007099,gadm_36_ad2
963,santabarbara,proteccion,proteccin,Honduras,HND,82.4742268,fuzzy success,GAUL_CODE,17016099,gadm_36_ad2
964,cortes,puertocortes,puertocorts,Honduras,HND,76.47058824,fuzzy success,GAUL_CODE,6006099,gadm_36_ad2
965,santabarbara,quimistan,quimistin,Honduras,HND,88.21328344,fuzzy success,GAUL_CODE,18016099,gadm_36_ad2
966,islasdelabahia,roatan,roatin,Honduras,HND,86.11332801,fuzzy success,GAUL_CODE,3011099,gadm_36_ad2
967,colon,saba,sabi,Honduras,HND,85.87319244,fuzzy success,GAUL_CODE,5003099,gadm_36_ad2
968,bajaverapaz,salama,salami,Honduras,HND,89.17197452,fuzzy success,GAUL_CODE,17015099,gadm_36_ad2
969,potosi,sanagustin,sanagustn,Honduras,HND,135.6589147,fuzzy success,GAUL_CODE,13005099,gadm_36_ad2
970,beni,sanandres,sanandrs,Honduras,HND,85.79234973,fuzzy success,GAUL_CODE,16013099,gadm_36_ad2
971,cortes,sanantoniodecortes,sanantoniodecorts,Honduras,HND,70.41139241,fuzzy success,GAUL_CODE,7006099,gadm_36_ad2
972,santabarbara,sanjosedecolinas,sanjosdecolinas,Honduras,HND,83.42391304,fuzzy success,GAUL_CODE,20016099,gadm_36_ad2
973,comayagua,sanjosedecomayagua,sanjosdecomayagua,Honduras,HND,82.6446281,fuzzy success,GAUL_CODE,15004099,gadm_36_ad2
974,comayagua,sanjosedelpotrero,sanjosdelpotrero,Honduras,HND,101.4705882,fuzzy success,GAUL_CODE,16004099,gadm_36_ad2
975,lempira,sanmarcosdecaiquin,sanmarcosdecaiqun,Honduras,HND,86.62790698,fuzzy success,GAUL_CODE,20013099,gadm_36_ad2
976,choluteca,sanmarcosdecolon,sanmarcosdecoln,Honduras,HND,75.81168831,fuzzy success,GAUL_CODE,15002099,gadm_36_ad2
977,santacruz,sanmatias,sanmatas,Honduras,HND,66.31578947,fuzzy success,GAUL_CODE,12007099,gadm_36_ad2
978,lapaz,sanpedrotutule,sanpedrodetutule,Honduras,HND,118.2432432,fuzzy success,GAUL_CODE,14012099,gadm_36_ad2
979,jujuy,santabarbara,santabirbara,Honduras,HND,85.29076397,fuzzy success,GAUL_CODE,26016099,gadm_36_ad2
980,catamarca,santamaria,santamara,Honduras,HND,95.52715655,fuzzy success,GAUL_CODE,17012099,gadm_36_ad2
981,colon,santarosadeaguan,santarosadeaguin,Honduras,HND,112.5,fuzzy success,GAUL_CODE,7003099,gadm_36_ad2
982,copan,santarosadecopan,santarosadecopin,Honduras,HND,106.462585,fuzzy success,GAUL_CODE,21005099,gadm_36_ad2
983,lapaz,santiagopuringla,santiagodepuringla,Honduras,HND,101.1627907,fuzzy success,GAUL_CODE,18012099,gadm_36_ad2
984,lempira,tomala,tomali,Honduras,HND,86.04651163,fuzzy success,GAUL_CODE,26013099,gadm_36_ad2
985,franciscomorazan,valledeangeles,valledeüngeles,Honduras,HND,81.2345679,fuzzy success,GAUL_CODE,26008099,gadm_36_ad2
986,elparaiso,yuscaran,yuscarin,Honduras,HND,89.35483871,fuzzy success,GAUL_CODE,19007099,gadm_36_ad2
987,copan,cabaoas,cabaas,Honduras,HND,78.33753149,fuzzy success,GAUL_CODE,1005099,gadm_36_ad2
988,copan,cabaoas,cabaas,Honduras,HND,75.70093458,fuzzy success,GAUL_CODE,2012099,gadm_36_ad2
989,corrientes,concepcion,concepcin,Honduras,HND,85.20408163,fuzzy success,GAUL_CODE,2005099,gadm_36_ad2
990,corrientes,concepcion,concepcin,Honduras,HND,72.10300429,fuzzy success,GAUL_CODE,3010099,gadm_36_ad2
991,corrientes,concepcion,concepcin,Honduras,HND,107.2580645,fuzzy success,GAUL_CODE,2014099,gadm_36_ad2
992,copan,elparaiso,elparaso,Honduras,HND,86.64383562,fuzzy success,GAUL_CODE,8005099,gadm_36_ad2
