,NAME.who_adm1,NAME.who,NAME.shpfile,Country,iso3,who_coverage,merge_status,field_name,location_code,shapefile
1444,aljawf,alkhalaq,alkhalq,Yemen,YEM,57.96853998,fuzzy success,GAUL_CODE,4006253,gadm_36_ad2
1445,alhodydah,alluhayyah,alluheyah,Yemen,YEM,64.56331809,fuzzy success,GAUL_CODE,14005253,gadm_36_ad2
1446,abyen,almahfd,almahfad,Yemen,YEM,86.05315589,fuzzy success,GAUL_CODE,2002253,gadm_36_ad2
1447,aljawf,almaslob,almaslub,Yemen,YEM,45.62686677,fuzzy success,GAUL_CODE,5006253,gadm_36_ad2
1448,aljawf,almatun,almaton,Yemen,YEM,28.10467984,fuzzy success,GAUL_CODE,7006253,gadm_36_ad2
1449,taiz,almawasid,almawasit,Yemen,YEM,87.93044819,fuzzy success,GAUL_CODE,3021253,gadm_36_ad2
1450,sanaacity,alwhdh,alwahdah,Yemen,YEM,69.89867634,fuzzy success,GAUL_CODE,1009253,gadm_36_ad2
1451,sayon,amed,amd,Yemen,YEM,91.96786749,fuzzy success,GAUL_CODE,8012253,gadm_36_ad2
1452,moklla,ashshahr,ashshihr,Yemen,YEM,71.86446089,fuzzy success,GAUL_CODE,11012253,gadm_36_ad2
1453,taiz,ashshimsyatayn,ashshamayatayn,Yemen,YEM,96.0611044,fuzzy success,GAUL_CODE,9021253,gadm_36_ad2
1454,hajah,aslm,aslem,Yemen,YEM,95.45022738,fuzzy success,GAUL_CODE,10013253,gadm_36_ad2
1455,shabwah,assaaid,assaid,Yemen,YEM,69.23115435,fuzzy success,GAUL_CODE,5020253,gadm_36_ad2
1456,sayon,assaoum,assawm,Yemen,YEM,87.7030528,fuzzy success,GAUL_CODE,10012253,gadm_36_ad2
1457,albyadaa,assawadyah,assawadiyah,Yemen,YEM,100.5162344,fuzzy success,GAUL_CODE,7003253,gadm_36_ad2
1458,shabwah,attalih,altalh,Yemen,YEM,79.66835452,fuzzy success,GAUL_CODE,2020253,gadm_36_ad2
1459,taiz,attazziah,attaiziyah,Yemen,YEM,145.8919224,fuzzy success,GAUL_CODE,10021253,gadm_36_ad2
1460,alhodydah,attuhaita,attuhayat,Yemen,YEM,119.1463732,fuzzy success,GAUL_CODE,17005253,gadm_36_ad2
1461,shabwah,baihan,bayhan,Yemen,YEM,102.753055,fuzzy success,GAUL_CODE,7020253,gadm_36_ad2
1462,hajah,banialawwam,banialawam,Yemen,YEM,85.28783213,fuzzy success,GAUL_CODE,12013253,gadm_36_ad2
1463,maareb,bidbidah,bidbadah,Yemen,YEM,76.36463097,fuzzy success,GAUL_CODE,3016253,gadm_36_ad2
1464,aljawf,biratalanan,bartalanan,Yemen,YEM,55.69244165,fuzzy success,GAUL_CODE,9006253,gadm_36_ad2
1465,ibb,dhisufal,dhiassufal,Yemen,YEM,99.55939631,fuzzy success,GAUL_CODE,13014253,gadm_36_ad2
1466,damar,dhmarcity,dhamarcity,Yemen,YEM,84.02025284,fuzzy success,GAUL_CODE,5011253,gadm_36_ad2
1467,moklla,ghailbawazir,ghaylbawazir,Yemen,YEM,78.14858577,fuzzy success,GAUL_CODE,14012253,gadm_36_ad2
1468,socatra,hadibo,hatib,Yemen,YEM,68.77517591,fuzzy success,GAUL_CODE,10020253,gadm_36_ad2
1469,taiz,haifan,hayfan,Yemen,YEM,68.62106852,fuzzy success,GAUL_CODE,13021253,gadm_36_ad2
1470,shabwah,hateeb,hatib,Yemen,YEM,57.26888422,fuzzy success,GAUL_CODE,10020253,gadm_36_ad2
1471,taiz,jabalhabashi,jabalhabashy,Yemen,YEM,79.52168373,fuzzy success,GAUL_CODE,14021253,gadm_36_ad2
1472,maareb,jablmurad,jabalmurad,Yemen,YEM,73.48837368,fuzzy success,GAUL_CODE,6016253,gadm_36_ad2
1473,sanaagovt,jahanh,jihanah,Yemen,YEM,90.80015394,fuzzy success,GAUL_CODE,11019253,gadm_36_ad2
1474,shabwah,jirdan,jardan,Yemen,YEM,81.65649366,fuzzy success,GAUL_CODE,11020253,gadm_36_ad2
1475,amaran,khammer,khamir,Yemen,YEM,92.31966044,fuzzy success,GAUL_CODE,14010253,gadm_36_ad2
1476,amaran,kharef,kharif,Yemen,YEM,82.33710676,fuzzy success,GAUL_CODE,15010253,gadm_36_ad2
1477,abyen,lawder,lawdar,Yemen,YEM,88.34148776,fuzzy success,GAUL_CODE,6002253,gadm_36_ad2
1478,maareb,madkhal,medghal,Yemen,YEM,89.51136164,fuzzy success,GAUL_CODE,11016253,gadm_36_ad2
1479,maareb,mahiliyah,mahliyah,Yemen,YEM,85.05428711,fuzzy success,GAUL_CODE,7016253,gadm_36_ad2
1480,maareb,majzer,majzar,Yemen,YEM,71.77837962,fuzzy success,GAUL_CODE,8016253,gadm_36_ad2
1481,shabwah,markhahalalya,merkhahalulya,Yemen,YEM,111.3251534,fuzzy success,GAUL_CODE,13020253,gadm_36_ad2
1482,shabwah,markhahassufla,merkhahassufla,Yemen,YEM,58.87898211,fuzzy success,GAUL_CODE,14020253,gadm_36_ad2
1483,taiz,mashraahwahadnan,mashraawahadnan,Yemen,YEM,94.30257592,fuzzy success,GAUL_CODE,16021253,gadm_36_ad2
1484,shabwah,mayfaah,mayfaa,Yemen,YEM,95.39455454,fuzzy success,GAUL_CODE,12020253,gadm_36_ad2
1485,saadah,munabbih,monabbih,Yemen,YEM,15.73882054,fuzzy success,GAUL_CODE,9018253,gadm_36_ad2
1486,cocle,nata,nati,Yemen,YEM,57.54384317,fuzzy success,GAUL_CODE,16003253,gadm_36_ad2
1487,shabwah,osailan,usaylan,Yemen,YEM,47.85970382,fuzzy success,GAUL_CODE,17020253,gadm_36_ad2
1488,saadah,qitabir,qatabir,Yemen,YEM,29.10612097,fuzzy success,GAUL_CODE,10018253,gadm_36_ad2
1489,sayon,rekhyah,rakhyah,Yemen,YEM,84.94824387,fuzzy success,GAUL_CODE,21012253,gadm_36_ad2
1490,abyen,rosod,rasad,Yemen,YEM,74.44641885,fuzzy success,GAUL_CODE,8002253,gadm_36_ad2
1491,saadah,saadh,saadah,Yemen,YEM,102.4931081,fuzzy success,GAUL_CODE,12018253,gadm_36_ad2
1492,amaran,sauwayr,suwayr,Yemen,YEM,96.23960735,fuzzy success,GAUL_CODE,19010253,gadm_36_ad2
1493,taiz,sharabassalaam,sharabassalam,Yemen,YEM,103.3995557,fuzzy success,GAUL_CODE,23021253,gadm_36_ad2
1494,amaran,shiharah,shaharah,Yemen,YEM,72.90314258,fuzzy success,GAUL_CODE,18010253,gadm_36_ad2
1495,sayon,tareem,tarim,Yemen,YEM,82.72491826,fuzzy success,GAUL_CODE,26012253,gadm_36_ad2
1496,lahj,tawralbahah,turalbahah,Yemen,YEM,78.98025966,fuzzy success,GAUL_CODE,13015253,gadm_36_ad2
1497,sayon,wadialain,wadialayn,Yemen,YEM,87.60113568,fuzzy success,GAUL_CODE,28012253,gadm_36_ad2
1498,albyadaa,waldrabia,waldrabi,Yemen,YEM,66.75134214,fuzzy success,GAUL_CODE,20003253,gadm_36_ad2
1499,hajah,washhh,washhah,Yemen,YEM,97.74486926,fuzzy success,GAUL_CODE,31013253,gadm_36_ad2
1500,moklla,yabauth,yabuth,Yemen,YEM,79.69177353,fuzzy success,GAUL_CODE,29012253,gadm_36_ad2
1501,abyen,zungobar,zingibar,Yemen,YEM,92.38351604,fuzzy success,GAUL_CODE,11002253,gadm_36_ad2
1502,saadah,adhdhahir,aldhaher,Yemen,YEM,16.85592431,fuzzy success,GAUL_CODE,1018253,gadm_36_ad2
1503,aljawf,alhamidat,alhumaydat,Yemen,YEM,37.84397962,fuzzy success,GAUL_CODE,3006253,gadm_36_ad2
1505,lahj,almadaribhandalar,almadaribahwaalarah,Yemen,YEM,133.4750875,fuzzy success,GAUL_CODE,3015253,gadm_36_ad2
1506,lahj,almoflehi,almaflahy,Yemen,YEM,51.43879135,fuzzy success,GAUL_CODE,4015253,gadm_36_ad2
1507,moklla,arraidahandqosaiar,arraydahwaqusayar,Yemen,YEM,79.96628089,fuzzy success,GAUL_CODE,9012253,gadm_36_ad2
1508,hajah,atturbaniqais,baniqais,Yemen,YEM,89.85816325,fuzzy success,GAUL_CODE,13013253,gadm_36_ad2
1509,moklla,broom,brommayfa,Yemen,YEM,99.13011696,fuzzy success,GAUL_CODE,12012253,gadm_36_ad2
1510,shabwah,douhr,dhar,Yemen,YEM,94.60058258,fuzzy success,GAUL_CODE,8020253,gadm_36_ad2
1511,lahj,halmeen,halimayn,Yemen,YEM,65.1013235,fuzzy success,GAUL_CODE,10015253,gadm_36_ad2
1512,taiz,khadir,dimnatkhadir,Yemen,YEM,87.84406233,fuzzy success,GAUL_CODE,12021253,gadm_36_ad2
1513,aljawf,khobwaashaaf,khabbwaashshaaf,Yemen,YEM,25.82530549,fuzzy success,GAUL_CODE,10006253,gadm_36_ad2
1514,saadah,kitafandalbuqa,kitafwaalboqee,Yemen,YEM,17.57685885,fuzzy success,GAUL_CODE,7018253,gadm_36_ad2
1515,socatra,qalansiah,alqaf,Yemen,YEM,101.9354368,fuzzy success,GAUL_CODE,6012253,gadm_36_ad2
1516,moklla,qhailbenyameen,ghaylbinyamin,Yemen,YEM,94.55154067,fuzzy success,GAUL_CODE,15012253,gadm_36_ad2
1517,sayon,qofalawamir,qulensyawaabdalkuri,Yemen,YEM,79.28667341,fuzzy success,GAUL_CODE,20012253,gadm_36_ad2
1518,shabwah,rodhoom,rudum,Yemen,YEM,77.22023571,fuzzy success,GAUL_CODE,16020253,gadm_36_ad2
1519,sanaacity,sanaaold,oldcity,Yemen,YEM,73.07116851,fuzzy success,GAUL_CODE,9009253,gadm_36_ad2
1520,almahweet,shibamandkawkaban,shibamkawkaban,Yemen,YEM,86.59301152,fuzzy success,GAUL_CODE,9008253,gadm_36_ad2
1521,sayon,zamakhandmanwakh,zamakhwamanwakh,Yemen,YEM,71.5513882,fuzzy success,GAUL_CODE,30012253,gadm_36_ad2
1522,amaran,zulaymathabur,haburzulaymah,Yemen,YEM,88.58627738,fuzzy success,GAUL_CODE,9010253,gadm_36_ad2
1553,easterncape,chrishanidm,chrishani,South Africa,ZAF,59,fuzzy success,GAUL_CODE,5001254,gadm_36_ad2
1554,westerncape,cityofcapetownmm,cityofcapetown,South Africa,ZAF,100.5,fuzzy success,GAUL_CODE,3009254,gadm_36_ad2
1555,gauteng,cityofjohannesburgmm,cityofjohannesburg,South Africa,ZAF,85.6,fuzzy success,GAUL_CODE,1003254,gadm_36_ad2
1556,gauteng,cityoftshwanemm,cityoftshwane,South Africa,ZAF,74.5,fuzzy success,GAUL_CODE,2003254,gadm_36_ad2
1557,northwest,drkennethkaundadm,drkennethkaunda,South Africa,ZAF,72.1,fuzzy success,GAUL_CODE,2007254,gadm_36_ad2
1558,westerncape,edendm,eden,South Africa,ZAF,76,fuzzy success,GAUL_CODE,4009254,gadm_36_ad2
1559,mpumalanga,ehlanzenidm,ehlanzeni,South Africa,ZAF,98.6,fuzzy success,GAUL_CODE,1006254,gadm_36_ad2
1560,kwazulunatal,ethekwinimm,ethekwini,South Africa,ZAF,92.6,fuzzy success,GAUL_CODE,2004254,gadm_36_ad2
1561,freestate,feziledabidm,feziledabi,South Africa,ZAF,76.1,fuzzy success,GAUL_CODE,1002254,gadm_36_ad2
1562,mpumalanga,gertsibandedm,gertsibande,South Africa,ZAF,77.7,fuzzy success,GAUL_CODE,2006254,gadm_36_ad2
1563,kwazulunatal,ilembedm,ilembe,South Africa,ZAF,79.6,fuzzy success,GAUL_CODE,3004254,gadm_36_ad2
1564,easterncape,joegqabidm,joegqabi,South Africa,ZAF,63.2,fuzzy success,GAUL_CODE,6001254,gadm_36_ad2
1565,northerncape,johntaologaetsewedm,johntaologaetsewe,South Africa,ZAF,99,fuzzy success,GAUL_CODE,2008254,gadm_36_ad2
1566,freestate,lejweleputswadm,lejweleputswa,South Africa,ZAF,73.9,fuzzy success,GAUL_CODE,2002254,gadm_36_ad2
1567,freestate,mangaungmm,mangaung,South Africa,ZAF,78.9,fuzzy success,GAUL_CODE,3002254,gadm_36_ad2
1568,limpopo,mopanidm,mopani,South Africa,ZAF,100.8,fuzzy success,GAUL_CODE,2005254,gadm_36_ad2
1569,northerncape,namakwadm,namakwa,South Africa,ZAF,85.6,fuzzy success,GAUL_CODE,3008254,gadm_36_ad2
1570,easterncape,nelsonmandelabaymm,nelsonmandelabay,South Africa,ZAF,56.4,fuzzy success,GAUL_CODE,7001254,gadm_36_ad2
1571,northwest,ngakamodirimolemadm,ngakamodirimolema,South Africa,ZAF,79.9,fuzzy success,GAUL_CODE,4007254,gadm_36_ad2
1572,mpumalanga,nkangaladm,nkangala,South Africa,ZAF,89.9,fuzzy success,GAUL_CODE,3006254,gadm_36_ad2
1573,westerncape,overbergdm,overberg,South Africa,ZAF,85.9,fuzzy success,GAUL_CODE,5009254,gadm_36_ad2
1574,northerncape,pixleykasemedm,pixleykaseme,South Africa,ZAF,84.9,fuzzy success,GAUL_CODE,4008254,gadm_36_ad2
1575,gauteng,sedibengdm,sedibeng,South Africa,ZAF,82.5,fuzzy success,GAUL_CODE,4003254,gadm_36_ad2
1576,limpopo,sekhukhunedm,sekhukhune,South Africa,ZAF,108.8,fuzzy success,GAUL_CODE,3005254,gadm_36_ad2
1577,kwazulunatal,ugudm,ugu,South Africa,ZAF,65.8,fuzzy success,GAUL_CODE,5004254,gadm_36_ad2
1578,kwazulunatal,umgungundlovudm,umgungundlovu,South Africa,ZAF,67.3,fuzzy success,GAUL_CODE,6004254,gadm_36_ad2
1579,kwazulunatal,umkhanyakudedm,umkhanyakude,South Africa,ZAF,92.4,fuzzy success,GAUL_CODE,7004254,gadm_36_ad2
1580,kwazulunatal,umzinyathidm,umzinyathi,South Africa,ZAF,99.4,fuzzy success,GAUL_CODE,8004254,gadm_36_ad2
1581,kwazulunatal,uthukeladm,uthukela,South Africa,ZAF,67.8,fuzzy success,GAUL_CODE,9004254,gadm_36_ad2
1582,limpopo,vhembedm,vhembe,South Africa,ZAF,102.8,fuzzy success,GAUL_CODE,4005254,gadm_36_ad2
1583,limpopo,waterbergdm,waterberg,South Africa,ZAF,105.1,fuzzy success,GAUL_CODE,5005254,gadm_36_ad2
1584,westerncape,westcoastdm,westcoast,South Africa,ZAF,68.6,fuzzy success,GAUL_CODE,6009254,gadm_36_ad2
1585,gauteng,westranddm,westrand,South Africa,ZAF,88.3,fuzzy success,GAUL_CODE,5003254,gadm_36_ad2
1586,freestate,xhariepdm,xhariep,South Africa,ZAF,95.8,fuzzy success,GAUL_CODE,5002254,gadm_36_ad2
1587,kwazulunatal,zululanddm,zululand,South Africa,ZAF,80.6,fuzzy success,GAUL_CODE,11004254,gadm_36_ad2
1588,northwest,bojanalaplatinumdm,bojanala,South Africa,ZAF,82.4,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1589,gauteng,cityofekurhulenimm,ekurhuleni,South Africa,ZAF,94.1,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1590,northwest,drruthsegomotsimoatidm,drruthsegomotsimompati,South Africa,ZAF,76.8,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1591,northerncape,fraesbaarddm,francesbaard,South Africa,ZAF,106.4,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1592,kwazulunatal,harrygwaladm,NA,South Africa,ZAF,64.9,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1593,kwazulunatal,kingcetshwayodm,NA,South Africa,ZAF,73.2,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1594,easterncape,olivertambodm,ortambo,South Africa,ZAF,79.3,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1595,easterncape,sarahbaartmandm,NA,South Africa,ZAF,57.9,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1596,freestate,thabomofutsanyanadm,thabomofutsanyane,South Africa,ZAF,75,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1597,northerncape,zwelentlangafatmanmgcawudm,NA,South Africa,ZAF,95.6,in WHO but not shpfile,GAUL_CODE,NA,gadm_36_ad2
1599,NA,NA,cacadu,South Africa,ZAF,NA,in shpfile but not WHO,GAUL_CODE,4001254,gadm_36_ad2
1604,NA,NA,sisonke,South Africa,ZAF,NA,in shpfile but not WHO,GAUL_CODE,4004254,gadm_36_ad2
1605,NA,NA,siyanda,South Africa,ZAF,NA,in shpfile but not WHO,GAUL_CODE,5008254,gadm_36_ad2
1607,NA,NA,uthungulu,South Africa,ZAF,NA,in shpfile but not WHO,GAUL_CODE,10004254,gadm_36_ad2
1608,zou,abomey,abomey,Benin,BEN,144.0172255,success,GAUL_CODE,5929,lf_g2015_2014_2
1609,oueme,adjohoun,adjohoun,Benin,BEN,97.1680765,success,GAUL_CODE,5916,lf_g2015_2014_2
1610,zou,agbangnizoun,agbangnizoun,Benin,BEN,115.6885759,success,GAUL_CODE,5930,lf_g2015_2014_2
1611,oueme,akpromisserete,akpromisserete,Benin,BEN,88.98323536,success,GAUL_CODE,5918,lf_g2015_2014_2
1612,atlantique,allada,allada,Benin,BEN,105.982906,success,GAUL_CODE,5877,lf_g2015_2014_2
1613,couffo,aplahoue,aplahoue,Benin,BEN,119.9392493,success,GAUL_CODE,5898,lf_g2015_2014_2
1614,mono,athieme,athieme,Benin,BEN,88.76889849,success,GAUL_CODE,5909,lf_g2015_2014_2
1615,oueme,avrankou,avrankou,Benin,BEN,107.1830376,success,GAUL_CODE,5919,lf_g2015_2014_2
1616,alibori,banikoara,banikoara,Benin,BEN,101.8545279,success,GAUL_CODE,5861,lf_g2015_2014_2
1617,collines,bante,bante,Benin,BEN,107.6859731,success,GAUL_CODE,5892,lf_g2015_2014_2
1618,donga,bassila,bassila,Benin,BEN,103.6630037,success,GAUL_CODE,5904,lf_g2015_2014_2
1619,borgou,bembereke,bembereke,Benin,BEN,87.9916318,success,GAUL_CODE,5884,lf_g2015_2014_2
1620,zou,bohicon,bohicon,Benin,BEN,133.3388402,success,GAUL_CODE,5931,lf_g2015_2014_2
1621,oueme,bonou,bonou,Benin,BEN,87.57026858,success,GAUL_CODE,5920,lf_g2015_2014_2
1622,mono,bopa,bopa,Benin,BEN,96.76806084,success,GAUL_CODE,5910,lf_g2015_2014_2
1623,atacora,boukoumbe,boukoumbe,Benin,BEN,117.1656687,success,GAUL_CODE,5867,lf_g2015_2014_2
1624,littoral,cotonou,cotonou,Benin,BEN,148,success,GAUL_CODE,5908,lf_g2015_2014_2
1625,zou,cove,cove,Benin,BEN,107.4750831,success,GAUL_CODE,5932,lf_g2015_2014_2
1626,oueme,dangbo,dangbo,Benin,BEN,86.69922436,success,GAUL_CODE,5921,lf_g2015_2014_2
1627,collines,dassa,dassa,Benin,BEN,111.8079244,success,GAUL_CODE,5893,lf_g2015_2014_2
1628,zou,djidja,djidja,Benin,BEN,87.59476223,success,GAUL_CODE,5933,lf_g2015_2014_2
1629,donga,djougou,djougou,Benin,BEN,96.67482206,success,GAUL_CODE,5905,lf_g2015_2014_2
1630,collines,glazoue,glazoue,Benin,BEN,110.7590447,success,GAUL_CODE,5894,lf_g2015_2014_2
1631,alibori,gogounou,gogounou,Benin,BEN,92.87518949,success,GAUL_CODE,5862,lf_g2015_2014_2
1632,mono,houeyogbe,houeyogbe,Benin,BEN,110.9580838,success,GAUL_CODE,5913,lf_g2015_2014_2
1633,plateau,ifangni,ifangni,Benin,BEN,123.6502502,success,GAUL_CODE,5925,lf_g2015_2014_2
1634,borgou,kalale,kalale,Benin,BEN,83.72357724,success,GAUL_CODE,5885,lf_g2015_2014_2
1635,alibori,kandi,kandi,Benin,BEN,95.56144419,success,GAUL_CODE,5863,lf_g2015_2014_2
1636,alibori,karimama,karimama,Benin,BEN,107.0693512,success,GAUL_CODE,5864,lf_g2015_2014_2
1637,atacora,kerou,kerou,Benin,BEN,132.3843416,success,GAUL_CODE,5868,lf_g2015_2014_2
1638,plateau,ketou,ketou,Benin,BEN,82.46508116,success,GAUL_CODE,5926,lf_g2015_2014_2
1639,atacora,kouande,kouande,Benin,BEN,114.6299484,success,GAUL_CODE,5870,lf_g2015_2014_2
1640,couffo,lalo,lalo,Benin,BEN,115.7054901,success,GAUL_CODE,5902,lf_g2015_2014_2
1641,mono,lokossa,lokossa,Benin,BEN,94.33304272,success,GAUL_CODE,5914,lf_g2015_2014_2
1642,alibori,malanville,malanville,Benin,BEN,100.5809859,success,GAUL_CODE,5865,lf_g2015_2014_2
1643,atacora,materi,materi,Benin,BEN,127.0998797,success,GAUL_CODE,5871,lf_g2015_2014_2
1644,atacora,natitingou,natitingou,Benin,BEN,114.9243143,success,GAUL_CODE,5872,lf_g2015_2014_2
1645,borgou,ndali,ndali,Benin,BEN,88.85665942,success,GAUL_CODE,5886,lf_g2015_2014_2
1646,borgou,nikki,nikki,Benin,BEN,86.25635439,success,GAUL_CODE,5887,lf_g2015_2014_2
1647,donga,ouake,ouake,Benin,BEN,96.71210906,success,GAUL_CODE,5907,lf_g2015_2014_2
1648,collines,ouesse,ouesse,Benin,BEN,118.3965196,success,GAUL_CODE,5895,lf_g2015_2014_2
1649,atlantique,ouidah,ouidah,Benin,BEN,117.9655455,success,GAUL_CODE,5879,lf_g2015_2014_2
1650,zou,ouinhi,ouinhi,Benin,BEN,92.97323136,success,GAUL_CODE,5934,lf_g2015_2014_2
1651,borgou,parakou,parakou,Benin,BEN,39.08180138,success,GAUL_CODE,5888,lf_g2015_2014_2
1652,oueme,portonovo,portonovo,Benin,BEN,98.64808216,success,GAUL_CODE,5922,lf_g2015_2014_2
1653,plateau,sakete,sakete,Benin,BEN,95.62727746,success,GAUL_CODE,5928,lf_g2015_2014_2
1654,collines,savalou,savalou,Benin,BEN,106.1266029,success,GAUL_CODE,5896,lf_g2015_2014_2
1655,collines,save,save,Benin,BEN,115.8623017,success,GAUL_CODE,5897,lf_g2015_2014_2
1656,borgou,sinende,sinende,Benin,BEN,89.15843067,success,GAUL_CODE,5890,lf_g2015_2014_2
1657,atlantique,soava,soava,Benin,BEN,101.5025791,success,GAUL_CODE,5880,lf_g2015_2014_2
1658,atacora,tanguieta,tanguieta,Benin,BEN,138.8174807,success,GAUL_CODE,5874,lf_g2015_2014_2
1659,borgou,tchaourou,tchaourou,Benin,BEN,86.46320453,success,GAUL_CODE,5891,lf_g2015_2014_2
1660,atlantique,toffo,toffo,Benin,BEN,101.308558,success,GAUL_CODE,5881,lf_g2015_2014_2
1661,atlantique,toribossito,toribossito,Benin,BEN,140.4059041,success,GAUL_CODE,5882,lf_g2015_2014_2
1662,couffo,toviklin,toviklin,Benin,BEN,113.7073275,success,GAUL_CODE,5903,lf_g2015_2014_2
1663,zou,zakpota,zakpota,Benin,BEN,114.3803419,success,GAUL_CODE,5935,lf_g2015_2014_2
1664,atlantique,ze,ze,Benin,BEN,92.16807558,success,GAUL_CODE,5883,lf_g2015_2014_2
1665,zou,zogbodome,zogbodome,Benin,BEN,124.0610687,success,GAUL_CODE,5937,lf_g2015_2014_2
1666,plateau,adjaoucrc,adjaouere,Benin,BEN,77.87994891,fuzzy success,GAUL_CODE,5924,lf_g2015_2014_2
1667,oueme,adjarra,adjara,Benin,BEN,97.66846744,fuzzy success,GAUL_CODE,5915,lf_g2015_2014_2
1668,oueme,aguegues,aguegue,Benin,BEN,44.31323804,fuzzy success,GAUL_CODE,5917,lf_g2015_2014_2
1669,atacora,cobly,kobli,Benin,BEN,139.188641,fuzzy success,GAUL_CODE,5869,lf_g2015_2014_2
1670,mono,comc,come,Benin,BEN,115.5015198,fuzzy success,GAUL_CODE,5911,lf_g2015_2014_2
1671,donga,copargo,kopargo,Benin,BEN,98.24185249,fuzzy success,GAUL_CODE,5906,lf_g2015_2014_2
1672,couffo,djakotomey,djakotome,Benin,BEN,120.6853081,fuzzy success,GAUL_CODE,5899,lf_g2015_2014_2
1673,mono,grangpopo,grandpopo,Benin,BEN,103.5997882,fuzzy success,GAUL_CODE,5912,lf_g2015_2014_2
1674,couffo,klouekanmc,klouekanme,Benin,BEN,113.7788034,fuzzy success,GAUL_CODE,5901,lf_g2015_2014_2
1675,atlantique,kpomassc,kpomasse,Benin,BEN,107.1905697,fuzzy success,GAUL_CODE,5878,lf_g2015_2014_2
1676,atacora,pehunco,pehonko,Benin,BEN,120.2664797,fuzzy success,GAUL_CODE,5873,lf_g2015_2014_2
1677,plateau,pobc,pobe,Benin,BEN,71.22958694,fuzzy success,GAUL_CODE,5927,lf_g2015_2014_2
1678,alibori,scgbana,segbana,Benin,BEN,100.0666667,fuzzy success,GAUL_CODE,5866,lf_g2015_2014_2
1679,atacora,toucountouna,toukountouna,Benin,BEN,120.5517241,fuzzy success,GAUL_CODE,5875,lf_g2015_2014_2
1680,zou,zagnanado,zangnanado,Benin,BEN,109.0721649,fuzzy success,GAUL_CODE,5936,lf_g2015_2014_2
1681,atlantique,abomeycal,abomeycalavi,Benin,BEN,116.7024422,fuzzy success,GAUL_CODE,5876,lf_g2015_2014_2
1682,couffo,dogbo,dogbotota,Benin,BEN,139.9851641,fuzzy success,GAUL_CODE,5900,lf_g2015_2014_2
1683,borgou,pcrcrc,perere,Benin,BEN,88.42544317,fuzzy success,GAUL_CODE,5889,lf_g2015_2014_2
1684,oueme,scmcpodji,semekpodji,Benin,BEN,75.03420823,fuzzy success,GAUL_CODE,5923,lf_g2015_2014_2
1685,debub,adikeih,adikeih,Eritrea,ERI,64.35867348,success,GAUL_CODE,15847,lf_g2015_2014_2
1686,semiemkeithbahri,afabet,afabet,Eritrea,ERI,73.47683809,success,GAUL_CODE,15885,lf_g2015_2014_2
1687,debub,areza,areza,Eritrea,ERI,71.32159848,success,GAUL_CODE,15849,lf_g2015_2014_2
1688,anseba,asmat,asmat,Eritrea,ERI,88.15318238,success,GAUL_CODE,15836,lf_g2015_2014_2
1689,debubkeithbahri,assab,assab,Eritrea,ERI,30.80468909,success,GAUL_CODE,15860,lf_g2015_2014_2
1690,gashbarka,barentu,barentu,Eritrea,ERI,127.6854606,success,GAUL_CODE,15864,lf_g2015_2014_2
1691,maekel,berik,berik,Eritrea,ERI,66.95429453,success,GAUL_CODE,15877,lf_g2015_2014_2
1692,semiemkeithbahri,dahlak,dahlak,Eritrea,ERI,53.57907756,success,GAUL_CODE,15846,lf_g2015_2014_2
1693,debub,dbarwa,dbarwa,Eritrea,ERI,57.72795897,success,GAUL_CODE,15850,lf_g2015_2014_2
1694,debub,dekemhare,dekemhare,Eritrea,ERI,71.19758731,success,GAUL_CODE,15851,lf_g2015_2014_2
1695,anseba,elabered,elabered,Eritrea,ERI,47.81624782,success,GAUL_CODE,15837,lf_g2015_2014_2
1696,debub,emnihaili,emnihaili,Eritrea,ERI,61.63427315,success,GAUL_CODE,15852,lf_g2015_2014_2
1697,semiemkeithbahri,foro,foro,Eritrea,ERI,54.59258407,success,GAUL_CODE,15886,lf_g2015_2014_2
1698,gashbarka,forto,forto,Eritrea,ERI,57.5850187,success,GAUL_CODE,15866,lf_g2015_2014_2
1699,anseba,geleb,geleb,Eritrea,ERI,155.3470013,success,GAUL_CODE,15838,lf_g2015_2014_2
1700,anseba,habero,habero,Eritrea,ERI,72.61043832,success,GAUL_CODE,15839,lf_g2015_2014_2
1701,anseba,hagaz,hagaz,Eritrea,ERI,63.70224471,success,GAUL_CODE,15840,lf_g2015_2014_2
1702,anseba,halhal,halhal,Eritrea,ERI,43.98023106,success,GAUL_CODE,15841,lf_g2015_2014_2
1703,anseba,hamelmalo,hamelmalo,Eritrea,ERI,97.84669288,success,GAUL_CODE,15842,lf_g2015_2014_2
1704,anseba,keren,keren,Eritrea,ERI,65.42908081,success,GAUL_CODE,15843,lf_g2015_2014_2
