,ADM1_NAME,ADM2_NAME,iso3.x,ADM0_NAME.x,year,vaccine,GAUL_CODE,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.gadm,who_coverage,Note
571,zambezia,cidadedequelimane,MOZ,Mozambique,2016,DTP3,65266,success,NA,NA,cidadedequelimane,NA,143.35762,
572,zambezia,gile,MOZ,Mozambique,2016,DTP3,21947,success,NA,NA,gile,NA,98.82757582,
573,zambezia,gurue,MOZ,Mozambique,2016,DTP3,21948,success,NA,NA,gurue,NA,94.9846927,
574,zambezia,ile,MOZ,Mozambique,2016,DTP3,21949,success,NA,NA,ile,NA,100.8209668,
575,zambezia,inhassunge,MOZ,Mozambique,2016,DTP3,21950,success,NA,NA,inhassunge,NA,104.5384734,
576,zambezia,lugela,MOZ,Mozambique,2016,DTP3,21951,success,NA,NA,lugela,NA,100.5035737,
577,zambezia,maganjadacosta,MOZ,Mozambique,2016,DTP3,21952,success,NA,NA,maganjadacosta,NA,134.5126221,
578,zambezia,milange,MOZ,Mozambique,2016,DTP3,21953,success,NA,NA,milange,NA,105.6091526,
579,zambezia,mocuba,MOZ,Mozambique,2016,DTP3,21954,success,NA,NA,mocuba,NA,89.82518019,
580,zambezia,mopeia,MOZ,Mozambique,2016,DTP3,21956,success,NA,NA,mopeia,NA,109.2464473,
581,zambezia,morrumbala,MOZ,Mozambique,2016,DTP3,21957,success,NA,NA,morrumbala,NA,88.60121513,
582,zambezia,namacurra,MOZ,Mozambique,2016,DTP3,21958,success,NA,NA,namacurra,NA,102.583927,
583,zambezia,namarroi,MOZ,Mozambique,2016,DTP3,21959,success,NA,NA,namarroi,NA,112.253455,
584,zambezia,nicoadala,MOZ,Mozambique,2016,DTP3,21960,success,NA,NA,nicoadala,NA,137.9105015,
585,zambezia,pebane,MOZ,Mozambique,2016,DTP3,21961,success,NA,NA,pebane,NA,99.36577389,
586,NA,NA,MOZ,Mozambique,2016,NA,41375,fuzzy need fix,maputoprovincia,maputo,manhica,manhica,96.95553965,
587,NA,NA,MOZ,Mozambique,2016,NA,41376,fuzzy need fix,maputoprovincia,maputo,manhica,manhica,96.95553965,r
588,NA,NA,MOZ,Mozambique,2016,NA,21856,fuzzy success,gaza,gaza,mandlakazi,mandlakaze,98.06460235,
589,NA,NA,MOZ,Mozambique,2016,NA,21870,fuzzy success,inhambane,inhambane,vilankulos,vilankulo,95.84355437,
590,NA,NA,MOZ,Mozambique,2016,NA,21882,fuzzy success,maputoprovincia,maputo,boane,boane,86.91185191,
591,NA,NA,MOZ,Mozambique,2016,NA,21883,fuzzy success,maputoprovincia,maputo,magude,magude,116.1480197,
592,NA,NA,MOZ,Mozambique,2016,NA,21885,fuzzy success,maputoprovincia,maputo,marracuene,marracuene,109.5258124,
593,NA,NA,MOZ,Mozambique,2016,NA,21886,fuzzy success,maputoprovincia,maputo,matutuine,matutuine,78.34076915,
594,NA,NA,MOZ,Mozambique,2016,NA,21887,fuzzy success,maputoprovincia,maputo,moamba,moamba,94.3323948,
595,NA,NA,MOZ,Mozambique,2016,NA,21888,fuzzy success,maputoprovincia,maputo,namaacha,namaacha,78.16333737,
596,NA,NA,MOZ,Mozambique,2016,NA,21945,fuzzy success,tete,tete,zumbo,zumbu,90.85549302,
597,cabodelgado,metuge,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,metuge,NA,114.6182146,
598,gaza,distritodexaixai,MOZ,Mozambique,2016,DTP3,21859,in WHO but not shpfile,NA,NA,distritodexaixai,xaixai,87.65171413,manual add
599,manica,macate,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,macate,NA,93.48560051,
600,manica,vanduzi,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,vanduzi,NA,70.93433503,
601,maputocidade,kamavota,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kamavota,NA,121.7346186,
602,maputocidade,kamaxakene,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kamaxakene,NA,71.76999427,
603,maputocidade,kampfumo,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kampfumo,NA,247.563324,
604,maputocidade,kamubukwana,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kamubukwana,NA,91.71652893,
605,maputocidade,kanyaka,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kanyaka,NA,96.00452236,
606,maputocidade,katembe,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,katembe,NA,138.0452926,
607,maputocidade,nlhamankulu,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,nlhamankulu,NA,170.2154458,
608,maputoprovincia,matola,MOZ,Mozambique,2016,DTP3,65252,in WHO but not shpfile,NA,NA,matola,cidadedamatola,91.99647244,manual add
609,nampula,larde,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,larde,NA,74.27848683,
610,nampula,liupo,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,liupo,NA,71.38024567,
611,nampula,nacalaporto,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,nacalaporto,NA,130.1433942,
612,nampula,rapale,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,rapale,NA,104.971168,
613,niassa,chimbonila,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,chimbonila,NA,71.24431903,
614,niassa,distritodelichinga,MOZ,Mozambique,2016,DTP3,65262,in WHO but not shpfile,NA,NA,distritodelichinga,cidadedelichinga,152.311409,manual add
615,tete,doa,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,doa,NA,129.7134126,
616,tete,marara,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,marara,NA,100.0347937,
617,zambezia,derre,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,derre,NA,90.51348999,
618,zambezia,luabo,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,luabo,NA,76.5569395,
619,zambezia,mocubela,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mocubela,NA,70.15995795,
620,zambezia,molumbo,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,molumbo,NA,88.3802314,
621,zambezia,mulevala,MOZ,Mozambique,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mulevala,NA,79.23019907,
622,cabodelgado,pemba,MOZ,Mozambique,NA,NA,21847,in shpfile but not WHO,NA,Cabo Delgado,NA,pemba,NA,
623,gaza,xaixai,MOZ,Mozambique,NA,NA,21859,in shpfile but not WHO,NA,Gaza,NA,xaixai,NA,
624,lagoniassa,lagoniassa,MOZ,Mozambique,NA,NA,65267,in shpfile but not WHO,NA,Lago niassa,NA,lagoniassa,NA,
625,maputo,cidadedamatola,MOZ,Mozambique,NA,NA,65252,in shpfile but not WHO,NA,Maputo,NA,cidadedamatola,NA,
626,maputo,cidadedemaputo,MOZ,Mozambique,NA,NA,41374,in shpfile but not WHO,NA,Maputo,NA,cidadedemaputo,NA,
627,nampula,nacala,MOZ,Mozambique,NA,NA,65261,in shpfile but not WHO,NA,Nampula,NA,nacala,NA,
628,nampula,nampula,MOZ,Mozambique,NA,NA,21905,in shpfile but not WHO,NA,Nampula,NA,nampula,NA,
629,niassa,cidadedelichinga,MOZ,Mozambique,NA,NA,65262,in shpfile but not WHO,NA,Niassa,NA,cidadedelichinga,NA,
630,niassa,lichinga,MOZ,Mozambique,NA,NA,21909,in shpfile but not WHO,NA,Niassa,NA,lichinga,NA,
631,tete,luenha,MOZ,Mozambique,NA,NA,65265,in shpfile but not WHO,NA,Tete,NA,luenha,NA,
632,adrar,aoujeft,MRT,Mauritania,2016,DTP3,19490,success,NA,NA,aoujeft,NA,81.55548235,
633,adrar,atar,MRT,Mauritania,2016,DTP3,19491,success,NA,NA,atar,NA,101.6236306,
634,assaba,boumdeid,MRT,Mauritania,2016,DTP3,19495,success,NA,NA,boumdeid,NA,137.6769293,
635,assaba,kankossa,MRT,Mauritania,2016,DTP3,19497,success,NA,NA,kankossa,NA,82.17307479,
636,assaba,kiffa,MRT,Mauritania,2016,DTP3,19498,success,NA,NA,kiffa,NA,99.39651529,
637,brakna,aleg,MRT,Mauritania,2016,DTP3,19499,success,NA,NA,aleg,NA,74.92266366,
638,brakna,bababe,MRT,Mauritania,2016,DTP3,19500,success,NA,NA,bababe,NA,97.72138244,
639,brakna,boghe,MRT,Mauritania,2016,DTP3,19501,success,NA,NA,boghe,NA,113.9604672,
640,brakna,maghtalahjar,MRT,Mauritania,2016,DTP3,19503,success,NA,NA,maghtalahjar,NA,124.2856421,
641,brakna,mbagne,MRT,Mauritania,2016,DTP3,19502,success,NA,NA,mbagne,NA,98.463329,
642,dakhletnouadhibou,nouadhibou,MRT,Mauritania,2016,DTP3,19504,success,NA,NA,nouadhibou,NA,80.19277867,
643,gorgol,kaedi,MRT,Mauritania,2016,DTP3,19505,success,NA,NA,kaedi,NA,91.11374854,
644,gorgol,maghama,MRT,Mauritania,2016,DTP3,19507,success,NA,NA,maghama,NA,109.4585999,
645,hodhelgharbi,tamchekett,MRT,Mauritania,2016,DTP3,19519,success,NA,NA,tamchekett,NA,81.17119134,
646,hodhelgharbi,tintane,MRT,Mauritania,2016,DTP3,19520,success,NA,NA,tintane,NA,75.65624971,
647,inchiri,akjoujt,MRT,Mauritania,2016,DTP3,19521,success,NA,NA,akjoujt,NA,80.52551689,
648,tagant,moudjeria,MRT,Mauritania,2016,DTP3,19523,success,NA,NA,moudjeria,NA,99.88760092,
649,trarza,boutilimit,MRT,Mauritania,2016,DTP3,19529,success,NA,NA,boutilimit,NA,91.64872136,
650,trarza,mederdra,MRT,Mauritania,2016,DTP3,19531,success,NA,NA,mederdra,NA,100.299872,
651,trarza,ouadnaga,MRT,Mauritania,2016,DTP3,19532,success,NA,NA,ouadnaga,NA,65.69878056,
652,trarza,rkiz,MRT,Mauritania,2016,DTP3,19533,success,NA,NA,rkiz,NA,90.33644382,
653,trarza,rosso,MRT,Mauritania,2016,DTP3,19534,success,NA,NA,rosso,NA,86.7472503,
654,NA,NA,MRT,Mauritania,2016,NA,123633,fuzzy success,adrar,adrar,chinguitti,chinguity,97.20992852,
655,NA,NA,MRT,Mauritania,2016,NA,19496,fuzzy success,assaba,assaba,guerou,guerrou,105.7246515,
656,NA,NA,MRT,Mauritania,2016,NA,19506,fuzzy success,gorgol,gorgol,mboud,mbout,75.74671467,
657,NA,NA,MRT,Mauritania,2016,NA,19508,fuzzy success,gorgol,gorgol,mounguel,monguel,114.2036343,
658,NA,NA,MRT,Mauritania,2016,NA,19509,fuzzy success,guiodimakha,guidimakha,ouldyenge,ouldyenge,118.2209245,
659,NA,NA,MRT,Mauritania,2016,NA,19510,fuzzy success,guiodimakha,guidimakha,selibabi,selibaby,64.15576454,
660,NA,NA,MRT,Mauritania,2016,NA,19511,fuzzy success,hodhechargui,hodhechchargi,amourj,amourj,71.82895117,
661,NA,NA,MRT,Mauritania,2016,NA,19513,fuzzy success,hodhechargui,hodhechchargi,djiguenni,djigueni,87.34634436,
662,NA,NA,MRT,Mauritania,2016,NA,19514,fuzzy success,hodhechargui,hodhechchargi,nema,nema,98.65581326,
663,NA,NA,MRT,Mauritania,2016,NA,19515,fuzzy success,hodhechargui,hodhechchargi,oualata,oualata,47.26850017,
664,NA,NA,MRT,Mauritania,2016,NA,19518,fuzzy success,hodhelgharbi,hodhelgharbi,koubenni,kobeni,89.80799125,
665,NA,NA,MRT,Mauritania,2016,NA,19524,fuzzy success,tagant,tagant,tichit,tichitt,51.0353067,
666,NA,NA,MRT,Mauritania,2016,NA,19525,fuzzy success,tagant,tagant,tijikja,tidjikja,110.5140076,
667,NA,NA,MRT,Mauritania,2016,NA,19526,fuzzy success,tiriszemmour,tiriszemmour,birmougrein,birmogrein,32.05749773,
668,NA,NA,MRT,Mauritania,2016,NA,19527,fuzzy success,tiriszemmour,tiriszemmour,fderick,fderik,138.9418036,
669,NA,NA,MRT,Mauritania,2016,NA,19528,fuzzy success,tiriszemmour,tiriszemmour,zouerat,zoueratt,87.42055565,
670,NA,NA,MRT,Mauritania,2016,NA,19530,fuzzy success,trarza,trarza,keurmacen,keurmacene,73.96443538,
671,adrar,ouadane,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ouadane,NA,88.41007908,
672,assaba,barkeiwel,MRT,Mauritania,2016,DTP3,19494,in WHO but not shpfile,NA,NA,barkeiwel,barkeol,78.05357105,manual add
673,dakhletnouadhibou,chami,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,chami,NA,86.81557645,
674,hodhechargui,basseknou,MRT,Mauritania,2016,DTP3,19512,in WHO but not shpfile,NA,NA,basseknou,bassikounou,69.83321247,manual add
675,hodhechargui,dhar,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,dhar,NA,25.87947625,
676,hodhechargui,tembedgha,MRT,Mauritania,2016,DTP3,19516,in WHO but not shpfile,NA,NA,tembedgha,timbedra,87.19930585,manual add
677,hodhelgharbi,aiounalatrouss,MRT,Mauritania,2016,DTP3,19517,in WHO but not shpfile,NA,NA,aiounalatrouss,aioun,87.35823358,manual add
678,nouakchottnord,darnaim,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,darnaim,NA,141.4077404,
679,nouakchottnord,teyarett,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,teyarett,NA,60.94044682,
680,nouakchottnord,toujounine,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,toujounine,NA,62.04733846,
681,nouakchottouest,ksar,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ksar,NA,183.9634941,
682,nouakchottouest,sebkha,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sebkha,NA,114.1341787,
683,nouakchottouest,tevraghzeina,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,tevraghzeina,NA,110.4034072,
684,nouakchottsud,arafat,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,arafat,NA,63.41996623,
685,nouakchottsud,elmina,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,elmina,NA,71.12322128,
686,nouakchottsud,riyadh,MRT,Mauritania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,riyadh,NA,71.63695328,
687,assaba,barkeol,MRT,Mauritania,NA,NA,19494,in shpfile but not WHO,NA,Assaba,NA,barkeol,NA,
688,hodhechchargi,bassikounou,MRT,Mauritania,NA,NA,19512,in shpfile but not WHO,NA,Hodh Ech Chargi,NA,bassikounou,NA,
689,hodhechchargi,timbedra,MRT,Mauritania,NA,NA,19516,in shpfile but not WHO,NA,Hodh Ech Chargi,NA,timbedra,NA,
690,hodhelgharbi,aioun,MRT,Mauritania,NA,NA,19517,in shpfile but not WHO,NA,Hodh El Gharbi,NA,aioun,NA,
691,nouakchott,nouakchott,MRT,Mauritania,NA,NA,19522,in shpfile but not WHO,NA,Nouakchott,NA,nouakchott,NA,
692,NA,NA,MWI,Malawi,2016,NA,19318,fuzzy need fix,north,northernregion,mzimba,mzimba,72,
693,NA,NA,MWI,Malawi,2016,NA,19330,fuzzy need fix,north,southernregion,mzimba,zomba,72,r
694,NA,NA,MWI,Malawi,2016,NA,19318,fuzzy need fix,south,northernregion,zomba,mzimba,80,r
695,NA,NA,MWI,Malawi,2016,NA,19330,fuzzy need fix,south,southernregion,zomba,zomba,80,
696,NA,NA,MWI,Malawi,2016,NA,19307,fuzzy success,central,centralregion,dedza,dedza,91,
697,NA,NA,MWI,Malawi,2016,NA,19308,fuzzy success,central,centralregion,dowa,dowa,68,
698,NA,NA,MWI,Malawi,2016,NA,19309,fuzzy success,central,centralregion,kasungu,kasungu,77,
699,NA,NA,MWI,Malawi,2016,NA,19310,fuzzy success,central,centralregion,lilongwe,lilongwe,88,
700,NA,NA,MWI,Malawi,2016,NA,19311,fuzzy success,central,centralregion,mchinji,mchinji,73,
701,NA,NA,MWI,Malawi,2016,NA,19312,fuzzy success,central,centralregion,nkhotakota,nkhotakota,96,
702,NA,NA,MWI,Malawi,2016,NA,19313,fuzzy success,central,centralregion,ntcheu,ntcheu,87,
703,NA,NA,MWI,Malawi,2016,NA,19314,fuzzy success,central,centralregion,ntchisi,ntchisi,72,
704,NA,NA,MWI,Malawi,2016,NA,19315,fuzzy success,central,centralregion,salima,salima,95,
705,NA,NA,MWI,Malawi,2016,NA,19316,fuzzy success,north,northernregion,chitipa,chitipa,74,
706,NA,NA,MWI,Malawi,2016,NA,19317,fuzzy success,north,northernregion,karonga,karonga,82,
707,NA,NA,MWI,Malawi,2016,NA,42172,fuzzy success,north,northernregion,likoma,likoma,82,
708,NA,NA,MWI,Malawi,2016,NA,42173,fuzzy success,north,northernregion,nkhatabay,nkhatabay,72,
709,NA,NA,MWI,Malawi,2016,NA,19320,fuzzy success,north,northernregion,rumphi,rumphi,71,
710,NA,NA,MWI,Malawi,2016,NA,42174,fuzzy success,south,southernregion,balaka,balaka,83,
711,NA,NA,MWI,Malawi,2016,NA,19321,fuzzy success,south,southernregion,blantyre,blantyre,80,
712,NA,NA,MWI,Malawi,2016,NA,19322,fuzzy success,south,southernregion,chikwawa,chikwawa,96,
713,NA,NA,MWI,Malawi,2016,NA,19323,fuzzy success,south,southernregion,chiradzulu,chiradzulu,92,
714,NA,NA,MWI,Malawi,2016,NA,42175,fuzzy success,south,southernregion,machinga,machinga,96,
715,NA,NA,MWI,Malawi,2016,NA,19325,fuzzy success,south,southernregion,mangochi,mangochi,89,
716,NA,NA,MWI,Malawi,2016,NA,42176,fuzzy success,south,southernregion,mulanje,mulanje,97,
717,NA,NA,MWI,Malawi,2016,NA,65271,fuzzy success,south,southernregion,mwanza,mwanza,98,
718,NA,NA,MWI,Malawi,2016,NA,65270,fuzzy success,south,southernregion,neno,neno,79,
719,NA,NA,MWI,Malawi,2016,NA,19328,fuzzy success,south,southernregion,nsanje,nsanje,99,
720,NA,NA,MWI,Malawi,2016,NA,42177,fuzzy success,south,southernregion,phalombe,phalombe,92,
721,NA,NA,MWI,Malawi,2016,NA,19329,fuzzy success,south,southernregion,thyolo,thyolo,82,
722,areaundernationaladministration,areaundernationaladministration,MWI,Malawi,NA,NA,65269,in shpfile but not WHO,NA,Area under National Administration,NA,areaundernationaladministration,NA,
723,guera,bitkine,TCD,Chad,2016,DTP3,65410,success,NA,NA,bitkine,NA,88,
724,guera,melfi,TCD,Chad,2016,DTP3,65593,success,NA,NA,melfi,NA,85,
725,hadjerlamis,mani,TCD,Chad,2016,DTP3,65572,success,NA,NA,mani,NA,71,
726,hadjerlamis,massaguet,TCD,Chad,2016,DTP3,65578,success,NA,NA,massaguet,NA,127,
727,hadjerlamis,massakory,TCD,Chad,2016,DTP3,65579,success,NA,NA,massakory,NA,86,
728,kanem,mondo,TCD,Chad,2016,DTP3,65608,success,NA,NA,mondo,NA,87,
729,kanem,nokou,TCD,Chad,2016,DTP3,65639,success,NA,NA,nokou,NA,50,
730,kanem,rigrig,TCD,Chad,2016,DTP3,65655,success,NA,NA,rigrig,NA,21,
731,lac,bol,TCD,Chad,2016,DTP3,65415,success,NA,NA,bol,NA,77,
732,logoneoccidental,benoye,TCD,Chad,2016,DTP3,65395,success,NA,NA,benoye,NA,87,
733,logoneoriental,bebedjia,TCD,Chad,2016,DTP3,65379,success,NA,NA,bebedjia,NA,137,
734,logoneoriental,beboto,TCD,Chad,2016,DTP3,65383,success,NA,NA,beboto,NA,117,
735,logoneoriental,bodo,TCD,Chad,2016,DTP3,65411,success,NA,NA,bodo,NA,104,
736,logoneoriental,doba,TCD,Chad,2016,DTP3,65452,success,NA,NA,doba,NA,96,
737,logoneoriental,gore,TCD,Chad,2016,DTP3,65479,success,NA,NA,gore,NA,117,
738,mandoul,bedjondo,TCD,Chad,2016,DTP3,65385,success,NA,NA,bedjondo,NA,127,
739,mandoul,goundi,TCD,Chad,2016,DTP3,65485,success,NA,NA,goundi,NA,135,
740,mandoul,koumra,TCD,Chad,2016,DTP3,65546,success,NA,NA,koumra,NA,103,
741,mandoul,moissala,TCD,Chad,2016,DTP3,65604,success,NA,NA,moissala,NA,157,
742,salamat,amtiman,TCD,Chad,2016,DTP3,65356,success,NA,NA,amtiman,NA,74,
743,NA,NA,TCD,Chad,2016,NA,65657,fuzzy need fix,bahrelghazal,barlelgazal,salal,salal,46,
744,NA,NA,TCD,Chad,2016,NA,65671,fuzzy need fix,bahrelghazal,kabia,salal,tagal,46,r
745,NA,NA,TCD,Chad,2016,NA,65656,fuzzy need fix,bahrelghazal,logoneoccidental,salal,saar,46,r
746,NA,NA,TCD,Chad,2016,NA,65661,fuzzy need fix,bahrelghazal,logoneoriental,salal,sama,46,r
747,NA,NA,TCD,Chad,2016,NA,65474,fuzzy need fix,bahrelghazal,mayodala,salal,gagal,46,r
748,NA,NA,TCD,Chad,2016,NA,65430,fuzzy need fix,bahrelghazal,salamat,salal,dagal,46,r
749,NA,NA,TCD,Chad,2016,NA,65367,fuzzy need fix,batha,biltine,ati,bali,114,change
750,NA,NA,TCD,Chad,2016,NA,65475,fuzzy need fix,batha,kabia,ati,gami,114,change
751,NA,NA,TCD,Chad,2016,NA,65403,fuzzy need fix,batha,logoneoriental,ati,beti,114,change
752,NA,NA,TCD,Chad,2016,NA,65435,fuzzy need fix,batha,mayodala,ati,dari,114,change
753,NA,NA,TCD,Chad,2016,NA,65552,fuzzy need fix,batha,tandjileest,ati,lai,114,change
754,NA,NA,TCD,Chad,2016,NA,65505,fuzzy need fix,batha,assongha,yao,kado,52,change
755,NA,NA,TCD,Chad,2016,NA,65577,fuzzy need fix,batha,barhkoh,yao,maro,52,change
756,NA,NA,TCD,Chad,2016,NA,65364,fuzzy need fix,batha,logoneoccidental,yao,bah,52,change
757,NA,NA,TCD,Chad,2016,NA,65373,fuzzy need fix,batha,logoneoccidental,yao,bao,52,change
758,NA,NA,TCD,Chad,2016,NA,65494,fuzzy need fix,batha,mayoboneye,yao,ham,52,change
759,NA,NA,TCD,Chad,2016,NA,65651,fuzzy need fix,batha,montdelam,yao,pao,52,change
760,NA,NA,TCD,Chad,2016,NA,65552,fuzzy need fix,batha,tandjileest,yao,lai,52,change
761,NA,NA,TCD,Chad,2016,NA,65467,fuzzy need fix,borkou,biltine,faya,fare,39,change
762,NA,NA,TCD,Chad,2016,NA,65506,fuzzy need fix,borkou,logoneoccidental,faya,kaga,39,change
763,NA,NA,TCD,Chad,2016,NA,65661,fuzzy need fix,borkou,logoneoriental,faya,sama,39,change
764,NA,NA,TCD,Chad,2016,NA,65362,fuzzy need fix,charibaguirmi,baguirmi,bailli,bailli,104,change
765,NA,NA,TCD,Chad,2016,NA,65367,fuzzy need fix,charibaguirmi,biltine,bailli,bali,104,change
766,NA,NA,TCD,Chad,2016,NA,65486,fuzzy need fix,charibaguirmi,kabia,kouno,gounou,80,change
767,NA,NA,TCD,Chad,2016,NA,65544,fuzzy need fix,charibaguirmi,mayoboneye,kouno,koumi,80,change
768,NA,NA,TCD,Chad,2016,NA,65515,fuzzy need fix,charibaguirmi,mayodala,kouno,keuni,80,change
769,NA,NA,TCD,Chad,2016,NA,65537,fuzzy need fix,charibaguirmi,ouaddai,kouno,korio,80,change
770,NA,NA,TCD,Chad,2016,NA,65531,fuzzy need fix,charibaguirmi,tandjileouest,kouno,kolon,80,change
771,NA,NA,TCD,Chad,2016,NA,65367,fuzzy need fix,ennediest,biltine,bahai,bali,92,change
772,NA,NA,TCD,Chad,2016,NA,65364,fuzzy need fix,ennediest,logoneoccidental,bahai,bah,92,change
773,NA,NA,TCD,Chad,2016,NA,65365,fuzzy need fix,ennediest,ouaddai,bahai,bakhat,92,change
774,NA,NA,TCD,Chad,2016,NA,65505,fuzzy need fix,ennediouest,assongha,fada,kado,44,change
775,NA,NA,TCD,Chad,2016,NA,65370,fuzzy need fix,ennediouest,barhkoh,fada,banda,44,change
776,NA,NA,TCD,Chad,2016,NA,65360,fuzzy need fix,ennediouest,biltine,fada,arada,44,change
777,NA,NA,TCD,Chad,2016,NA,65467,fuzzy need fix,ennediouest,biltine,fada,fare,44,change
778,NA,NA,TCD,Chad,2016,NA,65506,fuzzy need fix,ennediouest,logoneoccidental,fada,kaga,44,change
779,NA,NA,TCD,Chad,2016,NA,65661,fuzzy need fix,ennediouest,logoneoriental,fada,sama,44,change
780,NA,NA,TCD,Chad,2016,NA,65605,fuzzy need fix,guera,daraba,mongo,moito,78,change
781,NA,NA,TCD,Chad,2016,NA,65573,fuzzy need fix,guera,logoneoccidental,mongo,manso,78,change
782,NA,NA,TCD,Chad,2016,NA,65570,fuzzy need fix,guera,logoneoriental,mongo,mango,78,change
783,NA,NA,TCD,Chad,2016,NA,65416,fuzzy need fix,guera,mayoboneye,mongo,bongor,78,change
784,NA,NA,TCD,Chad,2016,NA,65455,fuzzy need fix,hadjerlamis,kanem,bokoro,dokora,82,change
785,NA,NA,TCD,Chad,2016,NA,65418,fuzzy need fix,hadjerlamis,logoneoriental,bokoro,boro,82,change
786,NA,NA,TCD,Chad,2016,NA,65382,fuzzy need fix,hadjerlamis,mandoul,bokoro,beboro,82,change
787,NA,NA,TCD,Chad,2016,NA,65505,fuzzy need fix,kanem,assongha,mao,kado,82,change
788,NA,NA,TCD,Chad,2016,NA,65577,fuzzy need fix,kanem,barhkoh,mao,maro,82,change
789,NA,NA,TCD,Chad,2016,NA,65602,fuzzy need fix,kanem,kanem,mao,moal,82,change
790,NA,NA,TCD,Chad,2016,NA,65364,fuzzy need fix,kanem,logoneoccidental,mao,bah,82,change
791,NA,NA,TCD,Chad,2016,NA,65373,fuzzy need fix,kanem,logoneoccidental,mao,bao,82,change
792,NA,NA,TCD,Chad,2016,NA,65573,fuzzy need fix,kanem,logoneoccidental,mao,manso,82,change
793,NA,NA,TCD,Chad,2016,NA,65570,fuzzy need fix,kanem,logoneoriental,mao,mango,82,change
794,NA,NA,TCD,Chad,2016,NA,65494,fuzzy need fix,kanem,mayoboneye,mao,ham,82,change
795,NA,NA,TCD,Chad,2016,NA,65563,fuzzy need fix,kanem,mayoboneye,mao,magao,82,change
796,NA,NA,TCD,Chad,2016,NA,65651,fuzzy need fix,kanem,montdelam,mao,pao,82,change
797,NA,NA,TCD,Chad,2016,NA,65552,fuzzy need fix,kanem,tandjileest,mao,lai,82,change
798,NA,NA,TCD,Chad,2016,NA,65388,fuzzy need fix,logoneoriental,logoneoccidental,bessao,beissa,95,change
799,NA,NA,TCD,Chad,2016,NA,65399,fuzzy need fix,logoneoriental,mandoul,bessao,bessada,95,change
800,NA,NA,TCD,Chad,2016,NA,65401,fuzzy need fix,logoneoriental,mandoul,bessao,bessara,95,change
801,NA,NA,TCD,Chad,2016,NA,65400,fuzzy need fix,logoneoriental,montdelam,bessao,bessao,95,change
802,NA,NA,TCD,Chad,2016,NA,65615,fuzzy need fix,mandoul,laciro,bouna,moufa,84,change
803,NA,NA,TCD,Chad,2016,NA,65688,fuzzy need fix,mandoul,mayoboneye,bouna,toura,84,change
804,NA,NA,TCD,Chad,2016,NA,65394,fuzzy need fix,mayokebbiest,mandoul,bongor,bengoro,125,change
805,NA,NA,TCD,Chad,2016,NA,65416,fuzzy need fix,mayokebbiest,mayoboneye,bongor,bongor,125,change
806,NA,NA,TCD,Chad,2016,NA,65470,fuzzy need fix,mayokebbiest,sila,bongor,fongoro,125,change
