,NAME,NAME.who,NAME.shpfile,iso3.x,who_coverage,who_coverage.x,who_coverage.y,merge_status,merge_status.x,merge_status.y,GAUL_CODE,GAUL_CODE.x,GAUL_CODE.y
109,lhdjiboua,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12908,NA,NA
110,marahou,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12920,NA,NA
111,moronou,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12911,NA,NA
112,nawa,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12900,NA,NA
113,nzi,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12912,NA,NA
114,poro,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12922,NA,NA
115,sanpdro,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12901,NA,NA
116,sanpdro,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12902,NA,NA
117,sudcomo,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12904,NA,NA
118,tchologo,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12923,NA,NA
119,tonkpi,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12918,NA,NA
120,worodougou,NA,NA,CIV,NA,NA,NA,in shpfile but not WHO,NA,NA,12928,NA,NA
321,mifi,mifi,NA,CMR,117.28,NA,NA,success,NA,NA,10942,NA,NA
322,NA,abo,fako,CMR,NA,58.69,NA,fuzzy need fix,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10945
323,NA,abo,faro,CMR,NA,58.69,NA,fuzzy need fix,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10934
324,NA,abo,mbr,CMR,NA,58.69,NA,fuzzy need fix,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10900
325,NA,ako,fako,CMR,NA,106.03,NA,fuzzy need fix,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10945
326,NA,ako,faro,CMR,NA,106.03,NA,fuzzy need fix,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10934
327,NA,bali,bui,CMR,NA,45.56,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10927
328,NA,banyo,boyo,CMR,NA,91.87,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10926
329,NA,banyo,manyu,CMR,NA,91.87,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10948
330,NA,bogo,boyo,CMR,NA,86.06,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10926
331,NA,bogo,momo,CMR,NA,86.06,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10931
332,NA,boko,boyo,CMR,NA,62.44,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10926
333,NA,boko,fako,CMR,NA,62.44,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10945
334,NA,boko,momo,CMR,NA,62.44,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10931
335,NA,buea,bui,CMR,NA,73.7,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10927
336,NA,hina,vina,CMR,NA,78.85,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10901
337,NA,loum,noun,CMR,NA,22.81,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10944
338,NA,mamfe,meme,CMR,NA,87.19,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10949
339,NA,manjo,manyu,CMR,NA,67.24,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10948
340,NA,manoka,menoua,CMR,NA,8.57,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10941
341,NA,meri,leki,CMR,NA,84.45,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10903
342,NA,meri,mbr,CMR,NA,84.45,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10900
343,NA,meri,meme,CMR,NA,84.45,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10949
344,NA,mfou,bnou,CMR,NA,107.29,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10933
345,NA,mora,mbr,CMR,NA,66.69,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10900
346,NA,mora,momo,CMR,NA,66.69,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10931
347,NA,ndom,nd,CMR,NA,60.65,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10943
348,NA,ndom,nkam,CMR,NA,60.65,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10923
349,NA,ndop,nd,CMR,NA,71.25,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10943
350,NA,ndu,bnou,CMR,NA,68.49,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10933
351,NA,ndu,nd,CMR,NA,68.49,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10943
352,NA,ndu,noun,CMR,NA,68.49,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10944
353,NA,nkambe,nkam,CMR,NA,73.54,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10923
354,NA,ntui,bui,CMR,NA,92.77,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10927
355,NA,ntui,noun,CMR,NA,92.77,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10944
356,NA,nwa,nd,CMR,NA,93.45,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10943
357,NA,nwa,nkam,CMR,NA,93.45,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10923
358,NA,roua,noun,CMR,NA,90.27,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10944
359,NA,tiko,fako,CMR,NA,76.06,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10945
360,NA,vele,meme,CMR,NA,140.11,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10949
361,NA,wum,bui,CMR,NA,75.9,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10927
362,NA,yoko,boyo,CMR,NA,88.32,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10926
363,NA,yoko,fako,CMR,NA,88.32,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10945
364,NA,yoko,momo,CMR,NA,88.32,NA,fuzzy success,in WHO but not shpfile,in shpfile but not WHO,NA,NA,10931
365,abo,abo,NA,CMR,58.69,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
366,abongmbang,abongmbang,NA,CMR,78.98,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
367,ako,ako,NA,CMR,106.03,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
368,akonolinga,akonolinga,NA,CMR,90.67,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
369,akwaya,akwaya,NA,CMR,89.84,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
370,ambam,ambam,NA,CMR,101.88,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
371,awae,awae,NA,CMR,102.31,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
372,ayos,ayos,NA,CMR,57.67,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
373,bafang,bafang,NA,CMR,74.11,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
374,bafia,bafia,NA,CMR,86.76,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
375,bafut,bafut,NA,CMR,41.37,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
376,baham,baham,NA,CMR,64.68,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
377,bakassi,bakassi,NA,CMR,110.24,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
378,bali,bali,NA,CMR,45.56,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
379,bamenda,bamenda,NA,CMR,75.39,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
380,bamendjou,bamendjou,NA,CMR,69.56,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
381,bandja,bandja,NA,CMR,101.62,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
382,bandjoun,bandjoun,NA,CMR,65.9,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
383,bangangte,bangangte,NA,CMR,68.61,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
384,bangem,bangem,NA,CMR,98.89,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
385,bangourain,bangourain,NA,CMR,95.51,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
386,bangue,bangue,NA,CMR,295.5,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
387,bankim,bankim,NA,CMR,92.33,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
388,banyo,banyo,NA,CMR,91.87,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
389,batcham,batcham,NA,CMR,64.83,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
390,batibo,batibo,NA,CMR,65.9,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
391,batouri,batouri,NA,CMR,108.97,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
392,benakuma,benakuma,NA,CMR,68.57,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
393,bertoua,bertoua,NA,CMR,118.67,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
394,betareoya,betareoya,NA,CMR,95.24,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
395,bibemi,bibemi,NA,CMR,88.3,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
396,biyemassi,biyemassi,NA,CMR,116.2,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
397,bogo,bogo,NA,CMR,86.06,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
398,boko,boko,NA,CMR,62.44,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
399,bonassama,bonassama,NA,CMR,174.48,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
400,bourha,bourha,NA,CMR,127.13,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
401,buea,buea,NA,CMR,73.7,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
402,citepalmiers,citepalmiers,NA,CMR,54.74,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
403,citeverte,citeverte,NA,CMR,68.76,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
404,deido,deido,NA,CMR,108.78,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
405,dibombari,dibombari,NA,CMR,2.2,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
406,djohong,djohong,NA,CMR,133.2,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
407,djoum,djoum,NA,CMR,82.01,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
408,djoungolo,djoungolo,NA,CMR,89.18,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
409,doume,doume,NA,CMR,90.49,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
410,dschang,dschang,NA,CMR,117.4,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
411,ebebda,ebebda,NA,CMR,64.23,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
412,ebolowa,ebolowa,NA,CMR,79.76,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
413,edea,edea,NA,CMR,457.15,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
414,efoulan,efoulan,NA,CMR,58.22,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
415,ekondotiti,ekondotiti,NA,CMR,82.9,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
416,eligmfomo,eligmfomo,NA,CMR,80.83,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
417,eseka,eseka,NA,CMR,72.79,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
418,esse,esse,NA,CMR,78.81,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
419,evodoula,evodoula,NA,CMR,112.18,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
420,eyumojock,eyumojock,NA,CMR,76.89,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
421,figuil,figuil,NA,CMR,85.48,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
422,fontem,fontem,NA,CMR,95.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
423,foumban,foumban,NA,CMR,114.87,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
424,foumbot,foumbot,NA,CMR,106.45,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
425,fundong,fundong,NA,CMR,66.25,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
426,galim,galim,NA,CMR,98.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
427,garouaboulai,garouaboulai,NA,CMR,138.87,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
428,garouai,garouai,NA,CMR,107.92,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
429,garouaii,garouaii,NA,CMR,84.34,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
430,gaschiga,gaschiga,NA,CMR,87.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
431,gazawa,gazawa,NA,CMR,97.31,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
432,golombe,golombe,NA,CMR,96.73,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
433,goulfey,goulfey,NA,CMR,42.44,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
434,guere,guere,NA,CMR,62.07,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
435,guider,guider,NA,CMR,90.23,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
436,guidiguis,guidiguis,NA,CMR,115.27,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
437,hina,hina,NA,CMR,78.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
438,japoma,japoma,NA,CMR,46.29,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
439,kaele,kaele,NA,CMR,79.38,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
440,karhay,karhay,NA,CMR,80.92,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
441,kekem,kekem,NA,CMR,82.86,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
442,kette,kette,NA,CMR,121.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
443,kolofata,kolofata,NA,CMR,141.47,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
444,konye,konye,NA,CMR,94.11,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
445,kouoptamo,kouoptamo,NA,CMR,98.3,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
446,kousseri,kousseri,NA,CMR,83.03,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
447,koza,koza,NA,CMR,113.37,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
448,kribi,kribi,NA,CMR,103.42,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
449,kumba,kumba,NA,CMR,94.7,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
450,kumboeast,kumboeast,NA,CMR,71.57,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
451,kumbowest,kumbowest,NA,CMR,74.77,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
452,lagdo,lagdo,NA,CMR,80.74,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
453,limbe,limbe,NA,CMR,87.61,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
454,logbaba,logbaba,NA,CMR,114.99,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
455,lolodorf,lolodorf,NA,CMR,62.97,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
456,lomie,lomie,NA,CMR,85.42,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
457,loum,loum,NA,CMR,22.81,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
458,mada,mada,NA,CMR,52.32,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
459,maga,maga,NA,CMR,100.87,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
460,makary,makary,NA,CMR,101.51,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
461,malantouen,malantouen,NA,CMR,144.26,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
462,mamfe,mamfe,NA,CMR,87.19,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
463,manjo,manjo,NA,CMR,67.24,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
464,manoka,manoka,NA,CMR,8.57,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
465,maroua1,maroua1,NA,CMR,79,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
466,maroua2,maroua2,NA,CMR,137.1,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
467,maroua3,maroua3,NA,CMR,113.92,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
468,massangam,massangam,NA,CMR,174.93,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
469,mayooulo,mayooulo,NA,CMR,107.68,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
470,mbalmayo,mbalmayo,NA,CMR,83.27,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
471,mbandjock,mbandjock,NA,CMR,69.63,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
472,mbang,mbang,NA,CMR,105.62,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
473,mbanga,mbanga,NA,CMR,459.54,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
474,mbankomo,mbankomo,NA,CMR,72.96,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
475,mbengwi,mbengwi,NA,CMR,55.34,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
476,mbonge,mbonge,NA,CMR,89.12,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
477,mbouda,mbouda,NA,CMR,85.64,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
478,meiganga,meiganga,NA,CMR,101.58,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
479,melong,melong,NA,CMR,70.73,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
480,meri,meri,NA,CMR,84.45,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
481,messamena,messamena,NA,CMR,78.72,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
482,meyomessala,meyomessala,NA,CMR,97.69,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
483,mfou,mfou,NA,CMR,107.29,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
484,mindif,mindif,NA,CMR,78.99,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
485,mogode,mogode,NA,CMR,91.94,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
486,mokolo,mokolo,NA,CMR,105.13,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
487,moloundou,moloundou,NA,CMR,93.81,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
488,monatele,monatele,NA,CMR,78.49,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
489,mora,mora,NA,CMR,66.69,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
490,moulvoudaye,moulvoudaye,NA,CMR,94.88,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
491,moutourwa,moutourwa,NA,CMR,96.75,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
492,mundemba,mundemba,NA,CMR,81.85,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
493,muyuka,muyuka,NA,CMR,96.75,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
494,mvangan,mvangan,NA,CMR,93.9,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
495,nangaeboko,nangaeboko,NA,CMR,78.39,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
496,ndelele,ndelele,NA,CMR,114.99,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
497,ndikinimeki,ndikinimeki,NA,CMR,73.1,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
498,ndom,ndom,NA,CMR,60.65,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
499,ndop,ndop,NA,CMR,71.25,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
500,ndu,ndu,NA,CMR,68.49,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
501,newbell,newbell,NA,CMR,54.37,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
502,ngambe,ngambe,NA,CMR,96.76,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
503,ngaoundal,ngaoundal,NA,CMR,94.93,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
504,ngaoundererural,ngaoundererural,NA,CMR,92.99,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
505,ngaoundereurbain,ngaoundereurbain,NA,CMR,86.69,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
506,ngogmapubi,ngogmapubi,NA,CMR,64.24,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
507,ngong,ngong,NA,CMR,104.05,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
508,ngoumou,ngoumou,NA,CMR,64.52,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
509,nguelemendouka,nguelemendouka,NA,CMR,84.56,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
510,nguti,nguti,NA,CMR,71.12,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
511,njikwa,njikwa,NA,CMR,98.35,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
512,njombepenja,njombepenja,NA,CMR,87.7,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
513,nkambe,nkambe,NA,CMR,73.54,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
514,nkolbisson,nkolbisson,NA,CMR,91.14,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
515,nkolndongo,nkolndongo,NA,CMR,68.8,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
516,nkondjock,nkondjock,NA,CMR,64.17,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
517,nkongsamba,nkongsamba,NA,CMR,60.3,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
518,ntui,ntui,NA,CMR,92.77,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
519,nwa,nwa,NA,CMR,93.45,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
520,nylon,nylon,NA,CMR,77.68,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
521,obala,obala,NA,CMR,78.17,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
522,okola,okola,NA,CMR,80.89,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
523,oku,oku,NA,CMR,64.3,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
524,olamze,olamze,NA,CMR,88.1,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
525,penkamichel,penkamichel,NA,CMR,66.67,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
526,pette,pette,NA,CMR,95.93,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
527,pitoa,pitoa,NA,CMR,82.95,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
528,poli,poli,NA,CMR,78.83,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
529,pouma,pouma,NA,CMR,87.5,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
530,reybouba,reybouba,NA,CMR,105.66,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
531,roua,roua,NA,CMR,90.27,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
532,saa,saa,NA,CMR,93.43,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
533,sangmelima,sangmelima,NA,CMR,95.84,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
534,santa,santa,NA,CMR,74.46,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
535,santchou,santchou,NA,CMR,101.97,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
536,soa,soa,NA,CMR,95.66,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
537,tchollire,tchollire,NA,CMR,94.37,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
538,tibati,tibati,NA,CMR,96,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
539,tignere,tignere,NA,CMR,92.56,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
540,tiko,tiko,NA,CMR,76.06,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
541,tokombere,tokombere,NA,CMR,84.54,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
542,tombel,tombel,NA,CMR,89.18,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
543,touboro,touboro,NA,CMR,81.83,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
544,tubah,tubah,NA,CMR,71.44,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
545,vele,vele,NA,CMR,140.11,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
546,wabane,wabane,NA,CMR,96.77,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
547,wum,wum,NA,CMR,75.9,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
548,yabassi,yabassi,NA,CMR,67.81,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
549,yagoua,yagoua,NA,CMR,82.11,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
550,yokadouma,yokadouma,NA,CMR,103.35,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
551,yoko,yoko,NA,CMR,88.32,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
552,zoetele,zoetele,NA,CMR,84,NA,NA,in WHO but not shpfile,NA,NA,NA,NA,NA
553,bamboutos,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10937,NA,NA
554,bnou,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10933,NA,NA
555,boumbaetngoko,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10912,NA,NA
556,boyo,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10926,NA,NA
557,bui,NA,NA,CMR,NA,NA,NA,in shpfile but not WHO,NA,NA,10927,NA,NA
