,ADM1_NAME,ADM2_NAME,iso3,ADM0_NAME.x,year,vaccine,GAUL_CODE,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shpfile,who_coverage,Note
248,sikasso,yorosso,MLI,Mali,2016,DTP3,22161,success,NA,NA,yorosso,NA,98.31325063,
249,NA,NA,MLI,Mali,2016,NA,22123,fuzzy need fix,kayes,kayes,diema,dima,106.1269867,
250,NA,NA,MLI,Mali,2016,NA,22134,fuzzy need fix,kayes,koulikoro,diema,diola,106.1269867,r
251,NA,NA,MLI,Mali,2016,NA,22123,fuzzy need fix,tombouctou,kayes,dire,dima,110.9549474,r
252,NA,NA,MLI,Mali,2016,NA,22162,fuzzy need fix,tombouctou,timbuktu,dire,dir,110.9549474,
253,NA,NA,MLI,Mali,2016,NA,22121,fuzzy success,gao,gao,menaka,mnaka,103.847012,
254,NA,NA,MLI,Mali,2016,NA,22122,fuzzy success,kayes,kayes,bafoulabe,bafoulab,86.4665855,
255,NA,NA,MLI,Mali,2016,NA,22124,fuzzy success,kayes,kayes,kenieba,kniba,83.32585042,
256,NA,NA,MLI,Mali,2016,NA,22128,fuzzy success,kayes,kayes,yelimane,yliman,75.11199697,
257,NA,NA,MLI,Mali,2016,NA,22129,fuzzy success,kidal,kidal,abeibara,abebara,32,
258,NA,NA,MLI,Mali,2016,NA,22134,fuzzy success,koulikoro,koulikoro,dioila,diola,85.93707825,
259,NA,NA,MLI,Mali,2016,NA,22153,fuzzy success,koulikoro,sgou,fana,san,106.0954161,change
260,NA,NA,MLI,Mali,2016,NA,22142,fuzzy success,mopti,mopti,djenne,djenn,99.324266,
261,NA,NA,MLI,Mali,2016,NA,22146,fuzzy success,mopti,mopti,tenenkou,tnenkou,83.98717425,
262,NA,NA,MLI,Mali,2016,NA,22148,fuzzy success,segou,sgou,baroueli,barouli,94.63245028,
263,NA,NA,MLI,Mali,2016,NA,22149,fuzzy success,segou,sgou,bla,bla,104.873165,
264,NA,NA,MLI,Mali,2016,NA,22150,fuzzy success,segou,sgou,macina,macina,93.29303179,
265,NA,NA,MLI,Mali,2016,NA,22151,fuzzy success,segou,sgou,niono,niono,89.34643701,
266,NA,NA,MLI,Mali,2016,NA,22153,fuzzy success,segou,sgou,san,san,100.4334492,
267,NA,NA,MLI,Mali,2016,NA,22152,fuzzy success,segou,sgou,segou,sgou,77.53270009,
268,NA,NA,MLI,Mali,2016,NA,22154,fuzzy success,segou,sgou,tominian,tominian,91.06358025,
269,NA,NA,MLI,Mali,2016,NA,22157,fuzzy success,sikasso,sikasso,kolondieba,kolondiba,107.9367004,
270,NA,NA,MLI,Mali,2016,NA,22151,fuzzy success,sikasso,sgou,niena,niono,103.9593401,change
271,NA,NA,MLI,Mali,2016,NA,22163,fuzzy success,tombouctou,timbuktu,goundam,goundam,57.89588535,
272,NA,NA,MLI,Mali,2016,NA,22164,fuzzy success,tombouctou,timbuktu,gourmarharous,gourmarharous,80.78614338,
273,NA,NA,MLI,Mali,2016,NA,22165,fuzzy success,tombouctou,timbuktu,niafunke,niafunk,88.3754695,
274,NA,NA,MLI,Mali,2016,NA,22166,fuzzy success,tombouctou,timbuktu,tombouctou,tombouctou,77.05750509,
275,bamako,commune1,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune1,NA,105.2129812,
276,bamako,commune2,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune2,NA,97.39811625,
277,bamako,commune3,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune3,NA,99.77854567,
278,bamako,commune4,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune4,NA,94.63187451,
279,bamako,commune5,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune5,NA,91.63277695,
280,bamako,commune6,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune6,NA,119.4316644,
281,kayes,oussoubidiagna,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,oussoubidiagna,NA,93.62229412,
282,kayes,sagabary,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sagabary,NA,76.8659333,
283,kayes,sefeto,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sefeto,NA,52.318914,
284,koulikoro,kalabancoro,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kalabancoro,NA,103.8033691,
285,koulikoro,ouelessebougou,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ouelessebougou,NA,78.27991896,
286,segou,markala,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,markala,NA,105.7875782,
287,sikasso,kignan,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kignan,NA,95.63969767,
288,sikasso,selingue,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,selingue,NA,87.19124664,
289,bamako,bamako,MLI,Mali,NA,NA,22117,in shpfile but not WHO,NA,Bamako,NA,bamako,NA,
290,agadez,arlit,NER,Niger,2016,DTP3,25602,success,NA,NA,arlit,NA,68.0310963,
291,agadez,bilma,NER,Niger,2016,DTP3,25603,success,NA,NA,bilma,NA,84.01869159,
292,diffa,diffa,NER,Niger,2016,DTP3,25605,success,NA,NA,diffa,NA,96.25497235,
293,diffa,nguigmi,NER,Niger,2016,DTP3,25607,success,NA,NA,nguigmi,NA,67.12876682,
294,dosso,boboye,NER,Niger,2016,DTP3,25608,success,NA,NA,boboye,NA,97.80753138,
295,dosso,dosso,NER,Niger,2016,DTP3,25610,success,NA,NA,dosso,NA,92.26459144,
296,dosso,gaya,NER,Niger,2016,DTP3,25611,success,NA,NA,gaya,NA,77.83731612,
297,dosso,loga,NER,Niger,2016,DTP3,25612,success,NA,NA,loga,NA,93.95536268,
298,maradi,dakoro,NER,Niger,2016,DTP3,25614,success,NA,NA,dakoro,NA,95.71452433,
299,maradi,madarounfa,NER,Niger,2016,DTP3,25616,success,NA,NA,madarounfa,NA,95.80017,
300,maradi,mayahi,NER,Niger,2016,DTP3,25617,success,NA,NA,mayahi,NA,93.61106694,
301,maradi,tessaoua,NER,Niger,2016,DTP3,25618,success,NA,NA,tessaoua,NA,92.20752483,
302,tahoua,bouza,NER,Niger,2016,DTP3,25621,success,NA,NA,bouza,NA,88.03773437,
303,tahoua,keita,NER,Niger,2016,DTP3,25623,success,NA,NA,keita,NA,101.6100693,
304,tahoua,madaoua,NER,Niger,2016,DTP3,25624,success,NA,NA,madaoua,NA,97.21605568,
305,tahoua,tahoua,NER,Niger,2016,DTP3,25625,success,NA,NA,tahoua,NA,96.17622935,
306,zinder,magaria,NER,Niger,2016,DTP3,25634,success,NA,NA,magaria,NA,93.27197212,
307,zinder,matameye,NER,Niger,2016,DTP3,25635,success,NA,NA,matameye,NA,99.1846329,
308,zinder,mirriah,NER,Niger,2016,DTP3,25636,success,NA,NA,mirriah,NA,93.55672389,
309,zinder,tanout,NER,Niger,2016,DTP3,25637,success,NA,NA,tanout,NA,92.74318597,
310,NA,NA,NER,Niger,2016,NA,25613,fuzzy success,maradi,maradi,aguie,agui,103.8179568,
311,NA,NA,NER,Niger,2016,NA,25615,fuzzy success,maradi,maradi,groumji,groumdji,84.0457573,
312,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey1,niamey,98.59656059,slightly different
313,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey2,niamey,81.3365484,slightly different
314,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey3,niamey,88.77373111,slightly different
315,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey4,niamey,103.5920342,slightly different
316,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey5,niamey,80.85954807,slightly different
317,NA,NA,NER,Niger,2016,NA,25622,fuzzy success,tahoua,tahoua,illela,illla,103.4454153,
318,NA,NA,NER,Niger,2016,NA,25620,fuzzy success,tahoua,tahoua,konni,bkonni,96.18662519,
319,NA,NA,NER,Niger,2016,NA,25627,fuzzy success,tillaberi,tillabry,filingue,filingu,96.887826,
320,NA,NA,NER,Niger,2016,NA,25628,fuzzy success,tillaberi,tillabry,kollo,kollo,86.40160511,
321,NA,NA,NER,Niger,2016,NA,25629,fuzzy success,tillaberi,tillabry,ouallam,ouallam,100.3595147,
322,NA,NA,NER,Niger,2016,NA,25630,fuzzy success,tillaberi,tillabry,say,say,87.46714279,
323,NA,NA,NER,Niger,2016,NA,25631,fuzzy success,tillaberi,tillabry,tera,tra,91.15549215,
324,NA,NA,NER,Niger,2016,NA,25632,fuzzy success,tillaberi,tillabry,tillaberi,tillabry,95.14085373,
325,NA,NA,NER,Niger,2016,NA,25633,fuzzy success,zinder,zinder,goure,gour,94.37644399,
326,agadez,agadez,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,agadez,NA,97.38356164,
327,agadez,tchiro,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,tchiro,NA,92.57743363,
328,diffa,maine,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,maine,NA,69.62195256,
329,dosso,doutchi,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,doutchi,NA,99.95606456,
330,maradi,maradic,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,maradic,NA,60.67492486,
331,tahoua,abalak,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,abalak,NA,87.17009408,
332,tahoua,tchinta,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,tchinta,NA,84.54848062,
333,zinder,zinder,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,zinder,NA,98.92758964,
334,agadez,tchighozerine,NER,Niger,NA,NA,25604,in shpfile but not WHO,NA,Agadez,NA,tchighozerine,NA,
335,diffa,mansoroa,NER,Niger,NA,NA,25606,in shpfile but not WHO,NA,Diffa,NA,mansoroa,NA,
336,dosso,dogondoutchi,NER,Niger,NA,NA,25609,in shpfile but not WHO,NA,Dosso,NA,dogondoutchi,NA,
337,tahoua,tchintabarade,NER,Niger,NA,NA,25626,in shpfile but not WHO,NA,Tahoua,NA,tchintabarade,NA,
338,eastern,kailahun,SLE,Sierra Leone,2016,DTP3,35802,success,NA,NA,kailahun,NA,87.87755394,
339,eastern,kenema,SLE,Sierra Leone,2016,DTP3,35803,success,NA,NA,kenema,NA,94.52608945,
340,eastern,kono,SLE,Sierra Leone,2016,DTP3,35804,success,NA,NA,kono,NA,97.08766549,
341,northern,bombali,SLE,Sierra Leone,2016,DTP3,35805,success,NA,NA,bombali,NA,91.03429298,
342,northern,kambia,SLE,Sierra Leone,2016,DTP3,35806,success,NA,NA,kambia,NA,104.4481448,
343,northern,koinadugu,SLE,Sierra Leone,2016,DTP3,35807,success,NA,NA,koinadugu,NA,132.7239211,
344,northern,portloko,SLE,Sierra Leone,2016,DTP3,35808,success,NA,NA,portloko,NA,98.42064022,
345,northern,tonkolili,SLE,Sierra Leone,2016,DTP3,35809,success,NA,NA,tonkolili,NA,133.8497893,
346,southern,bo,SLE,Sierra Leone,2016,DTP3,35810,success,NA,NA,bo,NA,72.22502853,
347,southern,bonthe,SLE,Sierra Leone,2016,DTP3,35811,success,NA,NA,bonthe,NA,91.10528866,
348,southern,moyamba,SLE,Sierra Leone,2016,DTP3,35812,success,NA,NA,moyamba,NA,132.7818007,
349,southern,pujehun,SLE,Sierra Leone,2016,DTP3,35813,success,NA,NA,pujehun,NA,90.4151111,
350,western,westernrural,SLE,Sierra Leone,2016,DTP3,35814,success,NA,NA,westernrural,NA,157.849416,
351,western,westernurban,SLE,Sierra Leone,2016,DTP3,35815,success,NA,NA,westernurban,NA,76.44280254,
352,NA,NA,TZA,Tanzania,2016,NA,37847,fuzzy success,arusha,arusha,arushacc,arusha,108.4924459,slightly different
353,NA,NA,TZA,Tanzania,2016,NA,37847,fuzzy success,arusha,arusha,arushadc,arusha,91.56368971,slightly different
354,NA,NA,TZA,Tanzania,2016,NA,37848,fuzzy success,arusha,arusha,karatudc,karatu,89.518255,
355,NA,NA,TZA,Tanzania,2016,NA,37851,fuzzy success,arusha,arusha,longidodc,longido,114.7889853,
356,NA,NA,TZA,Tanzania,2016,NA,37852,fuzzy success,arusha,arusha,merudc,meru,82.15036988,
357,NA,NA,TZA,Tanzania,2016,NA,37853,fuzzy success,arusha,arusha,mondulidc,monduli,101.3489485,
358,NA,NA,TZA,Tanzania,2016,NA,37854,fuzzy success,arusha,arusha,ngorongorodc,ngorongoro,104.1024446,
359,NA,NA,TZA,Tanzania,2016,NA,37855,fuzzy success,daressalaam,daressalaam,ilalamc,ilala,81.35371804,
360,NA,NA,TZA,Tanzania,2016,NA,37856,fuzzy success,daressalaam,daressalaam,kinondonimc,kinondoni,62.39245534,
361,NA,NA,TZA,Tanzania,2016,NA,37857,fuzzy success,daressalaam,daressalaam,temekemc,temeke,89.48958516,
362,NA,NA,TZA,Tanzania,2016,NA,37858,fuzzy success,dodoma,dodoma,bahidc,bahi,95.68208456,
363,NA,NA,TZA,Tanzania,2016,NA,37859,fuzzy success,dodoma,dodoma,chamwinodc,chamwino,98.74336123,
364,NA,NA,TZA,Tanzania,2016,NA,37860,fuzzy success,dodoma,dodoma,chembadc,chemba,90.95404148,
365,NA,NA,TZA,Tanzania,2016,NA,37862,fuzzy success,dodoma,dodoma,kondoadc,kondoa,78.67162228,
366,NA,NA,TZA,Tanzania,2016,NA,37863,fuzzy success,dodoma,dodoma,kongwadc,kongwa,89.49825168,
367,NA,NA,TZA,Tanzania,2016,NA,37864,fuzzy success,dodoma,dodoma,mpwapwadc,mpwapwa,96.06275558,
368,NA,NA,TZA,Tanzania,2016,NA,37865,fuzzy success,geita,geita,bukombedc,bukombe,128.5504341,
369,NA,NA,TZA,Tanzania,2016,NA,37866,fuzzy success,geita,geita,chatodc,chato,103.4883022,
370,NA,NA,TZA,Tanzania,2016,NA,37867,fuzzy success,geita,geita,geitadc,geita,108.0026031,slightly different
371,NA,NA,TZA,Tanzania,2016,NA,37867,fuzzy success,geita,geita,geitatc,geita,88.16883564,slightly different
372,NA,NA,TZA,Tanzania,2016,NA,37868,fuzzy success,geita,geita,mbogwedc,mbogwe,108.8170886,
373,NA,NA,TZA,Tanzania,2016,NA,37872,fuzzy success,iringa,iringa,kilolodc,kilolo,91.41168594,
374,NA,NA,TZA,Tanzania,2016,NA,37874,fuzzy success,iringa,iringa,mufindidc,mufindi,85.67360044,
375,NA,NA,TZA,Tanzania,2016,NA,37875,fuzzy success,kagera,kagera,biharamulodc,biharamulo,120.5833554,
376,NA,NA,TZA,Tanzania,2016,NA,37878,fuzzy success,kagera,kagera,karagwedc,karagwe,91.37790799,
377,NA,NA,TZA,Tanzania,2016,NA,37879,fuzzy success,kagera,kagera,kyerwadc,kyerwa,99.32057261,
378,NA,NA,TZA,Tanzania,2016,NA,37881,fuzzy success,kagera,kagera,missenyidc,missenyi,92.86746383,
379,NA,NA,TZA,Tanzania,2016,NA,37882,fuzzy success,kagera,kagera,mulebadc,muleba,102.7494192,
380,NA,NA,TZA,Tanzania,2016,NA,37883,fuzzy success,kagera,kagera,ngaradc,ngara,108.8348866,
381,NA,NA,TZA,Tanzania,2016,NA,37886,fuzzy success,katavi,katavi,mleledc,mlele,130.7339191,
382,NA,NA,TZA,Tanzania,2016,NA,37888,fuzzy success,katavi,katavi,mpandadc,mpanda,125.4070759,slightly different
383,NA,NA,TZA,Tanzania,2016,NA,37888,fuzzy success,katavi,katavi,mpandatc,mpanda,118.214643,slightly different
384,NA,NA,TZA,Tanzania,2016,NA,37889,fuzzy success,kigoma,kigoma,buhigwedc,buhigwe,100.6606936,
385,NA,NA,TZA,Tanzania,2016,NA,37890,fuzzy success,kigoma,kigoma,kakonkodc,kakonko,100.7899642,
386,NA,NA,TZA,Tanzania,2016,NA,37892,fuzzy success,kigoma,kigoma,kasuludc,kasulu,120.3184128,slightly different
387,NA,NA,TZA,Tanzania,2016,NA,37892,fuzzy success,kigoma,kigoma,kasulutc,kasulu,87.39503622,slightly different
388,NA,NA,TZA,Tanzania,2016,NA,37893,fuzzy success,kigoma,kigoma,kibondodc,kibondo,101.3024807,
389,NA,NA,TZA,Tanzania,2016,NA,37897,fuzzy success,kigoma,kigoma,uvinzadc,uvinza,100.1059294,
390,NA,NA,TZA,Tanzania,2016,NA,37898,fuzzy success,kilimanjaro,kilimanjaro,haidc,hai,88.10872436,
391,NA,NA,TZA,Tanzania,2016,NA,37901,fuzzy success,kilimanjaro,kilimanjaro,mwangadc,mwanga,79.29582596,
392,NA,NA,TZA,Tanzania,2016,NA,37902,fuzzy success,kilimanjaro,kilimanjaro,rombodc,rombo,85.35425067,
393,NA,NA,TZA,Tanzania,2016,NA,37903,fuzzy success,kilimanjaro,kilimanjaro,samedc,same,79.14488316,
394,NA,NA,TZA,Tanzania,2016,NA,37904,fuzzy success,kilimanjaro,kilimanjaro,sihadc,siha,92.46186018,
395,NA,NA,TZA,Tanzania,2016,NA,37905,fuzzy success,lindi,lindi,kilwadc,kilwa,105.3539515,
396,NA,NA,TZA,Tanzania,2016,NA,37908,fuzzy success,lindi,lindi,liwaledc,liwale,94.93872523,
397,NA,NA,TZA,Tanzania,2016,NA,37909,fuzzy success,lindi,lindi,nachingweadc,nachingwea,95.84461451,
398,NA,NA,TZA,Tanzania,2016,NA,37910,fuzzy success,lindi,lindi,ruangwadc,ruangwa,92.10138917,
399,NA,NA,TZA,Tanzania,2016,NA,37912,fuzzy success,manyara,manyara,babatidc,babati,90.76208472,
400,NA,NA,TZA,Tanzania,2016,NA,37912,fuzzy success,manyara,manyara,babatitc,babati,89.92853165,
401,NA,NA,TZA,Tanzania,2016,NA,37913,fuzzy success,manyara,manyara,hanangdc,hanang,96.84044123,
402,NA,NA,TZA,Tanzania,2016,NA,37914,fuzzy success,manyara,manyara,kitetodc,kiteto,102.5617361,
403,NA,NA,TZA,Tanzania,2016,NA,37916,fuzzy success,manyara,manyara,mbuludc,mbulu,94.77846622,
404,NA,NA,TZA,Tanzania,2016,NA,37917,fuzzy success,manyara,manyara,simanjirodc,simanjiro,124.1217732,
405,NA,NA,TZA,Tanzania,2016,NA,37918,fuzzy success,mara,mara,bundadc,bunda,119.6017265,slightly different
406,NA,NA,TZA,Tanzania,2016,NA,37918,fuzzy success,mara,mara,bundatc,bunda,102.0138383,slightly different
407,NA,NA,TZA,Tanzania,2016,NA,37919,fuzzy success,mara,mara,butiamadc,butiama,89.24014568,
408,NA,NA,TZA,Tanzania,2016,NA,37923,fuzzy success,mara,mara,roryadc,rorya,108.9316368,
409,NA,NA,TZA,Tanzania,2016,NA,37924,fuzzy success,mara,mara,serengetidc,serengeti,114.416492,
410,NA,NA,TZA,Tanzania,2016,NA,37925,fuzzy success,mara,mara,tarimedc,tarime,123.6621737,
411,NA,NA,TZA,Tanzania,2016,NA,37925,fuzzy success,mara,mara,tarimetc,tarime,148.3347058,
412,NA,NA,TZA,Tanzania,2016,NA,37926,fuzzy success,mbeya,mbeya,chunyadc,chunya,126.4308333,
413,NA,NA,TZA,Tanzania,2016,NA,37927,fuzzy success,mbeya,mbeya,ilejedc,ileje,71.29897475,
414,NA,NA,TZA,Tanzania,2016,NA,37928,fuzzy success,mbeya,mbeya,kyeladc,kyela,89.24398422,
415,NA,NA,TZA,Tanzania,2016,NA,37930,fuzzy success,mbeya,mbeya,mbaralidc,mbarali,113.6429667,
416,NA,NA,TZA,Tanzania,2016,NA,37933,fuzzy success,mbeya,mbeya,mbozidc,mbozi,88.98575306,
417,NA,NA,TZA,Tanzania,2016,NA,37934,fuzzy success,mbeya,mbeya,mombadc,momba,88.75848651,
418,NA,NA,TZA,Tanzania,2016,NA,37935,fuzzy success,mbeya,mbeya,rungwedc,rungwe,88.69560361,
419,NA,NA,TZA,Tanzania,2016,NA,37936,fuzzy success,mbeya,mbeya,tundumatc,tunduma,153.2963872,
420,NA,NA,TZA,Tanzania,2016,NA,37937,fuzzy success,morogoro,morogoro,gairodc,gairo,112.9673243,
421,NA,NA,TZA,Tanzania,2016,NA,37938,fuzzy success,morogoro,morogoro,kilomberodc,kilombero,79.4809401,
422,NA,NA,TZA,Tanzania,2016,NA,37939,fuzzy success,morogoro,morogoro,kilosadc,kilosa,78.61220241,
423,NA,NA,TZA,Tanzania,2016,NA,37942,fuzzy success,morogoro,morogoro,mvomerodc,mvomero,83.98550749,
424,NA,NA,TZA,Tanzania,2016,NA,37943,fuzzy success,morogoro,morogoro,ulangadc,ulanga,102.4119377,
425,NA,NA,TZA,Tanzania,2016,NA,37945,fuzzy success,mtwara,mtwara,masasidc,masasi,97.0733285,slightly different
426,NA,NA,TZA,Tanzania,2016,NA,37945,fuzzy success,mtwara,mtwara,masasitc,masasi,95.03650069,slightly different
427,NA,NA,TZA,Tanzania,2016,NA,37948,fuzzy success,mtwara,mtwara,nanyumbudc,nanyumbu,97.02760577,
428,NA,NA,TZA,Tanzania,2016,NA,37949,fuzzy success,mtwara,mtwara,newaladc,newala,89.43490982,
429,NA,NA,TZA,Tanzania,2016,NA,37950,fuzzy success,mtwara,mtwara,tandahimbadc,tandahimba,92.39034653,
430,NA,NA,TZA,Tanzania,2016,NA,37951,fuzzy success,mwanza,mwanza,ilemelamc,ilemela,87.66103387,
431,NA,NA,TZA,Tanzania,2016,NA,37952,fuzzy success,mwanza,mwanza,kwimbadc,kwimba,89.56634998,
432,NA,NA,TZA,Tanzania,2016,NA,37954,fuzzy success,mwanza,mwanza,magudc,magu,100.3697395,
433,NA,NA,TZA,Tanzania,2016,NA,37955,fuzzy success,mwanza,mwanza,misungwidc,misungwi,96.45765424,
434,NA,NA,TZA,Tanzania,2016,NA,37956,fuzzy success,mwanza,mwanza,nyamaganamc,nyamagana,101.1220813,
435,NA,NA,TZA,Tanzania,2016,NA,37957,fuzzy success,mwanza,mwanza,sengeremadc,sengerema,83.91811848,
436,NA,NA,TZA,Tanzania,2016,NA,37958,fuzzy success,mwanza,mwanza,ukerewedc,ukerewe,88.30231428,
437,NA,NA,TZA,Tanzania,2016,NA,37959,fuzzy success,njombe,njombe,ludewadc,ludewa,88.89762759,
438,NA,NA,TZA,Tanzania,2016,NA,37961,fuzzy success,njombe,njombe,maketedc,makete,75.87610483,
439,NA,NA,TZA,Tanzania,2016,NA,37963,fuzzy success,njombe,njombe,njombedc,njombe,96.20824456,slightly different
440,NA,NA,TZA,Tanzania,2016,NA,37963,fuzzy success,njombe,njombe,njombetc,njombe,91.2948966,slightly different
441,NA,NA,TZA,Tanzania,2016,NA,37964,fuzzy success,njombe,njombe,wangingombedc,wangingombe,79.19038534,
442,NA,NA,TZA,Tanzania,2016,NA,37965,fuzzy success,northpemba,pembanorth,micheweni,micheweni,98.34363461,
443,NA,NA,TZA,Tanzania,2016,NA,37966,fuzzy success,northpemba,pembanorth,wete,wete,127.5386453,
444,NA,NA,TZA,Tanzania,2016,NA,37969,fuzzy success,pwani,pwani,bagamoyodc,bagamoyo,88.79182339,
445,NA,NA,TZA,Tanzania,2016,NA,37971,fuzzy success,pwani,pwani,kibahadc,kibaha,103.3470035,slightly different
446,NA,NA,TZA,Tanzania,2016,NA,37971,fuzzy success,pwani,pwani,kibahatc,kibaha,89.3065691,slightly different
447,NA,NA,TZA,Tanzania,2016,NA,37972,fuzzy success,pwani,pwani,kisarawedc,kisarawe,87.80000806,
448,NA,NA,TZA,Tanzania,2016,NA,37973,fuzzy success,pwani,pwani,mafiadc,mafia,79.11142707,
449,NA,NA,TZA,Tanzania,2016,NA,37974,fuzzy success,pwani,pwani,mkurangadc,mkuranga,91.0900116,
450,NA,NA,TZA,Tanzania,2016,NA,37975,fuzzy success,pwani,pwani,rufijidc,rufiji,93.87934208,
451,NA,NA,TZA,Tanzania,2016,NA,37976,fuzzy success,rukwa,rukwa,kalambodc,kalambo,116.9253349,
452,NA,NA,TZA,Tanzania,2016,NA,37979,fuzzy success,rukwa,rukwa,nkasidc,nkasi,132.0227027,
453,NA,NA,TZA,Tanzania,2016,NA,37982,fuzzy success,ruvuma,ruvuma,mbingadc,mbinga,91.09910727,
454,NA,NA,TZA,Tanzania,2016,NA,37983,fuzzy success,ruvuma,ruvuma,namtumbodc,namtumbo,101.1952996,
455,NA,NA,TZA,Tanzania,2016,NA,37984,fuzzy success,ruvuma,ruvuma,nyasadc,nyasa,97.24090695,
456,NA,NA,TZA,Tanzania,2016,NA,37987,fuzzy success,ruvuma,ruvuma,tundurudc,tunduru,92.46478081,
457,NA,NA,TZA,Tanzania,2016,NA,37989,fuzzy success,shinyanga,shinyanga,kahamatc,kahama,88.829422,
458,NA,NA,TZA,Tanzania,2016,NA,37990,fuzzy success,shinyanga,shinyanga,kishapudc,kishapu,96.70226574,
459,NA,NA,TZA,Tanzania,2016,NA,37993,fuzzy success,simiyu,simiyu,bariadidc,bariadi,118.8794255,slightly different
460,NA,NA,TZA,Tanzania,2016,NA,37993,fuzzy success,simiyu,simiyu,bariaditc,bariadi,89.44917321,slightly different
461,NA,NA,TZA,Tanzania,2016,NA,37994,fuzzy success,simiyu,simiyu,busegadc,busega,94.44309473,
462,NA,NA,TZA,Tanzania,2016,NA,37995,fuzzy success,simiyu,simiyu,itilimadc,itilima,104.7634959,
463,NA,NA,TZA,Tanzania,2016,NA,37998,fuzzy success,simiyu,simiyu,maswadc,maswa,94.01366115,
464,NA,NA,TZA,Tanzania,2016,NA,37999,fuzzy success,simiyu,simiyu,meatudc,meatu,91.95988178,
465,NA,NA,TZA,Tanzania,2016,NA,38000,fuzzy success,singida,singida,ikungidc,ikungi,110.1834178,
466,NA,NA,TZA,Tanzania,2016,NA,38001,fuzzy success,singida,singida,irambadc,iramba,103.531909,
467,NA,NA,TZA,Tanzania,2016,NA,38002,fuzzy success,singida,singida,manyonidc,manyoni,121.6923833,
468,NA,NA,TZA,Tanzania,2016,NA,38003,fuzzy success,singida,singida,mkalamadc,mkalama,89.44890499,
469,NA,NA,TZA,Tanzania,2016,NA,37968,fuzzy success,southpemba,pembasouth,mkoani,mkoani,99.36558008,
470,NA,NA,TZA,Tanzania,2016,NA,38006,fuzzy success,tabora,tabora,igungadc,igunga,108.7565303,
471,NA,NA,TZA,Tanzania,2016,NA,38007,fuzzy success,tabora,tabora,kaliuadc,kaliua,102.0323277,
472,NA,NA,TZA,Tanzania,2016,NA,38008,fuzzy success,tabora,tabora,nzegadc,nzega,100.875473,
473,NA,NA,TZA,Tanzania,2016,NA,38009,fuzzy success,tabora,tabora,sikongedc,sikonge,105.9940219,
474,NA,NA,TZA,Tanzania,2016,NA,38011,fuzzy success,tabora,tabora,urambodc,urambo,119.2113996,
475,NA,NA,TZA,Tanzania,2016,NA,38012,fuzzy success,tabora,tabora,uyuidc,uyui,99.64173436,
476,NA,NA,TZA,Tanzania,2016,NA,38014,fuzzy success,tanga,tanga,handenidc,handeni,102.5094867,
477,NA,NA,TZA,Tanzania,2016,NA,38015,fuzzy success,tanga,tanga,kilindidc,kilindi,139.1405582,
478,NA,NA,TZA,Tanzania,2016,NA,38017,fuzzy success,tanga,tanga,korogwedc,korogwe,95.8147943,slightly different
479,NA,NA,TZA,Tanzania,2016,NA,38017,fuzzy success,tanga,tanga,korogwetc,korogwe,79.45572138,slightly different
480,NA,NA,TZA,Tanzania,2016,NA,38018,fuzzy success,tanga,tanga,lushotodc,lushoto,91.57956243,
481,NA,NA,TZA,Tanzania,2016,NA,38019,fuzzy success,tanga,tanga,mkingadc,mkinga,98.92734289,
