,ADM1_NAME,ADM2_NAME,iso3.x,vaccine,ADM0_NAME.x,who_coverage,GAUL_CODE,merge_status,ADM1_NAME.x,ADM2_NAME.who,ADM1_NAME.y,ADM2_NAME.shpfile
480,pointenoire,mongopoukou,COG,DTP3,Congo,68.71164349,NA,in WHO but not shpfile,NA,mongopoukou,NA,NA
481,pointenoire,mvoumvou,COG,DTP3,Congo,71.44800038,NA,in WHO but not shpfile,NA,mvoumvou,NA,NA
482,pointenoire,tchiambanzassi,COG,DTP3,Congo,91.49498256,NA,in WHO but not shpfile,NA,tchiambanzassi,NA,NA
483,pointenoire,tietie,COG,DTP3,Congo,84.90299072,NA,in WHO but not shpfile,NA,tietie,NA,NA
484,pool,gomatsetse,COG,DTP3,Congo,47.6927821,NA,in WHO but not shpfile,NA,gomatsetse,NA,NA
485,pool,igniengabemayama,COG,DTP3,Congo,37.4908385,NA,in WHO but not shpfile,NA,igniengabemayama,NA,NA
486,pool,kinkalaboko,COG,DTP3,Congo,56.26420617,NA,in WHO but not shpfile,NA,kinkalaboko,NA,NA
487,bouenza,bokosongho,NA,DTP3,Congo,NA,30049,in shpfile but not WHO,NA,NA,NA,bokosongho
488,bouenza,loudima,NA,DTP3,Congo,NA,30050,in shpfile but not WHO,NA,NA,NA,loudima
489,bouenza,mfouati,NA,DTP3,Congo,NA,30052,in shpfile but not WHO,NA,NA,NA,mfouati
490,bouenza,nkayidistrict,NA,DTP3,Congo,NA,30054,in shpfile but not WHO,NA,NA,NA,nkayidistrict
491,brazzaville,brazzaville,NA,DTP3,Congo,NA,30055,in shpfile but not WHO,NA,NA,NA,brazzaville
492,cuvette,boundji,NA,DTP3,Congo,NA,30059,in shpfile but not WHO,NA,NA,NA,boundji
493,cuvette,loukolla,NA,DTP3,Congo,NA,30060,in shpfile but not WHO,NA,NA,NA,loukolla
494,cuvette,makoua,NA,DTP3,Congo,NA,30061,in shpfile but not WHO,NA,NA,NA,makoua
495,cuvette,mossaka,NA,DTP3,Congo,NA,30062,in shpfile but not WHO,NA,NA,NA,mossaka
496,cuvette,okoyo,NA,DTP3,Congo,NA,30063,in shpfile but not WHO,NA,NA,NA,okoyo
497,cuvetteouest,kll,NA,DTP3,Congo,NA,30057,in shpfile but not WHO,NA,NA,NA,kll
498,cuvetteouest,mbomo,NA,DTP3,Congo,NA,30058,in shpfile but not WHO,NA,NA,NA,mbomo
499,kouilou,kakamoeka,NA,DTP3,Congo,NA,30065,in shpfile but not WHO,NA,NA,NA,kakamoeka
500,kouilou,loandjili,NA,DTP3,Congo,NA,30066,in shpfile but not WHO,NA,NA,NA,loandjili
501,kouilou,mvouti,NA,DTP3,Congo,NA,30068,in shpfile but not WHO,NA,NA,NA,mvouti
502,likouala,dongou,NA,DTP3,Congo,NA,30073,in shpfile but not WHO,NA,NA,NA,dongou
503,likouala,epna,NA,DTP3,Congo,NA,30074,in shpfile but not WHO,NA,NA,NA,epna
504,lkoumou,bambama,NA,DTP3,Congo,NA,30069,in shpfile but not WHO,NA,NA,NA,bambama
505,lkoumou,komono,NA,DTP3,Congo,NA,30070,in shpfile but not WHO,NA,NA,NA,komono
506,lkoumou,sibiti,NA,DTP3,Congo,NA,30071,in shpfile but not WHO,NA,NA,NA,sibiti
507,lkoumou,zanaga,NA,DTP3,Congo,NA,30072,in shpfile but not WHO,NA,NA,NA,zanaga
508,niari,divni,NA,DTP3,Congo,NA,30076,in shpfile but not WHO,NA,NA,NA,divni
509,niari,kimongo,NA,DTP3,Congo,NA,30078,in shpfile but not WHO,NA,NA,NA,kimongo
510,niari,louvakouloubomo,NA,DTP3,Congo,NA,30079,in shpfile but not WHO,NA,NA,NA,louvakouloubomo
511,niari,mayoko,NA,DTP3,Congo,NA,30080,in shpfile but not WHO,NA,NA,NA,mayoko
512,plateaux,djambala,NA,DTP3,Congo,NA,30083,in shpfile but not WHO,NA,NA,NA,djambala
513,plateaux,lkana,NA,DTP3,Congo,NA,30085,in shpfile but not WHO,NA,NA,NA,lkana
514,pointenoire,pointenoire,NA,DTP3,Congo,NA,30086,in shpfile but not WHO,NA,NA,NA,pointenoire
515,pool,boko,NA,DTP3,Congo,NA,30087,in shpfile but not WHO,NA,NA,NA,boko
516,pool,kinkala,NA,DTP3,Congo,NA,30089,in shpfile but not WHO,NA,NA,NA,kinkala
517,pool,mayama,NA,DTP3,Congo,NA,30090,in shpfile but not WHO,NA,NA,NA,mayama
518,pool,ngab,NA,DTP3,Congo,NA,30092,in shpfile but not WHO,NA,NA,NA,ngab
519,pool,ngamaba,NA,DTP3,Congo,NA,30093,in shpfile but not WHO,NA,NA,NA,ngamaba
520,sangha,semb,NA,DTP3,Congo,NA,30095,in shpfile but not WHO,NA,NA,NA,semb
521,sangha,souank,NA,DTP3,Congo,NA,30096,in shpfile but not WHO,NA,NA,NA,souank
522,biokonorte,baney,GNQ,DTP3,Guinea-Bissau,97.71895313,14870,success,NA,baney,NA,NA
523,biokonorte,malabo,GNQ,DTP3,Guinea-Bissau,37.89040901,14871,success,NA,malabo,NA,NA
524,biokosur,luba,GNQ,DTP3,Guinea-Bissau,66.55861477,14873,success,NA,luba,NA,NA
525,biokosur,riaba,GNQ,DTP3,Guinea-Bissau,63.43356844,14874,success,NA,riaba,NA,NA
526,centrosur,acurenam,GNQ,DTP3,Guinea-Bissau,50.16195635,14875,success,NA,acurenam,NA,NA
527,centrosur,evinayong,GNQ,DTP3,Guinea-Bissau,56.89183409,14877,success,NA,evinayong,NA,NA
528,centrosur,niefang,GNQ,DTP3,Guinea-Bissau,47.79401174,14878,success,NA,niefang,NA,NA
529,litoral,bata,GNQ,DTP3,Guinea-Bissau,43.98339055,14886,success,NA,bata,NA,NA
530,litoral,cogo,GNQ,DTP3,Guinea-Bissau,9.943756716,14888,success,NA,cogo,NA,NA
531,litoral,mbini,GNQ,DTP3,Guinea-Bissau,42.02735599,14891,success,NA,mbini,NA,NA
532,welenzas,aconibe,GNQ,DTP3,Guinea-Bissau,45.47551356,14894,success,NA,aconibe,NA,NA
533,welenzas,mongomo,GNQ,DTP3,Guinea-Bissau,48.84453617,14898,success,NA,mongomo,NA,NA
534,welenzas,nsork,GNQ,DTP3,Guinea-Bissau,51.46849195,14899,success,NA,nsork,NA,NA
535,NA,NA,GNQ,DTP3,Guinea-Bissau,56.02295405,NA,fuzzy success,kientem,ebebiyin,kintem,ebebiyin
536,NA,NA,GNQ,DTP3,Guinea-Bissau,67.60832935,NA,fuzzy success,kientem,micomiseng,kintem,micomeseng
537,NA,NA,GNQ,DTP3,Guinea-Bissau,29.66061071,NA,fuzzy success,kientem,nsoknsomo,kintem,nsoknsomo
538,NA,NA,GNQ,DTP3,Guinea-Bissau,10.35603686,NA,fuzzy success,welenzas,anisok,welenzas,aisok
539,annobon,annobon,GNQ,DTP3,Guinea-Bissau,107.8304276,NA,in WHO but not shpfile,NA,annobon,NA,NA
540,annobn,mabana,NA,DTP3,Guinea-Bissau,NA,14868,in shpfile but not WHO,NA,NA,NA,mabana
541,annobn,sanantoniodepal,NA,DTP3,Guinea-Bissau,NA,14869,in shpfile but not WHO,NA,NA,NA,sanantoniodepal
542,biokonorte,rebola,NA,DTP3,Guinea-Bissau,NA,14872,in shpfile but not WHO,NA,NA,NA,rebola
543,centrosur,bicurga,NA,DTP3,Guinea-Bissau,NA,14876,in shpfile but not WHO,NA,NA,NA,bicurga
544,centrosur,nkimi,NA,DTP3,Guinea-Bissau,NA,14879,in shpfile but not WHO,NA,NA,NA,nkimi
545,kintem,bidjabidjan,NA,DTP3,Guinea-Bissau,NA,14880,in shpfile but not WHO,NA,NA,NA,bidjabidjan
546,kintem,ebebiyin,NA,DTP3,Guinea-Bissau,NA,14881,in shpfile but not WHO,NA,NA,NA,ebebiyin
547,kintem,micomeseng,NA,DTP3,Guinea-Bissau,NA,14882,in shpfile but not WHO,NA,NA,NA,micomeseng
548,kintem,nasng,NA,DTP3,Guinea-Bissau,NA,14883,in shpfile but not WHO,NA,NA,NA,nasng
549,kintem,nkue,NA,DTP3,Guinea-Bissau,NA,14884,in shpfile but not WHO,NA,NA,NA,nkue
550,kintem,nsoknsomo,NA,DTP3,Guinea-Bissau,NA,14885,in shpfile but not WHO,NA,NA,NA,nsoknsomo
551,litoral,bitica,NA,DTP3,Guinea-Bissau,NA,14887,in shpfile but not WHO,NA,NA,NA,bitica
552,litoral,corisco,NA,DTP3,Guinea-Bissau,NA,14889,in shpfile but not WHO,NA,NA,NA,corisco
553,litoral,machinda,NA,DTP3,Guinea-Bissau,NA,14890,in shpfile but not WHO,NA,NA,NA,machinda
554,litoral,riocampo,NA,DTP3,Guinea-Bissau,NA,14892,in shpfile but not WHO,NA,NA,NA,riocampo
555,welenzas,aisok,NA,DTP3,Guinea-Bissau,NA,14893,in shpfile but not WHO,NA,NA,NA,aisok
556,welenzas,ayene,NA,DTP3,Guinea-Bissau,NA,14895,in shpfile but not WHO,NA,NA,NA,ayene
557,welenzas,ciudadnuevaoyala,NA,DTP3,Guinea-Bissau,NA,14896,in shpfile but not WHO,NA,NA,NA,ciudadnuevaoyala
558,welenzas,mongomeyenmongomeyen,NA,DTP3,Guinea-Bissau,NA,14897,in shpfile but not WHO,NA,NA,NA,mongomeyenmongomeyen
559,crr,centralriver,GMB,DTP3,Gambia,92.67851267,NA,in WHO but not shpfile,NA,centralriver,NA,NA
560,lrr,lowerriver,GMB,DTP3,Gambia,92.19219219,NA,in WHO but not shpfile,NA,lowerriver,NA,NA
561,nber,northbankeast,GMB,DTP3,Gambia,99.64546865,NA,in WHO but not shpfile,NA,northbankeast,NA,NA
562,nbwr,northbankwest,GMB,DTP3,Gambia,99.42857143,NA,in WHO but not shpfile,NA,northbankwest,NA,NA
563,urr,upperriver,GMB,DTP3,Gambia,89.72117558,NA,in WHO but not shpfile,NA,upperriver,NA,NA
564,western1,westernhealthregion1,GMB,DTP3,Gambia,94.61053488,NA,in WHO but not shpfile,NA,westernhealthregion1,NA,NA
565,western2,westernhealthregion2,GMB,DTP3,Gambia,98.30411273,NA,in WHO but not shpfile,NA,westernhealthregion2,NA,NA
566,banjul,banjul,NA,DTP3,Gambia,NA,15473,in shpfile but not WHO,NA,NA,NA,banjul
567,banjul,kanifing,NA,DTP3,Gambia,NA,15474,in shpfile but not WHO,NA,NA,NA,kanifing
568,lowerriver,jarracentral,NA,DTP3,Gambia,NA,15475,in shpfile but not WHO,NA,NA,NA,jarracentral
569,lowerriver,jarraeast,NA,DTP3,Gambia,NA,15476,in shpfile but not WHO,NA,NA,NA,jarraeast
570,lowerriver,jarrawest,NA,DTP3,Gambia,NA,15477,in shpfile but not WHO,NA,NA,NA,jarrawest
571,lowerriver,kiangcentral,NA,DTP3,Gambia,NA,15478,in shpfile but not WHO,NA,NA,NA,kiangcentral
572,lowerriver,kiangeast,NA,DTP3,Gambia,NA,15479,in shpfile but not WHO,NA,NA,NA,kiangeast
573,lowerriver,kiangwest,NA,DTP3,Gambia,NA,15480,in shpfile but not WHO,NA,NA,NA,kiangwest
574,maccarthyisland,fulladuwest,NA,DTP3,Gambia,NA,15481,in shpfile but not WHO,NA,NA,NA,fulladuwest
575,maccarthyisland,janjanbureh,NA,DTP3,Gambia,NA,15482,in shpfile but not WHO,NA,NA,NA,janjanbureh
576,maccarthyisland,lowersaloum,NA,DTP3,Gambia,NA,15483,in shpfile but not WHO,NA,NA,NA,lowersaloum
577,maccarthyisland,niaminadankunku,NA,DTP3,Gambia,NA,15484,in shpfile but not WHO,NA,NA,NA,niaminadankunku
578,maccarthyisland,niaminaeast,NA,DTP3,Gambia,NA,15485,in shpfile but not WHO,NA,NA,NA,niaminaeast
579,maccarthyisland,niaminawest,NA,DTP3,Gambia,NA,15486,in shpfile but not WHO,NA,NA,NA,niaminawest
580,maccarthyisland,niani,NA,DTP3,Gambia,NA,15487,in shpfile but not WHO,NA,NA,NA,niani
581,maccarthyisland,nianija,NA,DTP3,Gambia,NA,15488,in shpfile but not WHO,NA,NA,NA,nianija
582,maccarthyisland,sami,NA,DTP3,Gambia,NA,15489,in shpfile but not WHO,NA,NA,NA,sami
583,maccarthyisland,uppersaloum,NA,DTP3,Gambia,NA,15490,in shpfile but not WHO,NA,NA,NA,uppersaloum
584,northbank,centralbaddibu,NA,DTP3,Gambia,NA,15491,in shpfile but not WHO,NA,NA,NA,centralbaddibu
585,northbank,jokadu,NA,DTP3,Gambia,NA,15492,in shpfile but not WHO,NA,NA,NA,jokadu
586,northbank,lowerbaddibu,NA,DTP3,Gambia,NA,15493,in shpfile but not WHO,NA,NA,NA,lowerbaddibu
587,northbank,lowernuimi,NA,DTP3,Gambia,NA,15494,in shpfile but not WHO,NA,NA,NA,lowernuimi
588,northbank,upperbaddibu,NA,DTP3,Gambia,NA,15495,in shpfile but not WHO,NA,NA,NA,upperbaddibu
589,northbank,uppernuimi,NA,DTP3,Gambia,NA,15496,in shpfile but not WHO,NA,NA,NA,uppernuimi
590,upperriver,fulladueast,NA,DTP3,Gambia,NA,15497,in shpfile but not WHO,NA,NA,NA,fulladueast
591,upperriver,kantora,NA,DTP3,Gambia,NA,15498,in shpfile but not WHO,NA,NA,NA,kantora
592,upperriver,sandu,NA,DTP3,Gambia,NA,15499,in shpfile but not WHO,NA,NA,NA,sandu
593,upperriver,wuli,NA,DTP3,Gambia,NA,15500,in shpfile but not WHO,NA,NA,NA,wuli
594,western,fonibintangkaranai,NA,DTP3,Gambia,NA,15501,in shpfile but not WHO,NA,NA,NA,fonibintangkaranai
595,western,fonibondali,NA,DTP3,Gambia,NA,15502,in shpfile but not WHO,NA,NA,NA,fonibondali
596,western,fonibrefet,NA,DTP3,Gambia,NA,15503,in shpfile but not WHO,NA,NA,NA,fonibrefet
597,western,fonijarrol,NA,DTP3,Gambia,NA,15504,in shpfile but not WHO,NA,NA,NA,fonijarrol
598,western,fonikansala,NA,DTP3,Gambia,NA,15505,in shpfile but not WHO,NA,NA,NA,fonikansala
599,western,kombocentral,NA,DTP3,Gambia,NA,15506,in shpfile but not WHO,NA,NA,NA,kombocentral
600,western,komboeast,NA,DTP3,Gambia,NA,15507,in shpfile but not WHO,NA,NA,NA,komboeast
601,western,kombosaintmary,NA,DTP3,Gambia,NA,15508,in shpfile but not WHO,NA,NA,NA,kombosaintmary
602,western,kombosouth,NA,DTP3,Gambia,NA,15509,in shpfile but not WHO,NA,NA,NA,kombosouth
603,bolama,bolama,GNB,DTP3,Guinea-Bissau,61,16529,success,NA,bolama,NA,NA
604,cacheu,cacheu,GNB,DTP3,Guinea-Bissau,72,16534,success,NA,cacheu,NA,NA
605,NA,NA,GNB,DTP3,Guinea-Bissau,65,NA,fuzzy need fix,farim,farim,biombo,safim
606,NA,NA,GNB,DTP3,Guinea-Bissau,65,NA,fuzzy need fix,farim,farim,oio,farim
607,NA,NA,GNB,DTP3,Guinea-Bissau,87,NA,fuzzy success,bafata,bafata,bafati,bafata
608,NA,NA,GNB,DTP3,Guinea-Bissau,60,NA,fuzzy success,gabu,gabu,gab,gabu
609,NA,NA,GNB,DTP3,Guinea-Bissau,74,NA,fuzzy success,oio,oio,cacheu,caio
610,NA,NA,GNB,DTP3,Guinea-Bissau,58,NA,fuzzy success,sab,sab,gab,gabu
611,bijagos,bijagos,GNB,DTP3,Guinea-Bissau,90,NA,in WHO but not shpfile,NA,bijagos,NA,NA
612,biombo,biombo,GNB,DTP3,Guinea-Bissau,75,NA,in WHO but not shpfile,NA,biombo,NA,NA
613,quinara,quinara,GNB,DTP3,Guinea-Bissau,85,NA,in WHO but not shpfile,NA,quinara,NA,NA
614,tombali,tombali,GNB,DTP3,Guinea-Bissau,55,NA,in WHO but not shpfile,NA,tombali,NA,NA
615,bafati,bafata,NA,DTP3,Guinea-Bissau,NA,16519,in shpfile but not WHO,NA,NA,NA,bafata
616,bafati,bambadinca,NA,DTP3,Guinea-Bissau,NA,16520,in shpfile but not WHO,NA,NA,NA,bambadinca
617,bafati,contuboel,NA,DTP3,Guinea-Bissau,NA,16521,in shpfile but not WHO,NA,NA,NA,contuboel
618,bafati,galomaro,NA,DTP3,Guinea-Bissau,NA,16522,in shpfile but not WHO,NA,NA,NA,galomaro
619,bafati,gamamundo,NA,DTP3,Guinea-Bissau,NA,16523,in shpfile but not WHO,NA,NA,NA,gamamundo
620,bafati,xitole,NA,DTP3,Guinea-Bissau,NA,16524,in shpfile but not WHO,NA,NA,NA,xitole
621,biombo,prabis,NA,DTP3,Guinea-Bissau,NA,16525,in shpfile but not WHO,NA,NA,NA,prabis
622,biombo,quinhamel,NA,DTP3,Guinea-Bissau,NA,16526,in shpfile but not WHO,NA,NA,NA,quinhamel
623,biombo,safim,NA,DTP3,Guinea-Bissau,NA,16527,in shpfile but not WHO,NA,NA,NA,safim
624,bissau,bissau,NA,DTP3,Guinea-Bissau,NA,16528,in shpfile but not WHO,NA,NA,NA,bissau
625,bolama,bubaque,NA,DTP3,Guinea-Bissau,NA,16530,in shpfile but not WHO,NA,NA,NA,bubaque
626,bolama,caravela,NA,DTP3,Guinea-Bissau,NA,16531,in shpfile but not WHO,NA,NA,NA,caravela
627,cacheu,bigene,NA,DTP3,Guinea-Bissau,NA,16532,in shpfile but not WHO,NA,NA,NA,bigene
628,cacheu,bula,NA,DTP3,Guinea-Bissau,NA,16533,in shpfile but not WHO,NA,NA,NA,bula
629,cacheu,caio,NA,DTP3,Guinea-Bissau,NA,16535,in shpfile but not WHO,NA,NA,NA,caio
630,cacheu,canghungo,NA,DTP3,Guinea-Bissau,NA,16536,in shpfile but not WHO,NA,NA,NA,canghungo
631,cacheu,saodomingos,NA,DTP3,Guinea-Bissau,NA,16537,in shpfile but not WHO,NA,NA,NA,saodomingos
632,gab,boe,NA,DTP3,Guinea-Bissau,NA,16538,in shpfile but not WHO,NA,NA,NA,boe
633,gab,gabu,NA,DTP3,Guinea-Bissau,NA,16539,in shpfile but not WHO,NA,NA,NA,gabu
634,gab,piche,NA,DTP3,Guinea-Bissau,NA,16540,in shpfile but not WHO,NA,NA,NA,piche
635,gab,pirada,NA,DTP3,Guinea-Bissau,NA,16541,in shpfile but not WHO,NA,NA,NA,pirada
636,gab,sonaco,NA,DTP3,Guinea-Bissau,NA,16542,in shpfile but not WHO,NA,NA,NA,sonaco
637,oio,bissora,NA,DTP3,Guinea-Bissau,NA,16543,in shpfile but not WHO,NA,NA,NA,bissora
638,oio,farim,NA,DTP3,Guinea-Bissau,NA,16544,in shpfile but not WHO,NA,NA,NA,farim
639,oio,mansaba,NA,DTP3,Guinea-Bissau,NA,16545,in shpfile but not WHO,NA,NA,NA,mansaba
640,oio,mansoa,NA,DTP3,Guinea-Bissau,NA,16546,in shpfile but not WHO,NA,NA,NA,mansoa
641,oio,nhacra,NA,DTP3,Guinea-Bissau,NA,16547,in shpfile but not WHO,NA,NA,NA,nhacra
642,quinara,buba,NA,DTP3,Guinea-Bissau,NA,16548,in shpfile but not WHO,NA,NA,NA,buba
643,quinara,empada,NA,DTP3,Guinea-Bissau,NA,16549,in shpfile but not WHO,NA,NA,NA,empada
644,quinara,fulacunda,NA,DTP3,Guinea-Bissau,NA,16550,in shpfile but not WHO,NA,NA,NA,fulacunda
645,quinara,tite,NA,DTP3,Guinea-Bissau,NA,16551,in shpfile but not WHO,NA,NA,NA,tite
646,tombali,bedanda,NA,DTP3,Guinea-Bissau,NA,16552,in shpfile but not WHO,NA,NA,NA,bedanda
647,tombali,cacine,NA,DTP3,Guinea-Bissau,NA,16553,in shpfile but not WHO,NA,NA,NA,cacine
648,tombali,catio,NA,DTP3,Guinea-Bissau,NA,16554,in shpfile but not WHO,NA,NA,NA,catio
649,tombali,quebo,NA,DTP3,Guinea-Bissau,NA,16555,in shpfile but not WHO,NA,NA,NA,quebo
650,erongo,omaruru,NAM,DTP3,Namibia,93,24683,success,NA,omaruru,NA,NA
651,erongo,swakopmund,NAM,DTP3,Namibia,94,24684,success,NA,swakopmund,NA,NA
652,karas,luderitz,NAM,DTP3,Namibia,80,24678,success,NA,luderitz,NA,NA
653,kunene,khorixas,NAM,DTP3,Namibia,102,24714,success,NA,khorixas,NA,NA
654,kunene,opuwo,NAM,DTP3,Namibia,66,24715,success,NA,opuwo,NA,NA
655,kunene,outjo,NAM,DTP3,Namibia,107,24716,success,NA,outjo,NA,NA
656,ohangwena,eenhana,NAM,DTP3,Namibia,83,24718,success,NA,eenhana,NA,NA
657,ohangwena,engela,NAM,DTP3,Namibia,87,24720,success,NA,engela,NA,NA
658,omaheke,gobabis,NAM,DTP3,Namibia,95,24731,success,NA,gobabis,NA,NA
659,omusati,okahao,NAM,DTP3,Namibia,99,24740,success,NA,okahao,NA,NA
660,omusati,oshikuku,NAM,DTP3,Namibia,95,24743,success,NA,oshikuku,NA,NA
661,omusati,outapi,NAM,DTP3,Namibia,95,24745,success,NA,outapi,NA,NA
662,omusati,tsandi,NAM,DTP3,Namibia,89,24747,success,NA,tsandi,NA,NA
663,oshikoto,tsumeb,NAM,DTP3,Namibia,93,24767,success,NA,tsumeb,NA,NA
664,otjozondjupa,grootfontein,NAM,DTP3,Namibia,89,24768,success,NA,grootfontein,NA,NA
665,otjozondjupa,okahandja,NAM,DTP3,Namibia,97,24769,success,NA,okahandja,NA,NA
666,otjozondjupa,okakarara,NAM,DTP3,Namibia,77,24770,success,NA,okakarara,NA,NA
667,otjozondjupa,otjiwarongo,NAM,DTP3,Namibia,101,24773,success,NA,otjiwarongo,NA,NA
668,NA,NA,NAM,DTP3,Namibia,97,NA,fuzzy need fix,ohangwena,kongo,ohangwena,okongo
669,NA,NA,NAM,DTP3,Namibia,97,NA,fuzzy need fix,ohangwena,kongo,omusati,ogongo
670,NA,NA,NAM,DTP3,Namibia,97,NA,fuzzy need fix,ohangwena,kongo,zambezi,kongola
671,NA,NA,NAM,DTP3,Namibia,86,NA,fuzzy success,hardap,aranos,erongo,arandis
672,erongo,usakos,NAM,DTP3,Namibia,109,NA,in WHO but not shpfile,NA,usakos,NA,NA
673,erongo,walvisbay,NAM,DTP3,Namibia,97,NA,in WHO but not shpfile,NA,walvisbay,NA,NA
674,hardap,mariental,NAM,DTP3,Namibia,91,NA,in WHO but not shpfile,NA,mariental,NA,NA
675,hardap,rehoboth,NAM,DTP3,Namibia,97,NA,in WHO but not shpfile,NA,rehoboth,NA,NA
676,karas,karasburg,NAM,DTP3,Namibia,76,NA,in WHO but not shpfile,NA,karasburg,NA,NA
677,karas,keetmanshoop,NAM,DTP3,Namibia,92,NA,in WHO but not shpfile,NA,keetmanshoop,NA,NA
678,kavangoeast,andara,NAM,DTP3,Namibia,72,NA,in WHO but not shpfile,NA,andara,NA,NA
679,kavangoeast,nyangana,NAM,DTP3,Namibia,88,NA,in WHO but not shpfile,NA,nyangana,NA,NA
680,kavangowest,nankudu,NAM,DTP3,Namibia,88,NA,in WHO but not shpfile,NA,nankudu,NA,NA
681,kavangowest,rundu,NAM,DTP3,Namibia,89,NA,in WHO but not shpfile,NA,rundu,NA,NA
682,khomas,windhoek,NAM,DTP3,Namibia,92,NA,in WHO but not shpfile,NA,windhoek,NA,NA
683,oshana,oshakati,NAM,DTP3,Namibia,84,NA,in WHO but not shpfile,NA,oshakati,NA,NA
684,oshikoto,onandjokwe,NAM,DTP3,Namibia,80,NA,in WHO but not shpfile,NA,onandjokwe,NA,NA
685,zambezi,katimamulilo,NAM,DTP3,Namibia,97,NA,in WHO but not shpfile,NA,katimamulilo,NA,NA
686,erongo,arandis,NA,DTP3,Namibia,NA,24680,in shpfile but not WHO,NA,NA,NA,arandis
687,erongo,daures,NA,DTP3,Namibia,NA,24681,in shpfile but not WHO,NA,NA,NA,daures
688,erongo,karibib,NA,DTP3,Namibia,NA,24682,in shpfile but not WHO,NA,NA,NA,karibib
689,erongo,walvisbayrural,NA,DTP3,Namibia,NA,24685,in shpfile but not WHO,NA,NA,NA,walvisbayrural
690,erongo,walvisbayurban,NA,DTP3,Namibia,NA,24686,in shpfile but not WHO,NA,NA,NA,walvisbayurban
691,hardap,gibeon,NA,DTP3,Namibia,NA,24687,in shpfile but not WHO,NA,NA,NA,gibeon
692,hardap,marientalrural,NA,DTP3,Namibia,NA,24688,in shpfile but not WHO,NA,NA,NA,marientalrural
693,hardap,marientalurban,NA,DTP3,Namibia,NA,24689,in shpfile but not WHO,NA,NA,NA,marientalurban
694,hardap,rehobotheast,NA,DTP3,Namibia,NA,24690,in shpfile but not WHO,NA,NA,NA,rehobotheast
695,hardap,rehobothrural,NA,DTP3,Namibia,NA,24691,in shpfile but not WHO,NA,NA,NA,rehobothrural
696,hardap,rehobothwest,NA,DTP3,Namibia,NA,24692,in shpfile but not WHO,NA,NA,NA,rehobothwest
697,karas,berseba,NA,DTP3,Namibia,NA,24674,in shpfile but not WHO,NA,NA,NA,berseba
698,karas,karas,NA,DTP3,Namibia,NA,24675,in shpfile but not WHO,NA,NA,NA,karas
699,karas,keetmanshooprural,NA,DTP3,Namibia,NA,24676,in shpfile but not WHO,NA,NA,NA,keetmanshooprural
700,karas,keetmanshoopurban,NA,DTP3,Namibia,NA,24677,in shpfile but not WHO,NA,NA,NA,keetmanshoopurban
701,karas,oranjemund,NA,DTP3,Namibia,NA,24679,in shpfile but not WHO,NA,NA,NA,oranjemund
702,kavango,kahenge,NA,DTP3,Namibia,NA,24693,in shpfile but not WHO,NA,NA,NA,kahenge
703,kavango,kapako,NA,DTP3,Namibia,NA,24694,in shpfile but not WHO,NA,NA,NA,kapako
704,kavango,mashare,NA,DTP3,Namibia,NA,24695,in shpfile but not WHO,NA,NA,NA,mashare
705,kavango,mpungu,NA,DTP3,Namibia,NA,24696,in shpfile but not WHO,NA,NA,NA,mpungu
706,kavango,mukwe,NA,DTP3,Namibia,NA,24697,in shpfile but not WHO,NA,NA,NA,mukwe
707,kavango,ndiyona,NA,DTP3,Namibia,NA,24698,in shpfile but not WHO,NA,NA,NA,ndiyona
708,kavango,rundururaleast,NA,DTP3,Namibia,NA,24699,in shpfile but not WHO,NA,NA,NA,rundururaleast
709,kavango,rundururalwest,NA,DTP3,Namibia,NA,24700,in shpfile but not WHO,NA,NA,NA,rundururalwest
710,kavango,runduurban,NA,DTP3,Namibia,NA,24701,in shpfile but not WHO,NA,NA,NA,runduurban
711,khomas,katuturacentral,NA,DTP3,Namibia,NA,24702,in shpfile but not WHO,NA,NA,NA,katuturacentral
712,khomas,katuturaeast,NA,DTP3,Namibia,NA,24703,in shpfile but not WHO,NA,NA,NA,katuturaeast
713,khomas,khomasdalnorth,NA,DTP3,Namibia,NA,24704,in shpfile but not WHO,NA,NA,NA,khomasdalnorth
714,khomas,mosesgaroeb,NA,DTP3,Namibia,NA,24705,in shpfile but not WHO,NA,NA,NA,mosesgaroeb
715,khomas,soweto,NA,DTP3,Namibia,NA,24706,in shpfile but not WHO,NA,NA,NA,soweto
716,khomas,tobiashainyeko,NA,DTP3,Namibia,NA,24707,in shpfile but not WHO,NA,NA,NA,tobiashainyeko
717,khomas,wanaheda,NA,DTP3,Namibia,NA,24708,in shpfile but not WHO,NA,NA,NA,wanaheda
718,khomas,windhoekeast,NA,DTP3,Namibia,NA,24709,in shpfile but not WHO,NA,NA,NA,windhoekeast
719,khomas,windhoekrural,NA,DTP3,Namibia,NA,24710,in shpfile but not WHO,NA,NA,NA,windhoekrural
720,khomas,windhoekwest,NA,DTP3,Namibia,NA,24711,in shpfile but not WHO,NA,NA,NA,windhoekwest
721,kunene,epupa,NA,DTP3,Namibia,NA,24712,in shpfile but not WHO,NA,NA,NA,epupa
722,kunene,kamanjab,NA,DTP3,Namibia,NA,24713,in shpfile but not WHO,NA,NA,NA,kamanjab
723,kunene,sesfontein,NA,DTP3,Namibia,NA,24717,in shpfile but not WHO,NA,NA,NA,sesfontein
