,ADM1_NAME,ADM2_NAME,iso3.x,vaccine,ADM0_NAME.x,who_coverage,GAUL_CODE,merge_status,ADM1_NAME.x,ADM2_NAME.who,ADM1_NAME.y,ADM2_NAME.shpfile
228,rs6,hautmbomou,CAF,DTP3,Burundi,58,NA,in WHO but not shpfile,NA,hautmbomou,NA,NA
229,rs6,kembesatema,CAF,DTP3,Burundi,12,NA,in WHO but not shpfile,NA,kembesatema,NA,NA
230,rs6,mobayezangba,CAF,DTP3,Burundi,45,NA,in WHO but not shpfile,NA,mobayezangba,NA,NA
231,rs6,ouangogambo,CAF,DTP3,Burundi,26,NA,in WHO but not shpfile,NA,ouangogambo,NA,NA
232,rs7,1erarrondissement,CAF,DTP3,Burundi,288,NA,in WHO but not shpfile,NA,1erarrondissement,NA,NA
233,rs7,2earrondissement,CAF,DTP3,Burundi,52,NA,in WHO but not shpfile,NA,2earrondissement,NA,NA
234,rs7,3earrondissement,CAF,DTP3,Burundi,50,NA,in WHO but not shpfile,NA,3earrondissement,NA,NA
235,rs7,4earrondissement,CAF,DTP3,Burundi,57,NA,in WHO but not shpfile,NA,4earrondissement,NA,NA
236,rs7,5earrondissement,CAF,DTP3,Burundi,36,NA,in WHO but not shpfile,NA,5earrondissement,NA,NA
237,rs7,6earrondissement,CAF,DTP3,Burundi,51,NA,in WHO but not shpfile,NA,6earrondissement,NA,NA
238,rs7,7earrondissement,CAF,DTP3,Burundi,63,NA,in WHO but not shpfile,NA,7earrondissement,NA,NA
239,rs7,8earrondissement,CAF,DTP3,Burundi,88,NA,in WHO but not shpfile,NA,8earrondissement,NA,NA
240,baminguibangoran,bamingui,NA,DTP3,Burundi,NA,11249,in shpfile but not WHO,NA,NA,NA,bamingui
241,baminguibangoran,ndl,NA,DTP3,Burundi,NA,11250,in shpfile but not WHO,NA,NA,NA,ndl
242,bangui,bangui,NA,DTP3,Burundi,NA,11251,in shpfile but not WHO,NA,NA,NA,bangui
243,bassekotto,alindao,NA,DTP3,Burundi,NA,11252,in shpfile but not WHO,NA,NA,NA,alindao
244,bassekotto,kemb,NA,DTP3,Burundi,NA,11253,in shpfile but not WHO,NA,NA,NA,kemb
245,bassekotto,mingala,NA,DTP3,Burundi,NA,11254,in shpfile but not WHO,NA,NA,NA,mingala
246,bassekotto,mobaye,NA,DTP3,Burundi,NA,11255,in shpfile but not WHO,NA,NA,NA,mobaye
247,hautekotto,bria,NA,DTP3,Burundi,NA,11259,in shpfile but not WHO,NA,NA,NA,bria
248,hautekotto,ouadda,NA,DTP3,Burundi,NA,11260,in shpfile but not WHO,NA,NA,NA,ouadda
249,hautekotto,yalinga,NA,DTP3,Burundi,NA,11261,in shpfile but not WHO,NA,NA,NA,yalinga
250,hautmbomou,djemah,NA,DTP3,Burundi,NA,11256,in shpfile but not WHO,NA,NA,NA,djemah
251,hautmbomou,obo,NA,DTP3,Burundi,NA,11257,in shpfile but not WHO,NA,NA,NA,obo
252,hautmbomou,zmio,NA,DTP3,Burundi,NA,11258,in shpfile but not WHO,NA,NA,NA,zmio
253,kmo,dkoa,NA,DTP3,Burundi,NA,11262,in shpfile but not WHO,NA,NA,NA,dkoa
254,kmo,sibut,NA,DTP3,Burundi,NA,11263,in shpfile but not WHO,NA,NA,NA,sibut
255,lobaye,boda,NA,DTP3,Burundi,NA,11264,in shpfile but not WHO,NA,NA,NA,boda
256,lobaye,mbaki,NA,DTP3,Burundi,NA,11265,in shpfile but not WHO,NA,NA,NA,mbaki
257,lobaye,mongoumba,NA,DTP3,Burundi,NA,11266,in shpfile but not WHO,NA,NA,NA,mongoumba
258,mambrkad,berbrati,NA,DTP3,Burundi,NA,11267,in shpfile but not WHO,NA,NA,NA,berbrati
259,mambrkad,carnot,NA,DTP3,Burundi,NA,11268,in shpfile but not WHO,NA,NA,NA,carnot
260,mambrkad,gamboula,NA,DTP3,Burundi,NA,11269,in shpfile but not WHO,NA,NA,NA,gamboula
261,mbomou,bakouma,NA,DTP3,Burundi,NA,11270,in shpfile but not WHO,NA,NA,NA,bakouma
262,mbomou,bangassou,NA,DTP3,Burundi,NA,11271,in shpfile but not WHO,NA,NA,NA,bangassou
263,mbomou,gamboouango,NA,DTP3,Burundi,NA,11272,in shpfile but not WHO,NA,NA,NA,gamboouango
264,mbomou,rafa,NA,DTP3,Burundi,NA,11273,in shpfile but not WHO,NA,NA,NA,rafa
265,nanagrbizi,kagabandoro,NA,DTP3,Burundi,NA,11274,in shpfile but not WHO,NA,NA,NA,kagabandoro
266,nanagrbizi,mbrs,NA,DTP3,Burundi,NA,11275,in shpfile but not WHO,NA,NA,NA,mbrs
267,nanamambr,baboua,NA,DTP3,Burundi,NA,11276,in shpfile but not WHO,NA,NA,NA,baboua
268,nanamambr,baoro,NA,DTP3,Burundi,NA,11277,in shpfile but not WHO,NA,NA,NA,baoro
269,nanamambr,bouar,NA,DTP3,Burundi,NA,11278,in shpfile but not WHO,NA,NA,NA,bouar
270,ombellampoko,bimbo,NA,DTP3,Burundi,NA,11279,in shpfile but not WHO,NA,NA,NA,bimbo
271,ombellampoko,boali,NA,DTP3,Burundi,NA,11280,in shpfile but not WHO,NA,NA,NA,boali
272,ombellampoko,damara,NA,DTP3,Burundi,NA,11281,in shpfile but not WHO,NA,NA,NA,damara
273,ombellampoko,yalok,NA,DTP3,Burundi,NA,11282,in shpfile but not WHO,NA,NA,NA,yalok
274,ouaka,bakala,NA,DTP3,Burundi,NA,11283,in shpfile but not WHO,NA,NA,NA,bakala
275,ouaka,bambari,NA,DTP3,Burundi,NA,11284,in shpfile but not WHO,NA,NA,NA,bambari
276,ouaka,grimari,NA,DTP3,Burundi,NA,11285,in shpfile but not WHO,NA,NA,NA,grimari
277,ouaka,ippy,NA,DTP3,Burundi,NA,11286,in shpfile but not WHO,NA,NA,NA,ippy
278,ouaka,kouango,NA,DTP3,Burundi,NA,11287,in shpfile but not WHO,NA,NA,NA,kouango
279,ouham,batangafo,NA,DTP3,Burundi,NA,11291,in shpfile but not WHO,NA,NA,NA,batangafo
280,ouham,bossangoa,NA,DTP3,Burundi,NA,11292,in shpfile but not WHO,NA,NA,NA,bossangoa
281,ouham,bouca,NA,DTP3,Burundi,NA,11293,in shpfile but not WHO,NA,NA,NA,bouca
282,ouham,kabo,NA,DTP3,Burundi,NA,11294,in shpfile but not WHO,NA,NA,NA,kabo
283,ouham,markounda,NA,DTP3,Burundi,NA,11295,in shpfile but not WHO,NA,NA,NA,markounda
284,ouhampend,bocaranga,NA,DTP3,Burundi,NA,11288,in shpfile but not WHO,NA,NA,NA,bocaranga
285,ouhampend,bozoum,NA,DTP3,Burundi,NA,11289,in shpfile but not WHO,NA,NA,NA,bozoum
286,ouhampend,paoua,NA,DTP3,Burundi,NA,11290,in shpfile but not WHO,NA,NA,NA,paoua
287,sanghambar,bambio,NA,DTP3,Burundi,NA,11296,in shpfile but not WHO,NA,NA,NA,bambio
288,sanghambar,nola,NA,DTP3,Burundi,NA,11297,in shpfile but not WHO,NA,NA,NA,nola
289,vakaga,birao,NA,DTP3,Burundi,NA,11298,in shpfile but not WHO,NA,NA,NA,birao
290,vakaga,ouandadjall,NA,DTP3,Burundi,NA,11299,in shpfile but not WHO,NA,NA,NA,ouandadjall
291,kanem,nokou,TCD,DTP3,Chad,50,11318,success,NA,nokou,NA,NA
292,salamat,harazemangueigne,TCD,DTP3,Chad,77,11344,success,NA,harazemangueigne,NA,NA
293,wadifira,biltine,TCD,DTP3,Chad,63,11352,success,NA,biltine,NA,NA
294,NA,NA,TCD,DTP3,Chad,39,NA,fuzzy need fix,borkou,faya,lac,wayi
295,NA,NA,TCD,DTP3,Chad,39,NA,fuzzy need fix,borkou,faya,logoneoriental,lanya
296,NA,NA,TCD,DTP3,Chad,71,NA,fuzzy need fix,hadjerlamis,mani,lac,mamdi
297,NA,NA,TCD,DTP3,Chad,71,NA,fuzzy need fix,hadjerlamis,mani,lac,wayi
298,NA,NA,TCD,DTP3,Chad,77,NA,fuzzy need fix,lac,bol,tandjil,br
299,NA,NA,TCD,DTP3,Chad,77,NA,fuzzy need fix,lac,bol,wadifira,kob
300,NA,NA,TCD,DTP3,Chad,96,NA,fuzzy need fix,logoneoriental,doba,logoneoccidental,dodj
301,NA,NA,TCD,DTP3,Chad,96,NA,fuzzy need fix,logoneoriental,doba,wadifira,kob
302,NA,NA,TCD,DTP3,Chad,46,NA,fuzzy success,bahrelghazal,salal,sila,sila
303,NA,NA,TCD,DTP3,Chad,114,NA,fuzzy success,batha,ati,lac,wayi
304,NA,NA,TCD,DTP3,Chad,88,NA,fuzzy success,guera,bitkine,gura,bitkine
305,NA,NA,TCD,DTP3,Chad,101,NA,fuzzy success,guera,mangalme,gura,mangalm
306,NA,NA,TCD,DTP3,Chad,102,NA,fuzzy success,lac,liwa,sila,sila
307,NA,NA,TCD,DTP3,Chad,104,NA,fuzzy success,logoneoriental,bodo,logoneoccidental,dodj
308,NA,NA,TCD,DTP3,Chad,117,NA,fuzzy success,logoneoriental,gore,gura,gura
309,NA,NA,TCD,DTP3,Chad,103,NA,fuzzy success,mandoul,koumra,ouadda,ouara
310,NA,NA,TCD,DTP3,Chad,90,NA,fuzzy success,mayokebbiouest,pala,sila,sila
311,NA,NA,TCD,DTP3,Chad,88,NA,fuzzy success,ouaddai,abdi,lac,mamdi
312,NA,NA,TCD,DTP3,Chad,100,NA,fuzzy success,salamat,aboudeia,salamat,aboudea
313,NA,NA,TCD,DTP3,Chad,107,NA,fuzzy success,tandjile,bere,tandjil,br
314,NA,NA,TCD,DTP3,Chad,98,NA,fuzzy success,tandjile,lai,lac,wayi
315,NA,NA,TCD,DTP3,Chad,4,NA,fuzzy success,tibesti,zouar,ouadda,ouara
316,bahrelghazal,chadra,TCD,DTP3,Chad,61,NA,in WHO but not shpfile,NA,chadra,NA,NA
317,bahrelghazal,michemire,TCD,DTP3,Chad,54,NA,in WHO but not shpfile,NA,michemire,NA,NA
318,bahrelghazal,moussoro,TCD,DTP3,Chad,64,NA,in WHO but not shpfile,NA,moussoro,NA,NA
319,batha,alifa,TCD,DTP3,Chad,78,NA,in WHO but not shpfile,NA,alifa,NA,NA
320,batha,assinet,TCD,DTP3,Chad,103,NA,in WHO but not shpfile,NA,assinet,NA,NA
321,batha,oumhadjer,TCD,DTP3,Chad,92,NA,in WHO but not shpfile,NA,oumhadjer,NA,NA
322,batha,yao,TCD,DTP3,Chad,52,NA,in WHO but not shpfile,NA,yao,NA,NA
323,borkou,kirdimi,TCD,DTP3,Chad,44,NA,in WHO but not shpfile,NA,kirdimi,NA,NA
324,charibaguirmi,bailli,TCD,DTP3,Chad,104,NA,in WHO but not shpfile,NA,bailli,NA,NA
325,charibaguirmi,bousso,TCD,DTP3,Chad,86,NA,in WHO but not shpfile,NA,bousso,NA,NA
326,charibaguirmi,dourbali,TCD,DTP3,Chad,88,NA,in WHO but not shpfile,NA,dourbali,NA,NA
327,charibaguirmi,kouno,TCD,DTP3,Chad,80,NA,in WHO but not shpfile,NA,kouno,NA,NA
328,charibaguirmi,mandelia,TCD,DTP3,Chad,68,NA,in WHO but not shpfile,NA,mandelia,NA,NA
329,charibaguirmi,massenya,TCD,DTP3,Chad,115,NA,in WHO but not shpfile,NA,massenya,NA,NA
330,darsila,amdam,TCD,DTP3,Chad,98,NA,in WHO but not shpfile,NA,amdam,NA,NA
331,darsila,gozbeida,TCD,DTP3,Chad,116,NA,in WHO but not shpfile,NA,gozbeida,NA,NA
332,darsila,koukouangarana,TCD,DTP3,Chad,70,NA,in WHO but not shpfile,NA,koukouangarana,NA,NA
333,darsila,tissi,TCD,DTP3,Chad,156,NA,in WHO but not shpfile,NA,tissi,NA,NA
334,ennediest,amdjarass,TCD,DTP3,Chad,20,NA,in WHO but not shpfile,NA,amdjarass,NA,NA
335,ennediest,bahai,TCD,DTP3,Chad,92,NA,in WHO but not shpfile,NA,bahai,NA,NA
336,ennediest,kaoura,TCD,DTP3,Chad,49,NA,in WHO but not shpfile,NA,kaoura,NA,NA
337,ennediouest,fada,TCD,DTP3,Chad,44,NA,in WHO but not shpfile,NA,fada,NA,NA
338,ennediouest,kalait,TCD,DTP3,Chad,53,NA,in WHO but not shpfile,NA,kalait,NA,NA
339,guera,melfi,TCD,DTP3,Chad,85,NA,in WHO but not shpfile,NA,melfi,NA,NA
340,guera,mongo,TCD,DTP3,Chad,78,NA,in WHO but not shpfile,NA,mongo,NA,NA
341,hadjerlamis,bokoro,TCD,DTP3,Chad,82,NA,in WHO but not shpfile,NA,bokoro,NA,NA
342,hadjerlamis,massaguet,TCD,DTP3,Chad,127,NA,in WHO but not shpfile,NA,massaguet,NA,NA
343,hadjerlamis,massakory,TCD,DTP3,Chad,86,NA,in WHO but not shpfile,NA,massakory,NA,NA
344,kanem,mao,TCD,DTP3,Chad,82,NA,in WHO but not shpfile,NA,mao,NA,NA
345,kanem,mondo,TCD,DTP3,Chad,87,NA,in WHO but not shpfile,NA,mondo,NA,NA
346,kanem,rigrig,TCD,DTP3,Chad,21,NA,in WHO but not shpfile,NA,rigrig,NA,NA
347,lac,bagassola,TCD,DTP3,Chad,148,NA,in WHO but not shpfile,NA,bagassola,NA,NA
348,lac,isseirom,TCD,DTP3,Chad,95,NA,in WHO but not shpfile,NA,isseirom,NA,NA
349,lac,kouloudia,TCD,DTP3,Chad,59,NA,in WHO but not shpfile,NA,kouloudia,NA,NA
350,lac,ngouri,TCD,DTP3,Chad,91,NA,in WHO but not shpfile,NA,ngouri,NA,NA
351,logoneoccidental,benoye,TCD,DTP3,Chad,87,NA,in WHO but not shpfile,NA,benoye,NA,NA
352,logoneoccidental,laokassy,TCD,DTP3,Chad,89,NA,in WHO but not shpfile,NA,laokassy,NA,NA
353,logoneoccidental,moundou,TCD,DTP3,Chad,85,NA,in WHO but not shpfile,NA,moundou,NA,NA
354,logoneoriental,bebedjia,TCD,DTP3,Chad,137,NA,in WHO but not shpfile,NA,bebedjia,NA,NA
355,logoneoriental,beboto,TCD,DTP3,Chad,117,NA,in WHO but not shpfile,NA,beboto,NA,NA
356,logoneoriental,bessao,TCD,DTP3,Chad,95,NA,in WHO but not shpfile,NA,bessao,NA,NA
357,logoneoriental,larmanaye,TCD,DTP3,Chad,92,NA,in WHO but not shpfile,NA,larmanaye,NA,NA
358,mandoul,bedjondo,TCD,DTP3,Chad,127,NA,in WHO but not shpfile,NA,bedjondo,NA,NA
359,mandoul,bouna,TCD,DTP3,Chad,84,NA,in WHO but not shpfile,NA,bouna,NA,NA
360,mandoul,goundi,TCD,DTP3,Chad,135,NA,in WHO but not shpfile,NA,goundi,NA,NA
361,mandoul,moissala,TCD,DTP3,Chad,157,NA,in WHO but not shpfile,NA,moissala,NA,NA
362,mayokebbiest,bongor,TCD,DTP3,Chad,125,NA,in WHO but not shpfile,NA,bongor,NA,NA
363,mayokebbiest,fianga,TCD,DTP3,Chad,89,NA,in WHO but not shpfile,NA,fianga,NA,NA
364,mayokebbiest,gounougaya,TCD,DTP3,Chad,89,NA,in WHO but not shpfile,NA,gounougaya,NA,NA
365,mayokebbiest,guelendeng,TCD,DTP3,Chad,80,NA,in WHO but not shpfile,NA,guelendeng,NA,NA
366,mayokebbiest,moulkou,TCD,DTP3,Chad,149,NA,in WHO but not shpfile,NA,moulkou,NA,NA
367,mayokebbiest,pontcarol,TCD,DTP3,Chad,78,NA,in WHO but not shpfile,NA,pontcarol,NA,NA
368,mayokebbiest,youe,TCD,DTP3,Chad,76,NA,in WHO but not shpfile,NA,youe,NA,NA
369,mayokebbiouest,binder,TCD,DTP3,Chad,69,NA,in WHO but not shpfile,NA,binder,NA,NA
370,mayokebbiouest,gagal,TCD,DTP3,Chad,103,NA,in WHO but not shpfile,NA,gagal,NA,NA
371,mayokebbiouest,lagon,TCD,DTP3,Chad,108,NA,in WHO but not shpfile,NA,lagon,NA,NA
372,mayokebbiouest,lame,TCD,DTP3,Chad,103,NA,in WHO but not shpfile,NA,lame,NA,NA
373,mayokebbiouest,lere,TCD,DTP3,Chad,115,NA,in WHO but not shpfile,NA,lere,NA,NA
374,mayokebbiouest,torrock,TCD,DTP3,Chad,117,NA,in WHO but not shpfile,NA,torrock,NA,NA
375,moyenchari,biobesingako,TCD,DTP3,Chad,45,NA,in WHO but not shpfile,NA,biobesingako,NA,NA
376,moyenchari,danamadji,TCD,DTP3,Chad,105,NA,in WHO but not shpfile,NA,danamadji,NA,NA
377,moyenchari,kyabe,TCD,DTP3,Chad,87,NA,in WHO but not shpfile,NA,kyabe,NA,NA
378,moyenchari,sarh,TCD,DTP3,Chad,104,NA,in WHO but not shpfile,NA,sarh,NA,NA
379,ndjamena,ndjamenacentre,TCD,DTP3,Chad,77,NA,in WHO but not shpfile,NA,ndjamenacentre,NA,NA
380,ndjamena,ndjamenaest,TCD,DTP3,Chad,214,NA,in WHO but not shpfile,NA,ndjamenaest,NA,NA
381,ndjamena,ndjamenanord,TCD,DTP3,Chad,126,NA,in WHO but not shpfile,NA,ndjamenanord,NA,NA
382,ndjamena,ndjamenasud,TCD,DTP3,Chad,77,NA,in WHO but not shpfile,NA,ndjamenasud,NA,NA
383,ouaddai,abeche,TCD,DTP3,Chad,79,NA,in WHO but not shpfile,NA,abeche,NA,NA
384,ouaddai,abougoudam,TCD,DTP3,Chad,112,NA,in WHO but not shpfile,NA,abougoudam,NA,NA
385,ouaddai,adre,TCD,DTP3,Chad,78,NA,in WHO but not shpfile,NA,adre,NA,NA
386,salamat,amtiman,TCD,DTP3,Chad,74,NA,in WHO but not shpfile,NA,amtiman,NA,NA
387,tandjile,dafra,TCD,DTP3,Chad,99,NA,in WHO but not shpfile,NA,dafra,NA,NA
388,tandjile,donomanga,TCD,DTP3,Chad,80,NA,in WHO but not shpfile,NA,donomanga,NA,NA
389,tandjile,kelo,TCD,DTP3,Chad,105,NA,in WHO but not shpfile,NA,kelo,NA,NA
390,tibesti,bardai,TCD,DTP3,Chad,6,NA,in WHO but not shpfile,NA,bardai,NA,NA
391,wadifira,guereda,TCD,DTP3,Chad,84,NA,in WHO but not shpfile,NA,guereda,NA,NA
392,wadifira,iriba,TCD,DTP3,Chad,85,NA,in WHO but not shpfile,NA,iriba,NA,NA
393,wadifira,matadjana,TCD,DTP3,Chad,43,NA,in WHO but not shpfile,NA,matadjana,NA,NA
394,barhelghazel,barhelgazel,NA,DTP3,Chad,NA,11300,in shpfile but not WHO,NA,NA,NA,barhelgazel
395,batha,bathaest,NA,DTP3,Chad,NA,11301,in shpfile but not WHO,NA,NA,NA,bathaest
396,batha,bathaoues,NA,DTP3,Chad,NA,11302,in shpfile but not WHO,NA,NA,NA,bathaoues
397,batha,fitri,NA,DTP3,Chad,NA,11303,in shpfile but not WHO,NA,NA,NA,fitri
398,borkou,borkou,NA,DTP3,Chad,NA,11304,in shpfile but not WHO,NA,NA,NA,borkou
399,charibaguirmi,baguirmi,NA,DTP3,Chad,NA,11305,in shpfile but not WHO,NA,NA,NA,baguirmi
400,charibaguirmi,lougchari,NA,DTP3,Chad,NA,11306,in shpfile but not WHO,NA,NA,NA,lougchari
401,charibaguirmi,ndjamena,NA,DTP3,Chad,NA,11307,in shpfile but not WHO,NA,NA,NA,ndjamena
402,ennediest,ennediest,NA,DTP3,Chad,NA,11308,in shpfile but not WHO,NA,NA,NA,ennediest
403,ennediouest,ennediouest,NA,DTP3,Chad,NA,11309,in shpfile but not WHO,NA,NA,NA,ennediouest
404,gura,barhsignaka,NA,DTP3,Chad,NA,11310,in shpfile but not WHO,NA,NA,NA,barhsignaka
405,gura,bitkine,NA,DTP3,Chad,NA,11311,in shpfile but not WHO,NA,NA,NA,bitkine
406,gura,gura,NA,DTP3,Chad,NA,11312,in shpfile but not WHO,NA,NA,NA,gura
407,gura,mangalm,NA,DTP3,Chad,NA,11313,in shpfile but not WHO,NA,NA,NA,mangalm
408,hadjerlamis,dababa,NA,DTP3,Chad,NA,11314,in shpfile but not WHO,NA,NA,NA,dababa
409,hadjerlamis,dagana,NA,DTP3,Chad,NA,11315,in shpfile but not WHO,NA,NA,NA,dagana
410,hadjerlamis,harazealbiar,NA,DTP3,Chad,NA,11316,in shpfile but not WHO,NA,NA,NA,harazealbiar
411,kanem,kanem,NA,DTP3,Chad,NA,11317,in shpfile but not WHO,NA,NA,NA,kanem
412,lac,mamdi,NA,DTP3,Chad,NA,11319,in shpfile but not WHO,NA,NA,NA,mamdi
413,lac,wayi,NA,DTP3,Chad,NA,11320,in shpfile but not WHO,NA,NA,NA,wayi
414,logoneoccidental,dodj,NA,DTP3,Chad,NA,11321,in shpfile but not WHO,NA,NA,NA,dodj
415,logoneoccidental,lacwey,NA,DTP3,Chad,NA,11322,in shpfile but not WHO,NA,NA,NA,lacwey
416,logoneoccidental,ngourkosso,NA,DTP3,Chad,NA,11323,in shpfile but not WHO,NA,NA,NA,ngourkosso
417,logoneoriental,lanya,NA,DTP3,Chad,NA,11324,in shpfile but not WHO,NA,NA,NA,lanya
418,logoneoriental,montsdelam,NA,DTP3,Chad,NA,11325,in shpfile but not WHO,NA,NA,NA,montsdelam
419,logoneoriental,nyapend,NA,DTP3,Chad,NA,11326,in shpfile but not WHO,NA,NA,NA,nyapend
420,logoneoriental,pend,NA,DTP3,Chad,NA,11327,in shpfile but not WHO,NA,NA,NA,pend
421,mandoul,barhsara,NA,DTP3,Chad,NA,11328,in shpfile but not WHO,NA,NA,NA,barhsara
422,mandoul,mandouloccidental,NA,DTP3,Chad,NA,11329,in shpfile but not WHO,NA,NA,NA,mandouloccidental
423,mandoul,mandouloriental,NA,DTP3,Chad,NA,11330,in shpfile but not WHO,NA,NA,NA,mandouloriental
424,mayokebbiest,kabbia,NA,DTP3,Chad,NA,11331,in shpfile but not WHO,NA,NA,NA,kabbia
425,mayokebbiest,mayoboneye,NA,DTP3,Chad,NA,11332,in shpfile but not WHO,NA,NA,NA,mayoboneye
426,mayokebbiest,montilli,NA,DTP3,Chad,NA,11333,in shpfile but not WHO,NA,NA,NA,montilli
427,mayokebbiouest,laclr,NA,DTP3,Chad,NA,11334,in shpfile but not WHO,NA,NA,NA,laclr
428,mayokebbiouest,mayodallah,NA,DTP3,Chad,NA,11335,in shpfile but not WHO,NA,NA,NA,mayodallah
429,moyenchari,barhkh,NA,DTP3,Chad,NA,11336,in shpfile but not WHO,NA,NA,NA,barhkh
430,moyenchari,grandesido,NA,DTP3,Chad,NA,11337,in shpfile but not WHO,NA,NA,NA,grandesido
431,moyenchari,laciro,NA,DTP3,Chad,NA,11338,in shpfile but not WHO,NA,NA,NA,laciro
432,ouadda,assoungha,NA,DTP3,Chad,NA,11339,in shpfile but not WHO,NA,NA,NA,assoungha
433,ouadda,djourfalahmar,NA,DTP3,Chad,NA,11340,in shpfile but not WHO,NA,NA,NA,djourfalahmar
434,ouadda,ouara,NA,DTP3,Chad,NA,11341,in shpfile but not WHO,NA,NA,NA,ouara
435,salamat,aboudea,NA,DTP3,Chad,NA,11342,in shpfile but not WHO,NA,NA,NA,aboudea
436,salamat,barhazoum,NA,DTP3,Chad,NA,11343,in shpfile but not WHO,NA,NA,NA,barhazoum
437,sila,djourfalahmar,NA,DTP3,Chad,NA,11345,in shpfile but not WHO,NA,NA,NA,djourfalahmar
438,sila,sila,NA,DTP3,Chad,NA,11346,in shpfile but not WHO,NA,NA,NA,sila
439,tandjil,br,NA,DTP3,Chad,NA,11347,in shpfile but not WHO,NA,NA,NA,br
440,tandjil,tandjilest,NA,DTP3,Chad,NA,11348,in shpfile but not WHO,NA,NA,NA,tandjilest
441,tandjil,tandjilouest,NA,DTP3,Chad,NA,11349,in shpfile but not WHO,NA,NA,NA,tandjilouest
442,tibesti,tibesti,NA,DTP3,Chad,NA,11350,in shpfile but not WHO,NA,NA,NA,tibesti
443,villedendjamena,ndjamena,NA,DTP3,Chad,NA,11351,in shpfile but not WHO,NA,NA,NA,ndjamena
444,wadifira,dartama,NA,DTP3,Chad,NA,11353,in shpfile but not WHO,NA,NA,NA,dartama
445,wadifira,kob,NA,DTP3,Chad,NA,11354,in shpfile but not WHO,NA,NA,NA,kob
446,bouenza,madingou,COG,DTP3,Congo,65.72848075,30051,success,NA,madingou,NA,NA
447,bouenza,mouyondzi,COG,DTP3,Congo,61.24495616,30053,success,NA,mouyondzi,NA,NA
448,cuvette,owando,COG,DTP3,Congo,72.26341616,30064,success,NA,owando,NA,NA
449,cuvetteouest,ewo,COG,DTP3,Congo,82.87421117,30056,success,NA,ewo,NA,NA
450,kouilou,madingokayes,COG,DTP3,Congo,83.5992095,30067,success,NA,madingokayes,NA,NA
451,likouala,impfondo,COG,DTP3,Congo,56.62138818,30075,success,NA,impfondo,NA,NA
452,niari,kibangou,COG,DTP3,Congo,82.75230601,30077,success,NA,kibangou,NA,NA
453,niari,mossendjo,COG,DTP3,Congo,78.53582973,30081,success,NA,mossendjo,NA,NA
454,plateaux,abala,COG,DTP3,Congo,62.25968027,30082,success,NA,abala,NA,NA
455,plateaux,gamboma,COG,DTP3,Congo,78.35139298,30084,success,NA,gamboma,NA,NA
456,pool,kindamba,COG,DTP3,Congo,75.24276246,30088,success,NA,kindamba,NA,NA
457,pool,mindouli,COG,DTP3,Congo,43.4079168,30091,success,NA,mindouli,NA,NA
458,sangha,ouesso,COG,DTP3,Congo,84.39709342,30094,success,NA,ouesso,NA,NA
459,NA,NA,COG,DTP3,Congo,65.88057367,NA,fuzzy success,lekoumou,sibiti,lkoumou,sibiti
460,NA,NA,COG,DTP3,Congo,91.21310774,NA,fuzzy success,pointenoire,loandjili,kouilou,loandjili
461,NA,NA,COG,DTP3,Congo,55.30212993,NA,fuzzy success,pointenoire,ngoyo,cuvette,okoyo
462,bouenza,loutete,COG,DTP3,Congo,46.03924283,NA,in WHO but not shpfile,NA,loutete,NA,NA
463,bouenza,nkayi,COG,DTP3,Congo,51.03520975,NA,in WHO but not shpfile,NA,nkayi,NA,NA
464,brazzaville,bacongo,COG,DTP3,Congo,61.65650567,NA,in WHO but not shpfile,NA,bacongo,NA,NA
465,brazzaville,djiri,COG,DTP3,Congo,66.53903985,NA,in WHO but not shpfile,NA,djiri,NA,NA
466,brazzaville,madibou,COG,DTP3,Congo,58.12831514,NA,in WHO but not shpfile,NA,madibou,NA,NA
467,brazzaville,makelekele,COG,DTP3,Congo,50.05388011,NA,in WHO but not shpfile,NA,makelekele,NA,NA
468,brazzaville,mfilou,COG,DTP3,Congo,79.08559879,NA,in WHO but not shpfile,NA,mfilou,NA,NA
469,brazzaville,moungali,COG,DTP3,Congo,81.674791,NA,in WHO but not shpfile,NA,moungali,NA,NA
470,brazzaville,ouenze,COG,DTP3,Congo,81.73861651,NA,in WHO but not shpfile,NA,ouenze,NA,NA
471,brazzaville,potopoto,COG,DTP3,Congo,89.29950382,NA,in WHO but not shpfile,NA,potopoto,NA,NA
472,brazzaville,talangai,COG,DTP3,Congo,75.65984111,NA,in WHO but not shpfile,NA,talangai,NA,NA
473,cuvette,alima,COG,DTP3,Congo,78.28963406,NA,in WHO but not shpfile,NA,alima,NA,NA
474,cuvette,mossakaloukolela,COG,DTP3,Congo,54.41730937,NA,in WHO but not shpfile,NA,mossakaloukolela,NA,NA
475,cuvetteouest,etoumbi,COG,DTP3,Congo,76.00771561,NA,in WHO but not shpfile,NA,etoumbi,NA,NA
476,kouilou,hindamvouti,COG,DTP3,Congo,89.39376107,NA,in WHO but not shpfile,NA,hindamvouti,NA,NA
477,niari,dolisie,COG,DTP3,Congo,72.05015911,NA,in WHO but not shpfile,NA,dolisie,NA,NA
478,plateaux,djambalalekana,COG,DTP3,Congo,79.73509079,NA,in WHO but not shpfile,NA,djambalalekana,NA,NA
479,pointenoire,lumumba,COG,DTP3,Congo,107.8093165,NA,in WHO but not shpfile,NA,lumumba,NA,NA
