OBJECTID,distName,constName,NAME,wardNum,GAUL_CODE,constCode,notes,mergedWard,province,area,ADM0_NAME
1,Mansa,Bahati,Lukangaba,6,5906,59,,0,Luapula,1032.06,Zambia
2,Samfya,Bangeulu,Mano,12,6712,67,,0,Luapula,479.024,Zambia
3,Kabwe,Bwacha,Muwowo East,2,402,4,,0,Central,161.572,Zambia
4,Ndola,Bwana Mkubwa,Chichele,16,3316,33,,0,Copperbelt,155.475,Zambia
5,Monze,Bweengwa,Hamangaba,6,12706,127,,0,Southern,310.216,Zambia
6,Chadiza,Chadiza,Mangwe,1,3701,37,,0,Eastern,143.874,Zambia
7,Chama,Chama North,Mazonde,1,3901,39,,0,Eastern,1095.16,Zambia
8,Chama,Chama South,Chipala,13,4013,40,,0,Eastern,1316.16,Zambia
9,Lundazi,Chasefu,Kajilime,5,4805,48,,0,Eastern,892.497,Zambia
10,Chavuma,Chavuma,Nyatanda Nyambingila,12,10312,103,,0,Northwestern,1563.66,Zambia
11,Lusaka,Chawama,Lilayi,4,7504,75,,0,Lusaka,28.2623,Zambia
12,Mansa,Mansa,Luapula,15,6115,61,,0,Luapula,1265.56,Zambia
13,Chiengi,Chiengi,Mununga,13,6513,65,,0,Luapula,356.985,Zambia
14,Ndola,Chifubu,Pamodzi,1,3401,34,,0,Copperbelt,87.9203,Zambia
15,Samfya,Chifunabuli,Mbabala,10,6810,68,,0,Luapula,583.605,Zambia
16,Kafue,Chilanga,Chinyanja,17,7217,72,,0,Lusaka,359.329,Zambia
17,Chilubi,Chilubi,Luangwa,22,8222,82,,0,Northern,742.235,Zambia
18,Kaputa,Chimbamilonga,Chubo,9,8809,88,,0,Northern,1748.79,Zambia
19,Chinsali,Chinsali,Munwakubili,11,8311,83,,0,Northern,1084.92,Zambia
20,Chipata,Chipangali,MISSING,-99,-99,41,Map only shows future wards. Maybe Nthope?,0,Eastern,1088.58,Zambia
21,Chipata,Chipata,MISSING,-99,-99,42,Map only shows future wards. Maybe Kanjala?,0,Eastern,143.308,Zambia
22,Mwense,Chipili,Nsenga,1,6201,62,,0,Luapula,1030.82,Zambia
23,Chibombo,Chisamba,Chamuka,4,104,1,,0,Central,2003.11,Zambia
24,Serenje,Chitambo,Muchinka,7,1207,12,,0,Central,1032.28,Zambia
25,Choma,Choma,Moomba,20,11520,115,,0,Southern,314.576,Zambia
26,Chongwe,Chongwe,Manyika,9,7309,73,,0,Lusaka,257.975,Zambia
27,Kalomo,Dundumwezi,Chikanta,1,11901,119,,0,Southern,878.257,Zambia
28,Luangwa,Feira,Kaunga,14,7114,71,,0,Lusaka,71.8385,Zambia
29,Gwembe,Gwembe,Chisanga,1,11801,118,,0,Southern,563.86,Zambia
30,Isoka,Mafinga,Mafinga,10,8510,85,,0,Eastern,702.871,Zambia
31,Isoka,Isoka,Nkombwa,7,8607,86,,0,Eastern,1453.5,Zambia
32,Itezhi Tezhi,Itezhi Tezhi,Itezhi Tezhi,1,13001,130,,0,Southern,8345.79,Zambia
33,Kabompo,Kabompo East,Kashinakaji,3,10403,104,,0,Northwestern,2488.77,Zambia
34,Kabompo,Kabompo West,Litoya,12,10512,105,,0,Northwestern,793.362,Zambia
35,Lusaka,Kabwata,Kamulanga,9,7609,76,,0,Lusaka,15.9607,Zambia
36,Kabwe,Kabwe Central,Mpima,16,516,5,,0,Central,180.314,Zambia
37,Kafue,Kafue,Chikupi,11,7011,70,,0,Lusaka,503.585,Zambia
38,Masaiti,Kafulafuta,Ishitwe,7,2907,29,,0,Copperbelt,392.654,Zambia
39,Kalabo,Kalabo,Nguma,16,13416,134,,0,Western,713.527,Zambia
40,Kalomo,Kalomo Central,Mayoba,10,12010,120,,0,Southern,1421.62,Zambia
41,Kitwe,Kamfinsa,MISSING,-99,-99,20,,0,Copperbelt,288.558,Zambia
42,Mpika,Kanchibiya,Lubaleshi,4,9804,98,,0,Northern,2477.35,Zambia
43,Mufulira,Kankoyo,Kangwa Nsuluka,23,2623,26,,0,Copperbelt,84.4946,Zambia
44,Lusaka,Kanyama,Kanyama,10,7710,77,,0,Lusaka,30.0195,Zambia
45,Kaoma,Kaoma Central,Litoya,5,13705,137,,0,Western,1498.91,Zambia
46,Kapiri Mposhi,Kapiri Mposhi,Lunchu,11,611,6,,0,Central,897.299,Zambia
47,Petauke,Kapoche,Manyane,8,5308,53,,0,Eastern,310.252,Zambia
48,Kaputa,Kaputa,Munkonge,22,8922,89,,0,Northern,1254.89,Zambia
49,Kasama,Kasama,Bululu,2,9002,90,,0,Northern,799.722,Zambia
50,Kasempa,Kasempa,Nyoka,17,10617,106,,0,Northwestern,2300.67,Zambia
51,Chipata,Kasenengwa,MISSING,-99,-99,43,Map only shows future wards. Maybe Ngongwe?,0,Eastern,645.215,Zambia
52,Kazungula,Katombola,Ngwezi,6,12106,121,,0,Southern,1751.42,Zambia
53,Chibombo,Katuba,Mungule,9,209,2,,0,Central,392.33,Zambia
54,Kawambwa,Kawambwa,Senga,1,5601,56,,0,Luapula,1010.03,Zambia
55,Chibombo,Keembe,Chitanda,18,318,3,,0,Central,1001.78,Zambia
56,Mufulira,Mufulira,Mutundu,11,2811,28,,0,Copperbelt,322.312,Zambia
57,Kalabo,Liuwa,Kuuli,6,13506,135,,0,Western,2877.7,Zambia
58,Livingstone,Livingstone,Kasiya,5,12305,123,,0,Southern,227.95,Zambia
59,Kaoma,Luampa,Nyambi,10,13810,138,,0,Western,5052.68,Zambia
60,Chipata,Luangeni,MISSING,-99,-99,44,Map only shows future wards. Maybe Nsingo?,0,Eastern,501.328,Zambia
61,Samfya,Luapula,Nkutila,14,6914,69,,0,Luapula,1758.39,Zambia
62,Luwingu,Lubasenshi,Isangano,22,9322,93,,0,Northern,988.833,Zambia
63,Mongu,Luena,Mabili,2,14202,142,,0,Western,469.773,Zambia
64,Lufwanyama,Lufwanyama,Mwelushi,12,3012,30,,0,Copperbelt,584.136,Zambia
65,Kasama,Lukashya,Lusenga,9,9109,91,,0,Northern,1268.84,Zambia
66,Lukulu,Lukulu East,Mbanga,9,14009,140,,0,Western,458.72,Zambia
67,Lukulu,Lukulu West,Kashizhi,21,14121,141,,0,Western,803.717,Zambia
68,Lundazi,Lumezi,Lumimba,24,4924,49,,0,Eastern,2228.17,Zambia
69,Mporokoso,Lunte,Malaila,15,10115,101,,0,Northern,402.675,Zambia
70,Luwingu,Lupososhi,Mwelawamangu,12,9412,94,,0,Northern,792.118,Zambia
71,Lusaka,Lusaka Central,Kabulonga,16,7816,78,,0,Lusaka,74.8851,Zambia
72,Mazabuka,Magoye,Chivuna,10,12510,125,,0,Southern,445.625,Zambia
73,Mambwe,Mambwe,MISSING,-99,-99,51,,0,Eastern,5958.61,Zambia
74,Mungwi,Malole,Fube,8,9208,92,,0,Northern,768.051,Zambia
75,Mwense,Mambilima,Mpasa,7,6307,63,,0,Luapula,639.918,Zambia
76,Kaoma,Mangango,Mangango,20,13920,139,,0,Western,835.99,Zambia
77,Milenge,Chembe,Chipundu,9,6009,60,,0,Luapula,854.747,Zambia
78,Kalomo,Mapatizya,Mbwiko,22,12222,122,,0,Southern,1379.76,Zambia
79,Masaiti,Masaiti,Katuba,14,3114,31,,0,Copperbelt,234.575,Zambia
80,Lusaka,Matero,Mwembeshi,27,8027,80,,0,Lusaka,27.8359,Zambia
81,Mazabuka,Mazabuka,Lubombo,21,12621,126,,0,Southern,648.206,Zambia
82,Choma,Mbabala,Mbabala,7,11607,116,,0,Southern,412.713,Zambia
83,Mbala,Mbala,Nsunzu,5,9505,95,,0,Northern,1055.08,Zambia
84,Mpika,Mfuwe,Mupamazi,22,9922,99,,0,Northern,6595.5,Zambia
85,Katete,Milanzi,Kapangulula,6,4506,45,,0,Eastern,105.163,Zambia
86,Katete,Mkaika,Mkaika,17,4617,46,,0,Eastern,397.193,Zambia
87,Mkushi,Mkushi North,Munda,10,710,7,,0,Central,1061.13,Zambia
88,Mkushi,Mkushi South,MERGED WARDS,-88,888,8,Chingombe AND Kamimbya - wards 13 15,1,Central,3163.28,Zambia
89,Mongu,Mongu,Yeta,17,14317,143,,0,Western,259.025,Zambia
90,Monze,Monze,Ufwenuka,9,12809,128,,0,Southern,299.932,Zambia
91,Monze,Moomba,Moomba,22,12922,129,,0,Southern,298.818,Zambia
92,Kawambwa,Pambashe,Luongo,12,5812,58,,0,Luapula,1104.55,Zambia
93,Mpika,Mpika,Nachikufu,16,10016,100,,0,Northern,2131.2,Zambia
94,Mpongwe,Mpongwe,Ibenga,8,3208,32,,0,Copperbelt,593.581,Zambia
95,Mporokoso,Mporokoso,Mabale,10,10210,102,,0,Northern,503.903,Zambia
96,Mpulungu,Mpulungu,Iyendwe,8,9608,96,,0,Northern,1553.51,Zambia
97,Petauke,Msanzala,Lusangazi,20,5420,54,,0,Eastern,1288.34,Zambia
98,Mufulira,Mufulira,Bwananyina,12,2812,28,,0,Copperbelt,111.357,Zambia
99,Mufumbwe,Mufumbwe,Lalafuta,15,10715,107,,0,Northwestern,4178.48,Zambia
100,Sesheke,Mulobezi,Nawinda,1,14801,148,,0,Western,6140.7,Zambia
101,Mumbwa,Mumbwa,Nalusanga,1,1001,10,,0,Central,11196.1,Zambia
102,Lusaka,Munali,Chainda,29,8129,81,,0,Lusaka,15.0141,Zambia
103,Sesheke,Mwandi,Sankolonga,8,14908,149,,0,Western,752.934,Zambia
104,Kawambwa,Mwansabombwe,Mununshi,15,5715,57,,0,Luapula,327.653,Zambia
105,Mumbwa,Mwembezhi,Milandu,20,920,9,,0,Central,595.488,Zambia
106,Mwense,Mwense,MAP LABELS UNCLEAR,-99,-99,64,,0,Luapula,196.776,Zambia
107,Mwinilunga,Mwinilunga,Kanongesha,1,10801,108,,0,Northwestern,1682.04,Zambia
108,Mwinilunga,Ikelenge,Mukangala,6,10906,109,,0,Northwestern,630.521,Zambia
109,Nakonde,Nakonde,Popomozi,5,8705,87,,0,Northern,540.496,Zambia
110,Mongu,Nalikwanda,Nakato,15,14415,144,,0,Western,814.351,Zambia
111,Senanga,Nalolo,Lyamakumbi,1,14501,145,,0,Western,699.188,Zambia
112,Namwala,Namwala,Mandondo,8,13108,131,,0,Southern,649.531,Zambia
113,Mumbwa,Nangoma,Nalubanda,14,1114,11,,0,Central,953.067,Zambia
114,Chingola,Nchanga,Kwacha,1,1701,17,,0,Copperbelt,24.4264,Zambia
115,Nchelenge,Nchelenge,Mofwe,12,6612,66,,0,Luapula,343.636,Zambia
116,Ndola,Ndola,Dag Hammerskjoeld,27,3627,36,,0,Copperbelt,400.89,Zambia
117,Kitwe,Nkana,Mindolo,27,2227,22,,0,Copperbelt,27.4098,Zambia
118,Nyimba,Nyimba,Chinambi,12,5212,52,,0,Eastern,1355.59,Zambia
119,Petauke,Petauke,Msumbazi,9,5509,55,,0,Eastern,387.019,Zambia
120,Chongwe,Rufunsa,Bunda Bunda,13,7413,74,,0,Lusaka,1351.8,Zambia
121,Senanga,Senanga,Lumbe,15,14615,146,,0,Western,1188.76,Zambia
122,Mbala,Senga Hill,Ipembe,16,9716,97,,0,Northern,598.349,Zambia
123,Serenje,Serenje,Kabamba,17,1417,14,,0,Central,607.702,Zambia
124,Sesheke,Sesheke,Kalobolelwa,19,15019,150,,0,Western,2921.71,Zambia
125,Chinsali,Shiwangadu,Mukumbi,15,8415,84,,0,Northern,1671.27,Zambia
126,Siavonga,Siavonga,Simamba,9,13209,132,,0,Southern,558.073,Zambia
127,Kalabo,Sikongo,Lulangunyi,19,13619,136,,0,Western,2254.42,Zambia
128,Sinazongwe,Sinazongwe,Namazambwe,2,13302,133,,0,Southern,591.683,Zambia
129,Katete,Sinda,Kasangazi,27,4727,47,,0,Eastern,192.027,Zambia
130,Shangombo,Sinjembela,MISSING,-99,-99,147,,0,Western,16275,Zambia
131,Solwezi,Solwezi Central,MISSING,-99,-99,110,,0,Northwestern,3333.51,Zambia
132,Solwezi,Solwezi East,MISSING,-99,-99,111,,0,Northwestern,10451.6,Zambia
133,Solwezi,Solwezi West,MISSING,-99,-99,112,,0,Northwestern,16296.9,Zambia
134,Chadiza,Vubwi,Khumba,15,3815,38,,0,Eastern,186.774,Zambia
135,Kitwe,Wusakile,MISSING,-99,-99,23,,0,Copperbelt,266.186,Zambia
136,Zambezi,Zambezi East,Lukunyi,1,11301,113,,0,Northwestern,979.129,Zambia
137,Zambezi,Zambezi West,Likungu,12,11412,114,,0,Northwestern,625.923,Zambia
138,Chililabombwe,Chililabombwe,Chitambi,7,1507,15,,0,Copperbelt,271.317,Zambia
139,Chingola,Chingola,Lulamba,14,1614,16,,0,Copperbelt,137.788,Zambia
140,Choma,Pemba,Hamaundu,10,11710,117,,0,Southern,464.479,Zambia
141,Serenje,Muchinga,Chisomo,12,1312,13,,0,Central,3376.54,Zambia
142,Ndola,Kabushi,Skyways,24,3524,35,,0,Copperbelt,1.69743,Zambia
143,Kitwe,Kwacha,Chantete,10,2110,21,,0,Copperbelt,14.8424,Zambia
144,Luanshya,Roan,Muva Hill,28,2528,25,,0,Copperbelt,255.278,Zambia
145,Mazabuka,Chikankanta,Mabwetuba,7,12407,124,,0,Southern,362.941,Zambia
146,Chibombo,Keembe,Ipongo,22,322,3,,0,Central,1927.74,Zambia
147,Chibombo,Keembe,Lunjofwa,21,321,3,,0,Central,474.42,Zambia
148,Chibombo,Keembe,Keembe,20,320,3,,0,Central,470.361,Zambia
149,Chibombo,Keembe,Mashikili,19,319,3,,0,Central,518.634,Zambia
150,Chibombo,Keembe,Kalola,14,314,3,,0,Central,581.281,Zambia
151,Chibombo,Katuba,Kabile,12,212,2,,0,Central,420.156,Zambia
152,Chibombo,Katuba,Chilochabalenge,11,211,2,,0,Central,355.441,Zambia
153,Chibombo,Katuba,Muchenje,10,210,2,,0,Central,345.406,Zambia
154,Chibombo,Katuba,Katuba,7,207,2,,0,Central,184.759,Zambia
155,Chibombo,Katuba,Chunga,8,208,2,,0,Central,54.4187,Zambia
156,Chibombo,Keembe,Chaloshi,13,313,3,,0,Central,318.675,Zambia
157,Chibombo,Keembe,Chibimbi,17,317,3,,0,Central,119.498,Zambia
158,Chibombo,Keembe,Chikobo,16,316,3,,0,Central,108.533,Zambia
159,Chibombo,Keembe,Kakoma,15,315,3,,0,Central,905.729,Zambia
160,Chibombo,Chisamba,Liteta,6,106,1,,0,Central,489.958,Zambia
161,Chibombo,Chisamba,Chisamba,5,105,1,,0,Central,1135.24,Zambia
162,Chibombo,Chisamba,Chinkokomene,3,103,1,,0,Central,571.344,Zambia
163,Chibombo,Chisamba,Mulungushi,2,102,1,,0,Central,579.593,Zambia
164,Chibombo,Chisamba,Mushishi,1,101,1,,0,Central,472.201,Zambia
165,Kabwe,Bwacha,Muwowo,1,401,4,,0,Central,263.498,Zambia
166,Kabwe,Bwacha,Munga,14,414,4,,0,Central,213.452,Zambia
167,Kabwe,Bwacha,Munyama,13,413,4,,0,Central,236.303,Zambia
168,Kabwe,Bwacha,Chinyanja,12,412,4,,0,Central,143.281,Zambia
169,Kabwe,Bwacha,Kangomba,11,411,4,,0,Central,73.8743,Zambia
170,Kabwe,Bwacha,Chililalila,15,415,4,,0,Central,72.3303,Zambia
171,Kabwe,Kabwe Central,Waya,18,518,5,,0,Central,49.0593,Zambia
172,Kabwe,Kabwe Central,Luansase,17,517,5,,0,Central,69.4774,Zambia
173,Kabwe,Kabwe Central,Chirwa,19,519,5,,0,Central,7.90438,Zambia
174,Kabwe,Kabwe Central,Justine Kabwe,21,521,5,,0,Central,5.5298,Zambia
175,Kabwe,Bwacha,Ben Kapufi,7,407,4,,0,Central,13.5738,Zambia
176,Kabwe,Bwacha,Ngungu,3,403,4,,0,Central,1.48105,Zambia
177,Kabwe,Kabwe Central,Kaputula,27,527,5,,0,Central,11.4629,Zambia
178,Kabwe,Kabwe Central,Kalonga,24,524,5,,0,Central,8.84882,Zambia
179,Kabwe,Kabwe Central,Nakoli,26,526,5,,0,Central,3.29367,Zambia
180,Kabwe,Bwacha,Bwacha,5,405,4,,0,Central,6.20436,Zambia
181,Kabwe,Bwacha,Zambezi,10,410,4,,0,Central,4.32269,Zambia
182,Kabwe,Kabwe Central,Luangwa,25,525,5,,0,Central,9.39677,Zambia
183,Kabwe,Kabwe Central,Highridge,23,523,5,,0,Central,3.32028,Zambia
184,Kabwe,Kabwe Central,Njanji,20,520,5,,0,Central,1.56782,Zambia
185,Kabwe,Kabwe Central,Kavid Ramushu,22,522,5,,0,Central,1.60883,Zambia
186,Kabwe,Bwacha,Makululu,8,408,4,,0,Central,1.10476,Zambia
187,Kabwe,Bwacha,Moomba,9,409,4,,0,Central,1.79083,Zambia
188,Kapiri Mposhi,Kapiri Mposhi,Ngabwe,1,601,6,,0,Central,2903.28,Zambia
189,Kapiri Mposhi,Kapiri Mposhi,Mukubwe,2,602,6,,0,Central,3578.73,Zambia
190,Kapiri Mposhi,Kapiri Mposhi,Kapandwe,5,605,6,,0,Central,1185.15,Zambia
191,Kapiri Mposhi,Kapiri Mposhi,Chipepo,4,604,6,,0,Central,583.554,Zambia
192,Kapiri Mposhi,Kapiri Mposhi,Luanchele,3,603,6,,0,Central,1826.41,Zambia
193,Kapiri Mposhi,Kapiri Mposhi,Kapiri Central,8,608,6,,0,Central,572.861,Zambia
194,Kapiri Mposhi,Kapiri Mposhi,Chibwelelo,7,607,6,,0,Central,187.889,Zambia
195,Kapiri Mposhi,Kapiri Mposhi,Mpunde,6,606,6,,0,Central,1237.26,Zambia
196,Kapiri Mposhi,Kapiri Mposhi,Kakwelesa,13,613,6,,0,Central,1024.07,Zambia
197,Kapiri Mposhi,Kapiri Mposhi,Kapumba,14,614,6,,0,Central,970.2,Zambia
198,Kapiri Mposhi,Kapiri Mposhi,Changondo,12,612,6,,0,Central,1142.93,Zambia
199,Kapiri Mposhi,Kapiri Mposhi,Mushimbili,10,610,6,,0,Central,545.785,Zambia
200,Kapiri Mposhi,Kapiri Mposhi,Kashitu,9,609,6,,0,Central,349.236,Zambia
201,Mkushi,Mkushi North,Mosofu,1,701,7,,0,Central,619.355,Zambia
202,Mkushi,Mkushi North,Upper Lunsemfwa,2,702,7,,0,Central,1257.64,Zambia
203,Mkushi,Mkushi North,Chibefwe,4,704,7,,0,Central,117.908,Zambia
204,Mkushi,Mkushi North,Chalata,3,703,7,,0,Central,887.907,Zambia
205,Mkushi,Mkushi North,Nkumbi,5,705,7,,0,Central,647.711,Zambia
206,Mkushi,Mkushi North,Munshibemba,6,706,7,,0,Central,786.954,Zambia
207,Mkushi,Mkushi North,Tembwe,9,709,7,,0,Central,492.929,Zambia
208,Mkushi,Mkushi North,Matuku,8,708,7,,0,Central,708.483,Zambia
209,Mkushi,Mkushi North,Nshinso,7,707,7,,0,Central,968.235,Zambia
210,Mkushi,Mkushi North,Chikanda,11,711,7,,0,Central,904.803,Zambia
211,Mkushi,Mkushi South,Kalwa,12,812,8,,0,Central,2415.13,Zambia
212,Mkushi,Mkushi South,Nkombashi,14,814,8,,0,Central,935.912,Zambia
213,Mkushi,Mkushi South,Mwalala,17,817,8,,0,Central,1263.41,Zambia
214,Mkushi,Mkushi South,Chipaba,16,816,8,,0,Central,1443.52,Zambia
215,Mumbwa,Mumbwa,Kalwanyembe,3,1003,10,,0,Central,2181.89,Zambia
216,Mumbwa,Mumbwa,Lutale,2,1002,10,,0,Central,301.444,Zambia
217,Mumbwa,Mumbwa,Chibolyo,7,1007,10,,0,Central,613.539,Zambia
218,Mumbwa,Mumbwa,Nambala,8,1008,10,,0,Central,394.432,Zambia
219,Mumbwa,Mumbwa,Shimbizhi,9,1009,10,,0,Central,138.756,Zambia
220,Mumbwa,Mumbwa,Mpusu,4,1004,10,,0,Central,1167.33,Zambia
221,Mumbwa,Mumbwa,Mumba,5,1005,10,,0,Central,365.117,Zambia
222,Mumbwa,Mumbwa,Mupona,6,1006,10,,0,Central,13.908,Zambia
223,Mumbwa,Nangoma,Nakasaka,10,1110,11,,0,Central,383.096,Zambia
224,Mumbwa,Nangoma,Nangoma,11,1111,11,,0,Central,590.322,Zambia
225,Mumbwa,Mwembezhi,Lutondo,17,917,9,,0,Central,249.243,Zambia
226,Mumbwa,Mwembezhi,Chabota,18,918,9,,0,Central,285.18,Zambia
227,Mumbwa,Nangoma,Myooye,12,1112,11,,0,Central,88.5976,Zambia
228,Mumbwa,Nangoma,Shiohanzu,13,1113,11,,0,Central,364.873,Zambia
229,Mumbwa,Nangoma,Chisalu,16,1116,11,,0,Central,440.154,Zambia
230,Mumbwa,Nangoma,Choma,15,1115,11,,0,Central,578.279,Zambia
231,Mumbwa,Mwembezhi,Nampundwe,22,922,9,,0,Central,239.602,Zambia
232,Mumbwa,Mwembezhi,Kalundu,19,919,9,,0,Central,217.044,Zambia
233,Mumbwa,Mwembezhi,Makombwe,21,921,9,,0,Central,120.545,Zambia
234,Serenje,Chitambo,Lulimala,1,1201,12,,0,Central,1223.54,Zambia
235,Serenje,Chitambo,Mpelembe,2,1202,12,,0,Central,204.821,Zambia
236,Serenje,Chitambo,Luombwa,4,1204,12,,0,Central,1027.89,Zambia
237,Serenje,Chitambo,Chipundu,3,1203,12,,0,Central,716.367,Zambia
238,Serenje,Chitambo,Chalilo,5,1205,12,,0,Central,1178.07,Zambia
239,Serenje,Chitambo,Chitambo,6,1206,12,,0,Central,939.229,Zambia
240,Serenje,Serenje,Musangashi,22,1422,14,,0,Central,821.715,Zambia
241,Serenje,Serenje,Nganswa,20,1420,14,,0,Central,1218.86,Zambia
242,Serenje,Serenje,Lupiya,21,1421,14,,0,Central,699.359,Zambia
243,Serenje,Serenje,Muchinga,19,1419,14,,0,Central,1000.75,Zambia
244,Serenje,Serenje,Ibolelo,18,1418,14,,0,Central,497.824,Zambia
245,Serenje,Muchinga,Mailo,8,1308,13,,0,Central,978.54,Zambia
246,Serenje,Muchinga,Serenje,10,1310,13,,0,Central,2968.19,Zambia
247,Serenje,Muchinga,Kabansa,11,1311,13,,0,Central,444.503,Zambia
248,Serenje,Muchinga,Kanona,9,1309,13,,0,Central,1023.7,Zambia
249,Serenje,Muchinga,Lukusanshi,13,1313,13,,0,Central,1116.51,Zambia
250,Serenje,Muchinga,Sancha,14,1314,13,,0,Central,704.588,Zambia
251,Serenje,Muchinga,Masaninga,16,1316,13,,0,Central,814.03,Zambia
252,Serenje,Muchinga,Chibale,15,1315,13,,0,Central,1072.18,Zambia
253,Chililabombwe,Chililabombwe,Chilimina,1,1501,15,,0,Copperbelt,187.601,Zambia
254,Chililabombwe,Chililabombwe,Iyanda,2,1502,15,,0,Copperbelt,151.566,Zambia
255,Chililabombwe,Chililabombwe,Kawama,5,1505,15,,0,Copperbelt,68.5984,Zambia
256,Chililabombwe,Chililabombwe,Silwizya,13,1513,15,,0,Copperbelt,105.561,Zambia
257,Chililabombwe,Chililabombwe,Miteta,6,1506,15,,0,Copperbelt,173.599,Zambia
258,Chililabombwe,Chililabombwe,James Phiri,12,1512,15,,0,Copperbelt,0.476831,Zambia
259,Chililabombwe,Chililabombwe,Yeta,16,1516,15,,0,Copperbelt,0.150693,Zambia
260,Chililabombwe,Chililabombwe,Chitimukulu,15,1515,15,,0,Copperbelt,0.210243,Zambia
261,Chililabombwe,Chililabombwe,Kamina,18,1518,15,,0,Copperbelt,0.132465,Zambia
262,Chililabombwe,Chililabombwe,Ngebe,17,1517,15,,0,Copperbelt,0.186424,Zambia
263,Chililabombwe,Chililabombwe,Yotam Muleya,20,1520,15,,0,Copperbelt,0.11763,Zambia
264,Chililabombwe,Chililabombwe,Mukuka,19,1519,15,,0,Copperbelt,0.396879,Zambia
265,Chililabombwe,Chililabombwe,Nakatindi,21,1521,15,,0,Copperbelt,0.964028,Zambia
266,Chililabombwe,Chililabombwe,Mumba,22,1522,15,,0,Copperbelt,1.07799,Zambia
267,Chililabombwe,Chililabombwe,Mathew Nkoloma,11,1511,15,,0,Copperbelt,0.413025,Zambia
268,Chililabombwe,Chililabombwe,Mvula,10,1510,15,,0,Copperbelt,0.627831,Zambia
269,Chililabombwe,Chililabombwe,Kafue,9,1509,15,,0,Copperbelt,9.23515,Zambia
270,Chililabombwe,Chililabombwe,Helen Kaunda,14,1514,15,,0,Copperbelt,4.53608,Zambia
271,Chililabombwe,Chililabombwe,Kakoso,8,1508,15,,0,Copperbelt,8.24133,Zambia
272,Chingola,Chingola,Mutenda,26,1626,16,,0,Copperbelt,428.75,Zambia
273,Chingola,Chingola,Muchinshi,25,1625,16,,0,Copperbelt,114.915,Zambia
274,Chingola,Chingola,Ipafu,24,1624,16,,0,Copperbelt,297.895,Zambia
275,Chingola,Chingola,Kalilo,23,1623,16,,0,Copperbelt,170.021,Zambia
276,Chingola,Nchanga,Bupalo,10,1710,17,,0,Copperbelt,161.883,Zambia
277,Chingola,Chingola,Kasompe,12,1612,16,,0,Copperbelt,103.181,Zambia
278,Chingola,Chingola,Musenga,11,1611,16,,0,Copperbelt,35.5828,Zambia
279,Chingola,Chingola,Mimbula,13,1613,16,,0,Copperbelt,81.4197,Zambia
280,Chingola,Chingola,Chiwempala,21,1621,16,,0,Copperbelt,2.18585,Zambia
281,Chingola,Chingola,Chitimukulu,19,1619,16,,0,Copperbelt,0.849668,Zambia
282,Chingola,Chingola,Maiteneke,18,1618,16,,0,Copperbelt,1.8813,Zambia
283,Chingola,Chingola,Chabanyama,17,1617,16,,0,Copperbelt,0.47515,Zambia
284,Chingola,Chingola,G Chifwembe,16,1616,16,,0,Copperbelt,0.275906,Zambia
285,Chingola,Chingola,Twatasha,15,1615,16,,0,Copperbelt,0.943772,Zambia
286,Chingola,Chingola,Chikola,20,1620,16,,0,Copperbelt,2.11993,Zambia
287,Chingola,Chingola,Chingola,27,1627,16,,0,Copperbelt,15.3686,Zambia
288,Chingola,Nchanga,Nchanga,2,1702,17,,0,Copperbelt,1.1661,Zambia
289,Chingola,Nchanga,Sekela,3,1703,17,,0,Copperbelt,0.839622,Zambia
290,Chingola,Nchanga,Nsansa,4,1704,17,,0,Copperbelt,0.963369,Zambia
291,Chingola,Nchanga,Buntungwa,5,1705,17,,0,Copperbelt,1.02163,Zambia
292,Chingola,Nchanga,Kasala,7,1707,17,,0,Copperbelt,1.76747,Zambia
293,Chingola,Nchanga,Kabundi,6,1706,17,,0,Copperbelt,2.27767,Zambia
294,Chingola,Nchanga,Kapisha,8,1708,17,,0,Copperbelt,9.60541,Zambia
295,Chingola,Nchanga,Luano,9,1709,17,,0,Copperbelt,70.6785,Zambia
296,Chingola,Chingola,Kabungo,22,1622,16,,0,Copperbelt,56.7146,Zambia
297,Kalulushi,Kalulushi,Chati,21,1821,18,,0,Copperbelt,412.485,Zambia
298,Kalulushi,Kalulushi,Chankalamo,20,1820,18,,0,Copperbelt,80.9933,Zambia
299,Kalulushi,Kalulushi,Chembe,22,1822,18,,0,Copperbelt,43.2291,Zambia
300,Kalulushi,Kalulushi,Lulamba,5,1805,18,,0,Copperbelt,147.684,Zambia
301,Kalulushi,Kalulushi,Mwambashi,6,1806,18,,0,Copperbelt,166.159,Zambia
302,Kalulushi,Kalulushi,Musakashi,1,1801,18,,0,Copperbelt,20.23,Zambia
303,Kalulushi,Kalulushi,Chambishi,2,1802,18,,0,Copperbelt,3.7385,Zambia
304,Kalulushi,Kalulushi,Twaiteka,3,1803,18,,0,Copperbelt,17.6406,Zambia
305,Kalulushi,Kalulushi,Ichimpe,7,1807,18,,0,Copperbelt,50.6969,Zambia
306,Kalulushi,Kalulushi,Kafue,19,1819,18,,0,Copperbelt,14.6535,Zambia
307,Kalulushi,Kalulushi,Chisupa,16,1816,18,,0,Copperbelt,33.2412,Zambia
308,Kalulushi,Kalulushi,Dongwe,18,1818,18,,0,Copperbelt,0.674519,Zambia
