OBJECTID,distName,constName,NAME,wardNum,GAUL_CODE,constCode,notes,mergedWard,province,area,ADM0_NAME
1227,Luwingu,Lupososhi,Bwalinde,11,9411,94,,0,Northern,394.769,Zambia
1228,Luwingu,Lubasenshi,Ipusukilo,14,9314,93,,0,Northern,236.174,Zambia
1229,Luwingu,Lubasenshi,Masonde,18,9318,93,,0,Northern,668.67,Zambia
1230,Luwingu,Lubasenshi,Chulungoma,17,9317,93,,0,Northern,350.501,Zambia
1231,Luwingu,Lubasenshi,Katopola,15,9315,93,,0,Northern,128.114,Zambia
1232,Luwingu,Lubasenshi,Namukolo,16,9316,93,,0,Northern,18.2178,Zambia
1233,Luwingu,Lubasenshi,Mushituwamboo,20,9320,93,,0,Northern,460.464,Zambia
1234,Luwingu,Lubasenshi,Chifwile,19,9319,93,,0,Northern,798.195,Zambia
1235,Luwingu,Lubasenshi,Lwata,21,9321,93,,0,Northern,957.935,Zambia
1236,Kasama,Kasama,Kasenga,1,9001,90,,0,Northern,981.042,Zambia
1237,Kasama,Kasama,Chilunga,3,9003,90,,0,Northern,459.651,Zambia
1238,Kasama,Kasama,Julia Chikamoneka,5,9005,90,,0,Northern,148.618,Zambia
1239,Kasama,Kasama,Lukupa,6,9006,90,,0,Northern,83.868,Zambia
1240,Kasama,Kasama,Buseko,8,9008,90,,0,Northern,32.6375,Zambia
1241,Kasama,Kasama,Mulilansolo,7,9007,90,,0,Northern,22.2183,Zambia
1242,Kasama,Lukashya,Kapumaula,13,9113,91,,0,Northern,222.236,Zambia
1243,Kasama,Lukashya,Chiba,12,9112,91,,0,Northern,155.799,Zambia
1244,Kasama,Lukashya,Kapongolo,15,9115,91,,0,Northern,827.762,Zambia
1245,Kasama,Lukashya,Chibundu,14,9114,91,,0,Northern,840.235,Zambia
1246,Kasama,Lukashya,Lualuo,11,9111,91,,0,Northern,482.136,Zambia
1247,Kasama,Lukashya,Chumba,17,9117,91,,0,Northern,511.365,Zambia
1248,Kasama,Lukashya,Musowa,16,9116,91,,0,Northern,2098.88,Zambia
1249,Kasama,Lukashya,Mukanga,10,9110,91,,0,Northern,1001.62,Zambia
1250,Kasama,Kasama,Lukulu,4,9004,90,,0,Northern,622.57,Zambia
1251,Chinsali,Chinsali,Chilunda,2,8302,83,,0,Northern,115.21,Zambia
1252,Chinsali,Chinsali,Malalo,5,8305,83,,0,Northern,831.393,Zambia
1253,Chinsali,Chinsali,Itapa,1,8301,83,,0,Northern,880.77,Zambia
1254,Chinsali,Chinsali,Chilinda,3,8303,83,,0,Northern,416.103,Zambia
1255,Chinsali,Chinsali,Kaunga,4,8304,83,,0,Northern,867.291,Zambia
1256,Chinsali,Chinsali,Chambeshi,7,8307,83,,0,Northern,515.352,Zambia
1257,Chinsali,Chinsali,Chipanga,6,8306,83,,0,Northern,572.33,Zambia
1258,Chinsali,Chinsali,MERGED WARDS,-88,8388,83,Ichinga AND Nkakula - wards  9 10,1,Northern,130.329,Zambia
1259,Chinsali,Chinsali,Lubwa,8,8308,83,,0,Northern,832.302,Zambia
1260,Chinsali,Shiwangadu,Nkulungwe,22,8422,84,,0,Northern,356.145,Zambia
1261,Chinsali,Shiwangadu,Chimpundu,21,8421,84,,0,Northern,860.919,Zambia
1262,Chinsali,Shiwangadu,Mwiche,19,8419,84,,0,Northern,723.504,Zambia
1263,Chinsali,Shiwangadu,Ichingo,20,8420,84,,0,Northern,1441.33,Zambia
1264,Chinsali,Shiwangadu,Chamusenga,12,8412,84,,0,Northern,1124.33,Zambia
1265,Chinsali,Shiwangadu,MERGED WARDS,-88,8488,84,Muchinga AND Chandaula - wards  13 14,1,Northern,626.609,Zambia
1266,Chinsali,Shiwangadu,Mwila Kabuswe,16,8416,84,,0,Northern,662.188,Zambia
1267,Chinsali,Shiwangadu,Chibinda,17,8417,84,,0,Northern,931.889,Zambia
1268,Chinsali,Shiwangadu,Mayembe,18,8418,84,,0,Northern,912.468,Zambia
1269,Isoka,Mafinga,Kalanga,17,8517,85,,0,Eastern,638.575,Zambia
1270,Isoka,Mafinga,Luhoka,16,8516,85,,0,Eastern,810.024,Zambia
1271,Isoka,Mafinga,Kakoma,15,8515,85,,0,Eastern,168.087,Zambia
1272,Isoka,Mafinga,Bemba,14,8514,85,,0,Eastern,182.172,Zambia
1273,Isoka,Mafinga,Thendere,13,8513,85,,0,Eastern,401.603,Zambia
1274,Isoka,Mafinga,Ntonga,11,8511,85,,0,Eastern,424.011,Zambia
1275,Isoka,Mafinga,Mukutu,12,8512,85,,0,Eastern,635.515,Zambia
1276,Isoka,Isoka,Mpungu,9,8609,86,,0,Eastern,925.045,Zambia
1277,Isoka,Isoka,Luangwa,8,8608,86,,0,Eastern,293.38,Zambia
1278,Isoka,Isoka,MERGED WARDS,-88,8688,86,Itukuta AND Milongo - wards  5 6,1,Eastern,751.525,Zambia
1279,Isoka,Isoka,Kantenshya,2,8602,86,,0,Eastern,367.629,Zambia
1280,Isoka,Isoka,Kapililonge,4,8604,86,,0,Eastern,296.155,Zambia
1281,Isoka,Isoka,Sasamwenjue,3,8603,86,,0,Eastern,842.111,Zambia
1282,Isoka,Isoka,Kasoka,1,8601,86,,0,Eastern,23.0263,Zambia
1283,Kaputa,Chimbamilonga,Kapisha,1,8801,88,,0,Northern,553.349,Zambia
1284,Kaputa,Chimbamilonga,Nsumbu,2,8802,88,,0,Northern,606.837,Zambia
1285,Kaputa,Chimbamilonga,Chisela,3,8803,88,,0,Northern,267.358,Zambia
1286,Kaputa,Chimbamilonga,Munwa,4,8804,88,,0,Northern,835.441,Zambia
1287,Kaputa,Chimbamilonga,Kampinda,5,8805,88,,0,Northern,562.163,Zambia
1288,Kaputa,Chimbamilonga,Mwambeshi,8,8808,88,,0,Northern,973.52,Zambia
1289,Kaputa,Chimbamilonga,Fungwa,10,8810,88,,0,Northern,307.139,Zambia
1290,Kaputa,Chimbamilonga,Kakusu,6,8806,88,,0,Northern,98.6948,Zambia
1291,Kaputa,Chimbamilonga,Kashikishi,7,8807,88,,0,Northern,204.652,Zambia
1292,Kaputa,Chimbamilonga,Mukubwe,11,8811,88,,0,Northern,510.213,Zambia
1293,Kaputa,Kaputa,Kalungwishi,14,8914,89,,0,Northern,470.211,Zambia
1294,Kaputa,Kaputa,Mofwe,13,8913,89,,0,Northern,519.105,Zambia
1295,Kaputa,Kaputa,Chiyilunda,12,8912,89,,0,Northern,793.747,Zambia
1296,Kaputa,Kaputa,Nkota,15,8915,89,,0,Northern,628.678,Zambia
1297,Kaputa,Kaputa,Chipili,16,8916,89,,0,Northern,1129.26,Zambia
1298,Kaputa,Kaputa,Choma,17,8917,89,,0,Northern,38.0263,Zambia
1299,Kaputa,Kaputa,Mowa,18,8918,89,,0,Northern,282.387,Zambia
1300,Kaputa,Kaputa,Mwawe,20,8920,89,,0,Northern,170.609,Zambia
1301,Kaputa,Kaputa,Kaleulu,19,8919,89,,0,Northern,587.909,Zambia
1302,Kaputa,Kaputa,Kapulwa,21,8921,89,,0,Northern,216.708,Zambia
1303,Nyimba,Nyimba,Chinsimbwe,1,5201,52,,0,Eastern,664.551,Zambia
1304,Nyimba,Nyimba,Katipa,2,5202,52,,0,Eastern,797.296,Zambia
1305,Nyimba,Nyimba,Luangwa,13,5213,52,,0,Eastern,3944.83,Zambia
1306,Nyimba,Nyimba,Chamilala,11,5211,52,,0,Eastern,1324.61,Zambia
1307,Nyimba,Nyimba,Chiweza,9,5209,52,,0,Eastern,450.262,Zambia
1308,Nyimba,Nyimba,Mombe,10,5210,52,,0,Eastern,691.68,Zambia
1309,Nyimba,Nyimba,Kaliwe,8,5208,52,,0,Eastern,313.11,Zambia
1310,Nyimba,Nyimba,Lwezi,5,5205,52,,0,Eastern,81.4208,Zambia
1311,Nyimba,Nyimba,Ngozi,4,5204,52,,0,Eastern,173.89,Zambia
1312,Nyimba,Nyimba,Vizimumba,3,5203,52,,0,Eastern,533.469,Zambia
1313,Nyimba,Nyimba,Mtilizi,6,5206,52,,0,Eastern,101.441,Zambia
1314,Nyimba,Nyimba,Nyimba,7,5207,52,,0,Eastern,155.416,Zambia
1315,Livingstone,Livingstone,Simonga,12,12312,123,,0,Southern,238.431,Zambia
1316,Livingstone,Livingstone,Freedom,1,12301,123,,0,Southern,20.4791,Zambia
1317,Livingstone,Livingstone,Lizuma,11,12311,123,,0,Southern,0.919627,Zambia
1318,Livingstone,Livingstone,Dambwa Central,13,12313,123,,0,Southern,1.709,Zambia
1319,Livingstone,Livingstone,Zambezi,14,12314,123,,0,Southern,7.66017,Zambia
1320,Livingstone,Livingstone,Nansanzu,16,12316,123,,0,Southern,4.76138,Zambia
1321,Livingstone,Livingstone,Kariba,15,12315,123,,0,Southern,1.12354,Zambia
1322,Livingstone,Livingstone,Maramba,9,12309,123,,0,Southern,2.18664,Zambia
1323,Livingstone,Livingstone,Libuyu,6,12306,123,,0,Southern,2.69702,Zambia
1324,Livingstone,Livingstone,Mulungushi,8,12308,123,,0,Southern,0.326296,Zambia
1325,Livingstone,Livingstone,Mwalibonena,7,12307,123,,0,Southern,0.647875,Zambia
1326,Livingstone,Livingstone,Namatama,4,12304,123,,0,Southern,5.05097,Zambia
1327,Livingstone,Livingstone,Musi o Tunya,2,12302,123,,0,Southern,2.7546,Zambia
1328,Livingstone,Livingstone,Dr Mubitana,3,12303,123,,0,Southern,135.006,Zambia
1329,Livingstone,Livingstone,Akapelwa,10,12310,123,,0,Southern,2.00987,Zambia
1330,Livingstone,Livingstone,Shungu,17,12317,123,,0,Southern,81.5177,Zambia
1331,Lundazi,Lumezi,Diwa,26,4926,49,,0,Eastern,1057.16,Zambia
1332,Lundazi,Lumezi,Chibande,27,4927,49,,0,Eastern,1577.46,Zambia
1333,Lundazi,Lumezi,Lukusuzi,25,4925,49,,0,Eastern,2094.85,Zambia
1334,Lundazi,Lumezi,Kamimba,22,4922,49,,0,Eastern,488.078,Zambia
1335,Lundazi,Lumezi,MERGED WARDS,-88,4988,49,Chamtowa AND Kachama - wards  19 20,1,Eastern,488.844,Zambia
1336,Lundazi,Lumezi,Wachitangati,21,4921,49,,0,Eastern,508.14,Zambia
1337,Lundazi,Lundazi,Nthitimila,17,5017,50,,0,Eastern,178.442,Zambia
1338,Lundazi,Lundazi,Lunevwa,18,5018,50,,0,Eastern,305.425,Zambia
1339,Lundazi,Lundazi,Chimaliro,16,5016,50,,0,Eastern,142.111,Zambia
1340,Lundazi,Lundazi,Chilola,15,5015,50,,0,Eastern,130.26,Zambia
1341,Lundazi,Lundazi,Ndonda,12,5012,50,,0,Eastern,129.926,Zambia
1342,Lundazi,Lundazi,Mnyamazi,11,5011,50,,0,Eastern,116.264,Zambia
1343,Lundazi,Lundazi,MERGED WARDS,-88,5088,50,Msuzi AND Mkomba - wards  13 14,1,Eastern,245.058,Zambia
1344,Lundazi,Chasefu,Chaboli,10,4810,48,,0,Eastern,132.453,Zambia
1345,Lundazi,Chasefu,Membe,8,4808,48,,0,Eastern,61.5187,Zambia
1346,Lundazi,Chasefu,Kapilinsanga,6,4806,48,,0,Eastern,204.647,Zambia
1347,Lundazi,Chasefu,Magodi,2,4802,48,,0,Eastern,382.232,Zambia
1348,Lundazi,Chasefu,Manda Hill,1,4801,48,,0,Eastern,362.267,Zambia
1349,Lundazi,Chasefu,Susa,3,4803,48,,0,Eastern,284.429,Zambia
1350,Lundazi,Chasefu,Nkhanga,7,4807,48,,0,Eastern,319.7,Zambia
1351,Lundazi,Chasefu,Luwelezi,4,4804,48,,0,Eastern,216.458,Zambia
1352,Lundazi,Lundazi,Vuli,9,5009,50,,0,Eastern,302.15,Zambia
1353,Lundazi,Lumezi,Kazembe,23,4923,49,,0,Eastern,1327.35,Zambia
1354,Kalabo,Sikongo,Nengu,25,13625,136,,0,Western,305.413,Zambia
1355,Kaoma,Mangango,Luambuwa,17,13917,139,,0,Western,1540.04,Zambia
1356,Kabwe,Bwacha,Kawama,6,406,4,,0,Central,1.74517,Zambia
1357,Kitwe,Chimwemwe,Kawama,3,1903,19,,0,Copperbelt,56.8118,Zambia
1358,Mufulira,Mufulira,Kafue,18,2818,28,,0,Copperbelt,29.0448,Zambia
