"","iso3","ADM0_NAME","ADM1_NAME","NAME","GAUL_CODE"
"1","MOZ","Mozambique","zambezia","altomolocue",32018
"2","MOZ","Mozambique","niassa","amaramba",32025
"3","MOZ","Mozambique","cabodelgado","ancuabe",32039
"4","MOZ","Mozambique","nampula","angoche",32043
"5","MOZ","Mozambique","tete","angonia",32044
"6","MOZ","Mozambique","manica","barue",32162
"7","MOZ","Mozambique","sofala","beira",32189
"8","MOZ","Mozambique","gaza","bilene",32217
"9","MOZ","Mozambique","maputocidade","boane",32245
"10","MOZ","Mozambique","sofala","buzi",32336
"11","MOZ","Mozambique","tete","cahorabassa",32351
"12","MOZ","Mozambique","sofala","caia",32352
"13","MOZ","Mozambique","gaza","canicado",32368
"14","MOZ","Mozambique","tete","changara",32388
"15","MOZ","Mozambique","sofala","chemba",32392
"16","MOZ","Mozambique","sofala","cheringoma",32393
"17","MOZ","Mozambique","sofala","chibabava",32394
"18","MOZ","Mozambique","gaza","chibuto",32398
"19","MOZ","Mozambique","gaza","chicualacuala",32400
"20","MOZ","Mozambique","zambezia","chinde",32408
"21","MOZ","Mozambique","cabodelgado","chiure",32424
"22","MOZ","Mozambique","tete","chiuta",32425
"23","MOZ","Mozambique","gaza","chokwe",32428
"24","MOZ","Mozambique","manica","cidadedechimoio",32433
"25","MOZ","Mozambique","niassa","distritodelichinga",32522
"26","MOZ","Mozambique","gaza","distritodexaixai",32523
"27","MOZ","Mozambique","sofala","dondo",32539
"28","MOZ","Mozambique","nampula","eratinampula",32615
"29","MOZ","Mozambique","zambezia","gile",32730
"30","MOZ","Mozambique","sofala","gorongosa",32754
"31","MOZ","Mozambique","inhambane","govuro",32764
"32","MOZ","Mozambique","manica","guro",32790
"33","MOZ","Mozambique","zambezia","gurue",32791
"34","MOZ","Mozambique","inhambane","homoine",32831
"35","MOZ","Mozambique","zambezia","ile",32913
"36","MOZ","Mozambique","inhambane","inharrime",32929
"37","MOZ","Mozambique","niassa","lago",33243
"38","MOZ","Mozambique","zambezia","lugela",33313
"39","MOZ","Mozambique","tete","macanga",33327
"40","MOZ","Mozambique","cabodelgado","macimboadaprai",33332
"41","MOZ","Mozambique","cabodelgado","macomia",33334
"42","MOZ","Mozambique","zambezia","maganjadacosta",33344
"43","MOZ","Mozambique","tete","magoe",33347
"44","MOZ","Mozambique","maputocidade","magude",33349
"45","MOZ","Mozambique","nampula","maiaia",33353
"46","MOZ","Mozambique","niassa","majune",33359
"47","MOZ","Mozambique","nampula","malema",33374
"48","MOZ","Mozambique","niassa","mandimba",33384
"49","MOZ","Mozambique","maputocidade","manhica",33392
"50","MOZ","Mozambique","manica","manica",33394
"51","MOZ","Mozambique","gaza","manjacaze",33396
"52","MOZ","Mozambique","tete","maravia",33408
"53","MOZ","Mozambique","maputocidade","marracuene",33418
"54","MOZ","Mozambique","sofala","marromeu",33419
"55","MOZ","Mozambique","niassa","marrupa",33420
"56","MOZ","Mozambique","inhambane","massinga",33437
"57","MOZ","Mozambique","gaza","massingir",33438
"58","MOZ","Mozambique","maputocidade","matutuine",33449
"59","MOZ","Mozambique","niassa","maua",33450
"60","MOZ","Mozambique","niassa","mavago",33451
"61","MOZ","Mozambique","niassa","mecanhelas",33486
"62","MOZ","Mozambique","nampula","meconta",33487
"63","MOZ","Mozambique","nampula","mecuburi",33488
"64","MOZ","Mozambique","cabodelgado","mecufi",33489
"65","MOZ","Mozambique","niassa","mecula",33490
"66","MOZ","Mozambique","cabodelgado","meluco",33500
"67","MOZ","Mozambique","nampula","memba",33501
"68","MOZ","Mozambique","zambezia","milange",33520
"69","MOZ","Mozambique","maputocidade","moamba",33534
"70","MOZ","Mozambique","tete","moatize",33536
"71","MOZ","Mozambique","zambezia","mocuba",33539
"72","MOZ","Mozambique","nampula","mogincual",33540
"73","MOZ","Mozambique","nampula","mogovolas",33543
"74","MOZ","Mozambique","nampula","moma",33550
"75","MOZ","Mozambique","nampula","monapo",33552
"76","MOZ","Mozambique","cabodelgado","montepuez",33559
"77","MOZ","Mozambique","zambezia","mopeia",33562
"78","MOZ","Mozambique","zambezia","morrumbala",33567
"79","MOZ","Mozambique","inhambane","morrumbene",33568
"80","MOZ","Mozambique","nampula","mossuril",33569
"81","MOZ","Mozambique","manica","mossurize",33570
"82","MOZ","Mozambique","nampula","muecate",33599
"83","MOZ","Mozambique","cabodelgado","mueda",33600
"84","MOZ","Mozambique","nampula","murrupula",33616
"85","MOZ","Mozambique","tete","mutarara",33622
"86","MOZ","Mozambique","nampula","nacala",33644
"87","MOZ","Mozambique","maputocidade","namaacha",33652
"88","MOZ","Mozambique","zambezia","namacurra",33654
"89","MOZ","Mozambique","zambezia","namarroi",33656
"90","MOZ","Mozambique","cabodelgado","namuno",33659
"91","MOZ","Mozambique","cabodelgado","palma",33947
"92","MOZ","Mozambique","inhambane","panda",33950
"93","MOZ","Mozambique","zambezia","pebane",33956
"94","MOZ","Mozambique","cabodelgado","pembametuge",33958
"95","MOZ","Mozambique","zambezia","quelimane",33982
"96","MOZ","Mozambique","cabodelgado","quissanga",33988
"97","MOZ","Mozambique","nampula","ribaue",34005
"98","MOZ","Mozambique","niassa","sanga",34062
"99","MOZ","Mozambique","manica","sussundenga",34177
"100","MOZ","Mozambique","manica","tambara",34192
"101","MOZ","Mozambique","inhambane","vilanculos",34335
"102","MOZ","Mozambique","inhambane","zavala",34418
"103","MOZ","Mozambique","tete","zumbo",34435
"104","MOZ","Mozambique","nampula","ilhademocambique",34521
"105","MOZ","Mozambique","cabodelgado","ancuabe",42852
"106","MOZ","Mozambique","cabodelgado","balama",42853
"107","MOZ","Mozambique","cabodelgado","chiure",42854
"108","MOZ","Mozambique","cabodelgado","cidadedepemba",42855
"109","MOZ","Mozambique","cabodelgado","ibo",42856
"110","MOZ","Mozambique","cabodelgado","macomia",42857
"111","MOZ","Mozambique","cabodelgado","mecufi",42858
"112","MOZ","Mozambique","cabodelgado","meluco",42859
"113","MOZ","Mozambique","cabodelgado","metuge",42860
"114","MOZ","Mozambique","cabodelgado","mocimboadapraia",42861
"115","MOZ","Mozambique","cabodelgado","montepuez",42862
"116","MOZ","Mozambique","cabodelgado","mueda",42863
"117","MOZ","Mozambique","cabodelgado","muidumbe",42864
"118","MOZ","Mozambique","cabodelgado","namuno",42865
"119","MOZ","Mozambique","cabodelgado","nangade",42866
"120","MOZ","Mozambique","cabodelgado","palma",42867
"121","MOZ","Mozambique","cabodelgado","quissanga",42868
"122","MOZ","Mozambique","gaza","bilene",42869
"123","MOZ","Mozambique","gaza","chibuto",42870
"124","MOZ","Mozambique","gaza","chicualacuala",42871
"125","MOZ","Mozambique","gaza","chigubo",42872
"126","MOZ","Mozambique","gaza","chokwe",42873
"127","MOZ","Mozambique","gaza","chongoene",42874
"128","MOZ","Mozambique","gaza","guija",42875
"129","MOZ","Mozambique","gaza","limpopo",42876
"130","MOZ","Mozambique","gaza","mabalane",42877
"131","MOZ","Mozambique","gaza","mandlakazi",42878
"132","MOZ","Mozambique","gaza","mapai",42879
"133","MOZ","Mozambique","gaza","massangena",42880
"134","MOZ","Mozambique","gaza","massingir",42881
"135","MOZ","Mozambique","gaza","xaixai",42882
"136","MOZ","Mozambique","inhambane","cidadedeinhambane",42883
"137","MOZ","Mozambique","inhambane","maxixe",42884
"138","MOZ","Mozambique","inhambane","funhalouro",42885
"139","MOZ","Mozambique","inhambane","govuro",42886
"140","MOZ","Mozambique","inhambane","homoine",42887
"141","MOZ","Mozambique","inhambane","inharrime",42888
"142","MOZ","Mozambique","inhambane","inhassoro",42889
"143","MOZ","Mozambique","inhambane","jangamo",42890
"144","MOZ","Mozambique","inhambane","mabote",42891
"145","MOZ","Mozambique","inhambane","massinga",42892
"146","MOZ","Mozambique","inhambane","morrumbene",42893
"147","MOZ","Mozambique","inhambane","panda",42894
"148","MOZ","Mozambique","inhambane","vilankulo",42895
"149","MOZ","Mozambique","inhambane","zavala",42896
"150","MOZ","Mozambique","manica","barue",42897
"151","MOZ","Mozambique","manica","chimoio",42898
"152","MOZ","Mozambique","manica","gondola",42899
"153","MOZ","Mozambique","manica","guro",42900
"154","MOZ","Mozambique","manica","macate",42901
"155","MOZ","Mozambique","manica","machaze",42902
"156","MOZ","Mozambique","manica","macossa",42903
"157","MOZ","Mozambique","manica","manica",42904
"158","MOZ","Mozambique","manica","mossurize",42905
"159","MOZ","Mozambique","manica","sussundenga",42906
"160","MOZ","Mozambique","manica","tambara",42907
"161","MOZ","Mozambique","manica","vanduzi",42908
"162","MOZ","Mozambique","maputocidade","kamavota",42909
"163","MOZ","Mozambique","maputocidade","kamaxakeni",42910
"164","MOZ","Mozambique","maputocidade","kamubukwana",42911
"165","MOZ","Mozambique","maputocidade","kanyaka",42912
"166","MOZ","Mozambique","maputocidade","katembe",42913
"167","MOZ","Mozambique","maputocidade","nlhamankulu",42914
"168","MOZ","Mozambique","maputoprovincia","boane",42915
"169","MOZ","Mozambique","maputoprovincia","cidadedamatola",42916
"170","MOZ","Mozambique","maputoprovincia","magude",42917
"171","MOZ","Mozambique","maputoprovincia","manhica",42918
"172","MOZ","Mozambique","maputoprovincia","marracuene",42919
"173","MOZ","Mozambique","maputoprovincia","matutuine",42920
"174","MOZ","Mozambique","maputoprovincia","moamba",42921
"175","MOZ","Mozambique","maputoprovincia","namaacha",42922
"176","MOZ","Mozambique","nampula","angoche",42923
"177","MOZ","Mozambique","nampula","erati",42924
"178","MOZ","Mozambique","nampula","ilhademocambique",42925
"179","MOZ","Mozambique","nampula","lalaua",42926
"180","MOZ","Mozambique","nampula","larde",42927
"181","MOZ","Mozambique","nampula","liupo",42928
"182","MOZ","Mozambique","nampula","malema",42929
"183","MOZ","Mozambique","nampula","meconta",42930
"184","MOZ","Mozambique","nampula","mecuburi",42931
"185","MOZ","Mozambique","nampula","memba",42932
"186","MOZ","Mozambique","nampula","mogincual",42933
"187","MOZ","Mozambique","nampula","mogovolas",42934
"188","MOZ","Mozambique","nampula","moma",42935
"189","MOZ","Mozambique","nampula","monapo",42936
"190","MOZ","Mozambique","nampula","mossuril",42937
"191","MOZ","Mozambique","nampula","muecate",42938
"192","MOZ","Mozambique","nampula","murrupula",42939
"193","MOZ","Mozambique","nampula","nacalaavelha",42940
"194","MOZ","Mozambique","nampula","nacala",42941
"195","MOZ","Mozambique","nampula","nacaroa",42942
"196","MOZ","Mozambique","nampula","nampula",42943
"197","MOZ","Mozambique","nampula","rapale",42944
"198","MOZ","Mozambique","nampula","ribaue",42945
"199","MOZ","Mozambique","niassa","chimbonila",42946
"200","MOZ","Mozambique","niassa","cuamba",42947
"201","MOZ","Mozambique","niassa","lago",42948
"202","MOZ","Mozambique","niassa","lichinga",42949
"203","MOZ","Mozambique","niassa","majune",42950
"204","MOZ","Mozambique","niassa","mandimba",42951
"205","MOZ","Mozambique","niassa","marrupa",42952
"206","MOZ","Mozambique","niassa","maua",42953
"207","MOZ","Mozambique","niassa","mavago",42954
"208","MOZ","Mozambique","niassa","mecanhelas",42955
"209","MOZ","Mozambique","niassa","mecula",42956
"210","MOZ","Mozambique","niassa","metarica",42957
"211","MOZ","Mozambique","niassa","muembe",42958
"212","MOZ","Mozambique","niassa","ngauma",42959
"213","MOZ","Mozambique","niassa","nipepe",42960
"214","MOZ","Mozambique","niassa","sanga",42961
"215","MOZ","Mozambique","sofala","buzi",42962
"216","MOZ","Mozambique","sofala","caia",42963
"217","MOZ","Mozambique","sofala","chemba",42964
"218","MOZ","Mozambique","sofala","cheringoma",42965
"219","MOZ","Mozambique","sofala","chibabava",42966
"220","MOZ","Mozambique","sofala","beira",42967
"221","MOZ","Mozambique","sofala","dondo",42968
"222","MOZ","Mozambique","sofala","gorongosa",42969
"223","MOZ","Mozambique","sofala","machanga",42970
"224","MOZ","Mozambique","sofala","maringue",42971
"225","MOZ","Mozambique","sofala","marromeu",42972
"226","MOZ","Mozambique","sofala","muanza",42973
"227","MOZ","Mozambique","sofala","nhamatanda",42974
"228","MOZ","Mozambique","tete","angonia",42975
"229","MOZ","Mozambique","tete","cahorabassa",42976
"230","MOZ","Mozambique","tete","changara",42977
"231","MOZ","Mozambique","tete","chifunde",42978
"232","MOZ","Mozambique","tete","chiuta",42979
"233","MOZ","Mozambique","tete","cidadedetete",42980
"234","MOZ","Mozambique","tete","doa",42981
"235","MOZ","Mozambique","tete","macanga",42982
"236","MOZ","Mozambique","tete","magoe",42983
"237","MOZ","Mozambique","tete","marara",42984
"238","MOZ","Mozambique","tete","maravia",42985
"239","MOZ","Mozambique","tete","moatize",42986
"240","MOZ","Mozambique","tete","mutarara",42987
"241","MOZ","Mozambique","tete","tsangano",42988
"242","MOZ","Mozambique","tete","zumbo",42989
"243","MOZ","Mozambique","zambezia","altomolocue",42990
"244","MOZ","Mozambique","zambezia","chinde",42991
"245","MOZ","Mozambique","zambezia","derre",42992
"246","MOZ","Mozambique","zambezia","gile",42993
"247","MOZ","Mozambique","zambezia","gurue",42994
"248","MOZ","Mozambique","zambezia","ile",42995
"249","MOZ","Mozambique","zambezia","inhassunge",42996
"250","MOZ","Mozambique","zambezia","luabo",42997
"251","MOZ","Mozambique","zambezia","lugela",42998
"252","MOZ","Mozambique","zambezia","maganjadacosta",42999
"253","MOZ","Mozambique","zambezia","milange",43000
"254","MOZ","Mozambique","zambezia","mocuba",43001
"255","MOZ","Mozambique","zambezia","mocubela",43002
"256","MOZ","Mozambique","zambezia","molumbo",43003
"257","MOZ","Mozambique","zambezia","mopeia",43004
"258","MOZ","Mozambique","zambezia","morrumbala",43005
"259","MOZ","Mozambique","zambezia","mulevala",43006
"260","MOZ","Mozambique","zambezia","namacurra",43007
"261","MOZ","Mozambique","zambezia","namarroi",43008
"262","MOZ","Mozambique","zambezia","nicoadala",43009
"263","MOZ","Mozambique","zambezia","pebane",43010
"264","MOZ","Mozambique","zambezia","quelimane",43011
"265","MOZ","Mozambique","maputocidade","kamaxakeni",43012
"266","YEM","Yemen","albaidah","alqafrah",43013
"267","OMN","Oman","muscat","bausher",43014
"268","OMN","Oman","southsharqiya","masirah",43015
"269","OMN","Oman","dhofar","sudh",43016
"270","EGY","Egypt","sharkia","10thoframadan",43017
"271","LBN","Lebanon","north","akkar",43018
"272","LBN","Lebanon","north","miniehdanieh",43019
"273","LBN","Lebanon","north","tripoli",43020
"274","LBN","Lebanon","north","zgharta",43021
"275","LBN","Lebanon","north","koura",43022
"276","EGY","Egypt","helwaan","15may",43023
"277","LBN","Lebanon","north","bchirre",43024
"278","LBN","Lebanon","north","batroun",43025
"279","LBN","Lebanon","bekaa","hermel",43026
"280","LBN","Lebanon","bekaa","baalbak",43027
"281","LBN","Lebanon","bekaa","zahle",43028
"282","LBN","Lebanon","bekaa","bekaagarby",43029
"283","LBN","Lebanon","bekaa","rachaya",43030
"284","LBN","Lebanon","nabatiye","nabatiye",43031
"285","LBN","Lebanon","nabatiye","hasbaya",43032
"286","LBN","Lebanon","nabatiye","marjiyoun",43033
"287","LBN","Lebanon","south","sour",43034
"288","LBN","Lebanon","south","jezzine",43035
"289","LBN","Lebanon","south","saida",43036
"290","LBN","Lebanon","nabatiye","bintjbeil",43037
"291","LBN","Lebanon","montliba","jbeil",43038
"292","LBN","Lebanon","montliba","kesrouan",43039
"293","LBN","Lebanon","montliba","metn",43040
"294","LBN","Lebanon","montliba","baabda",43041
"295","LBN","Lebanon","montliba","aley",43042
"296","LBN","Lebanon","montliba","chouf",43043
"297","LBN","Lebanon","beirut","beirut",43044
"298","EGY","Egypt","giza","6thofoctober",43045
"299","EGY","Egypt","cairo","abdeen",43046
"300","SOM","Somalia","banadir","abdulaziz",43047
"301","EGY","Egypt","assiut","abnoub",43048
"302","EGY","Egypt","giza","abonomross",43049
"303","YEM","Yemen","hajjah","abs",43050
"304","IRQ","Iraq","basrah","abualkhaseeb",43051
"305","EGY","Egypt","beheira","abualmatamir",43052
"306","ARE","United Arab Emirates","abudhabi","abudhabi",43053
"307","IRQ","Iraq","baghdadkarkh","abughraib",43054
"308","EGY","Egypt","sharkia","abuhamad",43055
"309","EGY","Egypt","beheira","abuhomos",43056
"310","EGY","Egypt","sharkia","abukabir",43057
"311","EGY","Egypt","menia","abukerkas",43058
"312","EGY","Egypt","ssinai","aburadis",43059
"313","EGY","Egypt","ismailia","abusewer",43060
"314","EGY","Egypt","assiut","abuteg",43061
"315","EGY","Egypt","qena","abutesht",43062
"316","EGY","Egypt","ssinai","abuzanima",43063
"317","SOM","Somalia","galgadud","abudwaq",43064
"318","SOM","Somalia","galgadud","adado",43065
"319","SOM","Somalia","middleshabelle","adale",43066
"320","OMN","Oman","dakhliyah","adam",43067
"321","IRQ","Iraq","baghdadkarkh","adeel",43068
"322","SOM","Somalia","middleshabelle","adenyabal",43069
"323","EGY","Egypt","aswan","adfogharb",43070
"324","EGY","Egypt","aswan","adfoshark",43071
"325","IRQ","Iraq","baghdadresafa","adhamiya",43072
"326","IRQ","Iraq","diwaniya","afaq",43073
"327","SOM","Somalia","lowershabelle","afgoi",43074
"328","YEM","Yemen","hajjah","aflahalsham",43075
"329","YEM","Yemen","hajjah","aflahalyemen",43076
"330","SOM","Somalia","lowerjuba","afmadow",43077
"331","EGY","Egypt","dakahlia","aga",43078
"332","MAR","Morocco","soussmassadraa","agadiridaoutan",43079
"333","EGY","Egypt","alexandria","agamee",43080
"334","EGY","Egypt","giza","agouza",43081
"335","KWT","Kuwait","ahmadi","ahmadi",43082
"336","YEM","Yemen","abyan","ahwar",43083
"337","EGY","Egypt","giza","aiatnorth",43084
"338","EGY","Egypt","giza","aiatsouth",43085
"339","YEM","Yemen","shabwah","ain",43086
"340","EGY","Egypt","cairo","ainshams",43087
"341","MAR","Morocco","grandcasablanca","ainchok",43088
"342","SOM","Somalia","togdher","ainabo",43089
"343","JOR","Jordan","ajloun","ajloon",43090
"344","ARE","United Arab Emirates","ajman","ajman",43091
"345","EGY","Egypt","sohag","akhmem",43092
"346","IRQ","Iraq","dahuk","akre",43093
"347","IRQ","Iraq","ninewa","albaaj",43094
"348","IRQ","Iraq","thiqar","alchibayish",43095
"349","IRQ","Iraq","salahaldin","aldaur",43096
"350","IRQ","Iraq","wassit","alhai",43097
"351","YEM","Yemen","alhudaidah","alhali",43098
"352","IRQ","Iraq","ninewa","alhamdaniya",43099
"353","YEM","Yemen","alhudaidah","alhawak",43100
"354","IRQ","Iraq","kirkuk","alhawiga1",43101
"355","IRQ","Iraq","kirkuk","alhawiga2",43102
"356","IRQ","Iraq","kerbala","alhindiya",43103
"357","IRQ","Iraq","kerbala","alhusainya",43104
"358","YEM","Yemen","alhudaidah","aljarahi",43105
"359","IRQ","Iraq","anbar","alkaim",43106
"360","IRQ","Iraq","diyala","alkhalis",43107
"361","IRQ","Iraq","muthanna","alkhidhir",43108
"362","IRQ","Iraq","babylon","almahawil",43109
"363","IRQ","Iraq","najaf","almanathera",43110
"364","YEM","Yemen","alhudaidah","almeina",43111
"365","IRQ","Iraq","missan","almejaralkabir",43112
"366","IRQ","Iraq","basrah","almidaina",43113
"367","IRQ","Iraq","diyala","almuqdadiya",43114
"368","IRQ","Iraq","babylon","almusayab",43115
"369","YEM","Yemen","aljawf","almutoon",43116
"370","IRQ","Iraq","wassit","alnamaniya",43117
"371","IRQ","Iraq","basrah","alqurna",43118
"372","IRQ","Iraq","thiqar","alrifai",43119
"373","IRQ","Iraq","muthanna","alrumaitha",43120
"374","IRQ","Iraq","muthanna","alsamawa",43121
"375","IRQ","Iraq","diwaniya","alshamiya",43122
"376","IRQ","Iraq","thiqar","alshatra",43123
"377","IRQ","Iraq","ninewa","alshikhan",43124
"378","IRQ","Iraq","salahaldin","alshirqat",43125
"379","IRQ","Iraq","wassit","alsuwaira",43126
"380","YEM","Yemen","alhudaidah","altahita",43127
"381","IRQ","Iraq","basrah","alzubair",43128
"382","ARE","United Arab Emirates","abudhabi","alain",43129
"383","LBY","Libya","aljabalalakhdar","albutnan",43130
"384","IRQ","Iraq","kirkuk","aldibis",43131
"385","MAR","Morocco","grandcasablanca","alfidaderbsult",43132
"386","BHR","Bahrain","alganoubeya","alganoubeya",43133
"387","IRQ","Iraq","basrah","alhartha",43134
"388","MAR","Morocco","tazaalhoceimataou","alhoceima",43135
"389","IRQ","Iraq","kerbala","alhur",43136
"390","LBY","Libya","aljabalalakhdar","aljabalalakhda",43137
"391","LBY","Libya","tarabulus","aljafara",43138
"392","LBY","Libya","sert","aljufrah",43139
"393","LBY","Libya","tarabulus","alkhums",43140
"394","LBY","Libya","sabha","alkufrah",43141
"395","EGY","Egypt","cairo","almarg",43142
"396","LBY","Libya","benighazi","almarj",43143
"397","LBY","Libya","sert","almurgup",43144
"398","OMN","Oman","alburaymi","alqabil",43145
"399","IRQ","Iraq","baghdadresafa","alresafa",43146
"400","EGY","Egypt","cairo","alsahel",43147
"401","LBY","Libya","sabha","alwahat",43148
"402","LBY","Libya","alzawiyah","alzawiyah",43149
"403","YEM","Yemen","marib","alabdyah",43150
"404","YEM","Yemen","hadramoatsayeun","alabr",43151
"405","EGY","Egypt","matrouh","alalameen",43152
"406","OMN","Oman","muscat","alamerat",43153
"407","EGY","Egypt","suez","alarbain",43154
"408","EGY","Egypt","nsinai","alarish",43155
"409","YEM","Yemen","albaidah","alarsh",43156
"410","YEM","Yemen","amran","alashah",43157
"411","OMN","Oman","southbatinah","alawabi",43158
"412","YEM","Yemen","aldhale","alazarig",43159
"413","EGY","Egypt","assiut","albadary",43160
"414","EGY","Egypt","menoufia","albagor",43161
"415","YEM","Yemen","albaidah","albaidah",43162
"416","YEM","Yemen","albaidah","albaidahcity",43163
"417","YEM","Yemen","aden","albreigah",43164
"418","EGY","Egypt","matrouh","aldabaa",43165
"419","YEM","Yemen","ibb","aldahar",43166
"420","YEM","Yemen","hadramoatalmukllaa","aldaliah",43167
"421","YEM","Yemen","hadramoatalmukllaa","aldeis",43168
"422","EGY","Egypt","beheira","aldelngat",43169
"423","YEM","Yemen","saadah","aldhaher",43170
"424","YEM","Yemen","alhudaidah","aldhahi",43171
"425","YEM","Yemen","aldhale","aldhale",43172
"426","YEM","Yemen","sanaa","aldial",43173
"427","YEM","Yemen","alhudaidah","aldirihimi",43174
"428","EGY","Egypt","benisuef","alfashn",43175
"429","YEM","Yemen","ibb","algafr",43176
"430","YEM","Yemen","taiz","algaherah",43177
"431","EGY","Egypt","suez","alganain",43178
"432","YEM","Yemen","alhudaidah","alganawis",43179
"433","YEM","Yemen","hadramoatsayeun","algatn",43180
"434","YEM","Yemen","aljawf","algeel",43181
"435","YEM","Yemen","albaidah","algeireishah",43182
"436","LBY","Libya","aljabalalakhdar","algekboob",43183
"437","EGY","Egypt","assiut","alghanayem",43184
"438","YEM","Yemen","almahara","alghaydha",43185
"439","YEM","Yemen","lahaj","algubeitah",43186
"440","YEM","Yemen","dhamar","alhada",43187
"441","YEM","Yemen","lahaj","alhadd",43188
"442","YEM","Yemen","aljawf","alhameedat",43189
"443","EGY","Egypt","matrouh","alhammam",43190
"444","EGY","Egypt","kafrelsheikh","alhamol",43191
"445","OMN","Oman","dakhliyah","alhamra",43192
"446","MAR","Morocco","marrakechtensiftal","alhaouz",43193
"447","YEM","Yemen","aldhale","alhaseen",43194
"448","YEM","Yemen","aldhale","alhasha",43195
"449","YEM","Yemen","saadah","alhashwa",43196
"450","YEM","Yemen","lahaj","alhawdah",43197
"451","YEM","Yemen","aljawf","alhazemwaalsail",43198
"452","YEM","Yemen","sanaa","alheimaaldakheli",43199
"453","YEM","Yemen","sanaa","alheimaalkharigi",43200
"454","YEM","Yemen","alhudaidah","alhijilah",43201
"455","LBY","Libya","benighazi","alhisamalkadar",43202
"456","EGY","Egypt","sharkia","alhosinaia",43203
"457","EGY","Egypt","nsinai","alhosna",43204
"458","YEM","Yemen","sanaa","alhsn",43205
"459","EGY","Egypt","giza","alhwamdia",43206
"460","DJI","Djibouti","alisabieh","alisabieh",43207
"461","IRQ","Iraq","missan","alialgharbi",43208
"462","YEM","Yemen","rimah","aljafaryah",43209
"463","YEM","Yemen","hajjah","aljameimah",43210
"464","OMN","Oman","alwousta","aljazer",43211
"465","YEM","Yemen","rimah","aljebein",43212
"466","YEM","Yemen","marib","aljoubah",43213
"467","OMN","Oman","southsharqiya","alkamil",43214
"468","LBY","Libya","sabha","alkatroon",43215
"469","YEM","Yemen","almahaweet","alkhabt",43216
"470","YEM","Yemen","aljawf","alkhaligwaalfug",43217
"471","EGY","Egypt","kalioubia","alkhanka",43218
"472","YEM","Yemen","alhudaidah","alkhokha",43219
"473","YEM","Yemen","alhudaidah","allahya",43220
"474","YEM","Yemen","taiz","almaafer",43221
"475","YEM","Yemen","amran","almadan",43222
"476","YEM","Yemen","lahaj","almadharabah",43223
"477","YEM","Yemen","lahaj","almaflahi",43224
"478","YEM","Yemen","lahaj","almagatrah",43225
"479","YEM","Yemen","hajjah","almaghribah",43226
"480","YEM","Yemen","hajjah","almahabshah",43227
"481","YEM","Yemen","almahaweet","almahaweet",43228
"482","YEM","Yemen","almahaweet","almahaweetcity",43229
"483","YEM","Yemen","abyan","almahfad",43230
"484","YEM","Yemen","marib","almahilyah",43231
"485","YEM","Yemen","ibb","almakhadir",43232
"486","YEM","Yemen","albaidah","almalageim",43233
"487","YEM","Yemen","lahaj","almalah",43234
"488","BHR","Bahrain","almanamah","almanamah",43235
"489","YEM","Yemen","dhamar","almanar",43236
"490","YEM","Yemen","alhudaidah","almansoryah",43237
"491","YEM","Yemen","aden","almansourah",43238
"492","EGY","Egypt","dakahlia","almanzla",43239
"493","YEM","Yemen","alhudaidah","almarawah",43240
"494","YEM","Yemen","almahara","almaseilah",43241
"495","YEM","Yemen","ibb","almashanah",43242
"496","YEM","Yemen","aljawf","almasloob",43243
"497","YEM","Yemen","aljawf","almatamma",43244
"498","YEM","Yemen","taiz","almathfar",43245
"499","YEM","Yemen","alhudaidah","almighlaf",43246
"500","YEM","Yemen","taiz","almisrakh",43247
"501","YEM","Yemen","taiz","almouwasit",43248
"502","YEM","Yemen","aden","almualla",43249
"503","OMN","Oman","northsharqiya","almudhaib",43250
"504","YEM","Yemen","hajjah","almuftah",43251
"505","BHR","Bahrain","almuharraq","almuharraq",43252
"506","YEM","Yemen","taiz","almukha",43253
"507","YEM","Yemen","hadramoatalmukllaa","almukllaa",43254
"508","YEM","Yemen","alhudaidah","almunirah",43255
"509","YEM","Yemen","lahaj","almusimir",43256
"510","YEM","Yemen","ibb","alnadirah",43257
"511","EGY","Egypt","matrouh","alnegila",43258
"512","OMN","Oman","northsharqiya","alqabil",43259
"513","EGY","Egypt","assiut","alqisia",43260
"514","YEM","Yemen","ibb","alraddmah",43261
"515","EGY","Egypt","beheira","alrahmania",43262
"516","YEM","Yemen","shabwah","alrawdah",43263
"517","YEM","Yemen","hadramoatalmukllaa","alreidahwagosei",43264
"518","EGY","Egypt","kafrelsheikh","alriad",43265
"519","YEM","Yemen","almahaweet","alrujum",43266
"520","YEM","Yemen","albaidah","alryasheiah",43267
"521","YEM","Yemen","sanaacity","alsabeen",43268
"522","YEM","Yemen","ibb","alsabrah",43269
"523","EGY","Egypt","menoufia","alsadat",43270
"524","YEM","Yemen","ibb","alsaddah",43271
"525","YEM","Yemen","shabwah","alsaeed",43272
"526","YEM","Yemen","sanaacity","alsafiah",43273
"527","YEM","Yemen","saadah","alsafrah",43274
"528","YEM","Yemen","rimah","alsalafiah",43275
"529","EGY","Egypt","sharkia","alsalhia",43276
"530","YEM","Yemen","alhudaidah","alsallif",43277
"531","YEM","Yemen","taiz","alsalow",43278
"532","YEM","Yemen","amran","alsawdah",43279
"533","YEM","Yemen","albaidah","alsawmaa",43280
"534","YEM","Yemen","ibb","alsayani",43281
"535","YEM","Yemen","aldhale","alshaeeb",43282
