ADM1_CODE,ADM1_NAME,ADM0_CODE,ADM0_NAME,GAUL_CODE,ISO
16005,V?Ñrd??,5,?àland,16005,ALA
1006,Berat,6,Albania,1006,ALB
2006,Dib?½r,6,Albania,2006,ALB
3006,Durr?½s,6,Albania,3006,ALB
4006,Elbasan,6,Albania,4006,ALB
5006,Fier,6,Albania,5006,ALB
6006,Gjirokast?½r,6,Albania,6006,ALB
7006,Kor?º?½,6,Albania,7006,ALB
8006,Kuk?½s,6,Albania,8006,ALB
9006,Lezh?½,6,Albania,9006,ALB
10006,Shkod?½r,6,Albania,10006,ALB
11006,Tiran?½,6,Albania,11006,ALB
12006,Vlor?½,6,Albania,12006,ALB
1007,Andorra la Vella,7,Andorra,1007,AND
2007,Canillo,7,Andorra,2007,AND
3007,Encamp,7,Andorra,3007,AND
4007,Escaldes-Engordany,7,Andorra,4007,AND
5007,La Massana,7,Andorra,5007,AND
6007,Ordino,7,Andorra,6007,AND
7007,Sant Juli?á de L??ria,7,Andorra,7007,AND
1008,Abu Dhabi,8,United Arab Emirates,1008,ARE
2008,Ajman,8,United Arab Emirates,2008,ARE
3008,Dubai,8,United Arab Emirates,3008,ARE
4008,Fujairah,8,United Arab Emirates,4008,ARE
5008,Ras Al-Khaimah,8,United Arab Emirates,5008,ARE
6008,Sharjah,8,United Arab Emirates,6008,ARE
7008,Umm al-Qaywayn,8,United Arab Emirates,7008,ARE
1009,Buenos Aires,9,Argentina,1009,ARG
2009,Catamarca,9,Argentina,2009,ARG
3009,Chaco,9,Argentina,3009,ARG
4009,Chubut,9,Argentina,4009,ARG
5009,Ciudad de Buenos Aires,9,Argentina,5009,ARG
6009,C??rdoba,9,Argentina,6009,ARG
7009,Corrientes,9,Argentina,7009,ARG
8009,Entre R?¡os,9,Argentina,8009,ARG
9009,Formosa,9,Argentina,9009,ARG
10009,Jujuy,9,Argentina,10009,ARG
11009,La Pampa,9,Argentina,11009,ARG
12009,La Rioja,9,Argentina,12009,ARG
13009,Mendoza,9,Argentina,13009,ARG
14009,Misiones,9,Argentina,14009,ARG
15009,Neuqu??n,9,Argentina,15009,ARG
16009,R?¡o Negro,9,Argentina,16009,ARG
17009,Salta,9,Argentina,17009,ARG
18009,San Juan,9,Argentina,18009,ARG
19009,San Luis,9,Argentina,19009,ARG
20009,Santa Cruz,9,Argentina,20009,ARG
21009,Santa Fe,9,Argentina,21009,ARG
22009,Santiago del Estero,9,Argentina,22009,ARG
23009,Tierra del Fuego,9,Argentina,23009,ARG
24009,Tucum?ín,9,Argentina,24009,ARG
1010,Aragatsotn,10,Armenia,1010,ARM
2010,Ararat,10,Armenia,2010,ARM
3010,Armavir,10,Armenia,3010,ARM
4010,Erevan,10,Armenia,4010,ARM
5010,Gegharkunik,10,Armenia,5010,ARM
6010,Kotayk,10,Armenia,6010,ARM
7010,Lori,10,Armenia,7010,ARM
8010,Shirak,10,Armenia,8010,ARM
9010,Syunik,10,Armenia,9010,ARM
10010,Tavush,10,Armenia,10010,ARM
11010,Vayots Dzor,10,Armenia,11010,ARM
1011,Eastern,11,American Samoa,1011,ASM
2011,Manu'a,11,American Samoa,2011,ASM
3011,Unorganized,11,American Samoa,3011,ASM
4011,Western,11,American Samoa,4011,ASM
1013,?Äles Crozet,13,French Southern Territories,1013,ATF
2013,?Äles ?ëparses,13,French Southern Territories,2013,ATF
3013,?Äles Saint Paul et Amsterdam,13,French Southern Territories,3013,ATF
4013,Kerguelen,13,French Southern Territories,4013,ATF
1014,Barbuda,14,Antigua and Barbuda,1014,ATG
2014,Redonda,14,Antigua and Barbuda,2014,ATG
3014,Saint George,14,Antigua and Barbuda,3014,ATG
4014,Saint John,14,Antigua and Barbuda,4014,ATG
5014,Saint Mary,14,Antigua and Barbuda,5014,ATG
6014,Saint Paul,14,Antigua and Barbuda,6014,ATG
7014,Saint Peter,14,Antigua and Barbuda,7014,ATG
8014,Saint Philip,14,Antigua and Barbuda,8014,ATG
1015,Ashmore and Cartier Islands,15,Australia,1015,AUS
2015,Australian Capital Territory,15,Australia,2015,AUS
3015,Coral Sea Islands Territory,15,Australia,3015,AUS
4015,Jervis Bay Territory,15,Australia,4015,AUS
5015,New South Wales,15,Australia,5015,AUS
6015,Northern Territory,15,Australia,6015,AUS
7015,Queensland,15,Australia,7015,AUS
8015,South Australia,15,Australia,8015,AUS
9015,Tasmania,15,Australia,9015,AUS
10015,Victoria,15,Australia,10015,AUS
11015,Western Australia,15,Australia,11015,AUS
1016,Burgenland,16,Austria,1016,AUT
2016,K?ñrnten,16,Austria,2016,AUT
3016,Nieder??sterreich,16,Austria,3016,AUT
4016,Ober??sterreich,16,Austria,4016,AUT
5016,Salzburg,16,Austria,5016,AUT
6016,Steiermark,16,Austria,6016,AUT
7016,Tirol,16,Austria,7016,AUT
8016,Vorarlberg,16,Austria,8016,AUT
9016,Wien,16,Austria,9016,AUT
1017,Absheron,17,Azerbaijan,1017,AZE
2017,Aran,17,Azerbaijan,2017,AZE
3017,Daglig-Shirvan,17,Azerbaijan,3017,AZE
4017,Ganja-Qazakh,17,Azerbaijan,4017,AZE
5017,Kalbajar-Lachin,17,Azerbaijan,5017,AZE
6017,Lankaran,17,Azerbaijan,6017,AZE
7017,Nakhchivan,17,Azerbaijan,7017,AZE
8017,Quba-Khachmaz,17,Azerbaijan,8017,AZE
9017,Shaki-Zaqatala,17,Azerbaijan,9017,AZE
10017,Yukhari-Karabakh,17,Azerbaijan,10017,AZE
1018,Bubanza,18,Burundi,1018,BDI
2018,Bujumbura Mairie,18,Burundi,2018,BDI
3018,Bujumbura Rural,18,Burundi,3018,BDI
4018,Bururi,18,Burundi,4018,BDI
5018,Cankuzo,18,Burundi,5018,BDI
6018,Cibitoke,18,Burundi,6018,BDI
7018,Gitega,18,Burundi,7018,BDI
8018,Karuzi,18,Burundi,8018,BDI
9018,Kayanza,18,Burundi,9018,BDI
10018,Kirundo,18,Burundi,10018,BDI
11018,Makamba,18,Burundi,11018,BDI
12018,Muramvya,18,Burundi,12018,BDI
13018,Muyinga,18,Burundi,13018,BDI
14018,Mwaro,18,Burundi,14018,BDI
15018,Ngozi,18,Burundi,15018,BDI
16018,Rutana,18,Burundi,16018,BDI
17018,Ruyigi,18,Burundi,17018,BDI
1019,Bruxelles,19,Belgium,1019,BEL
2019,Vlaanderen,19,Belgium,2019,BEL
3019,Wallonie,19,Belgium,3019,BEL
1020,Alibori,20,Benin,1020,BEN
2020,Atakora,20,Benin,2020,BEN
3020,Atlantique,20,Benin,3020,BEN
4020,Borgou,20,Benin,4020,BEN
5020,Collines,20,Benin,5020,BEN
6020,Donga,20,Benin,6020,BEN
7020,Kouffo,20,Benin,7020,BEN
8020,Littoral,20,Benin,8020,BEN
9020,Mono,20,Benin,9020,BEN
10020,Ou??m??,20,Benin,10020,BEN
11020,Plateau,20,Benin,11020,BEN
12020,Zou,20,Benin,12020,BEN
1021,Bonaire,21,"Bonaire, Sint Eustatius and Saba",1021,#N/A
2021,Saba,21,"Bonaire, Sint Eustatius and Saba",2021,#N/A
3021,Sint Eustatius,21,"Bonaire, Sint Eustatius and Saba",3021,#N/A
1022,Boucle du Mouhoun,22,Burkina Faso,1022,BFA
2022,Cascades,22,Burkina Faso,2022,BFA
7022,Centre,22,Burkina Faso,7022,BFA
3022,Centre-Est,22,Burkina Faso,3022,BFA
4022,Centre-Nord,22,Burkina Faso,4022,BFA
5022,Centre-Ouest,22,Burkina Faso,5022,BFA
6022,Centre-Sud,22,Burkina Faso,6022,BFA
8022,Est,22,Burkina Faso,8022,BFA
9022,Haut-Bassins,22,Burkina Faso,9022,BFA
10022,Nord,22,Burkina Faso,10022,BFA
11022,Plateau-Central,22,Burkina Faso,11022,BFA
12022,Sahel,22,Burkina Faso,12022,BFA
13022,Sud-Ouest,22,Burkina Faso,13022,BFA
1023,Barisal,23,Bangladesh,1023,BGD
2023,Chittagong,23,Bangladesh,2023,BGD
3023,Dhaka,23,Bangladesh,3023,BGD
4023,Khulna,23,Bangladesh,4023,BGD
5023,Rajshahi,23,Bangladesh,5023,BGD
6023,Rangpur,23,Bangladesh,6023,BGD
7023,Sylhet,23,Bangladesh,7023,BGD
1024,Blagoevgrad,24,Bulgaria,1024,BGR
2024,Burgas,24,Bulgaria,2024,BGR
3024,Dobrich,24,Bulgaria,3024,BGR
4024,Gabrovo,24,Bulgaria,4024,BGR
5024,Grad Sofiya,24,Bulgaria,5024,BGR
6024,Haskovo,24,Bulgaria,6024,BGR
7024,Kardzhali,24,Bulgaria,7024,BGR
8024,Kyustendil,24,Bulgaria,8024,BGR
9024,Lovech,24,Bulgaria,9024,BGR
10024,Montana,24,Bulgaria,10024,BGR
11024,Pazardzhik,24,Bulgaria,11024,BGR
12024,Pernik,24,Bulgaria,12024,BGR
13024,Pleven,24,Bulgaria,13024,BGR
14024,Plovdiv,24,Bulgaria,14024,BGR
15024,Razgrad,24,Bulgaria,15024,BGR
16024,Ruse,24,Bulgaria,16024,BGR
17024,Shumen,24,Bulgaria,17024,BGR
18024,Silistra,24,Bulgaria,18024,BGR
19024,Sliven,24,Bulgaria,19024,BGR
20024,Smolyan,24,Bulgaria,20024,BGR
21024,Sofia,24,Bulgaria,21024,BGR
22024,Stara Zagora,24,Bulgaria,22024,BGR
23024,Targovishte,24,Bulgaria,23024,BGR
24024,Varna,24,Bulgaria,24024,BGR
25024,Veliko Tarnovo,24,Bulgaria,25024,BGR
26024,Vidin,24,Bulgaria,26024,BGR
27024,Vratsa,24,Bulgaria,27024,BGR
28024,Yambol,24,Bulgaria,28024,BGR
1025,Capital,25,Bahrain,1025,BHR
2025,Central,25,Bahrain,2025,BHR
3025,Muharraq,25,Bahrain,3025,BHR
4025,Northern,25,Bahrain,4025,BHR
5025,Southern,25,Bahrain,5025,BHR
1026,Acklins,26,Bahamas,1026,BHS
2026,Berry Islands,26,Bahamas,2026,BHS
3026,Biminis,26,Bahamas,3026,BHS
4026,Black Point,26,Bahamas,4026,BHS
5026,Cat Island,26,Bahamas,5026,BHS
6026,Central Abaco,26,Bahamas,6026,BHS
7026,Central Andros,26,Bahamas,7026,BHS
8026,Central Eleuthera,26,Bahamas,8026,BHS
9026,City of Freeport,26,Bahamas,9026,BHS
10026,Crooked Island,26,Bahamas,10026,BHS
11026,East Grand Bahama,26,Bahamas,11026,BHS
12026,Exuma,26,Bahamas,12026,BHS
13026,Grand Cay,26,Bahamas,13026,BHS
14026,Harbour Island,26,Bahamas,14026,BHS
15026,Hope Town,26,Bahamas,15026,BHS
16026,Inagua,26,Bahamas,16026,BHS
17026,Long Island,26,Bahamas,17026,BHS
18026,Mangrove Cay,26,Bahamas,18026,BHS
19026,Mayaguana,26,Bahamas,19026,BHS
20026,Moore's Island,26,Bahamas,20026,BHS
21026,New Providence,26,Bahamas,21026,BHS
22026,North Abaco,26,Bahamas,22026,BHS
23026,North Andros,26,Bahamas,23026,BHS
24026,North Eleuthera,26,Bahamas,24026,BHS
25026,Ragged Island,26,Bahamas,25026,BHS
26026,Rum Cay,26,Bahamas,26026,BHS
27026,San Salvador,26,Bahamas,27026,BHS
28026,South Abaco,26,Bahamas,28026,BHS
29026,South Andros,26,Bahamas,29026,BHS
30026,South Eleuthera,26,Bahamas,30026,BHS
31026,Spanish Wells,26,Bahamas,31026,BHS
32026,West Grand Bahama,26,Bahamas,32026,BHS
1027,Br?ìko,27,Bosnia and Herzegovina,1027,BIH
2027,Federacija Bosna i Hercegovina,27,Bosnia and Herzegovina,2027,BIH
3027,Repuplika Srpska,27,Bosnia and Herzegovina,3027,BIH
1029,Brest,29,Belarus,1029,BLR
2029,Homyel',29,Belarus,2029,BLR
3029,Hrodna,29,Belarus,3029,BLR
4029,Mahilyow,29,Belarus,4029,BLR
5029,Minsk,29,Belarus,5029,BLR
6029,Vitsyebsk,29,Belarus,6029,BLR
1030,Belize,30,Belize,1030,BLZ
2030,Cayo,30,Belize,2030,BLZ
3030,Corozal,30,Belize,3030,BLZ
4030,Orange Walk,30,Belize,4030,BLZ
5030,Stann Creek,30,Belize,5030,BLZ
6030,Toledo,30,Belize,6030,BLZ
1031,Devonshire,31,Bermuda,1031,BMU
2031,Hamilton,31,Bermuda,2031,BMU
3031,Hamilton Municipality,31,Bermuda,3031,BMU
4031,Paget,31,Bermuda,4031,BMU
5031,Pembroke,31,Bermuda,5031,BMU
6031,Saint George's,31,Bermuda,6031,BMU
7031,Saint George municipality,31,Bermuda,7031,BMU
8031,Sandys,31,Bermuda,8031,BMU
9031,Smiths,31,Bermuda,9031,BMU
10031,Southampton,31,Bermuda,10031,BMU
11031,Warwick,31,Bermuda,11031,BMU
1032,Chuquisaca,32,Bolivia,1032,BOL
2032,Cochabamba,32,Bolivia,2032,BOL
3032,El Beni,32,Bolivia,3032,BOL
4032,La Paz,32,Bolivia,4032,BOL
5032,Oruro,32,Bolivia,5032,BOL
6032,Pando,32,Bolivia,6032,BOL
7032,Potos?¡,32,Bolivia,7032,BOL
8032,Santa Cruz,32,Bolivia,8032,BOL
9032,Tarija,32,Bolivia,9032,BOL
1033,Acre,33,Brazil,1033,BRA
2033,Alagoas,33,Brazil,2033,BRA
3033,Amap?í,33,Brazil,3033,BRA
4033,Amazonas,33,Brazil,4033,BRA
5033,Bahia,33,Brazil,5033,BRA
6033,Cear?í,33,Brazil,6033,BRA
7033,Distrito Federal,33,Brazil,7033,BRA
8033,Esp?¡rito Santo,33,Brazil,8033,BRA
9033,Goi?ís,33,Brazil,9033,BRA
10033,Maranh?úo,33,Brazil,10033,BRA
12033,Mato Grosso,33,Brazil,12033,BRA
11033,Mato Grosso do Sul,33,Brazil,11033,BRA
13033,Minas Gerais,33,Brazil,13033,BRA
14033,Par?í,33,Brazil,14033,BRA
15033,Para?¡ba,33,Brazil,15033,BRA
16033,Paran?í,33,Brazil,16033,BRA
17033,Pernambuco,33,Brazil,17033,BRA
18033,Piau?¡,33,Brazil,18033,BRA
19033,Rio de Janeiro,33,Brazil,19033,BRA
20033,Rio Grande do Norte,33,Brazil,20033,BRA
21033,Rio Grande do Sul,33,Brazil,21033,BRA
22033,Rond??nia,33,Brazil,22033,BRA
23033,Roraima,33,Brazil,23033,BRA
24033,Santa Catarina,33,Brazil,24033,BRA
25033,S?úo Paulo,33,Brazil,25033,BRA
26033,Sergipe,33,Brazil,26033,BRA
27033,Tocantins,33,Brazil,27033,BRA
1034,Christ Church,34,Barbados,1034,BRB
2034,Saint Andrew,34,Barbados,2034,BRB
3034,Saint George,34,Barbados,3034,BRB
4034,Saint James,34,Barbados,4034,BRB
5034,Saint John,34,Barbados,5034,BRB
6034,Saint Joseph,34,Barbados,6034,BRB
7034,Saint Lucy,34,Barbados,7034,BRB
8034,Saint Michael,34,Barbados,8034,BRB
9034,Saint Peter,34,Barbados,9034,BRB
10034,Saint Philip,34,Barbados,10034,BRB
11034,Saint Thomas,34,Barbados,11034,BRB
1035,Belait,35,Brunei,1035,BRN
2035,Brunei and Muara,35,Brunei,2035,BRN
3035,Temburong,35,Brunei,3035,BRN
4035,Tutong,35,Brunei,4035,BRN
1036,Bumthang,36,Bhutan,1036,BTN
2036,Chhukha,36,Bhutan,2036,BTN
3036,Dagana,36,Bhutan,3036,BTN
4036,Gasa,36,Bhutan,4036,BTN
5036,Haa,36,Bhutan,5036,BTN
6036,Lhuentse,36,Bhutan,6036,BTN
7036,Monggar,36,Bhutan,7036,BTN
8036,Paro,36,Bhutan,8036,BTN
9036,Pemagatshel,36,Bhutan,9036,BTN
10036,Punakha,36,Bhutan,10036,BTN
11036,Samdrupjongkhar,36,Bhutan,11036,BTN
12036,Samtse,36,Bhutan,12036,BTN
13036,Sarpang,36,Bhutan,13036,BTN
14036,Thimphu,36,Bhutan,14036,BTN
15036,Trashigang,36,Bhutan,15036,BTN
16036,Trongsa,36,Bhutan,16036,BTN
17036,Tsirang,36,Bhutan,17036,BTN
18036,Wangduephodrang,36,Bhutan,18036,BTN
19036,Yangtse,36,Bhutan,19036,BTN
20036,Zhemgang,36,Bhutan,20036,BTN
1038,Central,38,Botswana,1038,BWA
2038,Chobe,38,Botswana,2038,BWA
3038,Francistown,38,Botswana,3038,BWA
4038,Gaborone,38,Botswana,4038,BWA
5038,Ghanzi,38,Botswana,5038,BWA
6038,Jwaneng,38,Botswana,6038,BWA
7038,Kgalagadi,38,Botswana,7038,BWA
8038,Kgatleng,38,Botswana,8038,BWA
9038,Kweneng,38,Botswana,9038,BWA
10038,Lobatse,38,Botswana,10038,BWA
11038,North-East,38,Botswana,11038,BWA
12038,North-West,38,Botswana,12038,BWA
13038,Selibe Phikwe,38,Botswana,13038,BWA
14038,South-East,38,Botswana,14038,BWA
15038,Southern,38,Botswana,15038,BWA
16038,Sowa,38,Botswana,16038,BWA
1039,Bamingui-Bangoran,39,Central African Republic,1039,CAF
2039,Bangui,39,Central African Republic,2039,CAF
3039,Basse-Kotto,39,Central African Republic,3039,CAF
4039,Haut-Mbomou,39,Central African Republic,4039,CAF
5039,Haute-Kotto,39,Central African Republic,5039,CAF
6039,K??mo,39,Central African Republic,6039,CAF
7039,Lobaye,39,Central African Republic,7039,CAF
8039,Mamb??r??-Kad???»,39,Central African Republic,8039,CAF
9039,Mbomou,39,Central African Republic,9039,CAF
10039,Nana-Gr??bizi,39,Central African Republic,10039,CAF
11039,Nana-Mamb??r??,39,Central African Republic,11039,CAF
12039,Ombella-M'Poko,39,Central African Republic,12039,CAF
13039,Ouaka,39,Central African Republic,13039,CAF
15039,Ouham,39,Central African Republic,15039,CAF
14039,Ouham-Pend??,39,Central African Republic,14039,CAF
16039,Sangha-Mba??r??,39,Central African Republic,16039,CAF
17039,Vakaga,39,Central African Republic,17039,CAF
1040,Alberta,40,Canada,1040,CAN
2040,British Columbia,40,Canada,2040,CAN
3040,Manitoba,40,Canada,3040,CAN
4040,New Brunswick,40,Canada,4040,CAN
5040,Newfoundland and Labrador,40,Canada,5040,CAN
6040,Northwest Territories,40,Canada,6040,CAN
7040,Nova Scotia,40,Canada,7040,CAN
8040,Nunavut,40,Canada,8040,CAN
9040,Ontario,40,Canada,9040,CAN
10040,Prince Edward Island,40,Canada,10040,CAN
11040,Qu??bec,40,Canada,11040,CAN
12040,Saskatchewan,40,Canada,12040,CAN
13040,Yukon,40,Canada,13040,CAN
1042,Aargau,42,Switzerland,1042,CHE
2042,Appenzell Ausserrhoden,42,Switzerland,2042,CHE
3042,Appenzell Innerrhoden,42,Switzerland,3042,CHE
4042,Basel-Landschaft,42,Switzerland,4042,CHE
5042,Basel-Stadt,42,Switzerland,5042,CHE
6042,Bern,42,Switzerland,6042,CHE
7042,Fribourg,42,Switzerland,7042,CHE
8042,Gen?¿ve,42,Switzerland,8042,CHE
9042,Glarus,42,Switzerland,9042,CHE
10042,Graub??nden,42,Switzerland,10042,CHE
11042,Jura,42,Switzerland,11042,CHE
12042,Lucerne,42,Switzerland,12042,CHE
13042,Neuch?ótel,42,Switzerland,13042,CHE
14042,Nidwalden,42,Switzerland,14042,CHE
15042,Obwalden,42,Switzerland,15042,CHE
16042,Sankt Gallen,42,Switzerland,16042,CHE
17042,Schaffhausen,42,Switzerland,17042,CHE
18042,Schwyz,42,Switzerland,18042,CHE
19042,Solothurn,42,Switzerland,19042,CHE
20042,Thurgau,42,Switzerland,20042,CHE
21042,Ticino,42,Switzerland,21042,CHE
22042,Uri,42,Switzerland,22042,CHE
23042,Valais,42,Switzerland,23042,CHE
24042,Vaud,42,Switzerland,24042,CHE
25042,Zug,42,Switzerland,25042,CHE
26042,Z??rich,42,Switzerland,26042,CHE
1043,Ais??n del General Carlos Ib?í??ez del Campo,43,Chile,1043,CHL
2043,Antofagasta,43,Chile,2043,CHL
3043,Araucan?¡a,43,Chile,3043,CHL
4043,Arica y Parinacota,43,Chile,4043,CHL
5043,Atacama,43,Chile,5043,CHL
6043,B?¡o-B?¡o,43,Chile,6043,CHL
7043,Coquimbo,43,Chile,7043,CHL
8043,Libertador General Bernardo O'Higgins,43,Chile,8043,CHL
9043,Los Lagos,43,Chile,9043,CHL
10043,Los R?¡os,43,Chile,10043,CHL
11043,Magallanes y Ant?írtica Chilena,43,Chile,11043,CHL
12043,Maule,43,Chile,12043,CHL
13043,?æuble,43,Chile,13043,CHL
14043,Regi??n Metropolitana de Santiago,43,Chile,14043,CHL
15043,Tarapac?í,43,Chile,15043,CHL
16043,Valpara?¡so,43,Chile,16043,CHL
1044,Anhui,44,China,1044,CHN
2044,Beijing,44,China,2044,CHN
3044,Chongqing,44,China,3044,CHN
4044,Fujian,44,China,4044,CHN
5044,Gansu,44,China,5044,CHN
6044,Guangdong,44,China,6044,CHN
7044,Guangxi,44,China,7044,CHN
8044,Guizhou,44,China,8044,CHN
9044,Hainan,44,China,9044,CHN
10044,Hebei,44,China,10044,CHN
11044,Heilongjiang,44,China,11044,CHN
12044,Henan,44,China,12044,CHN
13044,Hubei,44,China,13044,CHN
14044,Hunan,44,China,14044,CHN
15044,Jiangsu,44,China,15044,CHN
16044,Jiangxi,44,China,16044,CHN
17044,Jilin,44,China,17044,CHN
18044,Liaoning,44,China,18044,CHN
19044,Nei Mongol,44,China,19044,CHN
20044,Ningxia Hui,44,China,20044,CHN
21044,Qinghai,44,China,21044,CHN
22044,Shaanxi,44,China,22044,CHN
23044,Shandong,44,China,23044,CHN
24044,Shanghai,44,China,24044,CHN
25044,Shanxi,44,China,25044,CHN
26044,Sichuan,44,China,26044,CHN
27044,Tianjin,44,China,27044,CHN
28044,Xinjiang Uygur,44,China,28044,CHN
29044,Xizang,44,China,29044,CHN
30044,Yunnan,44,China,30044,CHN
31044,Zhejiang,44,China,31044,CHN
1045,Abidjan,45,Cote d'Ivoire,1045,CIV
2045,Bas-Sassandra,45,Cote d'Ivoire,2045,CIV
3045,Como??,45,Cote d'Ivoire,3045,CIV
4045,Dengu??l??,45,Cote d'Ivoire,4045,CIV
5045,G??h-Djiboua,45,Cote d'Ivoire,5045,CIV
6045,Lacs,45,Cote d'Ivoire,6045,CIV
7045,Lagunes,45,Cote d'Ivoire,7045,CIV
8045,Montagnes,45,Cote d'Ivoire,8045,CIV
9045,Sassandra-Marahou??,45,Cote d'Ivoire,9045,CIV
10045,Savanes,45,Cote d'Ivoire,10045,CIV
11045,Vall??e du Bandama,45,Cote d'Ivoire,11045,CIV
12045,Woroba,45,Cote d'Ivoire,12045,CIV
13045,Yamoussoukro,45,Cote d'Ivoire,13045,CIV
14045,Zanzan,45,Cote d'Ivoire,14045,CIV
1046,Adamaoua,46,Cameroon,1046,CMR
2046,Centre,46,Cameroon,2046,CMR
3046,Est,46,Cameroon,3046,CMR
4046,Extr?¬me-Nord,46,Cameroon,4046,CMR
5046,Littoral,46,Cameroon,5046,CMR
7046,Nord,46,Cameroon,7046,CMR
6046,Nord-Ouest,46,Cameroon,6046,CMR
8046,Ouest,46,Cameroon,8046,CMR
10046,Sud,46,Cameroon,10046,CMR
9046,Sud-Ouest,46,Cameroon,9046,CMR
1047,Bas-U??l??,47,Democratic Republic of the Congo,1047,COD
2047,?ëquateur,47,Democratic Republic of the Congo,2047,COD
3047,Haut-Katanga,47,Democratic Republic of the Congo,3047,COD
4047,Haut-Lomami,47,Democratic Republic of the Congo,4047,COD
5047,Haut-U??l??,47,Democratic Republic of the Congo,5047,COD
6047,Ituri,47,Democratic Republic of the Congo,6047,COD
9047,Kasa?»,47,Democratic Republic of the Congo,9047,COD
7047,Kasa?»-Central,47,Democratic Republic of the Congo,7047,COD
8047,Kasa?»-Oriental,47,Democratic Republic of the Congo,8047,COD
10047,Kinshasa,47,Democratic Republic of the Congo,10047,COD
11047,Kongo-Central,47,Democratic Republic of the Congo,11047,COD
12047,Kwango,47,Democratic Republic of the Congo,12047,COD
13047,Kwilu,47,Democratic Republic of the Congo,13047,COD
14047,Lomami,47,Democratic Republic of the Congo,14047,COD
15047,Lualaba,47,Democratic Republic of the Congo,15047,COD
16047,Ma?»-Ndombe,47,Democratic Republic of the Congo,16047,COD
17047,Maniema,47,Democratic Republic of the Congo,17047,COD
18047,Mongala,47,Democratic Republic of the Congo,18047,COD
19047,Nord-Kivu,47,Democratic Republic of the Congo,19047,COD
20047,Nord-Ubangi,47,Democratic Republic of the Congo,20047,COD
21047,Sankuru,47,Democratic Republic of the Congo,21047,COD
22047,Sud-Kivu,47,Democratic Republic of the Congo,22047,COD
23047,Sud-Ubangi,47,Democratic Republic of the Congo,23047,COD
24047,Tanganyika,47,Democratic Republic of the Congo,24047,COD
25047,Tshopo,47,Democratic Republic of the Congo,25047,COD
26047,Tshuapa,47,Democratic Republic of the Congo,26047,COD
1048,Bouenza,48,Congo,1048,COG
2048,Brazzaville,48,Congo,2048,COG
4048,Cuvette,48,Congo,4048,COG
3048,Cuvette-Ouest,48,Congo,3048,COG
5048,Kouilou,48,Congo,5048,COG
6048,L??koumou,48,Congo,6048,COG
7048,Likouala,48,Congo,7048,COG
8048,Niari,48,Congo,8048,COG
9048,Plateaux,48,Congo,9048,COG
10048,Pointe Noire,48,Congo,10048,COG
11048,Pool,48,Congo,11048,COG
12048,Sangha,48,Congo,12048,COG
1050,Amazonas,50,Colombia,1050,COL
2050,Antioquia,50,Colombia,2050,COL
3050,Arauca,50,Colombia,3050,COL
4050,Atl?íntico,50,Colombia,4050,COL
5050,Bol?¡var,50,Colombia,5050,COL
6050,Boyac?í,50,Colombia,6050,COL
7050,Caldas,50,Colombia,7050,COL
8050,Caquet?í,50,Colombia,8050,COL
9050,Casanare,50,Colombia,9050,COL
10050,Cauca,50,Colombia,10050,COL
11050,Cesar,50,Colombia,11050,COL
12050,Choc??,50,Colombia,12050,COL
13050,C??rdoba,50,Colombia,13050,COL
14050,Cundinamarca,50,Colombia,14050,COL
15050,Guain?¡a,50,Colombia,15050,COL
16050,Guaviare,50,Colombia,16050,COL
17050,Huila,50,Colombia,17050,COL
18050,La Guajira,50,Colombia,18050,COL
19050,Magdalena,50,Colombia,19050,COL
20050,Meta,50,Colombia,20050,COL
21050,Nari??o,50,Colombia,21050,COL
22050,Norte de Santander,50,Colombia,22050,COL
23050,Putumayo,50,Colombia,23050,COL
24050,Quind?¡o,50,Colombia,24050,COL
25050,Risaralda,50,Colombia,25050,COL
26050,San Andr??s y Providencia,50,Colombia,26050,COL
27050,Santander,50,Colombia,27050,COL
28050,Sucre,50,Colombia,28050,COL
29050,Tolima,50,Colombia,29050,COL
30050,Valle del Cauca,50,Colombia,30050,COL
31050,Vaup??s,50,Colombia,31050,COL
32050,Vichada,50,Colombia,32050,COL
1051,Mwali,51,Comoros,1051,COM
2051,Njaz?¡dja,51,Comoros,2051,COM
3051,Nzwani,51,Comoros,3051,COM
1052,Boa Vista,52,Cape Verde,1052,CPV
2052,Brava,52,Cape Verde,2052,CPV
3052,Maio,52,Cape Verde,3052,CPV
4052,Mosteiros,52,Cape Verde,4052,CPV
5052,Pa??l,52,Cape Verde,5052,CPV
6052,Porto Novo,52,Cape Verde,6052,CPV
7052,Praia,52,Cape Verde,7052,CPV
8052,Ribeira Brava,52,Cape Verde,8052,CPV
9052,Ribeira Grande,52,Cape Verde,9052,CPV
10052,Ribeira Grande de Santiago,52,Cape Verde,10052,CPV
11052,Sal,52,Cape Verde,11052,CPV
12052,Santa Catarina,52,Cape Verde,12052,CPV
13052,Santa Catarina do Fogo,52,Cape Verde,13052,CPV
14052,Santa Cruz,52,Cape Verde,14052,CPV
15052,S?úo Domingos,52,Cape Verde,15052,CPV
16052,S?úo Filipe,52,Cape Verde,16052,CPV
17052,S?úo Louren?ºo dos ?ôrg?úos,52,Cape Verde,17052,CPV
18052,S?úo Miguel,52,Cape Verde,18052,CPV
19052,S?úo Salvador do Mundo,52,Cape Verde,19052,CPV
20052,S?úo Vicente,52,Cape Verde,20052,CPV
