ADM1_CODE,ADM1_NAME,ADM0_CODE,ADM0_NAME,GAUL_CODE,ISO
21052,Tarrafal,52,Cape Verde,21052,CPV
22052,Tarrafal de S?úo Nicolau,52,Cape Verde,22052,CPV
1053,Alajuela,53,Costa Rica,1053,CRI
2053,Cartago,53,Costa Rica,2053,CRI
3053,Guanacaste,53,Costa Rica,3053,CRI
4053,Heredia,53,Costa Rica,4053,CRI
5053,Lim??n,53,Costa Rica,5053,CRI
6053,Puntarenas,53,Costa Rica,6053,CRI
7053,San Jos??,53,Costa Rica,7053,CRI
1054,Camag??ey,54,Cuba,1054,CUB
2054,Ciego de ?üvila,54,Cuba,2054,CUB
3054,Cienfuegos,54,Cuba,3054,CUB
4054,Ciudad de la Habana,54,Cuba,4054,CUB
5054,Granma,54,Cuba,5054,CUB
6054,Guant?ínamo,54,Cuba,6054,CUB
7054,Holgu?¡n,54,Cuba,7054,CUB
8054,Isla de la Juventud,54,Cuba,8054,CUB
9054,La Habana,54,Cuba,9054,CUB
10054,Las Tunas,54,Cuba,10054,CUB
11054,Matanzas,54,Cuba,11054,CUB
12054,Mayabeque,54,Cuba,12054,CUB
13054,Pinar del R?¡o,54,Cuba,13054,CUB
14054,Sancti Sp?¡ritus,54,Cuba,14054,CUB
15054,Santiago de Cuba,54,Cuba,15054,CUB
16054,Villa Clara,54,Cuba,16054,CUB
1057,Bodden Town,57,Cayman Islands,1057,CYM
2057,Cayman Brac,57,Cayman Islands,2057,CYM
3057,East End,57,Cayman Islands,3057,CYM
4057,George Town,57,Cayman Islands,4057,CYM
5057,Little Cayman,57,Cayman Islands,5057,CYM
6057,North Side,57,Cayman Islands,6057,CYM
7057,West Bay,57,Cayman Islands,7057,CYM
1058,Famagusta,58,Cyprus,1058,CYP
2058,Larnaca,58,Cyprus,2058,CYP
3058,Limassol,58,Cyprus,3058,CYP
4058,Nicosia,58,Cyprus,4058,CYP
5058,Paphos,58,Cyprus,5058,CYP
1059,Jiho?ìesk??,59,Czech Republic,1059,CZE
2059,Jihomoravsk??,59,Czech Republic,2059,CZE
3059,Karlovarsk??,59,Czech Republic,3059,CZE
4059,Kraj Vyso?ìina,59,Czech Republic,4059,CZE
5059,Kr?ílov??hradeck??,59,Czech Republic,5059,CZE
6059,Libereck??,59,Czech Republic,6059,CZE
7059,Moravskoslezsk??,59,Czech Republic,7059,CZE
8059,Olomouck??,59,Czech Republic,8059,CZE
9059,Pardubick??,59,Czech Republic,9059,CZE
10059,Plze?êsk??,59,Czech Republic,10059,CZE
11059,Prague,59,Czech Republic,11059,CZE
12059,St?Öedo?ìesk??,59,Czech Republic,12059,CZE
13059,?Üsteck??,59,Czech Republic,13059,CZE
14059,Zl?¡nsk??,59,Czech Republic,14059,CZE
1060,Baden-W??rttemberg,60,Germany,1060,DEU
2060,Bayern,60,Germany,2060,DEU
3060,Berlin,60,Germany,3060,DEU
4060,Brandenburg,60,Germany,4060,DEU
5060,Bremen,60,Germany,5060,DEU
6060,Hamburg,60,Germany,6060,DEU
7060,Hessen,60,Germany,7060,DEU
8060,Mecklenburg-Vorpommern,60,Germany,8060,DEU
9060,Niedersachsen,60,Germany,9060,DEU
10060,Nordrhein-Westfalen,60,Germany,10060,DEU
11060,Rheinland-Pfalz,60,Germany,11060,DEU
12060,Saarland,60,Germany,12060,DEU
14060,Sachsen,60,Germany,14060,DEU
13060,Sachsen-Anhalt,60,Germany,13060,DEU
15060,Schleswig-Holstein,60,Germany,15060,DEU
16060,Th??ringen,60,Germany,16060,DEU
1061,Ali Sabieh,61,Djibouti,1061,DJI
2061,Dikhil,61,Djibouti,2061,DJI
3061,Djibouti,61,Djibouti,3061,DJI
4061,Obock,61,Djibouti,4061,DJI
5061,Tadjourah,61,Djibouti,5061,DJI
1062,Saint Andrew,62,Dominica,1062,DMA
2062,Saint David,62,Dominica,2062,DMA
3062,Saint George,62,Dominica,3062,DMA
4062,Saint John,62,Dominica,4062,DMA
5062,Saint Joseph,62,Dominica,5062,DMA
6062,Saint Luke,62,Dominica,6062,DMA
7062,Saint Mark,62,Dominica,7062,DMA
8062,Saint Patrick,62,Dominica,8062,DMA
9062,Saint Paul,62,Dominica,9062,DMA
10062,Saint Peter,62,Dominica,10062,DMA
1063,Hovedstaden,63,Denmark,1063,DNK
2063,Midtjylland,63,Denmark,2063,DNK
3063,Nordjylland,63,Denmark,3063,DNK
4063,Sj?ªlland,63,Denmark,4063,DNK
5063,Syddanmark,63,Denmark,5063,DNK
1064,Azua,64,Dominican Republic,1064,DOM
2064,Bahoruco,64,Dominican Republic,2064,DOM
3064,Barahona,64,Dominican Republic,3064,DOM
4064,Dajab??n,64,Dominican Republic,4064,DOM
5064,Distrito Nacional,64,Dominican Republic,5064,DOM
6064,Duarte,64,Dominican Republic,6064,DOM
7064,El Seybo,64,Dominican Republic,7064,DOM
8064,Espaillat,64,Dominican Republic,8064,DOM
9064,Hato Mayor,64,Dominican Republic,9064,DOM
10064,Independencia,64,Dominican Republic,10064,DOM
11064,La Altagracia,64,Dominican Republic,11064,DOM
12064,La Estrelleta,64,Dominican Republic,12064,DOM
13064,La Romana,64,Dominican Republic,13064,DOM
14064,La Vega,64,Dominican Republic,14064,DOM
15064,Mar?¡a Trinidad S?ínchez,64,Dominican Republic,15064,DOM
16064,Monse??or Nouel,64,Dominican Republic,16064,DOM
17064,Monte Cristi,64,Dominican Republic,17064,DOM
18064,Monte Plata,64,Dominican Republic,18064,DOM
19064,Pedernales,64,Dominican Republic,19064,DOM
20064,Peravia,64,Dominican Republic,20064,DOM
21064,Puerto Plata,64,Dominican Republic,21064,DOM
22064,Salcedo,64,Dominican Republic,22064,DOM
23064,Saman?í,64,Dominican Republic,23064,DOM
24064,San Crist??bal,64,Dominican Republic,24064,DOM
25064,San Jos?? de Ocoa,64,Dominican Republic,25064,DOM
26064,San Juan,64,Dominican Republic,26064,DOM
27064,San Pedro de Macor?¡s,64,Dominican Republic,27064,DOM
28064,S?ínchez Ram?¡rez,64,Dominican Republic,28064,DOM
30064,Santiago,64,Dominican Republic,30064,DOM
29064,Santiago Rodr?¡guez,64,Dominican Republic,29064,DOM
31064,Santo Domingo,64,Dominican Republic,31064,DOM
32064,Valverde,64,Dominican Republic,32064,DOM
1065,Adrar,65,Algeria,1065,DZA
2065,A?»n Defla,65,Algeria,2065,DZA
3065,A?»n T??mouchent,65,Algeria,3065,DZA
4065,Alger,65,Algeria,4065,DZA
5065,Annaba,65,Algeria,5065,DZA
6065,Batna,65,Algeria,6065,DZA
7065,B??char,65,Algeria,7065,DZA
8065,B??ja?»a,65,Algeria,8065,DZA
9065,Biskra,65,Algeria,9065,DZA
10065,Blida,65,Algeria,10065,DZA
11065,Bordj Bou Arr??ridj,65,Algeria,11065,DZA
12065,Bouira,65,Algeria,12065,DZA
13065,Boumerd?¿s,65,Algeria,13065,DZA
14065,Chlef,65,Algeria,14065,DZA
15065,Constantine,65,Algeria,15065,DZA
16065,Djelfa,65,Algeria,16065,DZA
17065,El Bayadh,65,Algeria,17065,DZA
18065,El Oued,65,Algeria,18065,DZA
19065,El Tarf,65,Algeria,19065,DZA
20065,Gharda?»a,65,Algeria,20065,DZA
21065,Guelma,65,Algeria,21065,DZA
22065,Illizi,65,Algeria,22065,DZA
23065,Jijel,65,Algeria,23065,DZA
24065,Khenchela,65,Algeria,24065,DZA
25065,Laghouat,65,Algeria,25065,DZA
26065,M'Sila,65,Algeria,26065,DZA
27065,Mascara,65,Algeria,27065,DZA
28065,M??d??a,65,Algeria,28065,DZA
29065,Mila,65,Algeria,29065,DZA
30065,Mostaganem,65,Algeria,30065,DZA
31065,Na?óma,65,Algeria,31065,DZA
32065,Oran,65,Algeria,32065,DZA
33065,Ouargla,65,Algeria,33065,DZA
34065,Oum el Bouaghi,65,Algeria,34065,DZA
35065,Relizane,65,Algeria,35065,DZA
36065,Sa?»da,65,Algeria,36065,DZA
37065,S??tif,65,Algeria,37065,DZA
38065,Sidi Bel Abb?¿s,65,Algeria,38065,DZA
39065,Skikda,65,Algeria,39065,DZA
40065,Souk Ahras,65,Algeria,40065,DZA
41065,Tamanghasset,65,Algeria,41065,DZA
42065,T??bessa,65,Algeria,42065,DZA
43065,Tiaret,65,Algeria,43065,DZA
44065,Tindouf,65,Algeria,44065,DZA
45065,Tipaza,65,Algeria,45065,DZA
46065,Tissemsilt,65,Algeria,46065,DZA
47065,Tizi Ouzou,65,Algeria,47065,DZA
48065,Tlemcen,65,Algeria,48065,DZA
1066,Azuay,66,Ecuador,1066,ECU
2066,Bolivar,66,Ecuador,2066,ECU
3066,Ca??ar,66,Ecuador,3066,ECU
4066,Carchi,66,Ecuador,4066,ECU
5066,Chimborazo,66,Ecuador,5066,ECU
6066,Cotopaxi,66,Ecuador,6066,ECU
7066,El Oro,66,Ecuador,7066,ECU
8066,Esmeraldas,66,Ecuador,8066,ECU
9066,Gal?ípagos,66,Ecuador,9066,ECU
10066,Guayas,66,Ecuador,10066,ECU
11066,Imbabura,66,Ecuador,11066,ECU
12066,Loja,66,Ecuador,12066,ECU
13066,Los Rios,66,Ecuador,13066,ECU
14066,Manabi,66,Ecuador,14066,ECU
15066,Morona Santiago,66,Ecuador,15066,ECU
16066,Napo,66,Ecuador,16066,ECU
17066,Orellana,66,Ecuador,17066,ECU
18066,Pastaza,66,Ecuador,18066,ECU
19066,Pichincha,66,Ecuador,19066,ECU
20066,Santa Elena,66,Ecuador,20066,ECU
21066,Santo Domingo de los Tsachilas,66,Ecuador,21066,ECU
22066,Sucumbios,66,Ecuador,22066,ECU
23066,Tungurahua,66,Ecuador,23066,ECU
24066,Zamora Chinchipe,66,Ecuador,24066,ECU
1067,Ad Daqahliyah,67,Egypt,1067,EGY
2067,Al Bahr al Ahmar,67,Egypt,2067,EGY
3067,Al Buhayrah,67,Egypt,3067,EGY
4067,Al Fayyum,67,Egypt,4067,EGY
5067,Al Gharbiyah,67,Egypt,5067,EGY
6067,Al Iskandariyah,67,Egypt,6067,EGY
7067,Al Isma`iliyah,67,Egypt,7067,EGY
8067,Al Jizah,67,Egypt,8067,EGY
9067,Al Minufiyah,67,Egypt,9067,EGY
10067,Al Minya,67,Egypt,10067,EGY
11067,Al Qahirah,67,Egypt,11067,EGY
12067,Al Qalyubiyah,67,Egypt,12067,EGY
13067,Al Uqsur,67,Egypt,13067,EGY
14067,Al Wadi al Jadid,67,Egypt,14067,EGY
15067,As Suways,67,Egypt,15067,EGY
16067,Ash Sharqiyah,67,Egypt,16067,EGY
17067,Aswan,67,Egypt,17067,EGY
18067,Asyut,67,Egypt,18067,EGY
19067,Bani Suwayf,67,Egypt,19067,EGY
20067,Bur Sa`id,67,Egypt,20067,EGY
21067,Dumyat,67,Egypt,21067,EGY
22067,Janub Sina',67,Egypt,22067,EGY
23067,Kafr ash Shaykh,67,Egypt,23067,EGY
24067,Matrouh,67,Egypt,24067,EGY
25067,Qina,67,Egypt,25067,EGY
26067,Shamal Sina',67,Egypt,26067,EGY
27067,Suhaj,67,Egypt,27067,EGY
1068,Anseba,68,Eritrea,1068,ERI
2068,Debub,68,Eritrea,2068,ERI
3068,Debubawi Keyih Bahri,68,Eritrea,3068,ERI
4068,Gash Barka,68,Eritrea,4068,ERI
5068,Maekel,68,Eritrea,5068,ERI
6068,Semenawi Keyih Bahri,68,Eritrea,6068,ERI
1069,Boujdour,69,Western Sahara,1069,ESH
2069,Es Semara,69,Western Sahara,2069,ESH
3069,Laayoune,69,Western Sahara,3069,ESH
4069,Oued el Dahab,69,Western Sahara,4069,ESH
1070,Andaluc?¡a,70,Spain,1070,ESP
2070,Arag??n,70,Spain,2070,ESP
3070,Cantabria,70,Spain,3070,ESP
4070,Castilla-La Mancha,70,Spain,4070,ESP
5070,Castilla y Le??n,70,Spain,5070,ESP
6070,Catalu??a,70,Spain,6070,ESP
7070,Ceuta y Melilla,70,Spain,7070,ESP
8070,Comunidad de Madrid,70,Spain,8070,ESP
9070,Comunidad Foral de Navarra,70,Spain,9070,ESP
10070,Comunidad Valenciana,70,Spain,10070,ESP
11070,Extremadura,70,Spain,11070,ESP
12070,Galicia,70,Spain,12070,ESP
13070,Islas Baleares,70,Spain,13070,ESP
14070,Islas Canarias,70,Spain,14070,ESP
15070,La Rioja,70,Spain,15070,ESP
16070,Pa?¡s Vasco,70,Spain,16070,ESP
17070,Principado de Asturias,70,Spain,17070,ESP
18070,Regi??n de Murcia,70,Spain,18070,ESP
1071,Harju,71,Estonia,1071,EST
2071,Hiiu,71,Estonia,2071,EST
3071,Ida-Viru,71,Estonia,3071,EST
4071,J?ñrva,71,Estonia,4071,EST
5071,J??geva,71,Estonia,5071,EST
7071,L?ñ?ñne,71,Estonia,7071,EST
6071,L?ñ?ñne-Viru,71,Estonia,6071,EST
8071,P?ñrnu,71,Estonia,8071,EST
9071,Peipsi,71,Estonia,9071,EST
10071,P??lva,71,Estonia,10071,EST
11071,Rapla,71,Estonia,11071,EST
12071,Saare,71,Estonia,12071,EST
13071,Tartu,71,Estonia,13071,EST
14071,Valga,71,Estonia,14071,EST
15071,Viljandi,71,Estonia,15071,EST
16071,V??ru,71,Estonia,16071,EST
1072,Addis Abeba,72,Ethiopia,1072,ETH
2072,Afar,72,Ethiopia,2072,ETH
3072,Amhara,72,Ethiopia,3072,ETH
4072,Benshangul-Gumaz,72,Ethiopia,4072,ETH
5072,Dire Dawa,72,Ethiopia,5072,ETH
6072,Gambela Peoples,72,Ethiopia,6072,ETH
7072,Harari People,72,Ethiopia,7072,ETH
8072,Oromia,72,Ethiopia,8072,ETH
9072,Somali,72,Ethiopia,9072,ETH
10072,"Southern Nations, Nationalities and Peoples",72,Ethiopia,10072,ETH
11072,Tigray,72,Ethiopia,11072,ETH
1073,Eastern Finland,73,Finland,1073,FIN
2073,Lapland,73,Finland,2073,FIN
3073,Oulu,73,Finland,3073,FIN
4073,Southern Finland,73,Finland,4073,FIN
5073,Western Finland,73,Finland,5073,FIN
1074,Central,74,Fiji,1074,FJI
2074,Eastern,74,Fiji,2074,FJI
3074,Northern,74,Fiji,3074,FJI
4074,Rotuma,74,Fiji,4074,FJI
5074,Western,74,Fiji,5074,FJI
1076,Auvergne-Rh??ne-Alpes,76,France,1076,FRA
2076,Bourgogne-Franche-Comt??,76,France,2076,FRA
3076,Bretagne,76,France,3076,FRA
4076,Centre-Val de Loire,76,France,4076,FRA
5076,Corse,76,France,5076,FRA
6076,Grand Est,76,France,6076,FRA
7076,Hauts-de-France,76,France,7076,FRA
8076,?Äle-de-France,76,France,8076,FRA
9076,Normandie,76,France,9076,FRA
10076,Nouvelle-Aquitaine,76,France,10076,FRA
11076,Occitanie,76,France,11076,FRA
12076,Pays de la Loire,76,France,12076,FRA
13076,Provence-Alpes-C??te d'Azur,76,France,13076,FRA
1077,Eysturoyar,77,Faroe Islands,1077,FRO
2077,Norder??erne,77,Faroe Islands,2077,FRO
3077,Sandoyar,77,Faroe Islands,3077,FRO
4077,Streymoyar,77,Faroe Islands,4077,FRO
5077,Su??uroyar,77,Faroe Islands,5077,FRO
6077,V?Ñg??,77,Faroe Islands,6077,FRO
1078,Chuuk,78,Micronesia,1078,FSM
2078,Kosrae,78,Micronesia,2078,FSM
3078,Pohnpei,78,Micronesia,3078,FSM
4078,Yap,78,Micronesia,4078,FSM
1079,Estuaire,79,Gabon,1079,GAB
2079,Haut-Ogoou??,79,Gabon,2079,GAB
3079,Moyen-Ogoou??,79,Gabon,3079,GAB
4079,Ngouni??,79,Gabon,4079,GAB
5079,Nyanga,79,Gabon,5079,GAB
6079,Ogoou??-Ivindo,79,Gabon,6079,GAB
7079,Ogoou??-Lolo,79,Gabon,7079,GAB
8079,Ogoou??-Maritime,79,Gabon,8079,GAB
9079,Wouleu-Ntem,79,Gabon,9079,GAB
1080,England,80,United Kingdom,1080,GBR
2080,Northern Ireland,80,United Kingdom,2080,GBR
3080,Scotland,80,United Kingdom,3080,GBR
4080,Wales,80,United Kingdom,4080,GBR
1081,Abkhazia,81,Georgia,1081,GEO
2081,Ajaria,81,Georgia,2081,GEO
3081,Guria,81,Georgia,3081,GEO
4081,Imereti,81,Georgia,4081,GEO
5081,Kakheti,81,Georgia,5081,GEO
6081,Kvemo Kartli,81,Georgia,6081,GEO
7081,Mtskheta-Mtianeti,81,Georgia,7081,GEO
8081,Racha-Lechkhumi-Kvemo Svaneti,81,Georgia,8081,GEO
9081,Samegrelo-Zemo Svaneti,81,Georgia,9081,GEO
10081,Samtskhe-Javakheti,81,Georgia,10081,GEO
11081,Shida Kartli,81,Georgia,11081,GEO
12081,Tbilisi,81,Georgia,12081,GEO
1082,Alderney,82,Guernsey,1082,GGY
2082,Brecqhou,82,Guernsey,2082,GGY
3082,Castel,82,Guernsey,3082,GGY
4082,Forest,82,Guernsey,4082,GGY
5082,Herm,82,Guernsey,5082,GGY
6082,Jethou,82,Guernsey,6082,GGY
7082,Saint Andrew,82,Guernsey,7082,GGY
8082,Saint Martin,82,Guernsey,8082,GGY
9082,Saint Peter Port,82,Guernsey,9082,GGY
10082,Saint Pierre du Bois,82,Guernsey,10082,GGY
11082,Saint Sampson,82,Guernsey,11082,GGY
12082,Saint Saviour,82,Guernsey,12082,GGY
13082,Sark,82,Guernsey,13082,GGY
14082,Torteval,82,Guernsey,14082,GGY
15082,Vale,82,Guernsey,15082,GGY
1083,Ashanti,83,Ghana,1083,GHA
2083,Brong Ahafo,83,Ghana,2083,GHA
3083,Central,83,Ghana,3083,GHA
4083,Eastern,83,Ghana,4083,GHA
5083,Greater Accra,83,Ghana,5083,GHA
6083,Northern,83,Ghana,6083,GHA
7083,Upper East,83,Ghana,7083,GHA
8083,Upper West,83,Ghana,8083,GHA
9083,Volta,83,Ghana,9083,GHA
10083,Western,83,Ghana,10083,GHA
1085,Bok??,85,Guinea,1085,GIN
2085,Conakry,85,Guinea,2085,GIN
3085,Faranah,85,Guinea,3085,GIN
4085,Kankan,85,Guinea,4085,GIN
5085,Kindia,85,Guinea,5085,GIN
6085,Lab??,85,Guinea,6085,GIN
7085,Mamou,85,Guinea,7085,GIN
8085,Nz??r??kor??,85,Guinea,8085,GIN
1086,Basse-Terre,86,Guadeloupe,1086,GLP
2086,Pointe-?á-Pitre,86,Guadeloupe,2086,GLP
1087,Banjul,87,Gambia,1087,GMB
2087,Lower River,87,Gambia,2087,GMB
3087,Maccarthy Island,87,Gambia,3087,GMB
4087,North Bank,87,Gambia,4087,GMB
5087,Upper River,87,Gambia,5087,GMB
6087,Western,87,Gambia,6087,GMB
1088,Bafat?í,88,Guinea-Bissau,1088,GNB
2088,Biombo,88,Guinea-Bissau,2088,GNB
3088,Bissau,88,Guinea-Bissau,3088,GNB
4088,Bolama,88,Guinea-Bissau,4088,GNB
5088,Cacheu,88,Guinea-Bissau,5088,GNB
6088,Gab??,88,Guinea-Bissau,6088,GNB
7088,Oio,88,Guinea-Bissau,7088,GNB
8088,Quinara,88,Guinea-Bissau,8088,GNB
9088,Tombali,88,Guinea-Bissau,9088,GNB
1089,Annob??n,89,Equatorial Guinea,1089,GNQ
2089,Bioko Norte,89,Equatorial Guinea,2089,GNQ
3089,Bioko Sur,89,Equatorial Guinea,3089,GNQ
4089,Centro Sur,89,Equatorial Guinea,4089,GNQ
5089,Ki??-Ntem,89,Equatorial Guinea,5089,GNQ
6089,Litoral,89,Equatorial Guinea,6089,GNQ
7089,Wele-Nzas,89,Equatorial Guinea,7089,GNQ
1090,Aegean,90,Greece,1090,GRC
2090,Athos,90,Greece,2090,GRC
3090,Attica,90,Greece,3090,GRC
4090,Crete,90,Greece,4090,GRC
5090,Epirus and Western Macedonia,90,Greece,5090,GRC
6090,Macedonia and Thrace,90,Greece,6090,GRC
7090,"Peloponnese, Western Greece and the Ionian Islands",90,Greece,7090,GRC
8090,Thessaly and Central Greece,90,Greece,8090,GRC
1091,Carriacou,91,Grenada,1091,GRD
2091,Saint Andrew,91,Grenada,2091,GRD
3091,Saint David,91,Grenada,3091,GRD
4091,Saint George,91,Grenada,4091,GRD
5091,Saint John,91,Grenada,5091,GRD
6091,Saint Mark,91,Grenada,6091,GRD
7091,Saint Patrick,91,Grenada,7091,GRD
1092,Kujalleq,92,Greenland,1092,GRL
2092,Northeast Greenland National Park,92,Greenland,2092,GRL
3092,Qaasuitsup,92,Greenland,3092,GRL
4092,Qeqqata,92,Greenland,4092,GRL
5092,Sermersooq,92,Greenland,5092,GRL
1093,Alta Verapaz,93,Guatemala,1093,GTM
2093,Baja Verapaz,93,Guatemala,2093,GTM
3093,Chimaltenango,93,Guatemala,3093,GTM
4093,Chiquimula,93,Guatemala,4093,GTM
5093,El Progreso,93,Guatemala,5093,GTM
6093,Escuintla,93,Guatemala,6093,GTM
7093,Guatemala,93,Guatemala,7093,GTM
8093,Huehuetenango,93,Guatemala,8093,GTM
9093,Izabal,93,Guatemala,9093,GTM
10093,Jalapa,93,Guatemala,10093,GTM
11093,Jutiapa,93,Guatemala,11093,GTM
12093,Pet??n,93,Guatemala,12093,GTM
13093,Quezaltenango,93,Guatemala,13093,GTM
14093,Quich??,93,Guatemala,14093,GTM
15093,Retalhuleu,93,Guatemala,15093,GTM
16093,Sacatep??quez,93,Guatemala,16093,GTM
17093,San Marcos,93,Guatemala,17093,GTM
18093,Santa Rosa,93,Guatemala,18093,GTM
19093,Solol?í,93,Guatemala,19093,GTM
20093,Suchitep??quez,93,Guatemala,20093,GTM
21093,Totonicap?ín,93,Guatemala,21093,GTM
22093,Zacapa,93,Guatemala,22093,GTM
1094,Cayenne,94,French Guiana,1094,GUF
2094,Saint-Laurent-du-Maroni,94,French Guiana,2094,GUF
1095,Agana Heights,95,Guam,1095,GUM
2095,Agat,95,Guam,2095,GUM
3095,Asan,95,Guam,3095,GUM
4095,Barrigada,95,Guam,4095,GUM
5095,Chalan-Pago-Ordot,95,Guam,5095,GUM
6095,Dededo,95,Guam,6095,GUM
7095,Hag?Ñt??a,95,Guam,7095,GUM
8095,Inarajan,95,Guam,8095,GUM
9095,Mangilao,95,Guam,9095,GUM
10095,Merizo,95,Guam,10095,GUM
11095,Mongmong-Toto-Maite,95,Guam,11095,GUM
12095,Piti,95,Guam,12095,GUM
13095,Santa Rita,95,Guam,13095,GUM
14095,Sinajana,95,Guam,14095,GUM
15095,Talofofo,95,Guam,15095,GUM
16095,Tamuning,95,Guam,16095,GUM
17095,Umatac,95,Guam,17095,GUM
18095,Yigo,95,Guam,18095,GUM
19095,Yona,95,Guam,19095,GUM
1096,Barima-Waini,96,Guyana,1096,GUY
2096,Cuyuni-Mazaruni,96,Guyana,2096,GUY
3096,Demerara-Mahaica,96,Guyana,3096,GUY
4096,East Berbice-Corentyne,96,Guyana,4096,GUY
5096,Essequibo Islands-West Demerara,96,Guyana,5096,GUY
6096,Mahaica-Berbice,96,Guyana,6096,GUY
7096,Pomeroon-Supenaam,96,Guyana,7096,GUY
8096,Potaro-Siparuni,96,Guyana,8096,GUY
9096,Upper Demerara-Berbice,96,Guyana,9096,GUY
10096,Upper Takutu-Upper Essequibo,96,Guyana,10096,GUY
32044,Hong Kong,44,China,32044,CHN
1099,Atl?íntida,99,Honduras,1099,HND
2099,Choluteca,99,Honduras,2099,HND
3099,Col??n,99,Honduras,3099,HND
4099,Comayagua,99,Honduras,4099,HND
5099,Cop?ín,99,Honduras,5099,HND
6099,Cort??s,99,Honduras,6099,HND
7099,El Para?¡so,99,Honduras,7099,HND
8099,Francisco Moraz?ín,99,Honduras,8099,HND
9099,Gracias a Dios,99,Honduras,9099,HND
10099,Intibuc?í,99,Honduras,10099,HND
11099,Islas de la Bah?¡a,99,Honduras,11099,HND
12099,La Paz,99,Honduras,12099,HND
13099,Lempira,99,Honduras,13099,HND
14099,Ocotepeque,99,Honduras,14099,HND
15099,Olancho,99,Honduras,15099,HND
16099,Santa B?írbara,99,Honduras,16099,HND
17099,Valle,99,Honduras,17099,HND
18099,Yoro,99,Honduras,18099,HND
1100,Bjelovarska-Bilogorska,100,Croatia,1100,HRV
2100,Brodsko-Posavska,100,Croatia,2100,HRV
3100,Dubrovacko-Neretvanska,100,Croatia,3100,HRV
4100,Grad Zagreb,100,Croatia,4100,HRV
5100,Istarska,100,Croatia,5100,HRV
6100,Karlovacka,100,Croatia,6100,HRV
7100,Koprivni?ìko-Kri??eva?ìka,100,Croatia,7100,HRV
8100,Krapinsko-Zagorska,100,Croatia,8100,HRV
9100,Licko-Senjska,100,Croatia,9100,HRV
10100,Medimurska,100,Croatia,10100,HRV
11100,Osjecko-Baranjska,100,Croatia,11100,HRV
12100,Po??e?íko-Slavonska,100,Croatia,12100,HRV
13100,Primorsko-Goranska,100,Croatia,13100,HRV
14100,?áibensko-Kninska,100,Croatia,14100,HRV
15100,Sisacko-Moslavacka,100,Croatia,15100,HRV
16100,Splitsko-Dalmatinska,100,Croatia,16100,HRV
17100,Vara??dinska,100,Croatia,17100,HRV
18100,Viroviticko-Podravska,100,Croatia,18100,HRV
19100,Vukovarsko-Srijemska,100,Croatia,19100,HRV
20100,Zadarska,100,Croatia,20100,HRV
21100,Zagreba?ìka,100,Croatia,21100,HRV
1101,Centre,101,Haiti,1101,HTI
2101,Grand'Anse,101,Haiti,2101,HTI
3101,L'Artibonite,101,Haiti,3101,HTI
4101,Nippes,101,Haiti,4101,HTI
7101,Nord,101,Haiti,7101,HTI
5101,Nord-Est,101,Haiti,5101,HTI
6101,Nord-Ouest,101,Haiti,6101,HTI
8101,Ouest,101,Haiti,8101,HTI
10101,Sud,101,Haiti,10101,HTI
9101,Sud-Est,101,Haiti,9101,HTI
1102,B?ícs-Kiskun,102,Hungary,1102,HUN
2102,Baranya,102,Hungary,2102,HUN
3102,B??k??s,102,Hungary,3102,HUN
4102,Borsod-Aba??j-Zempl??n,102,Hungary,4102,HUN
5102,Budapest,102,Hungary,5102,HUN
6102,Csongr?íd,102,Hungary,6102,HUN
7102,Fej??r,102,Hungary,7102,HUN
8102,Gyor-Moson-Sopron,102,Hungary,8102,HUN
9102,Hajd??-Bihar,102,Hungary,9102,HUN
10102,Heves,102,Hungary,10102,HUN
11102,J?ísz-Nagykun-Szolnok,102,Hungary,11102,HUN
12102,Kom?írom-Esztergom,102,Hungary,12102,HUN
13102,N??gr?íd,102,Hungary,13102,HUN
14102,Pest,102,Hungary,14102,HUN
15102,Somogy,102,Hungary,15102,HUN
16102,Szabolcs-Szatm?ír-Bereg,102,Hungary,16102,HUN
17102,Tolna,102,Hungary,17102,HUN
18102,Vas,102,Hungary,18102,HUN
19102,Veszpr??m,102,Hungary,19102,HUN
20102,Zala,102,Hungary,20102,HUN
1103,Aceh,103,Indonesia,1103,IDN
2103,Bali,103,Indonesia,2103,IDN
3103,Bangka Belitung,103,Indonesia,3103,IDN
4103,Banten,103,Indonesia,4103,IDN
5103,Bengkulu,103,Indonesia,5103,IDN
6103,Gorontalo,103,Indonesia,6103,IDN
7103,Jakarta Raya,103,Indonesia,7103,IDN
8103,Jambi,103,Indonesia,8103,IDN
9103,Jawa Barat,103,Indonesia,9103,IDN
10103,Jawa Tengah,103,Indonesia,10103,IDN
11103,Jawa Timur,103,Indonesia,11103,IDN
12103,Kalimantan Barat,103,Indonesia,12103,IDN
13103,Kalimantan Selatan,103,Indonesia,13103,IDN
14103,Kalimantan Tengah,103,Indonesia,14103,IDN
16103,Kepulauan Riau,103,Indonesia,16103,IDN
17103,Lampung,103,Indonesia,17103,IDN
19103,Maluku,103,Indonesia,19103,IDN
18103,Maluku Utara,103,Indonesia,18103,IDN
20103,Nusa Tenggara Barat,103,Indonesia,20103,IDN
21103,Nusa Tenggara Timur,103,Indonesia,21103,IDN
23103,Papua,103,Indonesia,23103,IDN
22103,Papua Barat,103,Indonesia,22103,IDN
24103,Riau,103,Indonesia,24103,IDN
