,V1,ADM1_NAME,ADM2_NAME,iso3,ADM0_NAME.x,year,vaccine,GAUL_CODE,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shpfile,who_coverage,Note,V16,V17,V18,V19
199,199,centrosur,nkimi,GNQ,Equatorial Guinea,NA,NA,14879,in shpfile but not WHO,NA,Centro Sur,NA,nkimi,NA,,NA,NA,NA,NA
200,200,kintem,bidjabidjan,GNQ,Equatorial Guinea,NA,NA,14880,in shpfile but not WHO,NA,Ki??-Ntem,NA,bidjabidjan,NA,,NA,NA,NA,NA
201,201,kintem,nasng,GNQ,Equatorial Guinea,NA,NA,14883,in shpfile but not WHO,NA,Ki??-Ntem,NA,nasng,NA,,NA,NA,NA,NA
202,202,kintem,nkue,GNQ,Equatorial Guinea,NA,NA,14884,in shpfile but not WHO,NA,Ki??-Ntem,NA,nkue,NA,,NA,NA,NA,NA
203,203,litoral,bitica,GNQ,Equatorial Guinea,NA,NA,14887,in shpfile but not WHO,NA,Litoral,NA,bitica,NA,,NA,NA,NA,NA
204,204,litoral,corisco,GNQ,Equatorial Guinea,NA,NA,14889,in shpfile but not WHO,NA,Litoral,NA,corisco,NA,,NA,NA,NA,NA
205,205,litoral,machinda,GNQ,Equatorial Guinea,NA,NA,14890,in shpfile but not WHO,NA,Litoral,NA,machinda,NA,,NA,NA,NA,NA
206,206,litoral,riocampo,GNQ,Equatorial Guinea,NA,NA,14892,in shpfile but not WHO,NA,Litoral,NA,riocampo,NA,,NA,NA,NA,NA
207,207,welenzas,ayene,GNQ,Equatorial Guinea,NA,NA,14895,in shpfile but not WHO,NA,Wele-Nzas,NA,ayene,NA,,NA,NA,NA,NA
208,208,welenzas,ciudadnuevaoyala,GNQ,Equatorial Guinea,NA,NA,14896,in shpfile but not WHO,NA,Wele-Nzas,NA,ciudadnuevaoyala,NA,,NA,NA,NA,NA
209,209,welenzas,mongomeyenmongomeyen,GNQ,Equatorial Guinea,NA,NA,14897,in shpfile but not WHO,NA,Wele-Nzas,NA,mongomeyenmongomeyen,NA,,NA,NA,NA,NA
210,210,gao,ansongo,MLI,Mali,2016,DTP3,22118,success,NA,NA,ansongo,NA,104.0580851,,NA,NA,NA,NA
211,211,gao,bourem,MLI,Mali,2016,DTP3,22119,success,NA,NA,bourem,NA,86.33817975,,NA,NA,NA,NA
212,212,gao,gao,MLI,Mali,2016,DTP3,22120,success,NA,NA,gao,NA,88.17407457,,NA,NA,NA,NA
213,213,kayes,kayes,MLI,Mali,2016,DTP3,22125,success,NA,NA,kayes,NA,86.18302645,,NA,NA,NA,NA
214,214,kayes,kita,MLI,Mali,2016,DTP3,22126,success,NA,NA,kita,NA,84.98948051,,NA,NA,NA,NA
215,215,kayes,nioro,MLI,Mali,2016,DTP3,22127,success,NA,NA,nioro,NA,97.46254966,,NA,NA,NA,NA
216,216,kidal,kidal,MLI,Mali,2016,DTP3,22130,success,NA,NA,kidal,NA,102.2352422,,NA,NA,NA,NA
217,217,kidal,tessalit,MLI,Mali,2016,DTP3,22131,success,NA,NA,tessalit,NA,55,,NA,NA,NA,NA
218,218,kidal,tinessako,MLI,Mali,2016,DTP3,22132,success,NA,NA,tinessako,NA,20,,NA,NA,NA,NA
219,219,koulikoro,banamba,MLI,Mali,2016,DTP3,22133,success,NA,NA,banamba,NA,97.71534889,,NA,NA,NA,NA
220,220,koulikoro,kangaba,MLI,Mali,2016,DTP3,22135,success,NA,NA,kangaba,NA,111.5543035,,NA,NA,NA,NA
221,221,koulikoro,kati,MLI,Mali,2016,DTP3,22136,success,NA,NA,kati,NA,99.45503894,,NA,NA,NA,NA
222,222,koulikoro,kolokani,MLI,Mali,2016,DTP3,22137,success,NA,NA,kolokani,NA,94.93528716,,NA,NA,NA,NA
223,223,koulikoro,koulikoro,MLI,Mali,2016,DTP3,22138,success,NA,NA,koulikoro,NA,79.45785146,,NA,NA,NA,NA
224,224,koulikoro,nara,MLI,Mali,2016,DTP3,22139,success,NA,NA,nara,NA,93.8434713,,NA,NA,NA,NA
225,225,mopti,bandiagara,MLI,Mali,2016,DTP3,22140,success,NA,NA,bandiagara,NA,93.43651032,,NA,NA,NA,NA
226,226,mopti,bankass,MLI,Mali,2016,DTP3,22141,success,NA,NA,bankass,NA,105.9964861,,NA,NA,NA,NA
227,227,mopti,douentza,MLI,Mali,2016,DTP3,22143,success,NA,NA,douentza,NA,78.8084625,,NA,NA,NA,NA
228,228,mopti,koro,MLI,Mali,2016,DTP3,22144,success,NA,NA,koro,NA,94.52576935,,NA,NA,NA,NA
229,229,mopti,mopti,MLI,Mali,2016,DTP3,22145,success,NA,NA,mopti,NA,83.80182359,,NA,NA,NA,NA
230,230,mopti,youwarou,MLI,Mali,2016,DTP3,22147,success,NA,NA,youwarou,NA,104.2100353,,NA,NA,NA,NA
231,231,sikasso,bougouni,MLI,Mali,2016,DTP3,22155,success,NA,NA,bougouni,NA,90.83017934,,NA,NA,NA,NA
232,232,sikasso,kadiolo,MLI,Mali,2016,DTP3,22156,success,NA,NA,kadiolo,NA,105.8033057,,NA,NA,NA,NA
233,233,sikasso,koutiala,MLI,Mali,2016,DTP3,22158,success,NA,NA,koutiala,NA,105.9686643,,NA,NA,NA,NA
234,234,sikasso,sikasso,MLI,Mali,2016,DTP3,22159,success,NA,NA,sikasso,NA,88.73616088,,NA,NA,NA,NA
235,235,sikasso,yanfolila,MLI,Mali,2016,DTP3,22160,success,NA,NA,yanfolila,NA,111.322674,,NA,NA,NA,NA
236,236,sikasso,yorosso,MLI,Mali,2016,DTP3,22161,success,NA,NA,yorosso,NA,98.31325063,,NA,NA,NA,NA
237,237,NA,NA,MLI,Mali,2016,NA,22123,fuzzy need fix,kayes,kayes,diema,dima,106.1269867,,NA,NA,NA,NA
238,238,NA,NA,MLI,Mali,2016,NA,22162,fuzzy need fix,tombouctou,timbuktu,dire,dir,110.9549474,,NA,NA,NA,NA
239,239,NA,NA,MLI,Mali,2016,NA,22121,fuzzy success,gao,gao,menaka,mnaka,103.847012,,NA,NA,NA,NA
240,240,NA,NA,MLI,Mali,2016,NA,22122,fuzzy success,kayes,kayes,bafoulabe,bafoulab,86.4665855,,NA,NA,NA,NA
241,241,NA,NA,MLI,Mali,2016,NA,22124,fuzzy success,kayes,kayes,kenieba,kniba,83.32585042,,NA,NA,NA,NA
242,242,NA,NA,MLI,Mali,2016,NA,22128,fuzzy success,kayes,kayes,yelimane,yliman,75.11199697,,NA,NA,NA,NA
243,243,NA,NA,MLI,Mali,2016,NA,22129,fuzzy success,kidal,kidal,abeibara,abebara,32,,NA,NA,NA,NA
244,244,NA,NA,MLI,Mali,2016,NA,22134,fuzzy success,koulikoro,koulikoro,dioila,diola,85.93707825,,NA,NA,NA,NA
245,245,NA,NA,MLI,Mali,2016,NA,22153,need change,koulikoro,sgou,fana,san,106.0954161,change,NA,NA,NA,NA
246,246,NA,NA,MLI,Mali,2016,NA,22142,fuzzy success,mopti,mopti,djenne,djenn,99.324266,,NA,NA,NA,NA
247,247,NA,NA,MLI,Mali,2016,NA,22146,fuzzy success,mopti,mopti,tenenkou,tnenkou,83.98717425,,NA,NA,NA,NA
248,248,NA,NA,MLI,Mali,2016,NA,22148,fuzzy success,segou,sgou,baroueli,barouli,94.63245028,,NA,NA,NA,NA
249,249,NA,NA,MLI,Mali,2016,NA,22149,fuzzy success,segou,sgou,bla,bla,104.873165,,NA,NA,NA,NA
250,250,NA,NA,MLI,Mali,2016,NA,22150,fuzzy success,segou,sgou,macina,macina,93.29303179,,NA,NA,NA,NA
251,251,NA,NA,MLI,Mali,2016,NA,22151,fuzzy success,segou,sgou,niono,niono,89.34643701,,NA,NA,NA,NA
252,252,NA,NA,MLI,Mali,2016,NA,22153,fuzzy success,segou,sgou,san,san,100.4334492,,NA,NA,NA,NA
253,253,NA,NA,MLI,Mali,2016,NA,22152,fuzzy success,segou,sgou,segou,sgou,77.53270009,,NA,NA,NA,NA
254,254,NA,NA,MLI,Mali,2016,NA,22154,fuzzy success,segou,sgou,tominian,tominian,91.06358025,,NA,NA,NA,NA
255,255,NA,NA,MLI,Mali,2016,NA,22157,fuzzy success,sikasso,sikasso,kolondieba,kolondiba,107.9367004,,NA,NA,NA,NA
256,256,NA,NA,MLI,Mali,2016,NA,22151,need change,sikasso,sgou,niena,niono,103.9593401,change,NA,NA,NA,NA
257,257,NA,NA,MLI,Mali,2016,NA,22163,fuzzy success,tombouctou,timbuktu,goundam,goundam,57.89588535,,NA,NA,NA,NA
258,258,NA,NA,MLI,Mali,2016,NA,22164,fuzzy success,tombouctou,timbuktu,gourmarharous,gourmarharous,80.78614338,,NA,NA,NA,NA
259,259,NA,NA,MLI,Mali,2016,NA,22165,fuzzy success,tombouctou,timbuktu,niafunke,niafunk,88.3754695,,NA,NA,NA,NA
260,260,NA,NA,MLI,Mali,2016,NA,22166,fuzzy success,tombouctou,timbuktu,tombouctou,tombouctou,77.05750509,,NA,NA,NA,NA
261,261,bamako,commune1,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune1,NA,105.2129812,,NA,NA,NA,NA
262,262,bamako,commune2,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune2,NA,97.39811625,,NA,NA,NA,NA
263,263,bamako,commune3,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune3,NA,99.77854567,,NA,NA,NA,NA
264,264,bamako,commune4,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune4,NA,94.63187451,,NA,NA,NA,NA
265,265,bamako,commune5,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune5,NA,91.63277695,,NA,NA,NA,NA
266,266,bamako,commune6,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,commune6,NA,119.4316644,,NA,NA,NA,NA
267,267,kayes,oussoubidiagna,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,oussoubidiagna,NA,93.62229412,,NA,NA,NA,NA
268,268,kayes,sagabary,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sagabary,NA,76.8659333,,NA,NA,NA,NA
269,269,kayes,sefeto,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sefeto,NA,52.318914,,NA,NA,NA,NA
270,270,koulikoro,kalabancoro,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kalabancoro,NA,103.8033691,,NA,NA,NA,NA
271,271,koulikoro,ouelessebougou,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ouelessebougou,NA,78.27991896,,NA,NA,NA,NA
272,272,segou,markala,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,markala,NA,105.7875782,,NA,NA,NA,NA
273,273,sikasso,kignan,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kignan,NA,95.63969767,,NA,NA,NA,NA
274,274,sikasso,selingue,MLI,Mali,2016,DTP3,NA,in WHO but not shpfile,NA,NA,selingue,NA,87.19124664,,NA,NA,NA,NA
275,275,bamako,bamako,MLI,Mali,NA,NA,22117,in shpfile but not WHO,NA,Bamako,NA,bamako,NA,,NA,NA,NA,NA
276,276,agadez,arlit,NER,Niger,2016,DTP3,25602,success,NA,NA,arlit,NA,68.0310963,,NA,NA,NA,NA
277,277,agadez,bilma,NER,Niger,2016,DTP3,25603,success,NA,NA,bilma,NA,84.01869159,,NA,NA,NA,NA
278,278,diffa,diffa,NER,Niger,2016,DTP3,25605,success,NA,NA,diffa,NA,96.25497235,,NA,NA,NA,NA
279,279,diffa,nguigmi,NER,Niger,2016,DTP3,25607,success,NA,NA,nguigmi,NA,67.12876682,,NA,NA,NA,NA
280,280,dosso,boboye,NER,Niger,2016,DTP3,25608,success,NA,NA,boboye,NA,97.80753138,,NA,NA,NA,NA
281,281,dosso,dosso,NER,Niger,2016,DTP3,25610,success,NA,NA,dosso,NA,92.26459144,,NA,NA,NA,NA
282,282,dosso,gaya,NER,Niger,2016,DTP3,25611,success,NA,NA,gaya,NA,77.83731612,,NA,NA,NA,NA
283,283,dosso,loga,NER,Niger,2016,DTP3,25612,success,NA,NA,loga,NA,93.95536268,,NA,NA,NA,NA
284,284,maradi,dakoro,NER,Niger,2016,DTP3,25614,success,NA,NA,dakoro,NA,95.71452433,,NA,NA,NA,NA
285,285,maradi,madarounfa,NER,Niger,2016,DTP3,25616,success,NA,NA,madarounfa,NA,95.80017,,NA,NA,NA,NA
286,286,maradi,mayahi,NER,Niger,2016,DTP3,25617,success,NA,NA,mayahi,NA,93.61106694,,NA,NA,NA,NA
287,287,maradi,tessaoua,NER,Niger,2016,DTP3,25618,success,NA,NA,tessaoua,NA,92.20752483,,NA,NA,NA,NA
288,288,tahoua,bouza,NER,Niger,2016,DTP3,25621,success,NA,NA,bouza,NA,88.03773437,,NA,NA,NA,NA
289,289,tahoua,keita,NER,Niger,2016,DTP3,25623,success,NA,NA,keita,NA,101.6100693,,NA,NA,NA,NA
290,290,tahoua,madaoua,NER,Niger,2016,DTP3,25624,success,NA,NA,madaoua,NA,97.21605568,,NA,NA,NA,NA
291,291,tahoua,tahoua,NER,Niger,2016,DTP3,25625,success,NA,NA,tahoua,NA,96.17622935,,NA,NA,NA,NA
292,292,zinder,magaria,NER,Niger,2016,DTP3,25634,success,NA,NA,magaria,NA,93.27197212,,NA,NA,NA,NA
293,293,zinder,matameye,NER,Niger,2016,DTP3,25635,success,NA,NA,matameye,NA,99.1846329,,NA,NA,NA,NA
294,294,zinder,mirriah,NER,Niger,2016,DTP3,25636,success,NA,NA,mirriah,NA,93.55672389,,NA,NA,NA,NA
295,295,zinder,tanout,NER,Niger,2016,DTP3,25637,success,NA,NA,tanout,NA,92.74318597,,NA,NA,NA,NA
296,296,NA,NA,NER,Niger,2016,NA,25613,fuzzy success,maradi,maradi,aguie,agui,103.8179568,,NA,NA,NA,NA
297,297,NA,NA,NER,Niger,2016,NA,25615,fuzzy success,maradi,maradi,groumji,groumdji,84.0457573,,NA,NA,NA,NA
298,298,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey1,niamey,98.59656059,slightly different,NA,NA,NA,NA
299,299,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey2,niamey,81.3365484,slightly different,NA,NA,NA,NA
300,300,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey3,niamey,88.77373111,slightly different,NA,NA,NA,NA
301,301,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey4,niamey,103.5920342,slightly different,NA,NA,NA,NA
302,302,NA,NA,NER,Niger,2016,NA,25619,fuzzy success,niamey,niamey,niamey5,niamey,80.85954807,slightly different,NA,NA,NA,NA
303,303,NA,NA,NER,Niger,2016,NA,25622,fuzzy success,tahoua,tahoua,illela,illla,103.4454153,,NA,NA,NA,NA
304,304,NA,NA,NER,Niger,2016,NA,25620,fuzzy success,tahoua,tahoua,konni,bkonni,96.18662519,,NA,NA,NA,NA
305,305,NA,NA,NER,Niger,2016,NA,25627,fuzzy success,tillaberi,tillabry,filingue,filingu,96.887826,,NA,NA,NA,NA
306,306,NA,NA,NER,Niger,2016,NA,25628,fuzzy success,tillaberi,tillabry,kollo,kollo,86.40160511,,NA,NA,NA,NA
307,307,NA,NA,NER,Niger,2016,NA,25629,fuzzy success,tillaberi,tillabry,ouallam,ouallam,100.3595147,,NA,NA,NA,NA
308,308,NA,NA,NER,Niger,2016,NA,25630,fuzzy success,tillaberi,tillabry,say,say,87.46714279,,NA,NA,NA,NA
309,309,NA,NA,NER,Niger,2016,NA,25631,fuzzy success,tillaberi,tillabry,tera,tra,91.15549215,,NA,NA,NA,NA
310,310,NA,NA,NER,Niger,2016,NA,25632,fuzzy success,tillaberi,tillabry,tillaberi,tillabry,95.14085373,,NA,NA,NA,NA
311,311,NA,NA,NER,Niger,2016,NA,25633,fuzzy success,zinder,zinder,goure,gour,94.37644399,,NA,NA,NA,NA
312,312,agadez,agadez,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,agadez,NA,97.38356164,,NA,NA,NA,NA
313,313,agadez,tchiro,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,tchiro,NA,92.57743363,,NA,NA,NA,NA
314,314,diffa,maine,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,maine,NA,69.62195256,,NA,NA,NA,NA
315,315,dosso,doutchi,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,doutchi,NA,99.95606456,,NA,NA,NA,NA
316,316,maradi,maradic,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,maradic,NA,60.67492486,,NA,NA,NA,NA
317,317,tahoua,abalak,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,abalak,NA,87.17009408,,NA,NA,NA,NA
318,318,tahoua,tchinta,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,tchinta,NA,84.54848062,,NA,NA,NA,NA
319,319,zinder,zinder,NER,Niger,2016,DTP3,NA,in WHO but not shpfile,NA,NA,zinder,NA,98.92758964,,NA,NA,NA,NA
320,320,agadez,tchighozerine,NER,Niger,NA,NA,25604,in shpfile but not WHO,NA,Agadez,NA,tchighozerine,NA,,NA,NA,NA,NA
321,321,diffa,mansoroa,NER,Niger,NA,NA,25606,in shpfile but not WHO,NA,Diffa,NA,mansoroa,NA,,NA,NA,NA,NA
322,322,dosso,dogondoutchi,NER,Niger,NA,NA,25609,in shpfile but not WHO,NA,Dosso,NA,dogondoutchi,NA,,NA,NA,NA,NA
323,323,tahoua,tchintabarade,NER,Niger,NA,NA,25626,in shpfile but not WHO,NA,Tahoua,NA,tchintabarade,NA,,NA,NA,NA,NA
324,324,eastern,kailahun,SLE,Sierra Leone,2016,DTP3,35802,success,NA,NA,kailahun,NA,87.87755394,,NA,NA,NA,NA
325,325,eastern,kenema,SLE,Sierra Leone,2016,DTP3,35803,success,NA,NA,kenema,NA,94.52608945,,NA,NA,NA,NA
326,326,eastern,kono,SLE,Sierra Leone,2016,DTP3,35804,success,NA,NA,kono,NA,97.08766549,,NA,NA,NA,NA
327,327,northern,bombali,SLE,Sierra Leone,2016,DTP3,35805,success,NA,NA,bombali,NA,91.03429298,,NA,NA,NA,NA
328,328,northern,kambia,SLE,Sierra Leone,2016,DTP3,35806,success,NA,NA,kambia,NA,104.4481448,,NA,NA,NA,NA
329,329,northern,koinadugu,SLE,Sierra Leone,2016,DTP3,35807,success,NA,NA,koinadugu,NA,132.7239211,,NA,NA,NA,NA
330,330,northern,portloko,SLE,Sierra Leone,2016,DTP3,35808,success,NA,NA,portloko,NA,98.42064022,,NA,NA,NA,NA
331,331,northern,tonkolili,SLE,Sierra Leone,2016,DTP3,35809,success,NA,NA,tonkolili,NA,133.8497893,,NA,NA,NA,NA
332,332,southern,bo,SLE,Sierra Leone,2016,DTP3,35810,success,NA,NA,bo,NA,72.22502853,,NA,NA,NA,NA
333,333,southern,bonthe,SLE,Sierra Leone,2016,DTP3,35811,success,NA,NA,bonthe,NA,91.10528866,,NA,NA,NA,NA
334,334,southern,moyamba,SLE,Sierra Leone,2016,DTP3,35812,success,NA,NA,moyamba,NA,132.7818007,,NA,NA,NA,NA
335,335,southern,pujehun,SLE,Sierra Leone,2016,DTP3,35813,success,NA,NA,pujehun,NA,90.4151111,,NA,NA,NA,NA
336,336,western,westernrural,SLE,Sierra Leone,2016,DTP3,35814,success,NA,NA,westernrural,NA,157.849416,,NA,NA,NA,NA
337,337,western,westernurban,SLE,Sierra Leone,2016,DTP3,35815,success,NA,NA,westernurban,NA,76.44280254,,NA,NA,NA,NA
338,338,NA,NA,TZA,Tanzania,2016,NA,37847,fuzzy success,arusha,arusha,arushacc,arusha,108.4924459,slightly different,NA,NA,NA,NA
339,339,NA,NA,TZA,Tanzania,2016,NA,37847,fuzzy success,arusha,arusha,arushadc,arusha,91.56368971,slightly different,NA,NA,NA,NA
340,340,NA,NA,TZA,Tanzania,2016,NA,37848,fuzzy success,arusha,arusha,karatudc,karatu,89.518255,,NA,NA,NA,NA
341,341,NA,NA,TZA,Tanzania,2016,NA,37851,fuzzy success,arusha,arusha,longidodc,longido,114.7889853,,NA,NA,NA,NA
342,342,NA,NA,TZA,Tanzania,2016,NA,37852,fuzzy success,arusha,arusha,merudc,meru,82.15036988,,NA,NA,NA,NA
343,343,NA,NA,TZA,Tanzania,2016,NA,37853,fuzzy success,arusha,arusha,mondulidc,monduli,101.3489485,,NA,NA,NA,NA
344,344,NA,NA,TZA,Tanzania,2016,NA,37854,fuzzy success,arusha,arusha,ngorongorodc,ngorongoro,104.1024446,,NA,NA,NA,NA
345,345,NA,NA,TZA,Tanzania,2016,NA,37855,fuzzy success,daressalaam,daressalaam,ilalamc,ilala,81.35371804,,NA,NA,NA,NA
346,346,NA,NA,TZA,Tanzania,2016,NA,37856,fuzzy success,daressalaam,daressalaam,kinondonimc,kinondoni,62.39245534,,NA,NA,NA,NA
347,347,NA,NA,TZA,Tanzania,2016,NA,37857,fuzzy success,daressalaam,daressalaam,temekemc,temeke,89.48958516,,NA,NA,NA,NA
348,348,NA,NA,TZA,Tanzania,2016,NA,37858,fuzzy success,dodoma,dodoma,bahidc,bahi,95.68208456,,NA,NA,NA,NA
349,349,NA,NA,TZA,Tanzania,2016,NA,37859,fuzzy success,dodoma,dodoma,chamwinodc,chamwino,98.74336123,,NA,NA,NA,NA
350,350,NA,NA,TZA,Tanzania,2016,NA,37860,fuzzy success,dodoma,dodoma,chembadc,chemba,90.95404148,,NA,NA,NA,NA
351,351,NA,NA,TZA,Tanzania,2016,NA,37862,fuzzy success,dodoma,dodoma,kondoadc,kondoa,78.67162228,,NA,NA,NA,NA
352,352,NA,NA,TZA,Tanzania,2016,NA,37863,fuzzy success,dodoma,dodoma,kongwadc,kongwa,89.49825168,,NA,NA,NA,NA
353,353,NA,NA,TZA,Tanzania,2016,NA,37864,fuzzy success,dodoma,dodoma,mpwapwadc,mpwapwa,96.06275558,,NA,NA,NA,NA
354,354,NA,NA,TZA,Tanzania,2016,NA,37865,fuzzy success,geita,geita,bukombedc,bukombe,128.5504341,,NA,NA,NA,NA
355,355,NA,NA,TZA,Tanzania,2016,NA,37866,fuzzy success,geita,geita,chatodc,chato,103.4883022,,NA,NA,NA,NA
356,356,NA,NA,TZA,Tanzania,2016,NA,37867,fuzzy success,geita,geita,geitadc,geita,108.0026031,slightly different,NA,NA,NA,NA
357,357,NA,NA,TZA,Tanzania,2016,NA,37867,fuzzy success,geita,geita,geitatc,geita,88.16883564,slightly different,NA,NA,NA,NA
358,358,NA,NA,TZA,Tanzania,2016,NA,37868,fuzzy success,geita,geita,mbogwedc,mbogwe,108.8170886,,NA,NA,NA,NA
359,359,NA,NA,TZA,Tanzania,2016,NA,37872,fuzzy success,iringa,iringa,kilolodc,kilolo,91.41168594,,NA,NA,NA,NA
360,360,NA,NA,TZA,Tanzania,2016,NA,37874,fuzzy success,iringa,iringa,mufindidc,mufindi,85.67360044,,NA,NA,NA,NA
361,361,NA,NA,TZA,Tanzania,2016,NA,37875,fuzzy success,kagera,kagera,biharamulodc,biharamulo,120.5833554,,NA,NA,NA,NA
362,362,NA,NA,TZA,Tanzania,2016,NA,37878,fuzzy success,kagera,kagera,karagwedc,karagwe,91.37790799,,NA,NA,NA,NA
363,363,NA,NA,TZA,Tanzania,2016,NA,37879,fuzzy success,kagera,kagera,kyerwadc,kyerwa,99.32057261,,NA,NA,NA,NA
364,364,NA,NA,TZA,Tanzania,2016,NA,37881,fuzzy success,kagera,kagera,missenyidc,missenyi,92.86746383,,NA,NA,NA,NA
365,365,NA,NA,TZA,Tanzania,2016,NA,37882,fuzzy success,kagera,kagera,mulebadc,muleba,102.7494192,,NA,NA,NA,NA
366,366,NA,NA,TZA,Tanzania,2016,NA,37883,fuzzy success,kagera,kagera,ngaradc,ngara,108.8348866,,NA,NA,NA,NA
367,367,NA,NA,TZA,Tanzania,2016,NA,37886,fuzzy success,katavi,katavi,mleledc,mlele,130.7339191,,NA,NA,NA,NA
368,368,NA,NA,TZA,Tanzania,2016,NA,37888,fuzzy success,katavi,katavi,mpandadc,mpanda,125.4070759,slightly different,NA,NA,NA,NA
369,369,NA,NA,TZA,Tanzania,2016,NA,37888,fuzzy success,katavi,katavi,mpandatc,mpanda,118.214643,slightly different,NA,NA,NA,NA
370,370,NA,NA,TZA,Tanzania,2016,NA,37889,fuzzy success,kigoma,kigoma,buhigwedc,buhigwe,100.6606936,,NA,NA,NA,NA
371,371,NA,NA,TZA,Tanzania,2016,NA,37890,fuzzy success,kigoma,kigoma,kakonkodc,kakonko,100.7899642,,NA,NA,NA,NA
372,372,NA,NA,TZA,Tanzania,2016,NA,37892,fuzzy success,kigoma,kigoma,kasuludc,kasulu,120.3184128,slightly different,NA,NA,NA,NA
373,373,NA,NA,TZA,Tanzania,2016,NA,37892,fuzzy success,kigoma,kigoma,kasulutc,kasulu,87.39503622,slightly different,NA,NA,NA,NA
374,374,NA,NA,TZA,Tanzania,2016,NA,37893,fuzzy success,kigoma,kigoma,kibondodc,kibondo,101.3024807,,NA,NA,NA,NA
375,375,NA,NA,TZA,Tanzania,2016,NA,37897,fuzzy success,kigoma,kigoma,uvinzadc,uvinza,100.1059294,,NA,NA,NA,NA
376,376,NA,NA,TZA,Tanzania,2016,NA,37898,fuzzy success,kilimanjaro,kilimanjaro,haidc,hai,88.10872436,,NA,NA,NA,NA
377,377,NA,NA,TZA,Tanzania,2016,NA,37901,fuzzy success,kilimanjaro,kilimanjaro,mwangadc,mwanga,79.29582596,,NA,NA,NA,NA
378,378,NA,NA,TZA,Tanzania,2016,NA,37902,fuzzy success,kilimanjaro,kilimanjaro,rombodc,rombo,85.35425067,,NA,NA,NA,NA
379,379,NA,NA,TZA,Tanzania,2016,NA,37903,fuzzy success,kilimanjaro,kilimanjaro,samedc,same,79.14488316,,NA,NA,NA,NA
380,380,NA,NA,TZA,Tanzania,2016,NA,37904,fuzzy success,kilimanjaro,kilimanjaro,sihadc,siha,92.46186018,,NA,NA,NA,NA
381,381,NA,NA,TZA,Tanzania,2016,NA,37905,fuzzy success,lindi,lindi,kilwadc,kilwa,105.3539515,,NA,NA,NA,NA
382,382,NA,NA,TZA,Tanzania,2016,NA,37908,fuzzy success,lindi,lindi,liwaledc,liwale,94.93872523,,NA,NA,NA,NA
383,383,NA,NA,TZA,Tanzania,2016,NA,37909,fuzzy success,lindi,lindi,nachingweadc,nachingwea,95.84461451,,NA,NA,NA,NA
384,384,NA,NA,TZA,Tanzania,2016,NA,37910,fuzzy success,lindi,lindi,ruangwadc,ruangwa,92.10138917,,NA,NA,NA,NA
385,385,NA,NA,TZA,Tanzania,2016,NA,37912,fuzzy success,manyara,manyara,babatidc,babati,90.76208472,,NA,NA,NA,NA
386,386,NA,NA,TZA,Tanzania,2016,NA,37912,fuzzy success,manyara,manyara,babatitc,babati,89.92853165,,NA,NA,NA,NA
387,387,NA,NA,TZA,Tanzania,2016,NA,37913,fuzzy success,manyara,manyara,hanangdc,hanang,96.84044123,,NA,NA,NA,NA
388,388,NA,NA,TZA,Tanzania,2016,NA,37914,fuzzy success,manyara,manyara,kitetodc,kiteto,102.5617361,,NA,NA,NA,NA
389,389,NA,NA,TZA,Tanzania,2016,NA,37916,fuzzy success,manyara,manyara,mbuludc,mbulu,94.77846622,,NA,NA,NA,NA
390,390,NA,NA,TZA,Tanzania,2016,NA,37917,fuzzy success,manyara,manyara,simanjirodc,simanjiro,124.1217732,,NA,NA,NA,NA
