,V1,ADM1_NAME,ADM2_NAME,iso3,ADM0_NAME.x,year,vaccine,GAUL_CODE,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shpfile,who_coverage,Note,V16,V17,V18,V19
391,391,NA,NA,TZA,Tanzania,2016,NA,37918,fuzzy success,mara,mara,bundadc,bunda,119.6017265,slightly different,NA,NA,NA,NA
392,392,NA,NA,TZA,Tanzania,2016,NA,37918,fuzzy success,mara,mara,bundatc,bunda,102.0138383,slightly different,NA,NA,NA,NA
393,393,NA,NA,TZA,Tanzania,2016,NA,37919,fuzzy success,mara,mara,butiamadc,butiama,89.24014568,,NA,NA,NA,NA
394,394,NA,NA,TZA,Tanzania,2016,NA,37923,fuzzy success,mara,mara,roryadc,rorya,108.9316368,,NA,NA,NA,NA
395,395,NA,NA,TZA,Tanzania,2016,NA,37924,fuzzy success,mara,mara,serengetidc,serengeti,114.416492,,NA,NA,NA,NA
396,396,NA,NA,TZA,Tanzania,2016,NA,37925,fuzzy success,mara,mara,tarimedc,tarime,123.6621737,,NA,NA,NA,NA
397,397,NA,NA,TZA,Tanzania,2016,NA,37925,fuzzy success,mara,mara,tarimetc,tarime,148.3347058,,NA,NA,NA,NA
398,398,NA,NA,TZA,Tanzania,2016,NA,37926,fuzzy success,mbeya,mbeya,chunyadc,chunya,126.4308333,,NA,NA,NA,NA
399,399,NA,NA,TZA,Tanzania,2016,NA,37927,fuzzy success,mbeya,mbeya,ilejedc,ileje,71.29897475,,NA,NA,NA,NA
400,400,NA,NA,TZA,Tanzania,2016,NA,37928,fuzzy success,mbeya,mbeya,kyeladc,kyela,89.24398422,,NA,NA,NA,NA
401,401,NA,NA,TZA,Tanzania,2016,NA,37930,fuzzy success,mbeya,mbeya,mbaralidc,mbarali,113.6429667,,NA,NA,NA,NA
402,402,NA,NA,TZA,Tanzania,2016,NA,37933,fuzzy success,mbeya,mbeya,mbozidc,mbozi,88.98575306,,NA,NA,NA,NA
403,403,NA,NA,TZA,Tanzania,2016,NA,37934,fuzzy success,mbeya,mbeya,mombadc,momba,88.75848651,,NA,NA,NA,NA
404,404,NA,NA,TZA,Tanzania,2016,NA,37935,fuzzy success,mbeya,mbeya,rungwedc,rungwe,88.69560361,,NA,NA,NA,NA
405,405,NA,NA,TZA,Tanzania,2016,NA,37936,fuzzy success,mbeya,mbeya,tundumatc,tunduma,153.2963872,,NA,NA,NA,NA
406,406,NA,NA,TZA,Tanzania,2016,NA,37937,fuzzy success,morogoro,morogoro,gairodc,gairo,112.9673243,,NA,NA,NA,NA
407,407,NA,NA,TZA,Tanzania,2016,NA,37938,fuzzy success,morogoro,morogoro,kilomberodc,kilombero,79.4809401,,NA,NA,NA,NA
408,408,NA,NA,TZA,Tanzania,2016,NA,37939,fuzzy success,morogoro,morogoro,kilosadc,kilosa,78.61220241,,NA,NA,NA,NA
409,409,NA,NA,TZA,Tanzania,2016,NA,37942,fuzzy success,morogoro,morogoro,mvomerodc,mvomero,83.98550749,,NA,NA,NA,NA
410,410,NA,NA,TZA,Tanzania,2016,NA,37943,fuzzy success,morogoro,morogoro,ulangadc,ulanga,102.4119377,,NA,NA,NA,NA
411,411,NA,NA,TZA,Tanzania,2016,NA,37945,fuzzy success,mtwara,mtwara,masasidc,masasi,97.0733285,slightly different,NA,NA,NA,NA
412,412,NA,NA,TZA,Tanzania,2016,NA,37945,fuzzy success,mtwara,mtwara,masasitc,masasi,95.03650069,slightly different,NA,NA,NA,NA
413,413,NA,NA,TZA,Tanzania,2016,NA,37948,fuzzy success,mtwara,mtwara,nanyumbudc,nanyumbu,97.02760577,,NA,NA,NA,NA
414,414,NA,NA,TZA,Tanzania,2016,NA,37949,fuzzy success,mtwara,mtwara,newaladc,newala,89.43490982,,NA,NA,NA,NA
415,415,NA,NA,TZA,Tanzania,2016,NA,37950,fuzzy success,mtwara,mtwara,tandahimbadc,tandahimba,92.39034653,,NA,NA,NA,NA
416,416,NA,NA,TZA,Tanzania,2016,NA,37951,fuzzy success,mwanza,mwanza,ilemelamc,ilemela,87.66103387,,NA,NA,NA,NA
417,417,NA,NA,TZA,Tanzania,2016,NA,37952,fuzzy success,mwanza,mwanza,kwimbadc,kwimba,89.56634998,,NA,NA,NA,NA
418,418,NA,NA,TZA,Tanzania,2016,NA,37954,fuzzy success,mwanza,mwanza,magudc,magu,100.3697395,,NA,NA,NA,NA
419,419,NA,NA,TZA,Tanzania,2016,NA,37955,fuzzy success,mwanza,mwanza,misungwidc,misungwi,96.45765424,,NA,NA,NA,NA
420,420,NA,NA,TZA,Tanzania,2016,NA,37956,fuzzy success,mwanza,mwanza,nyamaganamc,nyamagana,101.1220813,,NA,NA,NA,NA
421,421,NA,NA,TZA,Tanzania,2016,NA,37957,fuzzy success,mwanza,mwanza,sengeremadc,sengerema,83.91811848,,NA,NA,NA,NA
422,422,NA,NA,TZA,Tanzania,2016,NA,37958,fuzzy success,mwanza,mwanza,ukerewedc,ukerewe,88.30231428,,NA,NA,NA,NA
423,423,NA,NA,TZA,Tanzania,2016,NA,37959,fuzzy success,njombe,njombe,ludewadc,ludewa,88.89762759,,NA,NA,NA,NA
424,424,NA,NA,TZA,Tanzania,2016,NA,37961,fuzzy success,njombe,njombe,maketedc,makete,75.87610483,,NA,NA,NA,NA
425,425,NA,NA,TZA,Tanzania,2016,NA,37963,fuzzy success,njombe,njombe,njombedc,njombe,96.20824456,slightly different,NA,NA,NA,NA
426,426,NA,NA,TZA,Tanzania,2016,NA,37963,fuzzy success,njombe,njombe,njombetc,njombe,91.2948966,slightly different,NA,NA,NA,NA
427,427,NA,NA,TZA,Tanzania,2016,NA,37964,fuzzy success,njombe,njombe,wangingombedc,wangingombe,79.19038534,,NA,NA,NA,NA
428,428,NA,NA,TZA,Tanzania,2016,NA,37965,fuzzy success,northpemba,pembanorth,micheweni,micheweni,98.34363461,,NA,NA,NA,NA
429,429,NA,NA,TZA,Tanzania,2016,NA,37966,fuzzy success,northpemba,pembanorth,wete,wete,127.5386453,,NA,NA,NA,NA
430,430,NA,NA,TZA,Tanzania,2016,NA,37969,fuzzy success,pwani,pwani,bagamoyodc,bagamoyo,88.79182339,,NA,NA,NA,NA
431,431,NA,NA,TZA,Tanzania,2016,NA,37971,fuzzy success,pwani,pwani,kibahadc,kibaha,103.3470035,slightly different,NA,NA,NA,NA
432,432,NA,NA,TZA,Tanzania,2016,NA,37971,fuzzy success,pwani,pwani,kibahatc,kibaha,89.3065691,slightly different,NA,NA,NA,NA
433,433,NA,NA,TZA,Tanzania,2016,NA,37972,fuzzy success,pwani,pwani,kisarawedc,kisarawe,87.80000806,,NA,NA,NA,NA
434,434,NA,NA,TZA,Tanzania,2016,NA,37973,fuzzy success,pwani,pwani,mafiadc,mafia,79.11142707,,NA,NA,NA,NA
435,435,NA,NA,TZA,Tanzania,2016,NA,37974,fuzzy success,pwani,pwani,mkurangadc,mkuranga,91.0900116,,NA,NA,NA,NA
436,436,NA,NA,TZA,Tanzania,2016,NA,37975,fuzzy success,pwani,pwani,rufijidc,rufiji,93.87934208,,NA,NA,NA,NA
437,437,NA,NA,TZA,Tanzania,2016,NA,37976,fuzzy success,rukwa,rukwa,kalambodc,kalambo,116.9253349,,NA,NA,NA,NA
438,438,NA,NA,TZA,Tanzania,2016,NA,37979,fuzzy success,rukwa,rukwa,nkasidc,nkasi,132.0227027,,NA,NA,NA,NA
439,439,NA,NA,TZA,Tanzania,2016,NA,37982,fuzzy success,ruvuma,ruvuma,mbingadc,mbinga,91.09910727,,NA,NA,NA,NA
440,440,NA,NA,TZA,Tanzania,2016,NA,37983,fuzzy success,ruvuma,ruvuma,namtumbodc,namtumbo,101.1952996,,NA,NA,NA,NA
441,441,NA,NA,TZA,Tanzania,2016,NA,37984,fuzzy success,ruvuma,ruvuma,nyasadc,nyasa,97.24090695,,NA,NA,NA,NA
442,442,NA,NA,TZA,Tanzania,2016,NA,37987,fuzzy success,ruvuma,ruvuma,tundurudc,tunduru,92.46478081,,NA,NA,NA,NA
443,443,NA,NA,TZA,Tanzania,2016,NA,37989,fuzzy success,shinyanga,shinyanga,kahamatc,kahama,88.829422,,NA,NA,NA,NA
444,444,NA,NA,TZA,Tanzania,2016,NA,37990,fuzzy success,shinyanga,shinyanga,kishapudc,kishapu,96.70226574,,NA,NA,NA,NA
445,445,NA,NA,TZA,Tanzania,2016,NA,37993,fuzzy success,simiyu,simiyu,bariadidc,bariadi,118.8794255,slightly different,NA,NA,NA,NA
446,446,NA,NA,TZA,Tanzania,2016,NA,37993,fuzzy success,simiyu,simiyu,bariaditc,bariadi,89.44917321,slightly different,NA,NA,NA,NA
447,447,NA,NA,TZA,Tanzania,2016,NA,37994,fuzzy success,simiyu,simiyu,busegadc,busega,94.44309473,,NA,NA,NA,NA
448,448,NA,NA,TZA,Tanzania,2016,NA,37995,fuzzy success,simiyu,simiyu,itilimadc,itilima,104.7634959,,NA,NA,NA,NA
449,449,NA,NA,TZA,Tanzania,2016,NA,37998,fuzzy success,simiyu,simiyu,maswadc,maswa,94.01366115,,NA,NA,NA,NA
450,450,NA,NA,TZA,Tanzania,2016,NA,37999,fuzzy success,simiyu,simiyu,meatudc,meatu,91.95988178,,NA,NA,NA,NA
451,451,NA,NA,TZA,Tanzania,2016,NA,38000,fuzzy success,singida,singida,ikungidc,ikungi,110.1834178,,NA,NA,NA,NA
452,452,NA,NA,TZA,Tanzania,2016,NA,38001,fuzzy success,singida,singida,irambadc,iramba,103.531909,,NA,NA,NA,NA
453,453,NA,NA,TZA,Tanzania,2016,NA,38002,fuzzy success,singida,singida,manyonidc,manyoni,121.6923833,,NA,NA,NA,NA
454,454,NA,NA,TZA,Tanzania,2016,NA,38003,fuzzy success,singida,singida,mkalamadc,mkalama,89.44890499,,NA,NA,NA,NA
455,455,NA,NA,TZA,Tanzania,2016,NA,37968,fuzzy success,southpemba,pembasouth,mkoani,mkoani,99.36558008,,NA,NA,NA,NA
456,456,NA,NA,TZA,Tanzania,2016,NA,38006,fuzzy success,tabora,tabora,igungadc,igunga,108.7565303,,NA,NA,NA,NA
457,457,NA,NA,TZA,Tanzania,2016,NA,38007,fuzzy success,tabora,tabora,kaliuadc,kaliua,102.0323277,,NA,NA,NA,NA
458,458,NA,NA,TZA,Tanzania,2016,NA,38008,fuzzy success,tabora,tabora,nzegadc,nzega,100.875473,,NA,NA,NA,NA
459,459,NA,NA,TZA,Tanzania,2016,NA,38009,fuzzy success,tabora,tabora,sikongedc,sikonge,105.9940219,,NA,NA,NA,NA
460,460,NA,NA,TZA,Tanzania,2016,NA,38011,fuzzy success,tabora,tabora,urambodc,urambo,119.2113996,,NA,NA,NA,NA
461,461,NA,NA,TZA,Tanzania,2016,NA,38012,fuzzy success,tabora,tabora,uyuidc,uyui,99.64173436,,NA,NA,NA,NA
462,462,NA,NA,TZA,Tanzania,2016,NA,38014,fuzzy success,tanga,tanga,handenidc,handeni,102.5094867,,NA,NA,NA,NA
463,463,NA,NA,TZA,Tanzania,2016,NA,38015,fuzzy success,tanga,tanga,kilindidc,kilindi,139.1405582,,NA,NA,NA,NA
464,464,NA,NA,TZA,Tanzania,2016,NA,38017,fuzzy success,tanga,tanga,korogwedc,korogwe,95.8147943,slightly different,NA,NA,NA,NA
465,465,NA,NA,TZA,Tanzania,2016,NA,38017,fuzzy success,tanga,tanga,korogwetc,korogwe,79.45572138,slightly different,NA,NA,NA,NA
466,466,NA,NA,TZA,Tanzania,2016,NA,38018,fuzzy success,tanga,tanga,lushotodc,lushoto,91.57956243,,NA,NA,NA,NA
467,467,NA,NA,TZA,Tanzania,2016,NA,38019,fuzzy success,tanga,tanga,mkingadc,mkinga,98.92734289,,NA,NA,NA,NA
468,468,NA,NA,TZA,Tanzania,2016,NA,38020,fuzzy success,tanga,tanga,muhezadc,muheza,97.56831527,,NA,NA,NA,NA
469,469,NA,NA,TZA,Tanzania,2016,NA,38021,fuzzy success,tanga,tanga,panganidc,pangani,91.93310142,,NA,NA,NA,NA
470,470,NA,NA,TZA,Tanzania,2016,NA,38022,fuzzy success,tanga,tanga,tangacc,tanga,89.45167661,,NA,NA,NA,NA
471,471,NA,NA,TZA,Tanzania,2016,NA,37966,need change,urbanwest,pembanorth,west,wete,56.76378012,change,NA,NA,NA,NA
472,472,dodoma,dodomamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,dodomamc,NA,96.75891399,,NA,NA,NA,NA
473,473,geita,nyanghwaledc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,nyanghwaledc,NA,100.0372648,,NA,NA,NA,NA
474,474,iringa,iringadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,iringadc,NA,92.22578406,,NA,NA,NA,NA
475,475,iringa,iringamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,iringamc,NA,97.43053913,,NA,NA,NA,NA
476,476,iringa,mafingatc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mafingatc,NA,155.4787755,,NA,NA,NA,NA
477,477,kagera,bukobadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,bukobadc,NA,93.21155548,,NA,NA,NA,NA
478,478,kagera,bukobamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,bukobamc,NA,89.59874511,,NA,NA,NA,NA
479,479,katavi,nsimbodc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,nsimbodc,NA,113.8816953,,NA,NA,NA,NA
480,480,kigoma,kigomadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kigomadc,NA,97.74283767,,NA,NA,NA,NA
481,481,kigoma,kigomamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,kigomamc,NA,85.34641266,,NA,NA,NA,NA
482,482,kilimanjaro,moshidc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,moshidc,NA,87.99419403,,NA,NA,NA,NA
483,483,kilimanjaro,moshimc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,moshimc,NA,85.4763031,,NA,NA,NA,NA
484,484,lindi,lindidc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,lindidc,NA,92.57683158,,NA,NA,NA,NA
485,485,lindi,lindimc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,lindimc,NA,123.8535523,,NA,NA,NA,NA
486,486,mara,musomadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,musomadc,NA,125.9943247,,NA,NA,NA,NA
487,487,mara,musomamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,musomamc,NA,173.8246322,,NA,NA,NA,NA
488,488,mbeya,busokelodc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,busokelodc,NA,90.35241008,,NA,NA,NA,NA
489,489,mbeya,mbeyacc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mbeyacc,NA,91.02973938,,NA,NA,NA,NA
490,490,mbeya,mbeyadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mbeyadc,NA,101.9538641,,NA,NA,NA,NA
491,491,morogoro,malinyidc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,malinyidc,NA,101.4937639,,NA,NA,NA,NA
492,492,morogoro,morogorodc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,morogorodc,NA,100.9291053,,NA,NA,NA,NA
493,493,morogoro,morogoromc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,morogoromc,NA,91.01823568,,NA,NA,NA,NA
494,494,mtwara,mtwaradc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mtwaradc,NA,101.6596079,,NA,NA,NA,NA
495,495,mtwara,mtwaramc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,mtwaramc,NA,99.20111895,,NA,NA,NA,NA
496,496,mtwara,nanyambadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,nanyambadc,NA,79.20554876,,NA,NA,NA,NA
497,497,mwanza,buchosa,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,buchosa,NA,85.65372825,,NA,NA,NA,NA
498,498,njombe,makambakotc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,makambakotc,NA,118.2874322,,NA,NA,NA,NA
499,499,northunguja,northa,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,northa,NA,83.48727226,,NA,NA,NA,NA
500,500,northunguja,northb,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,northb,NA,70.507586,,NA,NA,NA,NA
501,501,rukwa,sumbawangadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sumbawangadc,NA,117.0600772,,NA,NA,NA,NA
502,502,rukwa,sumbawangamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,sumbawangamc,NA,107.5284123,,NA,NA,NA,NA
503,503,ruvuma,songeadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,songeadc,NA,89.26185369,,NA,NA,NA,NA
504,504,ruvuma,songeamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,songeamc,NA,94.21787858,,NA,NA,NA,NA
505,505,shinyanga,msalaladc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,msalaladc,NA,89.54950571,,NA,NA,NA,NA
506,506,shinyanga,shinyangadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,shinyangadc,NA,89.45963979,,NA,NA,NA,NA
507,507,shinyanga,shinyangamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,shinyangamc,NA,117.3121691,,NA,NA,NA,NA
508,508,shinyanga,ushetudc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,ushetudc,NA,106.6239238,,NA,NA,NA,NA
509,509,singida,singidadc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,singidadc,NA,93.21473241,,NA,NA,NA,NA
510,510,singida,singidamc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,singidamc,NA,97.16295004,,NA,NA,NA,NA
511,511,southpemba,chakechake,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,chakechake,NA,131.8169713,,NA,NA,NA,NA
512,512,southunguja,central,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,central,NA,104.9051642,,NA,NA,NA,NA
513,513,southunguja,south,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,south,NA,72.8930831,,NA,NA,NA,NA
514,514,tabora,taboramc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,taboramc,NA,94.68571544,,NA,NA,NA,NA
515,515,tanga,bumbulidc,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,bumbulidc,NA,93.13825369,,NA,NA,NA,NA
516,516,urbanwest,urban,TZA,Tanzania,2016,DTP3,NA,in WHO but not shpfile,NA,NA,urban,NA,83.0180943,,NA,NA,NA,NA
517,517,arusha,arushaurban,TZA,Tanzania,NA,NA,37846,in shpfile but not WHO,NA,Arusha,NA,arushaurban,NA,,NA,NA,NA,NA
518,518,arusha,lakeeyasi,TZA,Tanzania,NA,NA,37849,in shpfile but not WHO,NA,Arusha,NA,lakeeyasi,NA,,NA,NA,NA,NA
519,519,arusha,lakemanyara,TZA,Tanzania,NA,NA,37850,in shpfile but not WHO,NA,Arusha,NA,lakemanyara,NA,,NA,NA,NA,NA
520,520,dodoma,dodomaurban,TZA,Tanzania,NA,NA,37861,in shpfile but not WHO,NA,Dodoma,NA,dodomaurban,NA,,NA,NA,NA,NA
521,521,geita,nyangwale,TZA,Tanzania,NA,NA,37869,in shpfile but not WHO,NA,Geita,NA,nyangwale,NA,,NA,NA,NA,NA
522,522,iringa,iringarural,TZA,Tanzania,NA,NA,37870,in shpfile but not WHO,NA,Iringa,NA,iringarural,NA,,NA,NA,NA,NA
523,523,iringa,iringaurban,TZA,Tanzania,NA,NA,37871,in shpfile but not WHO,NA,Iringa,NA,iringaurban,NA,,NA,NA,NA,NA
524,524,iringa,mafingatownshipauthority,TZA,Tanzania,NA,NA,37873,in shpfile but not WHO,NA,Iringa,NA,mafingatownshipauthority,NA,,NA,NA,NA,NA
525,525,kagera,bukobarural,TZA,Tanzania,NA,NA,37876,in shpfile but not WHO,NA,Kagera,NA,bukobarural,NA,,NA,NA,NA,NA
526,526,kagera,bukobaurban,TZA,Tanzania,NA,NA,37877,in shpfile but not WHO,NA,Kagera,NA,bukobaurban,NA,,NA,NA,NA,NA
527,527,kagera,lakevictoria,TZA,Tanzania,NA,NA,37880,in shpfile but not WHO,NA,Kagera,NA,lakevictoria,NA,,NA,NA,NA,NA
528,528,katavi,lakerukwa,TZA,Tanzania,NA,NA,37884,in shpfile but not WHO,NA,Katavi,NA,lakerukwa,NA,,NA,NA,NA,NA
529,529,katavi,laketanganyika,TZA,Tanzania,NA,NA,37885,in shpfile but not WHO,NA,Katavi,NA,laketanganyika,NA,,NA,NA,NA,NA
530,530,katavi,mpandaurban,TZA,Tanzania,NA,NA,37887,in shpfile but not WHO,NA,Katavi,NA,mpandaurban,NA,,NA,NA,NA,NA
531,531,kigoma,kasulutownshipauthority,TZA,Tanzania,NA,NA,37891,in shpfile but not WHO,NA,Kigoma,NA,kasulutownshipauthority,NA,,NA,NA,NA,NA
532,532,kigoma,kigomarural,TZA,Tanzania,NA,NA,37894,in shpfile but not WHO,NA,Kigoma,NA,kigomarural,NA,,NA,NA,NA,NA
533,533,kigoma,kigomaurban,TZA,Tanzania,NA,NA,37895,in shpfile but not WHO,NA,Kigoma,NA,kigomaurban,NA,,NA,NA,NA,NA
534,534,kilimanjaro,moshirural,TZA,Tanzania,NA,NA,37899,in shpfile but not WHO,NA,Kilimanjaro,NA,moshirural,NA,,NA,NA,NA,NA
535,535,kilimanjaro,moshiurban,TZA,Tanzania,NA,NA,37900,in shpfile but not WHO,NA,Kilimanjaro,NA,moshiurban,NA,,NA,NA,NA,NA
536,536,lindi,lindirural,TZA,Tanzania,NA,NA,37906,in shpfile but not WHO,NA,Lindi,NA,lindirural,NA,,NA,NA,NA,NA
537,537,lindi,lindiurban,TZA,Tanzania,NA,NA,37907,in shpfile but not WHO,NA,Lindi,NA,lindiurban,NA,,NA,NA,NA,NA
538,538,manyara,babatiurban,TZA,Tanzania,NA,NA,37911,in shpfile but not WHO,NA,Manyara,NA,babatiurban,NA,,NA,NA,NA,NA
539,539,mara,musomarural,TZA,Tanzania,NA,NA,37921,in shpfile but not WHO,NA,Mara,NA,musomarural,NA,,NA,NA,NA,NA
540,540,mara,musomaurban,TZA,Tanzania,NA,NA,37922,in shpfile but not WHO,NA,Mara,NA,musomaurban,NA,,NA,NA,NA,NA
541,541,mbeya,mbeyarural,TZA,Tanzania,NA,NA,37931,in shpfile but not WHO,NA,Mbeya,NA,mbeyarural,NA,,NA,NA,NA,NA
542,542,mbeya,mbeyaurban,TZA,Tanzania,NA,NA,37932,in shpfile but not WHO,NA,Mbeya,NA,mbeyaurban,NA,,NA,NA,NA,NA
543,543,morogoro,morogororural,TZA,Tanzania,NA,NA,37940,in shpfile but not WHO,NA,Morogoro,NA,morogororural,NA,,NA,NA,NA,NA
544,544,morogoro,morogorourban,TZA,Tanzania,NA,NA,37941,in shpfile but not WHO,NA,Morogoro,NA,morogorourban,NA,,NA,NA,NA,NA
545,545,mtwara,masasitownshipauthority,TZA,Tanzania,NA,NA,37944,in shpfile but not WHO,NA,Mtwara,NA,masasitownshipauthority,NA,,NA,NA,NA,NA
546,546,mtwara,mtwararural,TZA,Tanzania,NA,NA,37946,in shpfile but not WHO,NA,Mtwara,NA,mtwararural,NA,,NA,NA,NA,NA
547,547,mtwara,mtwaraurban,TZA,Tanzania,NA,NA,37947,in shpfile but not WHO,NA,Mtwara,NA,mtwaraurban,NA,,NA,NA,NA,NA
548,548,njombe,makambakotownshipauthority,TZA,Tanzania,NA,NA,37960,in shpfile but not WHO,NA,Njombe,NA,makambakotownshipauthority,NA,,NA,NA,NA,NA
549,549,njombe,njombeurban,TZA,Tanzania,NA,NA,37962,in shpfile but not WHO,NA,Njombe,NA,njombeurban,NA,,NA,NA,NA,NA
550,550,pembasouth,chake,TZA,Tanzania,NA,NA,37967,in shpfile but not WHO,NA,Pemba South,NA,chake,NA,,NA,NA,NA,NA
551,551,pwani,kibahaurban,TZA,Tanzania,NA,NA,37970,in shpfile but not WHO,NA,Pwani,NA,kibahaurban,NA,,NA,NA,NA,NA
552,552,rukwa,sumbawangarural,TZA,Tanzania,NA,NA,37980,in shpfile but not WHO,NA,Rukwa,NA,sumbawangarural,NA,,NA,NA,NA,NA
553,553,rukwa,sumbawangaurban,TZA,Tanzania,NA,NA,37981,in shpfile but not WHO,NA,Rukwa,NA,sumbawangaurban,NA,,NA,NA,NA,NA
554,554,ruvuma,songearural,TZA,Tanzania,NA,NA,37985,in shpfile but not WHO,NA,Ruvuma,NA,songearural,NA,,NA,NA,NA,NA
555,555,ruvuma,songeaurban,TZA,Tanzania,NA,NA,37986,in shpfile but not WHO,NA,Ruvuma,NA,songeaurban,NA,,NA,NA,NA,NA
556,556,shinyanga,kahamatownshipauthority,TZA,Tanzania,NA,NA,37988,in shpfile but not WHO,NA,Shinyanga,NA,kahamatownshipauthority,NA,,NA,NA,NA,NA
557,557,shinyanga,shinyangarural,TZA,Tanzania,NA,NA,37991,in shpfile but not WHO,NA,Shinyanga,NA,shinyangarural,NA,,NA,NA,NA,NA
558,558,shinyanga,shinyangaurban,TZA,Tanzania,NA,NA,37992,in shpfile but not WHO,NA,Shinyanga,NA,shinyangaurban,NA,,NA,NA,NA,NA
559,559,singida,singidarural,TZA,Tanzania,NA,NA,38004,in shpfile but not WHO,NA,Singida,NA,singidarural,NA,,NA,NA,NA,NA
560,560,singida,singidaurban,TZA,Tanzania,NA,NA,38005,in shpfile but not WHO,NA,Singida,NA,singidaurban,NA,,NA,NA,NA,NA
561,561,tabora,taboraurban,TZA,Tanzania,NA,NA,38010,in shpfile but not WHO,NA,Tabora,NA,taboraurban,NA,,NA,NA,NA,NA
562,562,tanga,handenitownshipauthority,TZA,Tanzania,NA,NA,38013,in shpfile but not WHO,NA,Tanga,NA,handenitownshipauthority,NA,,NA,NA,NA,NA
563,563,tanga,korogwetownshipauthority,TZA,Tanzania,NA,NA,38016,in shpfile but not WHO,NA,Tanga,NA,korogwetownshipauthority,NA,,NA,NA,NA,NA
564,564,zanzibarnorth,kaskazinia,TZA,Tanzania,NA,NA,38023,in shpfile but not WHO,NA,Zanzibar North,NA,kaskazinia,NA,,NA,NA,NA,NA
565,565,zanzibarnorth,kaskazinib,TZA,Tanzania,NA,NA,38024,in shpfile but not WHO,NA,Zanzibar North,NA,kaskazinib,NA,,NA,NA,NA,NA
566,566,zanzibarsouthandcentral,kati,TZA,Tanzania,NA,NA,38025,in shpfile but not WHO,NA,Zanzibar South and Central,NA,kati,NA,,NA,NA,NA,NA
567,567,zanzibarsouthandcentral,kusini,TZA,Tanzania,NA,NA,38026,in shpfile but not WHO,NA,Zanzibar South and Central,NA,kusini,NA,,NA,NA,NA,NA
