,V1,ADM1_NAME,ADM2_NAME,iso3.x,ADM0_NAME.x,year,vaccine,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shapefile,who_coverage,GAUL_CODE,Note
1,1,bubanza,bubanza,BDI,Burundi,2016,DTP3,success,NA,NA,bubanza,bubanza,108.6374817,40559,
2,2,bubanza,mpanda,BDI,Burundi,2016,DTP3,success,NA,NA,mpanda,mpanda,132.1077736,40561,
3,3,bujumburarural,isale,BDI,Burundi,2016,DTP3,success,NA,NA,isale,isale,107.3581467,40581,
4,4,bujumburarural,kabezi,BDI,Burundi,2016,DTP3,success,NA,NA,kabezi,kabezi,87.0470046,40582,
5,5,bururi,bururi,BDI,Burundi,2016,DTP3,success,NA,NA,bururi,bururi,86.12800457,40592,
6,6,bururi,matana,BDI,Burundi,2016,DTP3,success,NA,NA,matana,matana,68.15303921,40594,
7,7,cankuzo,cankuzo,BDI,Burundi,2016,DTP3,success,NA,NA,cankuzo,cankuzo,103.035641,40600,
8,8,cibitoke,mabayi,BDI,Burundi,2016,DTP3,success,NA,NA,mabayi,mabayi,116.0240387,40607,
9,9,gitega,gitega,BDI,Burundi,2016,DTP3,success,NA,NA,gitega,gitega,108.9171679,40616,
10,10,gitega,mutaho,BDI,Burundi,2016,DTP3,success,NA,NA,mutaho,mutaho,98.20523247,40619,
11,11,gitega,ryansoro,BDI,Burundi,2016,DTP3,success,NA,NA,ryansoro,ryansoro,93.18909078,40621,
12,12,kayanza,gahombo,BDI,Burundi,2016,DTP3,success,NA,NA,gahombo,gahombo,86.51434118,40630,
13,13,kayanza,kayanza,BDI,Burundi,2016,DTP3,success,NA,NA,kayanza,kayanza,100.1926331,40633,
14,14,kirundo,busoni,BDI,Burundi,2016,DTP3,success,NA,NA,busoni,busoni,100.2635107,40639,
15,15,kirundo,kirundo,BDI,Burundi,2016,DTP3,success,NA,NA,kirundo,kirundo,105.3641056,40642,
16,16,kirundo,vumbi,BDI,Burundi,2016,DTP3,success,NA,NA,vumbi,vumbi,105.8973488,40644,
17,17,makamba,makamba,BDI,Burundi,2016,DTP3,success,NA,NA,makamba,makamba,99.77631794,40649,
18,18,makamba,nyanzalac,BDI,Burundi,2016,DTP3,success,NA,NA,nyanzalac,nyanzalac,104.8318522,40650,
19,19,muyinga,gashoho,BDI,Burundi,2016,DTP3,success,NA,NA,gashoho,gashoho,126.6156018,40659,
20,20,muyinga,giteranyi,BDI,Burundi,2016,DTP3,success,NA,NA,giteranyi,giteranyi,92.40001539,40661,
21,21,muyinga,muyinga,BDI,Burundi,2016,DTP3,success,NA,NA,muyinga,muyinga,119.5315703,40662,
22,22,ngozi,kiremba,BDI,Burundi,2016,DTP3,success,NA,NA,kiremba,kiremba,97.37927791,40672,
23,23,ngozi,ngozi,BDI,Burundi,2016,DTP3,success,NA,NA,ngozi,ngozi,95.45058535,40675,
24,24,rutana,rutana,BDI,Burundi,2016,DTP3,success,NA,NA,rutana,rutana,97.24690282,40684,
25,25,ruyigi,butezi,BDI,Burundi,2016,DTP3,success,NA,NA,butezi,butezi,102.3641824,40686,
26,26,ruyigi,kinyinya,BDI,Burundi,2016,DTP3,success,NA,NA,kinyinya,kinyinya,111.8506338,40689,
27,27,ruyigi,ruyigi,BDI,Burundi,2016,DTP3,success,NA,NA,ruyigi,ruyigi,112.0505391,40691,
28,28,NA,NA,BDI,Burundi,2016,NA,fuzzy need fix,karusi,karuzi,buhiga,buhiga,108.5213757,40623,
29,29,NA,NA,BDI,Burundi,2016,NA,fuzzy need fix,muramya,muramvya,kiganda,kiganda,84.45801642,40653,
30,30,NA,NA,BDI,Burundi,2016,NA,fuzzy success,cibitoke,bujumburamairie,cibitoke,cibitoke,111.2040026,40568,
31,31,NA,NA,BDI,Burundi,2016,NA,need change,gitega,muramvya,kibuye,mbuye,105.3751275,40654,change
32,32,NA,NA,BDI,Burundi,2016,NA,fuzzy success,karusi,karuzi,nyabikere,nyabikere,103.3307389,40627,
33,33,NA,NA,BDI,Burundi,2016,NA,need change,kayanza,bujumburamairie,musema,musaga,84.99529694,40574,change
34,34,NA,NA,BDI,Burundi,2016,NA,fuzzy success,kirundo,bujumburarural,mukenke,mukike,102.8654289,40755,
35,35,NA,NA,BDI,Burundi,2016,NA,fuzzy success,muramya,muramvya,muramvya,muramvya,93.06794051,40655,
36,36,NA,NA,BDI,Burundi,2016,NA,fuzzy success,rumonge,bujumburarural,bugarama,bugarama,95.28556571,40580,
37,37,NA,NA,BDI,Burundi,2016,NA,fuzzy success,rumonge,bururi,rumonge,rumonge,107.8618802,40596,
38,38,NA,NA,BDI,Burundi,2016,NA,fuzzy success,rutana,mwaro,gihofi,gisozi,129.787148,40665,
39,39,bujumburamairie,zonecentre,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,zonecentre,NA,80.93616405,NA,
40,40,bujumburamairie,zonenord,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,zonenord,NA,111.900083,NA,
41,41,bujumburamairie,zonesud,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,zonesud,NA,95.25550916,NA,
42,42,bujumburarural,rwibaga,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,rwibaga,NA,63.2777438,NA,
43,43,cankuzo,murore,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,murore,NA,123.8137458,NA,
44,44,mwaro,fota,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,fota,NA,69.1761548,NA,
45,45,mwaro,kibumbu,BDI,Burundi,2016,DTP3,in WHO but not shpfile,NA,NA,kibumbu,NA,79.936748,NA,
46,46,bubanza,gihanga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bubanza,NA,gihanga,NA,48356,
47,47,bubanza,musigati,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bubanza,NA,musigati,NA,40562,
48,48,bubanza,rugazi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bubanza,NA,rugazi,NA,40563,
49,49,bujumburamairie,administrativeunitnotavailable,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,administrativeunitnotavailable,NA,40564,
50,50,bujumburamairie,buterere,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,buterere,NA,40565,
51,51,bujumburamairie,buyenzi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,buyenzi,NA,40566,
52,52,bujumburamairie,bwiza,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,bwiza,NA,40567,
53,53,bujumburamairie,gihosha,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,gihosha,NA,40569,
54,54,bujumburamairie,kamenge,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,kamenge,NA,40570,
55,55,bujumburamairie,kanyosha,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,kanyosha,NA,40571,
56,56,bujumburamairie,kinama,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,kinama,NA,40572,
57,57,bujumburamairie,kinindo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,kinindo,NA,40573,
58,58,bujumburamairie,ngagara,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,ngagara,NA,40575,
59,59,bujumburamairie,nyakabiga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,nyakabiga,NA,40576,
60,60,bujumburamairie,rohero,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Mairie,NA,rohero,NA,40577,
61,61,bujumburarural,kanyosha1,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,kanyosha1,NA,40753,
62,62,bujumburarural,mubimbi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,mubimbi,NA,40584,
63,63,bujumburarural,mugongomanga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,mugongomanga,NA,40754,
64,64,bujumburarural,muhuta,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,muhuta,NA,40586,
65,65,bujumburarural,mutambu,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,mutambu,NA,40756,
66,66,bujumburarural,mutimbuzi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,mutimbuzi,NA,40589,
67,67,bujumburarural,nyabiraba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bujumbura Rural,NA,nyabiraba,NA,40757,
68,68,bururi,burambi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,burambi,NA,40591,
69,69,bururi,buyengero,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,buyengero,NA,40593,
70,70,bururi,mugamba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,mugamba,NA,40595,
71,71,bururi,rutovu,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,rutovu,NA,40597,
72,72,bururi,songa,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,songa,NA,40598,
73,73,bururi,vyanda,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Bururi,NA,vyanda,NA,40599,
74,74,cankuzo,cendajuru,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cankuzo,NA,cendajuru,NA,40601,
75,75,cankuzo,gisagara,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cankuzo,NA,gisagara,NA,40602,
76,76,cankuzo,mishiha,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cankuzo,NA,mishiha,NA,40604,
77,77,cibitoke,bukinanyana,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cibitoke,NA,bukinanyana,NA,40606,
78,78,cibitoke,mugina,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cibitoke,NA,mugina,NA,40608,
79,79,cibitoke,murwi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cibitoke,NA,murwi,NA,40609,
80,80,cibitoke,rugombo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Cibitoke,NA,rugombo,NA,40610,
81,81,gitega,bugendana,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,bugendana,NA,40611,
82,82,gitega,bukirasazi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,bukirasazi,NA,40612,
83,83,gitega,buraza,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,buraza,NA,40613,
84,84,gitega,giheta,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,giheta,NA,40614,
85,85,gitega,gishubi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,gishubi,NA,40615,
86,86,gitega,itaba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,itaba,NA,40617,
87,87,gitega,makebuko,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,makebuko,NA,40618,
88,88,gitega,nyanrusange,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Gitega,NA,nyanrusange,NA,40620,
89,89,karuzi,bugenyuzi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Karuzi,NA,bugenyuzi,NA,40622,
90,90,karuzi,gihogazi,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Karuzi,NA,gihogazi,NA,40624,
91,91,karuzi,gitaramuka,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Karuzi,NA,gitaramuka,NA,40625,
92,92,karuzi,mutumba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Karuzi,NA,mutumba,NA,40626,
93,93,karuzi,shombo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Karuzi,NA,shombo,NA,40628,
94,94,kayanza,butaganzwa,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,butaganzwa,NA,40629,
95,95,kayanza,gatara,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,gatara,NA,40631,
96,96,kayanza,kabarore,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,kabarore,NA,40632,
97,97,kayanza,matongo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,matongo,NA,40634,
98,98,kayanza,muhanga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,muhanga,NA,40635,
99,99,kayanza,muruta,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,muruta,NA,40636,
100,100,kayanza,rango,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kayanza,NA,rango,NA,40637,
101,101,kirundo,bugabira,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kirundo,NA,bugabira,NA,40638,
102,102,kirundo,bwambarangwe,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kirundo,NA,bwambarangwe,NA,40640,
103,103,kirundo,gitobe,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kirundo,NA,gitobe,NA,40641,
104,104,kirundo,ntega,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Kirundo,NA,ntega,NA,40643,
105,105,makamba,kayogoro,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Makamba,NA,kayogoro,NA,40646,
106,106,makamba,kibago,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Makamba,NA,kibago,NA,40647,
107,107,makamba,mabanda,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Makamba,NA,mabanda,NA,40648,
108,108,makamba,vugizo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Makamba,NA,vugizo,NA,40651,
109,109,muramvya,rutegama,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Muramvya,NA,rutegama,NA,40656,
110,110,muyinga,buhinyuza,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Muyinga,NA,buhinyuza,NA,40657,
111,111,muyinga,butihinda,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Muyinga,NA,butihinda,NA,40658,
112,112,muyinga,gasorwe,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Muyinga,NA,gasorwe,NA,40660,
113,113,muyinga,mwakiro,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Muyinga,NA,mwakiro,NA,40663,
114,114,mwaro,bisoro,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Mwaro,NA,bisoro,NA,40664,
115,115,mwaro,kayokwe,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Mwaro,NA,kayokwe,NA,40666,
116,116,mwaro,ndava,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Mwaro,NA,ndava,NA,40667,
117,117,mwaro,nyabihanga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Mwaro,NA,nyabihanga,NA,40668,
118,118,mwaro,rusaka,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Mwaro,NA,rusaka,NA,40669,
119,119,ngozi,gashikanwa,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,gashikanwa,NA,40671,
120,120,ngozi,marangara,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,marangara,NA,40673,
121,121,ngozi,mwumba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,mwumba,NA,40674,
122,122,ngozi,nyamurenza,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,nyamurenza,NA,40676,
123,123,ngozi,ruhororo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,ruhororo,NA,40677,
124,124,ngozi,tangara,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ngozi,NA,tangara,NA,40678,
125,125,rutana,bukemba,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Rutana,NA,bukemba,NA,40679,
126,126,rutana,giharo,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Rutana,NA,giharo,NA,40680,
127,127,rutana,gitanga,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Rutana,NA,gitanga,NA,40681,
128,128,rutana,mpingakayove,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Rutana,NA,mpingakayove,NA,40682,
129,129,rutana,musongati,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Rutana,NA,musongati,NA,40683,
130,130,ruyigi,butaganzwa1,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ruyigi,NA,butaganzwa1,NA,40685,
131,131,ruyigi,bweru,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ruyigi,NA,bweru,NA,40687,
132,132,ruyigi,gisuru,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ruyigi,NA,gisuru,NA,40688,
133,133,ruyigi,nyabitsinda,BDI,Burundi,NA,NA,in shpfile but not WHO,NA,Ruyigi,NA,nyabitsinda,NA,40690,
134,134,alibori,banikoara,BEN,Benin,2016,DTP3,success,NA,NA,banikoara,banikoara,103.718091,5861,
135,135,alibori,gogounou,BEN,Benin,2016,DTP3,success,NA,NA,gogounou,gogounou,115.4831199,5862,
136,136,alibori,kandi,BEN,Benin,2016,DTP3,success,NA,NA,kandi,kandi,101.2973138,5863,
137,137,alibori,karimama,BEN,Benin,2016,DTP3,success,NA,NA,karimama,karimama,105.0721649,5864,
138,138,alibori,malanville,BEN,Benin,2016,DTP3,success,NA,NA,malanville,malanville,104.5594678,5865,
139,139,atlantique,allada,BEN,Benin,2016,DTP3,success,NA,NA,allada,allada,109.3163818,5877,
140,140,atlantique,ouidah,BEN,Benin,2016,DTP3,success,NA,NA,ouidah,ouidah,106.7738232,5879,
141,141,atlantique,soava,BEN,Benin,2016,DTP3,success,NA,NA,soava,soava,112.3963237,5880,
142,142,atlantique,toffo,BEN,Benin,2016,DTP3,success,NA,NA,toffo,toffo,106.1486133,5881,
143,143,atlantique,toribossito,BEN,Benin,2016,DTP3,success,NA,NA,toribossito,toribossito,131.0281236,5882,
144,144,atlantique,ze,BEN,Benin,2016,DTP3,success,NA,NA,ze,ze,109.5948297,5883,
145,145,borgou,bembereke,BEN,Benin,2016,DTP3,success,NA,NA,bembereke,bembereke,104.0580948,5884,
146,146,borgou,kalale,BEN,Benin,2016,DTP3,success,NA,NA,kalale,kalale,108.8977424,5885,
147,147,borgou,ndali,BEN,Benin,2016,DTP3,success,NA,NA,ndali,ndali,104.835924,5886,
148,148,borgou,nikki,BEN,Benin,2016,DTP3,success,NA,NA,nikki,nikki,105.7460612,5887,
149,149,borgou,parakou,BEN,Benin,2016,DTP3,success,NA,NA,parakou,parakou,106.0566162,5888,
150,150,borgou,sinende,BEN,Benin,2016,DTP3,success,NA,NA,sinende,sinende,104.587156,5890,
151,151,borgou,tchaourou,BEN,Benin,2016,DTP3,success,NA,NA,tchaourou,tchaourou,106.758794,5891,
152,152,collines,bante,BEN,Benin,2016,DTP3,success,NA,NA,bante,bante,95.94942636,5892,
153,153,collines,dassa,BEN,Benin,2016,DTP3,success,NA,NA,dassa,dassa,105.4834378,5893,
154,154,collines,glazoue,BEN,Benin,2016,DTP3,success,NA,NA,glazoue,glazoue,100.3630496,5894,
155,155,collines,ouesse,BEN,Benin,2016,DTP3,success,NA,NA,ouesse,ouesse,112.9351476,5895,
156,156,collines,savalou,BEN,Benin,2016,DTP3,success,NA,NA,savalou,savalou,129.8201968,5896,
157,157,collines,save,BEN,Benin,2016,DTP3,success,NA,NA,save,save,63.31597222,5897,
158,158,couffo,aplahoue,BEN,Benin,2016,DTP3,success,NA,NA,aplahoue,aplahoue,116.8544528,5898,
159,159,couffo,lalo,BEN,Benin,2016,DTP3,success,NA,NA,lalo,lalo,103.7656904,5902,
160,160,couffo,toviklin,BEN,Benin,2016,DTP3,success,NA,NA,toviklin,toviklin,98.45007452,5903,
161,161,donga,bassila,BEN,Benin,2016,DTP3,success,NA,NA,bassila,bassila,101.0333692,5904,
162,162,donga,djougou,BEN,Benin,2016,DTP3,success,NA,NA,djougou,djougou,104.6852123,5905,
163,163,donga,ouake,BEN,Benin,2016,DTP3,success,NA,NA,ouake,ouake,97.88838612,5907,
164,164,littoral,cotonou,BEN,Benin,2016,DTP3,success,NA,NA,cotonou,cotonou,117.1747531,5908,
165,165,mono,athieme,BEN,Benin,2016,DTP3,success,NA,NA,athieme,athieme,101.8509255,5909,
166,166,mono,bopa,BEN,Benin,2016,DTP3,success,NA,NA,bopa,bopa,95.39319249,5910,
167,167,mono,houeyogbe,BEN,Benin,2016,DTP3,success,NA,NA,houeyogbe,houeyogbe,111.6440255,5913,
168,168,mono,lokossa,BEN,Benin,2016,DTP3,success,NA,NA,lokossa,lokossa,100.4037685,5914,
169,169,oueme,adjohoun,BEN,Benin,2016,DTP3,success,NA,NA,adjohoun,adjohoun,90.03745318,5916,
170,170,oueme,akpromisserete,BEN,Benin,2016,DTP3,success,NA,NA,akpromisserete,akpromisserete,96.23143427,5918,
171,171,oueme,avrankou,BEN,Benin,2016,DTP3,success,NA,NA,avrankou,avrankou,101.4540648,5919,
172,172,oueme,bonou,BEN,Benin,2016,DTP3,success,NA,NA,bonou,bonou,89.1221374,5920,
173,173,oueme,dangbo,BEN,Benin,2016,DTP3,success,NA,NA,dangbo,dangbo,93.76828555,5921,
174,174,oueme,portonovo,BEN,Benin,2016,DTP3,success,NA,NA,portonovo,portonovo,117.5987193,5922,
175,175,plateau,ifangni,BEN,Benin,2016,DTP3,success,NA,NA,ifangni,ifangni,102.9259084,5925,
176,176,plateau,ketou,BEN,Benin,2016,DTP3,success,NA,NA,ketou,ketou,75.34109817,5926,
177,177,plateau,sakete,BEN,Benin,2016,DTP3,success,NA,NA,sakete,sakete,67.8218958,5928,
178,178,zou,abomey,BEN,Benin,2016,DTP3,success,NA,NA,abomey,abomey,103.8004763,5929,
179,179,zou,agbangnizoun,BEN,Benin,2016,DTP3,success,NA,NA,agbangnizoun,agbangnizoun,100.5931087,5930,
180,180,zou,bohicon,BEN,Benin,2016,DTP3,success,NA,NA,bohicon,bohicon,106.8345516,5931,
181,181,zou,cove,BEN,Benin,2016,DTP3,success,NA,NA,cove,cove,97.38122954,5932,
182,182,zou,djidja,BEN,Benin,2016,DTP3,success,NA,NA,djidja,djidja,78.70122469,5933,
183,183,zou,ouinhi,BEN,Benin,2016,DTP3,success,NA,NA,ouinhi,ouinhi,86.62389848,5934,
184,184,zou,zakpota,BEN,Benin,2016,DTP3,success,NA,NA,zakpota,zakpota,102.8136957,5935,
185,185,zou,zogbodome,BEN,Benin,2016,DTP3,success,NA,NA,zogbodome,zogbodome,109.6246929,5937,
186,186,NA,NA,BEN,Benin,2016,NA,fuzzy success,alibori,alibori,scgbana,segbana,100.5529954,5866,
187,187,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,boukoumbe,boukoumbe,96.39160012,5867,
188,188,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,cobly,kobli,115.4040404,5869,
189,189,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,kerou,kerou,110.053554,5868,
190,190,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,kouande,kouande,107.3037393,5870,
191,191,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,materi,materi,95.01284247,5871,
192,192,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,natitingou,natitingou,99.88257398,5872,
193,193,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,pehunco,pehonko,107.7954475,5873,
194,194,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,tanguieta,tanguieta,97.06074461,5874,
195,195,NA,NA,BEN,Benin,2016,NA,fuzzy success,atacora,atakora,toucountouna,toukountouna,101.2262416,5875,
196,196,NA,NA,BEN,Benin,2016,NA,fuzzy success,atlantique,atlantique,kpomassc,kpomasse,112.8880157,5878,
197,197,NA,NA,BEN,Benin,2016,NA,fuzzy success,couffo,couffo,djakotomey,djakotome,114.0098522,5899,
198,198,NA,NA,BEN,Benin,2016,NA,fuzzy success,couffo,couffo,klouekanmc,klouekanme,111.4784394,5901,
199,199,NA,NA,BEN,Benin,2016,NA,fuzzy success,donga,donga,copargo,kopargo,106.5534939,5906,
200,200,NA,NA,BEN,Benin,2016,NA,fuzzy success,mono,mono,comc,come,117.4849876,5911,
201,201,NA,NA,BEN,Benin,2016,NA,fuzzy success,mono,mono,grangpopo,grandpopo,115.0980392,5912,
202,202,NA,NA,BEN,Benin,2016,NA,fuzzy success,oueme,oueme,adjarra,adjara,111.6965837,5915,
203,203,NA,NA,BEN,Benin,2016,NA,fuzzy success,oueme,oueme,aguegues,aguegue,55,5917,
204,204,NA,NA,BEN,Benin,2016,NA,fuzzy success,plateau,plateau,adjaoucrc,adjaouere,88.67372213,5924,
205,205,NA,NA,BEN,Benin,2016,NA,fuzzy success,plateau,plateau,pobc,pobe,71.18966977,5927,
206,206,NA,NA,BEN,Benin,2016,NA,fuzzy success,zou,zou,zagnanado,zangnanado,91.84238578,5936,
207,207,atlantique,abomeycal,BEN,Benin,2016,DTP3,manually match,NA,NA,abomeycal,abomeycalavi,117.1761752,5876,manual add
208,208,borgou,pcrcrc,BEN,Benin,2016,DTP3,manually match,NA,NA,pcrcrc,perere,103.1937544,5889,manual add
209,209,couffo,dogbo,BEN,Benin,2016,DTP3,manually match,NA,NA,dogbo,dogbotota,119.73347,5900,manual add
210,210,oueme,scmcpodji,BEN,Benin,2016,DTP3,manually match,NA,NA,scmcpodji,semekpodji,112.4382521,5923,manual add
211,211,atlantique,abomeycalavi,BEN,Benin,NA,NA,manually match,NA,Atlantique,NA,abomeycalavi,NA,5876,match
212,212,borgou,perere,BEN,Benin,NA,NA,manually match,NA,Borgou,NA,perere,NA,5889,match
213,213,couffo,dogbotota,BEN,Benin,NA,NA,manually match,NA,Couffo,NA,dogbotota,NA,5900,match
214,214,oueme,semekpodji,BEN,Benin,NA,NA,manually match,NA,Oueme,NA,semekpodji,NA,5923,match
215,215,anseba,asmat,ERI,Eritrea,2016,DTP3,success,NA,NA,asmat,asmat,97.78229621,15836,
216,216,anseba,elabered,ERI,Eritrea,2016,DTP3,success,NA,NA,elabered,elabered,61.8105049,15837,
217,217,anseba,geleb,ERI,Eritrea,2016,DTP3,success,NA,NA,geleb,geleb,124.1635907,15838,
218,218,anseba,habero,ERI,Eritrea,2016,DTP3,success,NA,NA,habero,habero,97.58027557,15839,
219,219,anseba,hagaz,ERI,Eritrea,2016,DTP3,success,NA,NA,hagaz,hagaz,78.42746278,15840,
220,220,anseba,halhal,ERI,Eritrea,2016,DTP3,success,NA,NA,halhal,halhal,61.11085852,15841,
221,221,anseba,hamelmalo,ERI,Eritrea,2016,DTP3,success,NA,NA,hamelmalo,hamelmalo,120.9781851,15842,
222,222,anseba,keren,ERI,Eritrea,2016,DTP3,success,NA,NA,keren,keren,84.09519893,15843,
223,223,anseba,kerkebet,ERI,Eritrea,2016,DTP3,success,NA,NA,kerkebet,kerkebet,69.67659223,15844,
224,224,anseba,sela,ERI,Eritrea,2016,DTP3,success,NA,NA,sela,sela,133.4754588,15845,
225,225,debub,adikeih,ERI,Eritrea,2016,DTP3,success,NA,NA,adikeih,adikeih,68.91741285,15847,
226,226,debub,areza,ERI,Eritrea,2016,DTP3,success,NA,NA,areza,areza,94.13363043,15849,
