,V1,ADM1_NAME,ADM2_NAME,iso3.x,ADM0_NAME.x,year,vaccine,merge_status,ADM1_NAME.who,ADM1_NAME.shpfile,ADM2_NAME.who,ADM2_NAME.shapefile,who_coverage,GAUL_CODE,Note
472,472,gaza,cidadedexaixai,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedexaixai,cidadedexaixai,94.40812079,65248,
473,473,gaza,guija,MOZ,Mozambique,2016,DTP3,success,NA,NA,guija,guija,96.20023941,21854,
474,474,gaza,mabalane,MOZ,Mozambique,2016,DTP3,success,NA,NA,mabalane,mabalane,91.74964524,21855,
475,475,gaza,massangena,MOZ,Mozambique,2016,DTP3,success,NA,NA,massangena,massangena,84.07347026,21857,
476,476,gaza,massingir,MOZ,Mozambique,2016,DTP3,success,NA,NA,massingir,massingir,112.068253,21858,
477,477,inhambane,cidadedeinhambane,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedeinhambane,cidadedeinhambane,97.47404085,65249,
478,478,inhambane,funhalouro,MOZ,Mozambique,2016,DTP3,success,NA,NA,funhalouro,funhalouro,96.91733015,21860,
479,479,inhambane,govuro,MOZ,Mozambique,2016,DTP3,success,NA,NA,govuro,govuro,92.14989393,21861,
480,480,inhambane,homoine,MOZ,Mozambique,2016,DTP3,success,NA,NA,homoine,homoine,93.04134914,21862,
481,481,inhambane,inharrime,MOZ,Mozambique,2016,DTP3,success,NA,NA,inharrime,inharrime,96.0947634,21863,
482,482,inhambane,inhassoro,MOZ,Mozambique,2016,DTP3,success,NA,NA,inhassoro,inhassoro,91.90524062,21864,
483,483,inhambane,jangamo,MOZ,Mozambique,2016,DTP3,success,NA,NA,jangamo,jangamo,108.1623955,21865,
484,484,inhambane,mabote,MOZ,Mozambique,2016,DTP3,success,NA,NA,mabote,mabote,95.1829268,21866,
485,485,inhambane,massinga,MOZ,Mozambique,2016,DTP3,success,NA,NA,massinga,massinga,91.67152965,21867,
486,486,inhambane,maxixe,MOZ,Mozambique,2016,DTP3,success,NA,NA,maxixe,maxixe,96.43157661,65250,
487,487,inhambane,morrumbene,MOZ,Mozambique,2016,DTP3,success,NA,NA,morrumbene,morrumbene,96.66642585,21868,
488,488,inhambane,panda,MOZ,Mozambique,2016,DTP3,success,NA,NA,panda,panda,94.51684385,21869,
489,489,inhambane,zavala,MOZ,Mozambique,2016,DTP3,success,NA,NA,zavala,zavala,96.69754148,21871,
490,490,manica,barue,MOZ,Mozambique,2016,DTP3,success,NA,NA,barue,barue,62.33252438,21872,
491,491,manica,cidadedechimoio,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedechimoio,cidadedechimoio,99.04156917,65251,
492,492,manica,gondola,MOZ,Mozambique,2016,DTP3,success,NA,NA,gondola,gondola,109.0138132,21873,
493,493,manica,guro,MOZ,Mozambique,2016,DTP3,success,NA,NA,guro,guro,88.95997912,21874,
494,494,manica,machaze,MOZ,Mozambique,2016,DTP3,success,NA,NA,machaze,machaze,88.3503835,21875,
495,495,manica,macossa,MOZ,Mozambique,2016,DTP3,success,NA,NA,macossa,macossa,67.61707114,21876,
496,496,manica,manica,MOZ,Mozambique,2016,DTP3,success,NA,NA,manica,manica,96.88609684,21877,
497,497,manica,mossurize,MOZ,Mozambique,2016,DTP3,success,NA,NA,mossurize,mossurize,102.7680214,21878,
498,498,manica,sussundenga,MOZ,Mozambique,2016,DTP3,success,NA,NA,sussundenga,sussundenga,113.5949105,21879,
499,499,manica,tambara,MOZ,Mozambique,2016,DTP3,success,NA,NA,tambara,tambara,106.1196415,21880,
500,500,nampula,angoche,MOZ,Mozambique,2016,DTP3,success,NA,NA,angoche,angoche,104.6198007,21889,
501,501,nampula,cidadedenampula,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedenampula,cidadedenampula,113.7748574,65259,
502,502,nampula,erati,MOZ,Mozambique,2016,DTP3,success,NA,NA,erati,erati,84.37491646,21890,
503,503,nampula,ilhademocambique,MOZ,Mozambique,2016,DTP3,success,NA,NA,ilhademocambique,ilhademocambique,127.7057588,65260,
504,504,nampula,lalaua,MOZ,Mozambique,2016,DTP3,success,NA,NA,lalaua,lalaua,97.54833451,21891,
505,505,nampula,malema,MOZ,Mozambique,2016,DTP3,success,NA,NA,malema,malema,96.61051969,21892,
506,506,nampula,meconta,MOZ,Mozambique,2016,DTP3,success,NA,NA,meconta,meconta,114.1949552,21893,
507,507,nampula,mecuburi,MOZ,Mozambique,2016,DTP3,success,NA,NA,mecuburi,mecuburi,103.6856691,21894,
508,508,nampula,memba,MOZ,Mozambique,2016,DTP3,success,NA,NA,memba,memba,108.7747002,21895,
509,509,nampula,mogincual,MOZ,Mozambique,2016,DTP3,success,NA,NA,mogincual,mogincual,129.1850916,21896,
510,510,nampula,mogovolas,MOZ,Mozambique,2016,DTP3,success,NA,NA,mogovolas,mogovolas,108.6633708,21897,
511,511,nampula,moma,MOZ,Mozambique,2016,DTP3,success,NA,NA,moma,moma,100.1148302,21898,
512,512,nampula,monapo,MOZ,Mozambique,2016,DTP3,success,NA,NA,monapo,monapo,100.3084058,21899,
513,513,nampula,mossuril,MOZ,Mozambique,2016,DTP3,success,NA,NA,mossuril,mossuril,131.1718799,21900,
514,514,nampula,muecate,MOZ,Mozambique,2016,DTP3,success,NA,NA,muecate,muecate,106.7309102,21901,
515,515,nampula,murrupula,MOZ,Mozambique,2016,DTP3,success,NA,NA,murrupula,murrupula,97.67318019,21902,
516,516,nampula,nacalaavelha,MOZ,Mozambique,2016,DTP3,success,NA,NA,nacalaavelha,nacalaavelha,120.5528595,21903,
517,517,nampula,nacaroa,MOZ,Mozambique,2016,DTP3,success,NA,NA,nacaroa,nacaroa,100.224944,21904,
518,518,nampula,ribaue,MOZ,Mozambique,2016,DTP3,success,NA,NA,ribaue,ribaue,85.1548153,21906,
519,519,niassa,cuamba,MOZ,Mozambique,2016,DTP3,success,NA,NA,cuamba,cuamba,96.65619202,21907,
520,520,niassa,lago,MOZ,Mozambique,2016,DTP3,success,NA,NA,lago,lago,91.30463086,21908,
521,521,niassa,majune,MOZ,Mozambique,2016,DTP3,success,NA,NA,majune,majune,101.2672481,21910,
522,522,niassa,mandimba,MOZ,Mozambique,2016,DTP3,success,NA,NA,mandimba,mandimba,103.0771433,21911,
523,523,niassa,marrupa,MOZ,Mozambique,2016,DTP3,success,NA,NA,marrupa,marrupa,102.4434153,21912,
524,524,niassa,maua,MOZ,Mozambique,2016,DTP3,success,NA,NA,maua,maua,94.51966094,21913,
525,525,niassa,mavago,MOZ,Mozambique,2016,DTP3,success,NA,NA,mavago,mavago,111.2596887,21914,
526,526,niassa,mecanhelas,MOZ,Mozambique,2016,DTP3,success,NA,NA,mecanhelas,mecanhelas,86.20990639,21915,
527,527,niassa,mecula,MOZ,Mozambique,2016,DTP3,success,NA,NA,mecula,mecula,94.4596414,21916,
528,528,niassa,metarica,MOZ,Mozambique,2016,DTP3,success,NA,NA,metarica,metarica,85.33244077,21917,
529,529,niassa,muembe,MOZ,Mozambique,2016,DTP3,success,NA,NA,muembe,muembe,97.03233943,21918,
530,530,niassa,ngauma,MOZ,Mozambique,2016,DTP3,success,NA,NA,ngauma,ngauma,69.87129381,21919,
531,531,niassa,nipepe,MOZ,Mozambique,2016,DTP3,success,NA,NA,nipepe,nipepe,96.01321333,21920,
532,532,niassa,sanga,MOZ,Mozambique,2016,DTP3,success,NA,NA,sanga,sanga,98.40316829,21921,
533,533,sofala,buzi,MOZ,Mozambique,2016,DTP3,success,NA,NA,buzi,buzi,147.9509318,21922,
534,534,sofala,caia,MOZ,Mozambique,2016,DTP3,success,NA,NA,caia,caia,145.0347674,21923,
535,535,sofala,chemba,MOZ,Mozambique,2016,DTP3,success,NA,NA,chemba,chemba,84.21499163,21924,
536,536,sofala,cheringoma,MOZ,Mozambique,2016,DTP3,success,NA,NA,cheringoma,cheringoma,127.8573013,21925,
537,537,sofala,chibabava,MOZ,Mozambique,2016,DTP3,success,NA,NA,chibabava,chibabava,129.710512,21926,
538,538,sofala,cidadedabeira,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedabeira,cidadedabeira,112.3249236,65263,
539,539,sofala,dondo,MOZ,Mozambique,2016,DTP3,success,NA,NA,dondo,dondo,115.1672373,21927,
540,540,sofala,gorongosa,MOZ,Mozambique,2016,DTP3,success,NA,NA,gorongosa,gorongosa,113.4038361,21928,
541,541,sofala,machanga,MOZ,Mozambique,2016,DTP3,success,NA,NA,machanga,machanga,113.4482099,21929,
542,542,sofala,maringue,MOZ,Mozambique,2016,DTP3,success,NA,NA,maringue,maringue,77.44595773,21930,
543,543,sofala,marromeu,MOZ,Mozambique,2016,DTP3,success,NA,NA,marromeu,marromeu,96.07973209,21931,
544,544,sofala,muanza,MOZ,Mozambique,2016,DTP3,success,NA,NA,muanza,muanza,78.17304018,21932,
545,545,sofala,nhamatanda,MOZ,Mozambique,2016,DTP3,success,NA,NA,nhamatanda,nhamatanda,107.8085967,21933,
546,546,tete,angonia,MOZ,Mozambique,2016,DTP3,success,NA,NA,angonia,angonia,126.3036338,21934,
547,547,tete,cahorabassa,MOZ,Mozambique,2016,DTP3,success,NA,NA,cahorabassa,cahorabassa,111.1681668,21935,
548,548,tete,changara,MOZ,Mozambique,2016,DTP3,success,NA,NA,changara,changara,106.3671447,21936,
549,549,tete,chifunde,MOZ,Mozambique,2016,DTP3,success,NA,NA,chifunde,chifunde,97.51444882,21937,
550,550,tete,chiuta,MOZ,Mozambique,2016,DTP3,success,NA,NA,chiuta,chiuta,140.9036372,21938,
551,551,tete,cidadedetete,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedetete,cidadedetete,152.8223218,65264,
552,552,tete,macanga,MOZ,Mozambique,2016,DTP3,success,NA,NA,macanga,macanga,117.4760464,21939,
553,553,tete,magoe,MOZ,Mozambique,2016,DTP3,success,NA,NA,magoe,magoe,99.44592095,21940,
554,554,tete,maravia,MOZ,Mozambique,2016,DTP3,success,NA,NA,maravia,maravia,83.37924792,21941,
555,555,tete,moatize,MOZ,Mozambique,2016,DTP3,success,NA,NA,moatize,moatize,135.9777064,21942,
556,556,tete,mutarara,MOZ,Mozambique,2016,DTP3,success,NA,NA,mutarara,mutarara,112.7997178,21943,
557,557,tete,tsangano,MOZ,Mozambique,2016,DTP3,success,NA,NA,tsangano,tsangano,92.3751786,21944,
558,558,zambezia,altomolocue,MOZ,Mozambique,2016,DTP3,success,NA,NA,altomolocue,altomolocue,91.88469117,21955,
559,559,zambezia,chinde,MOZ,Mozambique,2016,DTP3,success,NA,NA,chinde,chinde,99.89897306,21946,
560,560,zambezia,cidadedequelimane,MOZ,Mozambique,2016,DTP3,success,NA,NA,cidadedequelimane,cidadedequelimane,143.35762,65266,
561,561,zambezia,gile,MOZ,Mozambique,2016,DTP3,success,NA,NA,gile,gile,98.82757582,21947,
562,562,zambezia,gurue,MOZ,Mozambique,2016,DTP3,success,NA,NA,gurue,gurue,94.9846927,21948,
563,563,zambezia,ile,MOZ,Mozambique,2016,DTP3,success,NA,NA,ile,ile,100.8209668,21949,
564,564,zambezia,inhassunge,MOZ,Mozambique,2016,DTP3,success,NA,NA,inhassunge,inhassunge,104.5384734,21950,
565,565,zambezia,lugela,MOZ,Mozambique,2016,DTP3,success,NA,NA,lugela,lugela,100.5035737,21951,
566,566,zambezia,maganjadacosta,MOZ,Mozambique,2016,DTP3,success,NA,NA,maganjadacosta,maganjadacosta,134.5126221,21952,
567,567,zambezia,milange,MOZ,Mozambique,2016,DTP3,success,NA,NA,milange,milange,105.6091526,21953,
568,568,zambezia,mocuba,MOZ,Mozambique,2016,DTP3,success,NA,NA,mocuba,mocuba,89.82518019,21954,
569,569,zambezia,mopeia,MOZ,Mozambique,2016,DTP3,success,NA,NA,mopeia,mopeia,109.2464473,21956,
570,570,zambezia,morrumbala,MOZ,Mozambique,2016,DTP3,success,NA,NA,morrumbala,morrumbala,88.60121513,21957,
571,571,zambezia,namacurra,MOZ,Mozambique,2016,DTP3,success,NA,NA,namacurra,namacurra,102.583927,21958,
572,572,zambezia,namarroi,MOZ,Mozambique,2016,DTP3,success,NA,NA,namarroi,namarroi,112.253455,21959,
573,573,zambezia,nicoadala,MOZ,Mozambique,2016,DTP3,success,NA,NA,nicoadala,nicoadala,137.9105015,21960,
574,574,zambezia,pebane,MOZ,Mozambique,2016,DTP3,success,NA,NA,pebane,pebane,99.36577389,21961,
575,575,NA,NA,MOZ,Mozambique,2016,NA,fuzzy need fix,maputoprovincia,maputo,manhica,manhica,96.95553965,41375,
576,576,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,gaza,gaza,mandlakazi,mandlakaze,98.06460235,21856,
577,577,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,inhambane,inhambane,vilankulos,vilankulo,95.84355437,21870,
578,578,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,boane,boane,86.91185191,21882,
579,579,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,magude,magude,116.1480197,21883,
580,580,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,marracuene,marracuene,109.5258124,21885,
581,581,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,matutuine,matutuine,78.34076915,21886,
582,582,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,moamba,moamba,94.3323948,21887,
583,583,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,maputoprovincia,maputo,namaacha,namaacha,78.16333737,21888,
584,584,NA,NA,MOZ,Mozambique,2016,NA,fuzzy success,tete,tete,zumbo,zumbu,90.85549302,21945,
585,585,cabodelgado,metuge,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,metuge,NA,114.6182146,NA,
586,586,gaza,distritodexaixai,MOZ,Mozambique,2016,DTP3,manually match,NA,NA,distritodexaixai,xaixai,87.65171413,21859,manual add
587,587,manica,macate,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,macate,NA,93.48560051,NA,
588,588,manica,vanduzi,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,vanduzi,NA,70.93433503,NA,
589,589,maputocidade,kamavota,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,kamavota,NA,121.7346186,NA,
590,590,maputocidade,kamaxakene,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,kamaxakene,NA,71.76999427,NA,
591,591,maputocidade,kampfumo,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,kampfumo,NA,247.563324,NA,
592,592,maputocidade,kamubukwana,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,kamubukwana,NA,91.71652893,NA,
593,593,maputocidade,kanyaka,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,kanyaka,NA,96.00452236,NA,
594,594,maputocidade,katembe,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,katembe,NA,138.0452926,NA,
595,595,maputocidade,nlhamankulu,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,nlhamankulu,NA,170.2154458,NA,
596,596,maputoprovincia,matola,MOZ,Mozambique,2016,DTP3,manually match,NA,NA,matola,cidadedamatola,91.99647244,65252,manual add
597,597,nampula,larde,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,larde,NA,74.27848683,NA,
598,598,nampula,liupo,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,liupo,NA,71.38024567,NA,
599,599,nampula,nacalaporto,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,nacalaporto,NA,130.1433942,NA,
600,600,nampula,rapale,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,rapale,NA,104.971168,NA,
601,601,niassa,chimbonila,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,chimbonila,NA,71.24431903,NA,
602,602,niassa,distritodelichinga,MOZ,Mozambique,2016,DTP3,manually match,NA,NA,distritodelichinga,cidadedelichinga,152.311409,65262,manual add
603,603,tete,doa,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,doa,NA,129.7134126,NA,
604,604,tete,marara,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,marara,NA,100.0347937,NA,
605,605,zambezia,derre,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,derre,NA,90.51348999,NA,
606,606,zambezia,luabo,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,luabo,NA,76.5569395,NA,
607,607,zambezia,mocubela,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,mocubela,NA,70.15995795,NA,
608,608,zambezia,molumbo,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,molumbo,NA,88.3802314,NA,
609,609,zambezia,mulevala,MOZ,Mozambique,2016,DTP3,in WHO but not shpfile,NA,NA,mulevala,NA,79.23019907,NA,
610,610,cabodelgado,pemba,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Cabo Delgado,NA,pemba,NA,21847,
611,611,gaza,xaixai,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Gaza,NA,xaixai,NA,21859,
612,612,lagoniassa,lagoniassa,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Lago niassa,NA,lagoniassa,NA,65267,
613,613,maputo,cidadedamatola,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Maputo,NA,cidadedamatola,NA,65252,
614,614,maputo,cidadedemaputo,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Maputo,NA,cidadedemaputo,NA,41374,
615,615,nampula,nacala,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Nampula,NA,nacala,NA,65261,
616,616,nampula,nampula,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Nampula,NA,nampula,NA,21905,
617,617,niassa,cidadedelichinga,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Niassa,NA,cidadedelichinga,NA,65262,
618,618,niassa,lichinga,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Niassa,NA,lichinga,NA,21909,
619,619,tete,luenha,MOZ,Mozambique,NA,NA,in shpfile but not WHO,NA,Tete,NA,luenha,NA,65265,
620,620,adrar,aoujeft,MRT,Mauritania,2016,DTP3,success,NA,NA,aoujeft,aoujeft,81.55548235,19490,
621,621,adrar,atar,MRT,Mauritania,2016,DTP3,success,NA,NA,atar,atar,101.6236306,19491,
622,622,assaba,boumdeid,MRT,Mauritania,2016,DTP3,success,NA,NA,boumdeid,boumdeid,137.6769293,19495,
623,623,assaba,kankossa,MRT,Mauritania,2016,DTP3,success,NA,NA,kankossa,kankossa,82.17307479,19497,
624,624,assaba,kiffa,MRT,Mauritania,2016,DTP3,success,NA,NA,kiffa,kiffa,99.39651529,19498,
625,625,brakna,aleg,MRT,Mauritania,2016,DTP3,success,NA,NA,aleg,aleg,74.92266366,19499,
626,626,brakna,bababe,MRT,Mauritania,2016,DTP3,success,NA,NA,bababe,bababe,97.72138244,19500,
627,627,brakna,boghe,MRT,Mauritania,2016,DTP3,success,NA,NA,boghe,boghe,113.9604672,19501,
628,628,brakna,maghtalahjar,MRT,Mauritania,2016,DTP3,success,NA,NA,maghtalahjar,maghtalahjar,124.2856421,19503,
629,629,brakna,mbagne,MRT,Mauritania,2016,DTP3,success,NA,NA,mbagne,mbagne,98.463329,19502,
630,630,dakhletnouadhibou,nouadhibou,MRT,Mauritania,2016,DTP3,success,NA,NA,nouadhibou,nouadhibou,80.19277867,19504,
631,631,gorgol,kaedi,MRT,Mauritania,2016,DTP3,success,NA,NA,kaedi,kaedi,91.11374854,19505,
632,632,gorgol,maghama,MRT,Mauritania,2016,DTP3,success,NA,NA,maghama,maghama,109.4585999,19507,
633,633,hodhelgharbi,tamchekett,MRT,Mauritania,2016,DTP3,success,NA,NA,tamchekett,tamchekett,81.17119134,19519,
634,634,hodhelgharbi,tintane,MRT,Mauritania,2016,DTP3,success,NA,NA,tintane,tintane,75.65624971,19520,
635,635,inchiri,akjoujt,MRT,Mauritania,2016,DTP3,success,NA,NA,akjoujt,akjoujt,80.52551689,19521,
636,636,tagant,moudjeria,MRT,Mauritania,2016,DTP3,success,NA,NA,moudjeria,moudjeria,99.88760092,19523,
637,637,trarza,boutilimit,MRT,Mauritania,2016,DTP3,success,NA,NA,boutilimit,boutilimit,91.64872136,19529,
638,638,trarza,mederdra,MRT,Mauritania,2016,DTP3,success,NA,NA,mederdra,mederdra,100.299872,19531,
639,639,trarza,ouadnaga,MRT,Mauritania,2016,DTP3,success,NA,NA,ouadnaga,ouadnaga,65.69878056,19532,
640,640,trarza,rkiz,MRT,Mauritania,2016,DTP3,success,NA,NA,rkiz,rkiz,90.33644382,19533,
641,641,trarza,rosso,MRT,Mauritania,2016,DTP3,success,NA,NA,rosso,rosso,86.7472503,19534,
642,642,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,adrar,adrar,chinguitti,chinguity,97.20992852,123633,
643,643,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,assaba,assaba,guerou,guerrou,105.7246515,19496,
644,644,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,gorgol,gorgol,mboud,mbout,75.74671467,19506,
645,645,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,gorgol,gorgol,mounguel,monguel,114.2036343,19508,
646,646,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,guiodimakha,guidimakha,ouldyenge,ouldyenge,118.2209245,19509,
647,647,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,guiodimakha,guidimakha,selibabi,selibaby,64.15576454,19510,
648,648,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,hodhechargui,hodhechchargi,amourj,amourj,71.82895117,19511,
649,649,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,hodhechargui,hodhechchargi,djiguenni,djigueni,87.34634436,19513,
650,650,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,hodhechargui,hodhechchargi,nema,nema,98.65581326,19514,
651,651,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,hodhechargui,hodhechchargi,oualata,oualata,47.26850017,19515,
652,652,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,hodhelgharbi,hodhelgharbi,koubenni,kobeni,89.80799125,19518,
653,653,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,tagant,tagant,tichit,tichitt,51.0353067,19524,
654,654,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,tagant,tagant,tijikja,tidjikja,110.5140076,19525,
655,655,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,tiriszemmour,tiriszemmour,birmougrein,birmogrein,32.05749773,19526,
656,656,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,tiriszemmour,tiriszemmour,fderick,fderik,138.9418036,19527,
657,657,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,tiriszemmour,tiriszemmour,zouerat,zoueratt,87.42055565,19528,
658,658,NA,NA,MRT,Mauritania,2016,NA,fuzzy success,trarza,trarza,keurmacen,keurmacene,73.96443538,19530,
659,659,adrar,ouadane,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,ouadane,NA,88.41007908,NA,
660,660,assaba,barkeiwel,MRT,Mauritania,2016,DTP3,manually match,NA,NA,barkeiwel,barkeol,78.05357105,19494,manual add
661,661,dakhletnouadhibou,chami,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,chami,NA,86.81557645,NA,
662,662,hodhechargui,basseknou,MRT,Mauritania,2016,DTP3,manually match,NA,NA,basseknou,bassikounou,69.83321247,19512,manual add
663,663,hodhechargui,dhar,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,dhar,NA,25.87947625,NA,
664,664,hodhechargui,tembedgha,MRT,Mauritania,2016,DTP3,manually match,NA,NA,tembedgha,timbedra,87.19930585,19516,manual add
665,665,hodhelgharbi,aiounalatrouss,MRT,Mauritania,2016,DTP3,manually match,NA,NA,aiounalatrouss,aioun,87.35823358,19517,manual add
666,666,nouakchottnord,darnaim,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,darnaim,NA,141.4077404,NA,
667,667,nouakchottnord,teyarett,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,teyarett,NA,60.94044682,NA,
668,668,nouakchottnord,toujounine,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,toujounine,NA,62.04733846,NA,
669,669,nouakchottouest,ksar,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,ksar,NA,183.9634941,NA,
670,670,nouakchottouest,sebkha,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,sebkha,NA,114.1341787,NA,
671,671,nouakchottouest,tevraghzeina,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,tevraghzeina,NA,110.4034072,NA,
672,672,nouakchottsud,arafat,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,arafat,NA,63.41996623,NA,
673,673,nouakchottsud,elmina,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,elmina,NA,71.12322128,NA,
674,674,nouakchottsud,riyadh,MRT,Mauritania,2016,DTP3,in WHO but not shpfile,NA,NA,riyadh,NA,71.63695328,NA,
675,675,assaba,barkeol,MRT,Mauritania,NA,NA,manually match,NA,Assaba,NA,barkeol,NA,19494,match
676,676,hodhechchargi,bassikounou,MRT,Mauritania,NA,NA,manually match,NA,Hodh Ech Chargi,NA,bassikounou,NA,19512,match
677,677,hodhechchargi,timbedra,MRT,Mauritania,NA,NA,manually match,NA,Hodh Ech Chargi,NA,timbedra,NA,19516,match
678,678,hodhelgharbi,aioun,MRT,Mauritania,NA,NA,manually match,NA,Hodh El Gharbi,NA,aioun,NA,19517,match
679,679,nouakchott,nouakchott,MRT,Mauritania,NA,NA,in shpfile but not WHO,NA,Nouakchott,NA,nouakchott,NA,19522,
680,680,NA,NA,MWI,Malawi,2016,NA,fuzzy need fix,north,northernregion,mzimba,mzimba,72,19318,
681,681,NA,NA,MWI,Malawi,2016,NA,fuzzy need fix,south,southernregion,zomba,zomba,80,19330,
682,682,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,dedza,dedza,91,19307,
683,683,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,dowa,dowa,68,19308,
684,684,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,kasungu,kasungu,77,19309,
685,685,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,lilongwe,lilongwe,88,19310,
686,686,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,mchinji,mchinji,73,19311,
687,687,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,nkhotakota,nkhotakota,96,19312,
688,688,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,ntcheu,ntcheu,87,19313,
689,689,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,ntchisi,ntchisi,72,19314,
690,690,NA,NA,MWI,Malawi,2016,NA,fuzzy success,central,centralregion,salima,salima,95,19315,
691,691,NA,NA,MWI,Malawi,2016,NA,fuzzy success,north,northernregion,chitipa,chitipa,74,19316,
692,692,NA,NA,MWI,Malawi,2016,NA,fuzzy success,north,northernregion,karonga,karonga,82,19317,
693,693,NA,NA,MWI,Malawi,2016,NA,fuzzy success,north,northernregion,likoma,likoma,82,42172,
694,694,NA,NA,MWI,Malawi,2016,NA,fuzzy success,north,northernregion,nkhatabay,nkhatabay,72,42173,
