"","NAME","NAME.who","NAME.shpfile","iso3","iso3.x","iso3.y","who_coverage","who_coverage.x","who_coverage.y","merge_status","merge_status.x","merge_status.y","GAUL_CODE","GAUL_CODE.x","GAUL_CODE.y"
"322","nonobenja","nonobenja",NA,"ETH",NA,NA,104.775243,NA,NA,"success",NA,NA,670,NA,NA
"323","odoshakiso","odoshakiso",NA,"ETH",NA,NA,105.8925997,NA,NA,"success",NA,NA,641,NA,NA
"324","ofla","ofla",NA,"ETH",NA,NA,79.21747585,NA,NA,"success",NA,NA,757,NA,NA
"325","omonada","omonada",NA,"ETH",NA,NA,116.9975785,NA,NA,"success",NA,NA,513,NA,NA
"326","quara","quara",NA,"ETH",NA,NA,95.07342184,NA,NA,"success",NA,NA,339,NA,NA
"327","quarit","quarit",NA,"ETH",NA,NA,108.7835728,NA,NA,"success",NA,NA,340,NA,NA
"328","rayaazebo","rayaazebo",NA,"ETH",NA,NA,88.41556975,NA,NA,"success",NA,NA,34,NA,NA
"329","robe","robe",NA,"ETH",NA,NA,96.91684465,NA,NA,"success",NA,NA,507,NA,NA
"330","robetown","robetown",NA,"ETH",NA,NA,141.199478,NA,NA,"success",NA,NA,445,NA,NA
"331","sababoru","sababoru",NA,"ETH",NA,NA,119.6896347,NA,NA,"success",NA,NA,537,NA,NA
"332","sankura","sankura",NA,"ETH",NA,NA,97.08789589,NA,NA,"success",NA,NA,124,NA,NA
"333","sasiga","sasiga",NA,"ETH",NA,NA,84.16419471,NA,NA,"success",NA,NA,419,NA,NA
"334","sawulatown","sawulatown",NA,"ETH",NA,NA,91.3976933,NA,NA,"success",NA,NA,141,NA,NA
"335","sayint","sayint",NA,"ETH",NA,NA,88.48746714,NA,NA,"success",NA,NA,342,NA,NA
"336","sayonole","sayonole",NA,"ETH",NA,NA,79.21241251,NA,NA,"success",NA,NA,546,NA,NA
"337","sebetatown","sebetatown",NA,"ETH",NA,NA,145.0305857,NA,NA,"success",NA,NA,629,NA,NA
"338","sekachekorsa","sekachekorsa",NA,"ETH",NA,NA,106.0362772,NA,NA,"success",NA,NA,567,NA,NA
"339","sekela","sekela",NA,"ETH",NA,NA,99.97308508,NA,NA,"success",NA,NA,343,NA,NA
"340","semenachefer","semenachefer",NA,"ETH",NA,NA,86.86256032,NA,NA,"success",NA,NA,344,NA,NA
"341","sendafatown","sendafatown",NA,"ETH",NA,NA,301.758573,NA,NA,"success",NA,NA,759,NA,NA
"342","seru","seru",NA,"ETH",NA,NA,102.6252352,NA,NA,"success",NA,NA,509,NA,NA
"343","setema","setema",NA,"ETH",NA,NA,100.5344105,NA,NA,"success",NA,NA,494,NA,NA
"344","seweyna","seweyna",NA,"ETH",NA,NA,105.7084826,NA,NA,"success",NA,NA,517,NA,NA
"345","shalla","shalla",NA,"ETH",NA,NA,113.2702616,NA,NA,"success",NA,NA,522,NA,NA
"346","shambutown","shambutown",NA,"ETH",NA,NA,89.38813311,NA,NA,"success",NA,NA,408,NA,NA
"347","shashemenezuria","shashemenezuria",NA,"ETH",NA,NA,112.6548995,NA,NA,"success",NA,NA,784,NA,NA
"348","shashogo","shashogo",NA,"ETH",NA,NA,95.66005903,NA,NA,"success",NA,NA,190,NA,NA
"349","shebedino","shebedino",NA,"ETH",NA,NA,79.13392659,NA,NA,"success",NA,NA,173,NA,NA
"350","sherkole","sherkole",NA,"ETH",NA,NA,176.8248947,NA,NA,"success",NA,NA,243,NA,NA
"351","shewarobittown","shewarobittown",NA,"ETH",NA,NA,97.84270323,NA,NA,"success",NA,NA,775,NA,NA
"352","shilabo","shilabo",NA,"ETH",NA,NA,88.56813135,NA,NA,"success",NA,NA,63,NA,NA
"353","shirka","shirka",NA,"ETH",NA,NA,102.9721914,NA,NA,"success",NA,NA,518,NA,NA
"354","sibusire","sibusire",NA,"ETH",NA,NA,101.0141082,NA,NA,"success",NA,NA,557,NA,NA
"355","sigmo","sigmo",NA,"ETH",NA,NA,116.1578953,NA,NA,"success",NA,NA,497,NA,NA
"356","simada","simada",NA,"ETH",NA,NA,94.00902322,NA,NA,"success",NA,NA,346,NA,NA
"357","sinana","sinana",NA,"ETH",NA,NA,92.56740503,NA,NA,"success",NA,NA,777,NA,NA
"358","siraro","siraro",NA,"ETH",NA,NA,112.1213087,NA,NA,"success",NA,NA,588,NA,NA
"359","sire","sire",NA,"ETH",NA,NA,78.37660554,NA,NA,"success",NA,NA,486,NA,NA
"360","sodo","sodo",NA,"ETH",NA,NA,95.81635993,NA,NA,"success",NA,NA,78,NA,NA
"361","soro","soro",NA,"ETH",NA,NA,94.47487916,NA,NA,"success",NA,NA,116,NA,NA
"362","sude","sude",NA,"ETH",NA,NA,103.5288304,NA,NA,"success",NA,NA,493,NA,NA
"363","sulultatown","sulultatown",NA,"ETH",NA,NA,193.1157093,NA,NA,"success",NA,NA,628,NA,NA
"364","surma","surma",NA,"ETH",NA,NA,93.78732843,NA,NA,"success",NA,NA,146,NA,NA
"365","tachgayint","tachgayint",NA,"ETH",NA,NA,83.18014389,NA,NA,"success",NA,NA,349,NA,NA
"366","tahtaykoraro","tahtaykoraro",NA,"ETH",NA,NA,83.54259682,NA,NA,"success",NA,NA,787,NA,NA
"367","tahtaymaychew","tahtaymaychew",NA,"ETH",NA,NA,84.45845513,NA,NA,"success",NA,NA,14,NA,NA
"368","takusa","takusa",NA,"ETH",NA,NA,99.26217612,NA,NA,"success",NA,NA,350,NA,NA
"369","tanquaabergele","tanquaabergele",NA,"ETH",NA,NA,90.95862,NA,NA,"success",NA,NA,15,NA,NA
"370","teltele","teltele",NA,"ETH",NA,NA,83.25184352,NA,NA,"success",NA,NA,542,NA,NA
"371","tembaro","tembaro",NA,"ETH",NA,NA,99.95564982,NA,NA,"success",NA,NA,94,NA,NA
"372","tena","tena",NA,"ETH",NA,NA,102.6278724,NA,NA,"success",NA,NA,582,NA,NA
"373","tenta","tenta",NA,"ETH",NA,NA,94.72622243,NA,NA,"success",NA,NA,352,NA,NA
"374","teru","teru",NA,"ETH",NA,NA,70.89512608,NA,NA,"success",NA,NA,371,NA,NA
"375","tiroafeta","tiroafeta",NA,"ETH",NA,NA,101.2539755,NA,NA,"success",NA,NA,498,NA,NA
"376","tiyo","tiyo",NA,"ETH",NA,NA,101.5836595,NA,NA,"success",NA,NA,691,NA,NA
"377","tocha","tocha",NA,"ETH",NA,NA,83.96718388,NA,NA,"success",NA,NA,174,NA,NA
"378","tokekutaye","tokekutaye",NA,"ETH",NA,NA,96.73028204,NA,NA,"success",NA,NA,570,NA,NA
"379","tole","tole",NA,"ETH",NA,NA,76.8786871,NA,NA,"success",NA,NA,474,NA,NA
"380","tsegede","tsegede",NA,"ETH",NA,NA,89.00423952,NA,NA,"success",NA,NA,16,NA,NA
"381","tsegede","tsegede",NA,"ETH",NA,NA,89.00423952,NA,NA,"success",NA,NA,360,NA,NA
"382","tselemti","tselemti",NA,"ETH",NA,NA,106.8497014,NA,NA,"success",NA,NA,17,NA,NA
"383","uraga","uraga",NA,"ETH",NA,NA,100.4957392,NA,NA,"success",NA,NA,533,NA,NA
"384","wamahagalo","wamahagalo",NA,"ETH",NA,NA,101.9850955,NA,NA,"success",NA,NA,447,NA,NA
"385","warder","warder",NA,"ETH",NA,NA,90.90674446,NA,NA,"success",NA,NA,806,NA,NA
"386","wayutuka","wayutuka",NA,"ETH",NA,NA,102.5454688,NA,NA,"success",NA,NA,558,NA,NA
"387","wenago","wenago",NA,"ETH",NA,NA,89.16657649,NA,NA,"success",NA,NA,185,NA,NA
"388","wereileke","wereileke",NA,"ETH",NA,NA,73.81793584,NA,NA,"success",NA,NA,32,NA,NA
"389","wondogenet","wondogenet",NA,"ETH",NA,NA,115.1759087,NA,NA,"success",NA,NA,127,NA,NA
"390","yabelotown","yabelotown",NA,"ETH",NA,NA,34.84223562,NA,NA,"success",NA,NA,605,NA,NA
"391","yaso","yaso",NA,"ETH",NA,NA,187.6432542,NA,NA,"success",NA,NA,244,NA,NA
"392","yeka","yeka",NA,"ETH",NA,NA,141.0619691,NA,NA,"success",NA,NA,656,NA,NA
"393","yeki","yeki",NA,"ETH",NA,NA,50.01305908,NA,NA,"success",NA,NA,789,NA,NA
"394","yilmanadensa","yilmanadensa",NA,"ETH",NA,NA,73.99695076,NA,NA,"success",NA,NA,676,NA,NA
"395","yirgachefe","yirgachefe",NA,"ETH",NA,NA,99.38771428,NA,NA,"success",NA,NA,800,NA,NA
"396","yirgachefetown","yirgachefetown",NA,"ETH",NA,NA,155.0360443,NA,NA,"success",NA,NA,149,NA,NA
"397","yirgalemtown","yirgalemtown",NA,"ETH",NA,NA,139.6246706,NA,NA,"success",NA,NA,176,NA,NA
"398","yubdo","yubdo",NA,"ETH",NA,NA,74.79680539,NA,NA,"success",NA,NA,442,NA,NA
"399","zigem","zigem",NA,"ETH",NA,NA,105.1817261,NA,NA,"success",NA,NA,301,NA,NA
"400","ziquala","ziquala",NA,"ETH",NA,NA,91.69556915,NA,NA,"success",NA,NA,359,NA,NA
"401","ziwaydugda","ziwaydugda",NA,"ETH",NA,NA,103.359759,NA,NA,"success",NA,NA,491,NA,NA
"402",NA,"aira","adwa",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,679
"403",NA,"aira","alfa",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,256
"404",NA,"aira","awra",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,373
"405",NA,"aira","ayida",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,206
"406",NA,"aira","ayira",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,433
"407",NA,"aira","dima",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,230
"408",NA,"aira","esira",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,129
"409",NA,"aira","sora",NA,"ETH",NA,NA,74.20449608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,532
"410",NA,"amaro","ababo",NA,"ETH",NA,NA,83.63030353,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,565
"411",NA,"amaro","hamero",NA,"ETH",NA,NA,83.63030353,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,57
"412",NA,"ambo","ababo",NA,"ETH",NA,NA,100.6384496,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,565
"413",NA,"ambo","babo",NA,"ETH",NA,NA,100.6384496,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,328
"414",NA,"ambo","kobo",NA,"ETH",NA,NA,100.6384496,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,794
"415",NA,"andracha","anderacha",NA,"ETH",NA,NA,76.14434689,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,209
"416",NA,"andracha","anigacha",NA,"ETH",NA,NA,76.14434689,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,121
"417",NA,"angacha","anigacha",NA,"ETH",NA,NA,98.2934264,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,121
"418",NA,"angacha","ankasha",NA,"ETH",NA,NA,98.2934264,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,258
"419",NA,"asosa","adola",NA,"ETH",NA,NA,77.30008753,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,678
"420",NA,"asosa","assosa",NA,"ETH",NA,NA,77.30008753,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,692
"421",NA,"asosa","sora",NA,"ETH",NA,NA,77.30008753,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,532
"422",NA,"asosatown","aselatown",NA,"ETH",NA,NA,170.3062493,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,505
"423",NA,"asosatown","assosatown",NA,"ETH",NA,NA,170.3062493,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,251
"424",NA,"asosatown","awasatown",NA,"ETH",NA,NA,170.3062493,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,170
"425",NA,"awadaytown","awasatown",NA,"ETH",NA,NA,293.7686591,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,170
"426",NA,"awadaytown","awedaytown",NA,"ETH",NA,NA,293.7686591,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,418
"427",NA,"awora","adola",NA,"ETH",NA,NA,71.97023148,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,678
"428",NA,"awora","awra",NA,"ETH",NA,NA,71.97023148,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,373
"429",NA,"awora","ayira",NA,"ETH",NA,NA,71.97023148,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,433
"430",NA,"awora","sora",NA,"ETH",NA,NA,71.97023148,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,532
"431",NA,"ayder","afder",NA,"ETH",NA,NA,143.6016078,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,75
"432",NA,"ayder","deder",NA,"ETH",NA,NA,143.6016078,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,725
"433",NA,"aysha","ayida",NA,"ETH",NA,NA,89.8187553,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,206
"434",NA,"aysha","ayira",NA,"ETH",NA,NA,89.8187553,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,433
"435",NA,"aysha","ayisha",NA,"ETH",NA,NA,89.8187553,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,35
"436",NA,"bacho","babo",NA,"ETH",NA,NA,96.07722931,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,328
"437",NA,"bacho","becho",NA,"ETH",NA,NA,96.07722931,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,476
"438",NA,"batu","babo",NA,"ETH",NA,NA,88.56304985,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,328
"439",NA,"batu","bati",NA,"ETH",NA,NA,88.56304985,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,703
"440",NA,"batu","ibantu",NA,"ETH",NA,NA,88.56304985,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,395
"441",NA,"batu","kalu",NA,"ETH",NA,NA,88.56304985,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,754
"442",NA,"batu","yayu",NA,"ETH",NA,NA,88.56304985,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,488
"443",NA,"beghi","becho",NA,"ETH",NA,NA,94.28954608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,476
"444",NA,"beghi","begi",NA,"ETH",NA,NA,94.28954608,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,415
"445",NA,"bele","begi",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,415
"446",NA,"bele","bereh",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,782
"447",NA,"bele","bule",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,148
"448",NA,"bele","bulen",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,235
"449",NA,"bele","male",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,205
"450",NA,"bele","mile",NA,"ETH",NA,NA,116.8879104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,385
"451",NA,"bensatown","bedesatown",NA,"ETH",NA,NA,86.00469277,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,456
"452",NA,"bensatown","bongatown",NA,"ETH",NA,NA,86.00469277,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,118
"453",NA,"bensatown","mersatown",NA,"ETH",NA,NA,86.00469277,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,302
"454",NA,"bita","bati",NA,"ETH",NA,NA,96.53245995,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,703
"455",NA,"bita","dima",NA,"ETH",NA,NA,96.53245995,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,230
"456",NA,"bonga","banja",NA,"ETH",NA,NA,14.0839272,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,712
"457",NA,"bonga","bensa",NA,"ETH",NA,NA,14.0839272,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,186
"458",NA,"boracha","borecha",NA,"ETH",NA,NA,85.95348044,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,544
"459",NA,"boracha","boricha",NA,"ETH",NA,NA,85.95348044,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,192
"460",NA,"borricha","borecha",NA,"ETH",NA,NA,89.75218355,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,544
"461",NA,"borricha","boricha",NA,"ETH",NA,NA,89.75218355,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,192
"462",NA,"bulle","bule",NA,"ETH",NA,NA,96.94185362,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,148
"463",NA,"bulle","bulen",NA,"ETH",NA,NA,96.94185362,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,235
"464",NA,"bullen","bule",NA,"ETH",NA,NA,96.01629879,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,148
"465",NA,"bullen","bulen",NA,"ETH",NA,NA,96.01629879,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,235
"466",NA,"burji","fursi",NA,"ETH",NA,NA,118.5358863,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,393
"467",NA,"burji","kurri",NA,"ETH",NA,NA,118.5358863,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,638
"468",NA,"dader","afder",NA,"ETH",NA,NA,108.0409153,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,75
"469",NA,"dader","deder",NA,"ETH",NA,NA,108.0409153,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,725
"470",NA,"dader","wadera",NA,"ETH",NA,NA,108.0409153,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,602
"471",NA,"dama","adwa",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,679
"472",NA,"dama","dega",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,547
"473",NA,"dama","dima",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,230
"474",NA,"dama","goma",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,680
"475",NA,"dama","jama",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,311
"476",NA,"dama","zala",NA,"ETH",NA,NA,112.1486427,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,158
"477",NA,"danan","denan",NA,"ETH",NA,NA,194.9274309,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,87
"478",NA,"danan","senan",NA,"ETH",NA,NA,194.9274309,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,722
"479",NA,"duna","dega",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,547
"480",NA,"duna","denan",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,87
"481",NA,"duna","dima",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,230
"482",NA,"duna","dune",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,211
"483",NA,"duna","kuni",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,701
"484",NA,"duna","mena",NA,"ETH",NA,NA,99.4375104,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,530
"485",NA,"fades","afder",NA,"ETH",NA,NA,103.2786505,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,75
"486",NA,"fades","fedis",NA,"ETH",NA,NA,103.2786505,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,450
"487",NA,"garbo","babo",NA,"ETH",NA,NA,22.23255822,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,328
"488",NA,"garbo","gerbo",NA,"ETH",NA,NA,22.23255822,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,59
"489",NA,"gedeb","deder",NA,"ETH",NA,NA,102.6437721,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,725
"490",NA,"gedeb","gode",NA,"ETH",NA,NA,102.6437721,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,745
"491",NA,"gelan","denan",NA,"ETH",NA,NA,104.5419887,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,87
"492",NA,"gelan","geladin",NA,"ETH",NA,NA,104.5419887,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,39
"493",NA,"gelan","senan",NA,"ETH",NA,NA,104.5419887,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,722
"494",NA,"genji","dendi",NA,"ETH",NA,NA,99.21303561,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,434
"495",NA,"genji","gaji",NA,"ETH",NA,NA,99.21303561,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,545
"496",NA,"genji","gonje",NA,"ETH",NA,NA,99.21303561,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,299
"497",NA,"gog","boh",NA,"ETH",NA,NA,90.04793273,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,56
"498",NA,"gog","gode",NA,"ETH",NA,NA,90.04793273,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,745
"499",NA,"gog","goge",NA,"ETH",NA,NA,90.04793273,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,226
"500",NA,"gog","goma",NA,"ETH",NA,NA,90.04793273,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,680
"501",NA,"gurawa","getawa",NA,"ETH",NA,NA,112.0173482,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,208
"502",NA,"gurawa","girawa",NA,"ETH",NA,NA,112.0173482,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,436
"503",NA,"halu","dalul",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,380
"504",NA,"halu","kalu",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,754
"505",NA,"halu","male",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,205
"506",NA,"halu","yalo",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,388
"507",NA,"halu","yayu",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,488
"508",NA,"halu","zala",NA,"ETH",NA,NA,52.61544765,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,158
"509",NA,"hamaro","hamero",NA,"ETH",NA,NA,33.01957992,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,57
"510",NA,"hamaro","harar",NA,"ETH",NA,NA,33.01957992,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,49
"511",NA,"isara","esira",NA,"ETH",NA,NA,100.0821314,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,129
"512",NA,"isara","ifata",NA,"ETH",NA,NA,100.0821314,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,569
"513",NA,"isara","sora",NA,"ETH",NA,NA,100.0821314,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,532
"514",NA,"jor","boh",NA,"ETH",NA,NA,62.41222524,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,56
"515",NA,"jor","jore",NA,"ETH",NA,NA,62.41222524,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,223
"516",NA,"jor","sora",NA,"ETH",NA,NA,62.41222524,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,532
"517",NA,"kallu","dalul",NA,"ETH",NA,NA,94.74912368,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,380
"518",NA,"kallu","kalu",NA,"ETH",NA,NA,94.74912368,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,754
"519",NA,"kelala","kelafo",NA,"ETH",NA,NA,103.1407216,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,68
"520",NA,"kelala","kelela",NA,"ETH",NA,NA,103.1407216,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,314
"521",NA,"kelala","telalak",NA,"ETH",NA,NA,103.1407216,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,387
"522",NA,"kori","jore",NA,"ETH",NA,NA,72.84656934,NA,"fuzzy need fix","in WHO but not shpfile","in shpfile but not WHO",NA,NA,223
